Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
600¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":80,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Program
728¿Identifier¿¿1054¿headers¿¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
729¿Literal¿string¿1054¿¿'Content-Type'¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
730¿Literal¿string¿1054¿¿'text/json'¿¿{"start":{"line":26,"column":26},"end":{"line":26,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
731¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":25,"column":12},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
732¿AssignmentExpression¿=¿1054¿¿¿¿{"start":{"line":25,"column":12},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
733¿MemberExpression¿computed¿1054¿¿¿¿{"start":{"line":25,"column":12},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
734¿Identifier¿¿1054¿headers¿¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
735¿Literal¿string¿1054¿¿'Content-Length'¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
736¿Identifier¿¿1054¿v61¿¿¿¿¿Identifier
737¿VariableDeclarator¿¿1054¿contentType¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
738¿CallExpression¿¿1054¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
739¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
740¿Identifier¿¿1054¿mime¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
741¿Identifier¿¿1054¿lookup¿¿¿{"start":{"line":29,"column":31},"end":{"line":29,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
742¿Identifier¿¿1054¿filePath¿¿¿{"start":{"line":29,"column":38},"end":{"line":29,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
743¿IfStatement¿¿1054¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿IfStatement
744¿Identifier¿¿1054¿contentType¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
745¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
746¿AssignmentExpression¿=¿1054¿¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
747¿MemberExpression¿computed¿1054¿¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
748¿Identifier¿¿1054¿headers¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
749¿Literal¿string¿1054¿¿'Content-Type'¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
750¿Identifier¿¿1054¿contentType¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
751¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":30,"column":25},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
752¿VariableDeclarator¿¿1054¿v62¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
753¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
754¿Identifier¿¿1054¿options¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
755¿Identifier¿¿1054¿cors¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
756¿IfStatement¿¿1054¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":35,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿IfStatement
757¿Identifier¿¿1054¿v62¿¿¿¿¿Identifier
758¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
759¿AssignmentExpression¿=¿1054¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
760¿MemberExpression¿computed¿1054¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
761¿Identifier¿¿1054¿headers¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
762¿Literal¿string¿1054¿¿'Access-Control-Allow-Origin'¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
763¿Literal¿string¿1054¿¿'*'¿¿{"start":{"line":34,"column":51},"end":{"line":34,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
764¿BlockStatement¿¿1054¿¿¿¿{"start":{"line":33,"column":26},"end":{"line":35,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
765¿VariableDeclarator¿¿1054¿v63¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
766¿CallExpression¿¿1054¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
767¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
768¿Identifier¿¿1054¿filePath¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
769¿Identifier¿¿1054¿match¿¿¿{"start":{"line":36,"column":21},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
770¿Literal¿object¿1054¿¿/.*\.json/¿¿{"start":{"line":36,"column":27},"end":{"line":36,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
771¿IfStatement¿¿1054¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":69,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿IfStatement
772¿Identifier¿¿1054¿v63¿¿¿¿¿Identifier
773¿VariableDeclarator¿¿1054¿statusCode¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
774¿Literal¿number¿1054¿¿200¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
775¿VariableDeclarator¿¿1054¿_headers¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
776¿ObjectExpression¿¿1054¿¿¿¿¿¿ObjectExpression
777¿VariableDeclarator¿¿1054¿v76¿¿¿{"start":{"line":39,"column":40},"end":{"line":58,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
778¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":39,"column":40},"end":{"line":58,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿FunctionExpression
779¿Identifier¿¿0¿err¿¿¿{"start":{"line":39,"column":50},"end":{"line":39,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
780¿Identifier¿¿0¿data¿¿¿{"start":{"line":39,"column":55},"end":{"line":39,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
781¿VariableDeclarator¿¿1060¿content¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
782¿Identifier¿¿1060¿data¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
783¿VariableDeclarator¿¿1060¿match¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
784¿CallExpression¿¿1060¿¿¿¿{"start":{"line":41,"column":24},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
785¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":41,"column":24},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
786¿Identifier¿¿1060¿data¿¿¿{"start":{"line":41,"column":24},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
787¿Identifier¿¿1060¿match¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
788¿Literal¿object¿1060¿¿/\*({[^}]*})\s*\n(.*)/¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
789¿IfStatement¿¿1060¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":51,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿IfStatement
790¿Identifier¿¿1060¿match¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
791¿TryStatement¿¿1060¿¿¿¿{"start":{"line":43,"column":14},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿TryStatement
792¿VariableDeclarator¿¿1060¿v64¿¿¿{"start":{"line":44,"column":38},"end":{"line":44,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
793¿MemberExpression¿computed¿1060¿¿¿¿{"start":{"line":44,"column":38},"end":{"line":44,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
794¿Identifier¿¿1060¿match¿¿¿{"start":{"line":44,"column":38},"end":{"line":44,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
795¿Literal¿number¿1060¿¿1¿¿{"start":{"line":44,"column":44},"end":{"line":44,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
796¿VariableDeclarator¿¿1060¿meta¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
797¿CallExpression¿¿1060¿¿¿¿{"start":{"line":44,"column":27},"end":{"line":44,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
798¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":44,"column":27},"end":{"line":44,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
799¿Identifier¿¿1060¿JSON¿¿¿{"start":{"line":44,"column":27},"end":{"line":44,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
800¿Identifier¿¿1060¿parse¿¿¿{"start":{"line":44,"column":32},"end":{"line":44,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
801¿Identifier¿¿1060¿v64¿¿¿¿¿Identifier
802¿VariableDeclarator¿¿1060¿v65¿¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
803¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
804¿Identifier¿¿1060¿meta¿¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
805¿Identifier¿¿1060¿code¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
806¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
807¿AssignmentExpression¿=¿1060¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
808¿Identifier¿¿1060¿statusCode¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
809¿LogicalExpression¿||¿1060¿¿¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿LogicalExpression
810¿Identifier¿¿1060¿v65¿¿¿¿¿Identifier
811¿Literal¿number¿1060¿¿200¿¿{"start":{"line":45,"column":42},"end":{"line":45,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
812¿VariableDeclarator¿¿1060¿v66¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
813¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
814¿Identifier¿¿1060¿meta¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
815¿Identifier¿¿1060¿headers¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
816¿VariableDeclarator¿¿1060¿v67¿¿¿{"start":{"line":46,"column":42},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
817¿ObjectExpression¿¿1060¿¿¿¿{"start":{"line":46,"column":42},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ObjectExpression
818¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
819¿AssignmentExpression¿=¿1060¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
820¿Identifier¿¿1060¿headers¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
821¿LogicalExpression¿||¿1060¿¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿LogicalExpression
822¿Identifier¿¿1060¿v66¿¿¿¿¿Identifier
823¿Identifier¿¿1060¿v67¿¿¿¿¿Identifier
824¿BlockStatement¿¿1060¿¿¿¿{"start":{"line":43,"column":18},"end":{"line":47,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
825¿CatchClause¿¿1060¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CatchClause
826¿VariableDeclarator¿¿1060¿v68¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
827¿BinaryExpression¿+¿1060¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BinaryExpression
828¿Literal¿string¿1060¿¿'invalid meta data for '¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
829¿Identifier¿¿1060¿filePath¿¿¿{"start":{"line":48,"column":55},"end":{"line":48,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
830¿VariableDeclarator¿¿1060¿v69¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
831¿BinaryExpression¿+¿1060¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BinaryExpression
832¿Identifier¿¿1060¿v68¿¿¿¿¿Identifier
833¿Literal¿string¿1060¿¿': '¿¿{"start":{"line":48,"column":66},"end":{"line":48,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
834¿VariableDeclarator¿¿1060¿v70¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
835¿BinaryExpression¿+¿1060¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BinaryExpression
836¿Identifier¿¿1060¿v69¿¿¿¿¿Identifier
837¿Identifier¿¿1060¿e¿¿¿{"start":{"line":48,"column":73},"end":{"line":48,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
838¿VariableDeclarator¿¿1060¿v71¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
839¿CallExpression¿¿1060¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿CallExpression
840¿MemberExpression¿¿1060¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
841¿Identifier¿¿1060¿console¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
842¿Identifier¿¿1060¿log¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
843¿Identifier¿¿1060¿v70¿¿¿¿¿Identifier
844¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
845¿Identifier¿¿1060¿v71¿¿¿¿¿Identifier
846¿BlockStatement¿¿1060¿¿¿¿{"start":{"line":47,"column":26},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
847¿Identifier¿¿1060¿e¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
848¿ExpressionStatement¿¿1060¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿ExpressionStatement
849¿AssignmentExpression¿=¿1060¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿AssignmentExpression
850¿Identifier¿¿1060¿content¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
851¿MemberExpression¿computed¿1060¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿MemberExpression
852¿Identifier¿¿1060¿match¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Identifier
853¿Literal¿number¿1060¿¿2¿¿{"start":{"line":50,"column":30},"end":{"line":50,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿Literal
854¿BlockStatement¿¿1060¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":51,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿BlockStatement
855¿VariableDeclarator¿¿1060¿name¿¿¿{"start":{"line":52,"column":21},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/simple-mock-server_0.2.1/src/simple-mock-server.js"}¿¿VariableDeclarator
