Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
905¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":237},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Program
1042¿AssignmentExpression¿=¿1565¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1043¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1044¿Identifier¿¿1565¿exports¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1045¿Identifier¿¿1565¿Param¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1046¿Identifier¿¿1565¿v82¿¿¿¿¿Identifier
1047¿VariableDeclarator¿¿1565¿v83¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1048¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1049¿Identifier¿¿1565¿_querymenSchema2¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1050¿Identifier¿¿1565¿default¿¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1051¿ExpressionStatement¿¿1565¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1052¿AssignmentExpression¿=¿1565¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1053¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1054¿Identifier¿¿1565¿exports¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1055¿Identifier¿¿1565¿Schema¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1565¿v83¿¿¿¿¿Identifier
1057¿VariableDeclarator¿¿1565¿v84¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1058¿ObjectExpression¿¿1565¿¿¿¿¿¿ObjectExpression
1059¿VariableDeclarator¿¿1565¿v85¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1060¿ObjectExpression¿¿1565¿¿¿¿¿¿ObjectExpression
1061¿VariableDeclarator¿¿1565¿v86¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1062¿ObjectExpression¿¿1565¿¿¿¿¿¿ObjectExpression
1063¿VariableDeclarator¿¿1565¿v87¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1064¿ObjectExpression¿¿1565¿¿¿¿¿¿ObjectExpression
1065¿ExpressionStatement¿¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1066¿AssignmentExpression¿=¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1067¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1068¿Identifier¿¿1565¿v87¿¿¿¿¿Identifier
1069¿Identifier¿¿1565¿parsers¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1070¿Identifier¿¿1565¿v84¿¿¿¿¿Identifier
1071¿ExpressionStatement¿¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1072¿AssignmentExpression¿=¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1073¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1074¿Identifier¿¿1565¿v87¿¿¿¿¿Identifier
1075¿Identifier¿¿1565¿formatters¿¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1076¿Identifier¿¿1565¿v85¿¿¿¿¿Identifier
1077¿ExpressionStatement¿¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1078¿AssignmentExpression¿=¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1079¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1080¿Identifier¿¿1565¿v87¿¿¿¿¿Identifier
1081¿Identifier¿¿1565¿validators¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1082¿Identifier¿¿1565¿v86¿¿¿¿¿Identifier
1083¿ExpressionStatement¿¿1565¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1084¿AssignmentExpression¿=¿1565¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1085¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1565¿exports¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1087¿Identifier¿¿1565¿handlers¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1088¿Identifier¿¿1565¿v87¿¿¿¿¿Identifier
1089¿VariableDeclarator¿¿1565¿handlers¿¿¿{"start":{"line":31,"column":4},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1090¿MemberExpression¿¿1565¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1091¿Identifier¿¿1565¿exports¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1092¿Identifier¿¿1565¿handlers¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1093¿VariableDeclarator¿exported¿1565¿handler¿¿¿{"start":{"line":44,"column":0},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1094¿FunctionExpression¿¿1565¿anon¿¿¿{"start":{"line":44,"column":0},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1095¿Identifier¿¿0¿type¿¿¿{"start":{"line":44,"column":17},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1096¿Identifier¿¿0¿name¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1097¿Identifier¿¿0¿fn¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1098¿VariableDeclarator¿¿1570¿v88¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1099¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1100¿Identifier¿¿1570¿arguments¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1101¿Identifier¿¿1570¿length¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1102¿VariableDeclarator¿¿1570¿v89¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1103¿BinaryExpression¿>¿1570¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BinaryExpression
1104¿Identifier¿¿1570¿v88¿¿¿¿¿Identifier
1105¿Literal¿number¿1570¿¿2¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1106¿IfStatement¿¿1570¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":47,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿IfStatement
1107¿Identifier¿¿1570¿v89¿¿¿¿¿Identifier
1108¿VariableDeclarator¿¿1570¿v90¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1109¿MemberExpression¿computed¿1570¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1110¿Identifier¿¿1570¿handlers¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1111¿Identifier¿¿1570¿type¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1112¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ExpressionStatement
1113¿AssignmentExpression¿=¿1570¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿AssignmentExpression
1114¿MemberExpression¿computed¿1570¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1115¿Identifier¿¿1570¿v90¿¿¿¿¿Identifier
1116¿Identifier¿¿1570¿name¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1117¿Identifier¿¿1570¿fn¿¿¿{"start":{"line":46,"column":27},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1118¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":45,"column":28},"end":{"line":47,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1119¿VariableDeclarator¿¿1570¿v91¿¿¿{"start":{"line":49,"column":9},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1120¿MemberExpression¿computed¿1570¿¿¿¿{"start":{"line":49,"column":9},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1121¿Identifier¿¿1570¿handlers¿¿¿{"start":{"line":49,"column":9},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1122¿Identifier¿¿1570¿type¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1123¿VariableDeclarator¿¿1570¿v92¿¿¿{"start":{"line":49,"column":9},"end":{"line":49,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1124¿MemberExpression¿computed¿1570¿¿¿¿{"start":{"line":49,"column":9},"end":{"line":49,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1125¿Identifier¿¿1570¿v91¿¿¿¿¿Identifier
1126¿Identifier¿¿1570¿name¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1127¿ReturnStatement¿¿1570¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ReturnStatement
1128¿Identifier¿¿1570¿v92¿¿¿¿¿Identifier
1129¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":44,"column":33},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1130¿VariableDeclarator¿exported¿1565¿parser¿¿¿{"start":{"line":59,"column":0},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1131¿FunctionExpression¿¿1565¿anon¿¿¿{"start":{"line":59,"column":0},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1132¿Identifier¿¿0¿name¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1133¿Identifier¿¿0¿fn¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1134¿VariableDeclarator¿¿1573¿v93¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1135¿ArrayExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ArrayExpression
1136¿Literal¿string¿1573¿¿'parsers'¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1137¿VariableDeclarator¿¿1573¿v94¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1138¿MemberExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1139¿Identifier¿¿1573¿Array¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1140¿Identifier¿¿1573¿prototype¿¿¿{"start":{"line":60,"column":59},"end":{"line":60,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1141¿VariableDeclarator¿¿1573¿v95¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1142¿MemberExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1143¿Identifier¿¿1573¿v94¿¿¿¿¿Identifier
1144¿Identifier¿¿1573¿slice¿¿¿{"start":{"line":60,"column":69},"end":{"line":60,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1573¿v96¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1146¿CallExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1147¿MemberExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":53},"end":{"line":60,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1148¿Identifier¿¿1573¿v95¿¿¿¿¿Identifier
1149¿Identifier¿¿1573¿call¿¿¿{"start":{"line":60,"column":75},"end":{"line":60,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1150¿Identifier¿¿1573¿arguments¿¿¿{"start":{"line":60,"column":80},"end":{"line":60,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1151¿VariableDeclarator¿¿1573¿v97¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1152¿CallExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1153¿MemberExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1154¿Identifier¿¿1573¿v93¿¿¿¿¿Identifier
1155¿Identifier¿¿1573¿concat¿¿¿{"start":{"line":60,"column":46},"end":{"line":60,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1156¿Identifier¿¿1573¿v96¿¿¿¿¿Identifier
1157¿VariableDeclarator¿¿1573¿v98¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1158¿CallExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1159¿MemberExpression¿¿1573¿¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1160¿Identifier¿¿1573¿handler¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1161¿Identifier¿¿1573¿apply¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1162¿Identifier¿¿1573¿undefined¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1163¿Identifier¿¿1573¿v97¿¿¿¿¿Identifier
1164¿ReturnStatement¿¿1573¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ReturnStatement
1165¿Identifier¿¿1573¿v98¿¿¿¿¿Identifier
1166¿BlockStatement¿¿1573¿¿¿¿{"start":{"line":59,"column":26},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿BlockStatement
1167¿VariableDeclarator¿exported¿1565¿formatter¿¿¿{"start":{"line":70,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1168¿FunctionExpression¿¿1565¿anon¿¿¿{"start":{"line":70,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿FunctionExpression
1169¿Identifier¿¿0¿name¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1170¿Identifier¿¿0¿fn¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1575¿v99¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1172¿ArrayExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿ArrayExpression
1173¿Literal¿string¿1575¿¿'formatters'¿¿{"start":{"line":71,"column":35},"end":{"line":71,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Literal
1174¿VariableDeclarator¿¿1575¿v100¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1175¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1176¿Identifier¿¿1575¿Array¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1177¿Identifier¿¿1575¿prototype¿¿¿{"start":{"line":71,"column":62},"end":{"line":71,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1178¿VariableDeclarator¿¿1575¿v101¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1179¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1180¿Identifier¿¿1575¿v100¿¿¿¿¿Identifier
1181¿Identifier¿¿1575¿slice¿¿¿{"start":{"line":71,"column":72},"end":{"line":71,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1182¿VariableDeclarator¿¿1575¿v102¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
1184¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿MemberExpression
1185¿Identifier¿¿1575¿v101¿¿¿¿¿Identifier
1186¿Identifier¿¿1575¿call¿¿¿{"start":{"line":71,"column":78},"end":{"line":71,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1187¿Identifier¿¿1575¿arguments¿¿¿{"start":{"line":71,"column":83},"end":{"line":71,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1575¿v103¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1575¿¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿CallExpression
