Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
983¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Program
1122¿CallExpression¿¿1700¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1123¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1124¿Identifier¿¿1700¿program¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1125¿Identifier¿¿1700¿parse¿¿¿{"start":{"line":23,"column":10},"end":{"line":23,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1126¿Identifier¿¿1700¿v102¿¿¿¿¿Identifier
1127¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1128¿Identifier¿¿1700¿v103¿¿¿¿¿Identifier
1129¿VariableDeclarator¿¿1700¿v104¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1130¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1131¿Identifier¿¿1700¿program¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1132¿Identifier¿¿1700¿bundler¿¿¿{"start":{"line":24,"column":10},"end":{"line":24,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1700¿v105¿¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1134¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1135¿Identifier¿¿1700¿process¿¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1136¿Identifier¿¿1700¿argv¿¿¿{"start":{"line":24,"column":33},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1137¿VariableDeclarator¿¿1700¿v106¿¿¿{"start":{"line":24,"column":44},"end":{"line":24,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1138¿BinaryExpression¿+¿1700¿¿¿¿{"start":{"line":24,"column":44},"end":{"line":24,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BinaryExpression
1139¿Identifier¿¿1700¿sub¿¿¿{"start":{"line":24,"column":44},"end":{"line":24,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1140¿Literal¿number¿1700¿¿1¿¿{"start":{"line":24,"column":50},"end":{"line":24,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1141¿VariableDeclarator¿¿1700¿v107¿¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1142¿CallExpression¿¿1700¿¿¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1143¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1144¿Identifier¿¿1700¿v105¿¿¿¿¿Identifier
1145¿Identifier¿¿1700¿slice¿¿¿{"start":{"line":24,"column":38},"end":{"line":24,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1146¿Identifier¿¿1700¿v106¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1700¿v108¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1148¿CallExpression¿¿1700¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1149¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1150¿Identifier¿¿1700¿v104¿¿¿¿¿Identifier
1151¿Identifier¿¿1700¿concat¿¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1152¿Identifier¿¿1700¿v107¿¿¿¿¿Identifier
1153¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1154¿Identifier¿¿1700¿v108¿¿¿¿¿Identifier
1155¿BlockStatement¿¿1700¿¿¿¿{"start":{"line":22,"column":16},"end":{"line":25,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1156¿VariableDeclarator¿¿1700¿v109¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1157¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1158¿Identifier¿¿1700¿process¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1159¿Identifier¿¿1700¿argv¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1160¿VariableDeclarator¿¿1700¿v110¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1161¿CallExpression¿¿1700¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1162¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1700¿program¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1164¿Identifier¿¿1700¿parse¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1165¿Identifier¿¿1700¿v109¿¿¿¿¿Identifier
1166¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1167¿Identifier¿¿1700¿v110¿¿¿¿¿Identifier
1168¿BlockStatement¿¿1700¿¿¿¿{"start":{"line":25,"column":7},"end":{"line":27,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1169¿VariableDeclarator¿¿1700¿v111¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1170¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1171¿Identifier¿¿1700¿program¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1172¿Identifier¿¿1700¿bundler¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1173¿VariableDeclarator¿¿1700¿v112¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1174¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1175¿Identifier¿¿1700¿program¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1176¿Identifier¿¿1700¿args¿¿¿{"start":{"line":29,"column":54},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1177¿VariableDeclarator¿¿1700¿v113¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1178¿CallExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1179¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1180¿Identifier¿¿1700¿v112¿¿¿¿¿Identifier
1181¿Identifier¿¿1700¿join¿¿¿{"start":{"line":29,"column":59},"end":{"line":29,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1182¿Literal¿string¿1700¿¿' '¿¿{"start":{"line":29,"column":64},"end":{"line":29,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1183¿VariableDeclarator¿¿1700¿v114¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1185¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1186¿Identifier¿¿1700¿v111¿¿¿¿¿Identifier
1187¿Identifier¿¿1700¿concat¿¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1188¿Literal¿string¿1700¿¿' '¿¿{"start":{"line":29,"column":41},"end":{"line":29,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1189¿Identifier¿¿1700¿v113¿¿¿¿¿Identifier
1190¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1191¿AssignmentExpression¿=¿1700¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿AssignmentExpression
1192¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1193¿Identifier¿¿1700¿program¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1194¿Identifier¿¿1700¿bundler¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1195¿Identifier¿¿1700¿v114¿¿¿¿¿Identifier
1196¿VariableDeclarator¿¿1700¿file¿¿¿{"start":{"line":31,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1197¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":31,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1198¿Identifier¿¿0¿req¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1199¿Identifier¿¿0¿res¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1200¿VariableDeclarator¿¿1703¿v115¿¿¿{"start":{"line":32,"column":27},"end":{"line":32,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1201¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":32,"column":27},"end":{"line":32,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1202¿Identifier¿¿1703¿program¿¿¿{"start":{"line":32,"column":27},"end":{"line":32,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1203¿Identifier¿¿1703¿directory¿¿¿{"start":{"line":32,"column":35},"end":{"line":32,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1204¿VariableDeclarator¿¿1703¿v116¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1205¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1206¿Identifier¿¿1703¿req¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1207¿Identifier¿¿1703¿url¿¿¿{"start":{"line":32,"column":50},"end":{"line":32,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1703¿filepath¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1209¿CallExpression¿¿1703¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1210¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1211¿Identifier¿¿1703¿path¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1212¿Identifier¿¿1703¿join¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1213¿Identifier¿¿1703¿v115¿¿¿¿¿Identifier
1214¿Identifier¿¿1703¿v116¿¿¿¿¿Identifier
1215¿VariableDeclarator¿¿1703¿v128¿¿¿{"start":{"line":34,"column":22},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1216¿FunctionExpression¿¿1703¿anon¿¿¿{"start":{"line":34,"column":22},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1217¿Identifier¿¿0¿exists¿¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1218¿IfStatement¿¿1705¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":51,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1219¿Identifier¿¿1705¿exists¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1220¿VariableDeclarator¿¿1705¿v123¿¿¿{"start":{"line":36,"column":28},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1221¿FunctionExpression¿¿1705¿anon¿¿¿{"start":{"line":36,"column":28},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1222¿Identifier¿¿0¿error¿¿¿{"start":{"line":36,"column":37},"end":{"line":36,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1223¿Identifier¿¿0¿buffer¿¿¿{"start":{"line":36,"column":44},"end":{"line":36,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1224¿IfStatement¿¿1707¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":41,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿IfStatement
1225¿Identifier¿¿1707¿error¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1226¿VariableDeclarator¿¿1707¿v117¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1707¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1228¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1229¿Identifier¿¿1707¿res¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1230¿Identifier¿¿1707¿writeHead¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1231¿Literal¿number¿1707¿¿500¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1232¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1233¿Identifier¿¿1707¿v117¿¿¿¿¿Identifier
1234¿VariableDeclarator¿¿1707¿v118¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1235¿CallExpression¿¿1707¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1236¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1237¿Identifier¿¿1707¿res¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1238¿Identifier¿¿1707¿write¿¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1239¿Literal¿string¿1707¿¿'500'¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1240¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1241¿Identifier¿¿1707¿v118¿¿¿¿¿Identifier
1242¿VariableDeclarator¿¿1707¿v119¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1243¿CallExpression¿¿1707¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1244¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1245¿Identifier¿¿1707¿res¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1246¿Identifier¿¿1707¿end¿¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1247¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1248¿Identifier¿¿1707¿v119¿¿¿¿¿Identifier
1249¿BlockStatement¿¿1707¿¿¿¿{"start":{"line":37,"column":19},"end":{"line":41,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1250¿VariableDeclarator¿¿1707¿v120¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1251¿CallExpression¿¿1707¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1252¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1253¿Identifier¿¿1707¿res¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1254¿Identifier¿¿1707¿writeHead¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1255¿Literal¿number¿1707¿¿200¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1256¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1257¿Identifier¿¿1707¿v120¿¿¿¿¿Identifier
1258¿VariableDeclarator¿¿1707¿v121¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1259¿CallExpression¿¿1707¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1260¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1261¿Identifier¿¿1707¿res¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1262¿Identifier¿¿1707¿write¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1263¿Identifier¿¿1707¿buffer¿¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1264¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1265¿Identifier¿¿1707¿v121¿¿¿¿¿Identifier
1266¿VariableDeclarator¿¿1707¿v122¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
