Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8590¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1387,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Program
10964¿BlockStatement¿¿15428¿¿¿¿¿¿BlockStatement
10965¿VariableDeclarator¿¿15428¿i¿¿¿{"start":{"line":515,"column":10},"end":{"line":515,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10966¿VariableDeclarator¿¿15428¿v1317¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10967¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
10968¿Identifier¿¿15428¿a¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10969¿Identifier¿¿15428¿params¿¿¿{"start":{"line":516,"column":18},"end":{"line":516,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10970¿VariableDeclarator¿¿15428¿len¿¿¿{"start":{"line":516,"column":10},"end":{"line":516,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10971¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":516,"column":16},"end":{"line":516,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
10972¿Identifier¿¿15428¿v1317¿¿¿¿¿Identifier
10973¿Identifier¿¿15428¿length¿¿¿{"start":{"line":516,"column":25},"end":{"line":516,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10974¿VariableDeclarator¿¿15428¿ac¿¿¿{"start":{"line":517,"column":10},"end":{"line":517,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10975¿Literal¿number¿15428¿¿0¿¿{"start":{"line":517,"column":15},"end":{"line":517,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
10976¿VariableDeclarator¿¿15428¿bc¿¿¿{"start":{"line":518,"column":10},"end":{"line":518,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10977¿Literal¿number¿15428¿¿0¿¿{"start":{"line":518,"column":15},"end":{"line":518,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
10978¿AssignmentExpression¿=¿15428¿¿¿¿{"start":{"line":519,"column":11},"end":{"line":519,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
10979¿Identifier¿¿15428¿i¿¿¿{"start":{"line":519,"column":11},"end":{"line":519,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10980¿Literal¿number¿15428¿¿0¿¿{"start":{"line":519,"column":15},"end":{"line":519,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
10981¿VariableDeclarator¿¿15428¿v1318¿¿¿{"start":{"line":519,"column":18},"end":{"line":519,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10982¿BinaryExpression¿<¿15428¿¿¿¿{"start":{"line":519,"column":18},"end":{"line":519,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
10983¿Identifier¿¿15428¿i¿¿¿{"start":{"line":519,"column":18},"end":{"line":519,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10984¿Identifier¿¿15428¿len¿¿¿{"start":{"line":519,"column":22},"end":{"line":519,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10985¿WhileStatement¿¿15428¿¿¿¿{"start":{"line":519,"column":6},"end":{"line":522,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿WhileStatement
10986¿Identifier¿¿15428¿v1318¿¿¿¿¿Identifier
10987¿VariableDeclarator¿¿15428¿v1320¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10988¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
10989¿Identifier¿¿15428¿a¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10990¿Identifier¿¿15428¿params¿¿¿{"start":{"line":520,"column":14},"end":{"line":520,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10991¿VariableDeclarator¿¿15428¿v1321¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10992¿MemberExpression¿computed¿15428¿¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
10993¿Identifier¿¿15428¿v1320¿¿¿¿¿Identifier
10994¿Identifier¿¿15428¿i¿¿¿{"start":{"line":520,"column":21},"end":{"line":520,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
10995¿VariableDeclarator¿¿15428¿v1322¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
10996¿CallExpression¿¿15428¿¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
10997¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":520,"column":12},"end":{"line":520,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
10998¿Identifier¿¿15428¿v1321¿¿¿¿¿Identifier
10999¿Identifier¿¿15428¿hasConversions¿¿¿{"start":{"line":520,"column":24},"end":{"line":520,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11000¿IfStatement¿¿15428¿¿¿¿{"start":{"line":520,"column":8},"end":{"line":520,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
11001¿Identifier¿¿15428¿v1322¿¿¿¿¿Identifier
11002¿VariableDeclarator¿¿15428¿v1323¿¿¿{"start":{"line":520,"column":42},"end":{"line":520,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11003¿UpdateExpression¿¿15428¿¿¿¿{"start":{"line":520,"column":42},"end":{"line":520,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
11004¿Identifier¿¿15428¿ac¿¿¿{"start":{"line":520,"column":42},"end":{"line":520,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11005¿ExpressionStatement¿¿15428¿¿¿¿{"start":{"line":520,"column":42},"end":{"line":520,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
11006¿Identifier¿¿15428¿v1323¿¿¿¿¿Identifier
11007¿BlockStatement¿¿15428¿¿¿¿¿¿BlockStatement
11008¿VariableDeclarator¿¿15428¿v1324¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11009¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11010¿Identifier¿¿15428¿b¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11011¿Identifier¿¿15428¿params¿¿¿{"start":{"line":521,"column":14},"end":{"line":521,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11012¿VariableDeclarator¿¿15428¿v1325¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11013¿MemberExpression¿computed¿15428¿¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11014¿Identifier¿¿15428¿v1324¿¿¿¿¿Identifier
11015¿Identifier¿¿15428¿i¿¿¿{"start":{"line":521,"column":21},"end":{"line":521,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11016¿VariableDeclarator¿¿15428¿v1326¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11017¿CallExpression¿¿15428¿¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
11018¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":521,"column":12},"end":{"line":521,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11019¿Identifier¿¿15428¿v1325¿¿¿¿¿Identifier
11020¿Identifier¿¿15428¿hasConversions¿¿¿{"start":{"line":521,"column":24},"end":{"line":521,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11021¿IfStatement¿¿15428¿¿¿¿{"start":{"line":521,"column":8},"end":{"line":521,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
11022¿Identifier¿¿15428¿v1326¿¿¿¿¿Identifier
11023¿VariableDeclarator¿¿15428¿v1327¿¿¿{"start":{"line":521,"column":42},"end":{"line":521,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11024¿UpdateExpression¿¿15428¿¿¿¿{"start":{"line":521,"column":42},"end":{"line":521,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
11025¿Identifier¿¿15428¿bc¿¿¿{"start":{"line":521,"column":42},"end":{"line":521,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11026¿ExpressionStatement¿¿15428¿¿¿¿{"start":{"line":521,"column":42},"end":{"line":521,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
11027¿Identifier¿¿15428¿v1327¿¿¿¿¿Identifier
11028¿BlockStatement¿¿15428¿¿¿¿¿¿BlockStatement
11029¿VariableDeclarator¿¿15428¿v1319¿¿¿{"start":{"line":519,"column":27},"end":{"line":519,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11030¿UpdateExpression¿¿15428¿¿¿¿{"start":{"line":519,"column":27},"end":{"line":519,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
11031¿Identifier¿¿15428¿i¿¿¿{"start":{"line":519,"column":27},"end":{"line":519,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11032¿ExpressionStatement¿¿15428¿¿¿¿{"start":{"line":519,"column":6},"end":{"line":522,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
11033¿AssignmentExpression¿=¿15428¿¿¿¿{"start":{"line":519,"column":6},"end":{"line":522,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
11034¿Identifier¿¿15428¿v1318¿¿¿{"start":{"line":519,"column":6},"end":{"line":522,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11035¿BinaryExpression¿<¿15428¿¿¿¿{"start":{"line":519,"column":18},"end":{"line":519,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
11036¿Identifier¿¿15428¿i¿¿¿{"start":{"line":519,"column":18},"end":{"line":519,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11037¿Identifier¿¿15428¿len¿¿¿{"start":{"line":519,"column":22},"end":{"line":519,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11038¿BlockStatement¿¿15428¿¿¿¿¿¿BlockStatement
11039¿VariableDeclarator¿¿15428¿v1328¿¿¿{"start":{"line":524,"column":10},"end":{"line":524,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11040¿BinaryExpression¿>¿15428¿¿¿¿{"start":{"line":524,"column":10},"end":{"line":524,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
11041¿Identifier¿¿15428¿ac¿¿¿{"start":{"line":524,"column":10},"end":{"line":524,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11042¿Identifier¿¿15428¿bc¿¿¿{"start":{"line":524,"column":15},"end":{"line":524,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11043¿IfStatement¿¿15428¿¿¿¿{"start":{"line":524,"column":6},"end":{"line":524,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
11044¿Identifier¿¿15428¿v1328¿¿¿¿¿Identifier
11045¿ReturnStatement¿¿15428¿¿¿¿{"start":{"line":524,"column":19},"end":{"line":524,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
11046¿Literal¿number¿15428¿¿1¿¿{"start":{"line":524,"column":26},"end":{"line":524,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
11047¿BlockStatement¿¿15428¿¿¿¿¿¿BlockStatement
11048¿VariableDeclarator¿¿15428¿v1329¿¿¿{"start":{"line":525,"column":10},"end":{"line":525,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11049¿BinaryExpression¿<¿15428¿¿¿¿{"start":{"line":525,"column":10},"end":{"line":525,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
11050¿Identifier¿¿15428¿ac¿¿¿{"start":{"line":525,"column":10},"end":{"line":525,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11051¿Identifier¿¿15428¿bc¿¿¿{"start":{"line":525,"column":15},"end":{"line":525,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11052¿IfStatement¿¿15428¿¿¿¿{"start":{"line":525,"column":6},"end":{"line":525,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
11053¿Identifier¿¿15428¿v1329¿¿¿¿¿Identifier
11054¿VariableDeclarator¿¿15428¿v1330¿¿¿{"start":{"line":525,"column":26},"end":{"line":525,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11055¿UnaryExpression¿-¿15428¿¿¿¿{"start":{"line":525,"column":26},"end":{"line":525,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UnaryExpression
11056¿Literal¿number¿15428¿¿1¿¿{"start":{"line":525,"column":27},"end":{"line":525,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
11057¿ReturnStatement¿¿15428¿¿¿¿{"start":{"line":525,"column":19},"end":{"line":525,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
11058¿Identifier¿¿15428¿v1330¿¿¿¿¿Identifier
11059¿BlockStatement¿¿15428¿¿¿¿¿¿BlockStatement
11060¿AssignmentExpression¿=¿15428¿¿¿¿{"start":{"line":528,"column":11},"end":{"line":528,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
11061¿Identifier¿¿15428¿i¿¿¿{"start":{"line":528,"column":11},"end":{"line":528,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11062¿Literal¿number¿15428¿¿0¿¿{"start":{"line":528,"column":15},"end":{"line":528,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
11063¿VariableDeclarator¿¿15428¿v1331¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11064¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11065¿Identifier¿¿15428¿a¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11066¿Identifier¿¿15428¿params¿¿¿{"start":{"line":528,"column":24},"end":{"line":528,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11067¿VariableDeclarator¿¿15428¿v1332¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11068¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":528,"column":22},"end":{"line":528,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11069¿Identifier¿¿15428¿v1331¿¿¿¿¿Identifier
11070¿Identifier¿¿15428¿length¿¿¿{"start":{"line":528,"column":31},"end":{"line":528,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11071¿VariableDeclarator¿¿15428¿v1333¿¿¿{"start":{"line":528,"column":18},"end":{"line":528,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11072¿BinaryExpression¿<¿15428¿¿¿¿{"start":{"line":528,"column":18},"end":{"line":528,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
11073¿Identifier¿¿15428¿i¿¿¿{"start":{"line":528,"column":18},"end":{"line":528,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11074¿Identifier¿¿15428¿v1332¿¿¿¿¿Identifier
11075¿WhileStatement¿¿15428¿¿¿¿{"start":{"line":528,"column":6},"end":{"line":533,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿WhileStatement
11076¿Identifier¿¿15428¿v1333¿¿¿¿¿Identifier
11077¿VariableDeclarator¿¿15428¿v1335¿¿¿{"start":{"line":529,"column":32},"end":{"line":529,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11078¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":529,"column":32},"end":{"line":529,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11079¿Identifier¿¿15428¿a¿¿¿{"start":{"line":529,"column":32},"end":{"line":529,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11080¿Identifier¿¿15428¿params¿¿¿{"start":{"line":529,"column":34},"end":{"line":529,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11081¿VariableDeclarator¿¿15428¿v1336¿¿¿{"start":{"line":529,"column":32},"end":{"line":529,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11082¿MemberExpression¿computed¿15428¿¿¿¿{"start":{"line":529,"column":32},"end":{"line":529,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11083¿Identifier¿¿15428¿v1335¿¿¿¿¿Identifier
11084¿Identifier¿¿15428¿i¿¿¿{"start":{"line":529,"column":41},"end":{"line":529,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11085¿VariableDeclarator¿¿15428¿v1337¿¿¿{"start":{"line":529,"column":45},"end":{"line":529,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11086¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":529,"column":45},"end":{"line":529,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11087¿Identifier¿¿15428¿b¿¿¿{"start":{"line":529,"column":45},"end":{"line":529,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11088¿Identifier¿¿15428¿params¿¿¿{"start":{"line":529,"column":47},"end":{"line":529,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11089¿VariableDeclarator¿¿15428¿v1338¿¿¿{"start":{"line":529,"column":45},"end":{"line":529,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11090¿MemberExpression¿computed¿15428¿¿¿¿{"start":{"line":529,"column":45},"end":{"line":529,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11091¿Identifier¿¿15428¿v1337¿¿¿¿¿Identifier
11092¿Identifier¿¿15428¿i¿¿¿{"start":{"line":529,"column":54},"end":{"line":529,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11093¿VariableDeclarator¿¿15428¿cmp¿¿¿{"start":{"line":529,"column":12},"end":{"line":529,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11094¿CallExpression¿¿15428¿¿¿¿{"start":{"line":529,"column":18},"end":{"line":529,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
11095¿MemberExpression¿¿15428¿¿¿¿{"start":{"line":529,"column":18},"end":{"line":529,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
11096¿Identifier¿¿15428¿Param¿¿¿{"start":{"line":529,"column":18},"end":{"line":529,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11097¿Identifier¿¿15428¿compare¿¿¿{"start":{"line":529,"column":24},"end":{"line":529,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11098¿Identifier¿¿15428¿v1336¿¿¿¿¿Identifier
11099¿Identifier¿¿15428¿v1338¿¿¿¿¿Identifier
11100¿VariableDeclarator¿¿15428¿v1339¿¿¿{"start":{"line":530,"column":12},"end":{"line":530,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11101¿BinaryExpression¿!==¿15428¿¿¿¿{"start":{"line":530,"column":12},"end":{"line":530,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
11102¿Identifier¿¿15428¿cmp¿¿¿{"start":{"line":530,"column":12},"end":{"line":530,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11103¿Literal¿number¿15428¿¿0¿¿{"start":{"line":530,"column":20},"end":{"line":530,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
11104¿IfStatement¿¿15428¿¿¿¿{"start":{"line":530,"column":8},"end":{"line":532,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
11105¿Identifier¿¿15428¿v1339¿¿¿¿¿Identifier
11106¿ReturnStatement¿¿15428¿¿¿¿{"start":{"line":531,"column":10},"end":{"line":531,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
11107¿Identifier¿¿15428¿cmp¿¿¿{"start":{"line":531,"column":17},"end":{"line":531,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11108¿BlockStatement¿¿15428¿¿¿¿{"start":{"line":530,"column":23},"end":{"line":532,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
11109¿VariableDeclarator¿¿15428¿v1334¿¿¿{"start":{"line":528,"column":39},"end":{"line":528,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
11110¿UpdateExpression¿¿15428¿¿¿¿{"start":{"line":528,"column":39},"end":{"line":528,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
11111¿Identifier¿¿15428¿i¿¿¿{"start":{"line":528,"column":39},"end":{"line":528,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11112¿ExpressionStatement¿¿15428¿¿¿¿{"start":{"line":528,"column":6},"end":{"line":533,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
11113¿AssignmentExpression¿=¿15428¿¿¿¿{"start":{"line":528,"column":6},"end":{"line":533,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
11114¿Identifier¿¿15428¿v1333¿¿¿{"start":{"line":528,"column":6},"end":{"line":533,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11115¿BinaryExpression¿<¿15428¿¿¿¿{"start":{"line":528,"column":18},"end":{"line":528,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
11116¿Identifier¿¿15428¿i¿¿¿{"start":{"line":528,"column":18},"end":{"line":528,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
11117¿Identifier¿¿15428¿v1332¿¿¿¿¿Identifier
