Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1006¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Program
1144¿Identifier¿¿0¿s¿¿¿{"start":{"line":27,"column":31},"end":{"line":27,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1145¿Identifier¿¿0¿i¿¿¿{"start":{"line":27,"column":34},"end":{"line":27,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1146¿VariableDeclarator¿¿1752¿v109¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1147¿MemberExpression¿computed¿1752¿¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1148¿Identifier¿¿1752¿headers¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1149¿Identifier¿¿1752¿i¿¿¿{"start":{"line":28,"column":26},"end":{"line":28,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1150¿ExpressionStatement¿¿1752¿¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1151¿AssignmentExpression¿=¿1752¿¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1152¿MemberExpression¿computed¿1752¿¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1153¿Identifier¿¿1752¿k¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1154¿Identifier¿¿1752¿v109¿¿¿¿¿Identifier
1155¿Identifier¿¿1752¿s¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1156¿BlockStatement¿¿1752¿¿¿¿{"start":{"line":27,"column":37},"end":{"line":29,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1157¿VariableDeclarator¿¿1749¿v111¿¿¿{"start":{"line":27,"column":12},"end":{"line":29,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1158¿CallExpression¿¿1749¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":29,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1159¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1160¿Identifier¿¿1749¿v¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1161¿Identifier¿¿1749¿forEach¿¿¿{"start":{"line":27,"column":14},"end":{"line":27,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1162¿Identifier¿¿1749¿v110¿¿¿¿¿Identifier
1163¿ExpressionStatement¿¿1749¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":29,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1164¿Identifier¿¿1749¿v111¿¿¿¿¿Identifier
1165¿VariableDeclarator¿¿1749¿v112¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1749¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1167¿MemberExpression¿¿1749¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1168¿Identifier¿¿1749¿data¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1169¿Identifier¿¿1749¿push¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1170¿Identifier¿¿1749¿k¿¿¿{"start":{"line":30,"column":22},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1171¿ExpressionStatement¿¿1749¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1172¿Identifier¿¿1749¿v112¿¿¿¿¿Identifier
1173¿BlockStatement¿¿1749¿¿¿¿{"start":{"line":21,"column":30},"end":{"line":31,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1174¿VariableDeclarator¿¿1744¿v114¿¿¿{"start":{"line":21,"column":8},"end":{"line":31,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1744¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":31,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1176¿MemberExpression¿¿1744¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1177¿Identifier¿¿1744¿d¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1178¿Identifier¿¿1744¿forEach¿¿¿{"start":{"line":21,"column":10},"end":{"line":21,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1179¿Identifier¿¿1744¿v113¿¿¿¿¿Identifier
1180¿ExpressionStatement¿¿1744¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":31,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1181¿Identifier¿¿1744¿v114¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1744¿v115¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1744¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1184¿Identifier¿¿1744¿fn¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1185¿Identifier¿¿1744¿data¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1186¿ExpressionStatement¿¿1744¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1187¿Identifier¿¿1744¿v115¿¿¿¿¿Identifier
1188¿BlockStatement¿¿1744¿¿¿¿{"start":{"line":9,"column":47},"end":{"line":33,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1189¿VariableDeclarator¿¿1741¿v117¿¿¿{"start":{"line":9,"column":4},"end":{"line":33,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1741¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":33,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1191¿MemberExpression¿¿1741¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1192¿Identifier¿¿1741¿cp¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1193¿Identifier¿¿1741¿exec¿¿¿{"start":{"line":9,"column":7},"end":{"line":9,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1194¿Identifier¿¿1741¿v96¿¿¿¿¿Identifier
1195¿Identifier¿¿1741¿v116¿¿¿¿¿Identifier
1196¿ExpressionStatement¿¿1741¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":33,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1197¿Identifier¿¿1741¿v117¿¿¿¿¿Identifier
1198¿BlockStatement¿¿1741¿¿¿¿{"start":{"line":3,"column":42},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1199¿ExpressionStatement¿¿1739¿¿¿¿{"start":{"line":3,"column":10},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1200¿AssignmentExpression¿=¿1739¿¿¿¿{"start":{"line":3,"column":10},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1201¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":3,"column":10},"end":{"line":3,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1202¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":3,"column":10},"end":{"line":3,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1203¿Identifier¿¿1739¿raw¿¿¿{"start":{"line":3,"column":18},"end":{"line":3,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1204¿Identifier¿¿1739¿v118¿¿¿¿¿Identifier
1205¿VariableDeclarator¿¿1739¿raw¿¿¿{"start":{"line":3,"column":4},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1206¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":3,"column":10},"end":{"line":3,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1207¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":3,"column":10},"end":{"line":3,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1208¿Identifier¿¿1739¿raw¿¿¿{"start":{"line":3,"column":18},"end":{"line":3,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1209¿VariableDeclarator¿exported¿1739¿v145¿¿¿{"start":{"line":36,"column":17},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1210¿FunctionExpression¿¿1739¿anon¿¿¿{"start":{"line":36,"column":38},"end":{"line":68,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1211¿Identifier¿¿0¿port¿¿¿{"start":{"line":36,"column":47},"end":{"line":36,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1212¿Identifier¿¿0¿fn¿¿¿{"start":{"line":36,"column":53},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1754¿v119¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1214¿BinaryExpression¿+¿1754¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BinaryExpression
1215¿Literal¿string¿1754¿¿'lsof -i tcp:'¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1216¿Identifier¿¿1754¿port¿¿¿{"start":{"line":37,"column":29},"end":{"line":37,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1217¿VariableDeclarator¿¿1754¿v143¿¿¿{"start":{"line":37,"column":35},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1218¿FunctionExpression¿¿1754¿anon¿¿¿{"start":{"line":37,"column":35},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1219¿Identifier¿¿0¿err¿¿¿{"start":{"line":37,"column":44},"end":{"line":37,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1220¿Identifier¿¿0¿d¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1221¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1222¿AssignmentExpression¿=¿1756¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1223¿Identifier¿¿1756¿d¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1224¿CallExpression¿¿1756¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1225¿MemberExpression¿¿1756¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1226¿Identifier¿¿1756¿d¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1227¿Identifier¿¿1756¿split¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1228¿Literal¿string¿1756¿¿'\n'¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1229¿VariableDeclarator¿¿1756¿data¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1230¿ArrayExpression¿¿1756¿¿¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ArrayExpression
1231¿VariableDeclarator¿¿1756¿v120¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1232¿MemberExpression¿computed¿1756¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1233¿Identifier¿¿1756¿d¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1234¿Literal¿number¿1756¿¿0¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1235¿VariableDeclarator¿¿1756¿v121¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1236¿CallExpression¿¿1756¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1237¿MemberExpression¿¿1756¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1238¿Identifier¿¿1756¿v120¿¿¿¿¿Identifier
1239¿Identifier¿¿1756¿toLowerCase¿¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1240¿VariableDeclarator¿¿1756¿headers¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1241¿CallExpression¿¿1756¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1242¿MemberExpression¿¿1756¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1243¿Identifier¿¿1756¿v121¿¿¿¿¿Identifier
1244¿Identifier¿¿1756¿split¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1245¿Literal¿object¿1756¿¿/\s+/¿¿{"start":{"line":40,"column":47},"end":{"line":40,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1246¿VariableDeclarator¿¿1756¿v125¿¿¿{"start":{"line":41,"column":24},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1247¿FunctionExpression¿¿1756¿anon¿¿¿{"start":{"line":41,"column":24},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1248¿Identifier¿¿0¿v¿¿¿{"start":{"line":41,"column":33},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1249¿Identifier¿¿0¿k¿¿¿{"start":{"line":41,"column":36},"end":{"line":41,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1250¿VariableDeclarator¿¿1758¿v122¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1251¿BinaryExpression¿===¿1758¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BinaryExpression
1252¿Identifier¿¿1758¿v¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1253¿Literal¿string¿1758¿¿''¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1254¿IfStatement¿¿1758¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1255¿Identifier¿¿1758¿v122¿¿¿¿¿Identifier
1256¿VariableDeclarator¿¿1758¿v123¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1257¿MemberExpression¿computed¿1758¿¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1258¿Identifier¿¿1758¿headers¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1259¿Identifier¿¿1758¿k¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1260¿VariableDeclarator¿¿1758¿v124¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1261¿UnaryExpression¿delete¿1758¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UnaryExpression
1262¿Identifier¿¿1758¿v123¿¿¿¿¿Identifier
1263¿ExpressionStatement¿¿1758¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1264¿Identifier¿¿1758¿v124¿¿¿¿¿Identifier
1265¿BlockStatement¿¿1758¿¿¿¿{"start":{"line":43,"column":26},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1266¿BlockStatement¿¿1758¿¿¿¿{"start":{"line":41,"column":39},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1267¿VariableDeclarator¿¿1756¿v126¿¿¿{"start":{"line":41,"column":8},"end":{"line":46,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1756¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":46,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1269¿MemberExpression¿¿1756¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1270¿Identifier¿¿1756¿headers¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1271¿Identifier¿¿1756¿forEach¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1272¿Identifier¿¿1756¿v125¿¿¿¿¿Identifier
1273¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":46,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1274¿Identifier¿¿1756¿v126¿¿¿¿¿Identifier
1275¿VariableDeclarator¿¿1756¿v127¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1276¿MemberExpression¿computed¿1756¿¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1277¿Identifier¿¿1756¿d¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1278¿Literal¿number¿1756¿¿0¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1279¿VariableDeclarator¿¿1756¿v128¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1280¿UnaryExpression¿delete¿1756¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UnaryExpression
1281¿Identifier¿¿1756¿v127¿¿¿¿¿Identifier
1282¿ExpressionStatement¿¿1756¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1283¿Identifier¿¿1756¿v128¿¿¿¿¿Identifier
1284¿VariableDeclarator¿¿1756¿v129¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1285¿CallExpression¿¿1756¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
