Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
710¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Program
847¿Literal¿string¿1252¿¿'Access-Control-Allow-Headers'¿¿{"start":{"line":25,"column":31},"end":{"line":25,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
848¿Literal¿string¿1252¿¿'Content-Type,x-requested-with,*'¿¿{"start":{"line":25,"column":63},"end":{"line":25,"column":96},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
849¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
850¿Identifier¿¿1252¿v87¿¿¿¿¿Identifier
851¿VariableDeclarator¿¿1252¿v88¿¿¿{"start":{"line":26,"column":12},"end":{"line":26,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
852¿CallExpression¿¿1252¿¿¿¿{"start":{"line":26,"column":12},"end":{"line":26,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
853¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":26,"column":12},"end":{"line":26,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
854¿Identifier¿¿1252¿response¿¿¿{"start":{"line":26,"column":12},"end":{"line":26,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
855¿Identifier¿¿1252¿setHeader¿¿¿{"start":{"line":26,"column":21},"end":{"line":26,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
856¿Literal¿string¿1252¿¿'Access-Control-Max-Age'¿¿{"start":{"line":26,"column":31},"end":{"line":26,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
857¿Literal¿string¿1252¿¿'86400'¿¿{"start":{"line":26,"column":57},"end":{"line":26,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
858¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":26,"column":12},"end":{"line":26,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
859¿Identifier¿¿1252¿v88¿¿¿¿¿Identifier
860¿VariableDeclarator¿¿1252¿v89¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
861¿CallExpression¿¿1252¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
862¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
863¿Identifier¿¿1252¿response¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
864¿Identifier¿¿1252¿writeHead¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
865¿Literal¿number¿1252¿¿200¿¿{"start":{"line":27,"column":31},"end":{"line":27,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
866¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
867¿Identifier¿¿1252¿v89¿¿¿¿¿Identifier
868¿VariableDeclarator¿¿1252¿v90¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
869¿CallExpression¿¿1252¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
870¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
871¿Identifier¿¿1252¿response¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
872¿Identifier¿¿1252¿end¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
873¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
874¿Identifier¿¿1252¿v90¿¿¿¿¿Identifier
875¿ReturnStatement¿¿1252¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ReturnStatement
876¿BlockStatement¿¿1252¿¿¿¿{"start":{"line":23,"column":40},"end":{"line":30,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BlockStatement
877¿VariableDeclarator¿¿1252¿v91¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
878¿CallExpression¿¿1252¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
879¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
880¿Identifier¿¿1252¿console¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
881¿Identifier¿¿1252¿log¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
882¿Literal¿string¿1252¿¿'---------------request from-----------------'¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
883¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
884¿Identifier¿¿1252¿v91¿¿¿¿¿Identifier
885¿VariableDeclarator¿¿1252¿v92¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
886¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
887¿Identifier¿¿1252¿request¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
888¿Identifier¿¿1252¿url¿¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
889¿VariableDeclarator¿¿1252¿v93¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
890¿CallExpression¿¿1252¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
891¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
892¿Identifier¿¿1252¿console¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
893¿Identifier¿¿1252¿log¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
894¿Identifier¿¿1252¿v92¿¿¿¿¿Identifier
895¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
896¿Identifier¿¿1252¿v93¿¿¿¿¿Identifier
897¿VariableDeclarator¿¿1252¿v94¿¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
898¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
899¿Identifier¿¿1252¿request¿¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
900¿Identifier¿¿1252¿url¿¿¿{"start":{"line":34,"column":41},"end":{"line":34,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
901¿VariableDeclarator¿¿1252¿v95¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
902¿CallExpression¿¿1252¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
903¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
904¿Identifier¿¿1252¿url¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
905¿Identifier¿¿1252¿parse¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
906¿Identifier¿¿1252¿v94¿¿¿¿¿Identifier
907¿VariableDeclarator¿¿1252¿v96¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
908¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
909¿Identifier¿¿1252¿v95¿¿¿¿¿Identifier
910¿Identifier¿¿1252¿pathname¿¿¿{"start":{"line":34,"column":46},"end":{"line":34,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
911¿VariableDeclarator¿¿1252¿v97¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
912¿CallExpression¿¿1252¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
913¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
914¿Identifier¿¿1252¿v96¿¿¿¿¿Identifier
915¿Identifier¿¿1252¿replace¿¿¿{"start":{"line":34,"column":55},"end":{"line":34,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
916¿Literal¿object¿1252¿¿/^\//¿¿{"start":{"line":34,"column":63},"end":{"line":34,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
917¿Literal¿string¿1252¿¿''¿¿{"start":{"line":34,"column":70},"end":{"line":34,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
918¿VariableDeclarator¿¿1252¿pathname¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
919¿LogicalExpression¿||¿1252¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿LogicalExpression
920¿Identifier¿¿1252¿v97¿¿¿¿¿Identifier
921¿Literal¿string¿1252¿¿'index.html'¿¿{"start":{"line":34,"column":77},"end":{"line":34,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
922¿VariableDeclarator¿¿1252¿realPath¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
923¿CallExpression¿¿1252¿¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
924¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
925¿Identifier¿¿1252¿path¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
926¿Identifier¿¿1252¿resolve¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
927¿Identifier¿¿1252¿assetPath¿¿¿{"start":{"line":35,"column":36},"end":{"line":35,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
928¿Identifier¿¿1252¿pathname¿¿¿{"start":{"line":35,"column":47},"end":{"line":35,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
929¿VariableDeclarator¿¿1252¿ext¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
930¿CallExpression¿¿1252¿¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
931¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
932¿Identifier¿¿1252¿path¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
933¿Identifier¿¿1252¿extname¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
934¿Identifier¿¿1252¿realPath¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
935¿VariableDeclarator¿¿1252¿v98¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
936¿CallExpression¿¿1252¿¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
937¿MemberExpression¿¿1252¿¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
938¿Identifier¿¿1252¿ext¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
939¿Identifier¿¿1252¿slice¿¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
940¿Literal¿number¿1252¿¿1¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
941¿IfStatement¿¿1252¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿IfStatement
942¿Identifier¿¿1252¿ext¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
943¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
944¿AssignmentExpression¿=¿1252¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿AssignmentExpression
945¿Identifier¿¿1252¿ext¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
946¿Identifier¿¿1252¿v98¿¿¿¿¿Identifier
947¿BlockStatement¿¿1252¿¿¿¿¿¿BlockStatement
948¿ExpressionStatement¿¿1252¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
949¿AssignmentExpression¿=¿1252¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿AssignmentExpression
950¿Identifier¿¿1252¿ext¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
951¿Literal¿string¿1252¿¿'unknown'¿¿{"start":{"line":37,"column":35},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
952¿BlockStatement¿¿1252¿¿¿¿¿¿BlockStatement
953¿VariableDeclarator¿¿1252¿v129¿¿¿{"start":{"line":39,"column":28},"end":{"line":76,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
954¿FunctionExpression¿¿1252¿anon¿¿¿{"start":{"line":39,"column":28},"end":{"line":76,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿FunctionExpression
955¿Identifier¿¿0¿exists¿¿¿{"start":{"line":39,"column":37},"end":{"line":39,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
956¿VariableDeclarator¿¿1256¿v99¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
957¿UnaryExpression¿!¿1256¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿UnaryExpression
958¿Identifier¿¿1256¿exists¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
959¿IfStatement¿¿1256¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿IfStatement
960¿Identifier¿¿1256¿v99¿¿¿¿¿Identifier
961¿VariableDeclarator¿¿1256¿v100¿¿¿{"start":{"line":42,"column":36},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
962¿MemberExpression¿¿1256¿¿¿¿{"start":{"line":42,"column":36},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
963¿Identifier¿¿1256¿mine¿¿¿{"start":{"line":42,"column":36},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
964¿Identifier¿¿1256¿txt¿¿¿{"start":{"line":42,"column":41},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
965¿VariableDeclarator¿¿1256¿v101¿¿¿{"start":{"line":41,"column":40},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
966¿ObjectExpression¿¿1256¿¿¿¿{"start":{"line":41,"column":40},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ObjectExpression
967¿Property¿¿1256¿¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Property
968¿Literal¿string¿1256¿¿'Content-Type'¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
969¿Identifier¿¿1256¿v100¿¿¿¿¿Identifier
970¿VariableDeclarator¿¿1256¿v102¿¿¿{"start":{"line":41,"column":16},"end":{"line":43,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1256¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":43,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
972¿MemberExpression¿¿1256¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
973¿Identifier¿¿1256¿response¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
974¿Identifier¿¿1256¿writeHead¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
975¿Literal¿number¿1256¿¿404¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
976¿Identifier¿¿1256¿v101¿¿¿¿¿Identifier
977¿ExpressionStatement¿¿1256¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿ExpressionStatement
978¿Identifier¿¿1256¿v102¿¿¿¿¿Identifier
979¿VariableDeclarator¿¿1256¿v103¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
980¿BinaryExpression¿+¿1256¿¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿BinaryExpression
981¿Identifier¿¿1256¿realPath¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
982¿Literal¿string¿1256¿¿' was not found on this server.'¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Literal
983¿VariableDeclarator¿¿1256¿v104¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿VariableDeclarator
984¿CallExpression¿¿1256¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿CallExpression
985¿MemberExpression¿¿1256¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿MemberExpression
986¿Identifier¿¿1256¿response¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
987¿Identifier¿¿1256¿write¿¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Identifier
