Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1698¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":203,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Program
2020¿Literal¿number¿¿500¿¿{"start":{"line":87,"column":17},"end":{"line":87,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2021¿ExpressionStatement¿¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2022¿Identifier¿¿v191¿¿¿¿¿Identifier
2023¿VariableDeclarator¿¿v192¿¿¿¿¿VariableDeclarator
2024¿CallExpression¿¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2025¿MemberExpression¿¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2026¿Identifier¿¿res¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2027¿Identifier¿¿send¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2028¿Literal¿string¿¿'Oops! There is a problem with the server'¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2029¿ExpressionStatement¿¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2030¿Identifier¿¿v192¿¿¿¿¿Identifier
2031¿BreakStatement¿¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BreakStatement
2032¿BlockStatement¿¿¿¿¿{"start":{"line":65,"column":41},"end":{"line":91,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2033¿VariableDeclarator¿¿v194¿¿¿¿¿VariableDeclarator
2034¿CallExpression¿¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":91,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2035¿MemberExpression¿¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2036¿Identifier¿¿router¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2037¿Identifier¿¿get¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2038¿Literal¿string¿¿'/state'¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2039¿Identifier¿¿v193¿¿¿¿¿Identifier
2040¿ExpressionStatement¿¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":91,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2041¿Identifier¿¿v194¿¿¿¿¿Identifier
2042¿VariableDeclarator¿¿v195¿¿¿¿¿VariableDeclarator
2043¿CallExpression¿¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2044¿MemberExpression¿¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2045¿Identifier¿¿router¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2046¿Identifier¿¿route¿¿¿{"start":{"line":99,"column":7},"end":{"line":99,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2047¿Literal¿string¿¿'/live/start'¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2048¿VariableDeclarator¿¿v206¿¿¿¿¿VariableDeclarator
2049¿FunctionExpression¿¿anon¿¿¿{"start":{"line":100,"column":8},"end":{"line":110,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
2050¿Identifier¿¿req¿¿¿{"start":{"line":100,"column":18},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2051¿Identifier¿¿res¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2052¿VariableDeclarator¿¿v196¿¿¿¿¿VariableDeclarator
2053¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":45},"end":{"line":101,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2054¿Identifier¿¿globalConf¿¿¿{"start":{"line":101,"column":45},"end":{"line":101,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2055¿Identifier¿¿livePort¿¿¿{"start":{"line":101,"column":56},"end":{"line":101,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2056¿VariableDeclarator¿¿v197¿¿¿¿¿VariableDeclarator
2057¿TemplateLiteral¿¿¿¿¿{"start":{"line":101,"column":16},"end":{"line":101,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿TemplateLiteral
2058¿Identifier¿¿v196¿¿¿¿¿Identifier
2059¿VariableDeclarator¿¿v198¿¿¿¿¿VariableDeclarator
2060¿CallExpression¿¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2061¿MemberExpression¿¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2062¿Identifier¿¿console¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2063¿Identifier¿¿log¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2064¿Identifier¿¿v197¿¿¿¿¿Identifier
2065¿ExpressionStatement¿¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2066¿Identifier¿¿v198¿¿¿¿¿Identifier
2067¿VariableDeclarator¿¿v199¿¿¿¿¿VariableDeclarator
2068¿BinaryExpression¿==¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
2069¿Identifier¿¿state¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2070¿Literal¿number¿¿0¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2071¿IfStatement¿¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":109,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿IfStatement
2072¿Identifier¿¿v199¿¿¿¿¿Identifier
2073¿VariableDeclarator¿¿v200¿¿¿¿¿VariableDeclarator
2074¿CallExpression¿¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2075¿MemberExpression¿¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2076¿Identifier¿¿rpi_live_module¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2077¿Identifier¿¿startLive¿¿¿{"start":{"line":103,"column":22},"end":{"line":103,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2078¿ExpressionStatement¿¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2079¿Identifier¿¿v200¿¿¿¿¿Identifier
2080¿ExpressionStatement¿¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2081¿AssignmentExpression¿=¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2082¿Identifier¿¿state¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2083¿Literal¿number¿¿1¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2084¿VariableDeclarator¿¿v201¿¿¿¿¿VariableDeclarator
2085¿ObjectExpression¿¿¿¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2086¿Property¿¿¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2087¿Identifier¿¿message¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2088¿Literal¿string¿¿'Starting the live !'¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2089¿VariableDeclarator¿¿v202¿¿¿¿¿VariableDeclarator
2090¿CallExpression¿¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2091¿MemberExpression¿¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2092¿Identifier¿¿res¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2093¿Identifier¿¿json¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2094¿Identifier¿¿v201¿¿¿¿¿Identifier
2095¿ExpressionStatement¿¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2096¿Identifier¿¿v202¿¿¿¿¿Identifier
2097¿BlockStatement¿¿¿¿¿{"start":{"line":102,"column":20},"end":{"line":106,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2098¿VariableDeclarator¿¿v203¿¿¿¿¿VariableDeclarator
2099¿CallExpression¿¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2100¿MemberExpression¿¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2101¿Identifier¿¿res¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2102¿Identifier¿¿status¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2103¿Literal¿number¿¿401¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2104¿ExpressionStatement¿¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2105¿Identifier¿¿v203¿¿¿¿¿Identifier
2106¿VariableDeclarator¿¿v204¿¿¿¿¿VariableDeclarator
2107¿ObjectExpression¿¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2108¿Property¿¿¿¿¿{"start":{"line":108,"column":16},"end":{"line":108,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2109¿Identifier¿¿message¿¿¿{"start":{"line":108,"column":16},"end":{"line":108,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2110¿Literal¿string¿¿'Server is buzy, please stop current task'¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2111¿VariableDeclarator¿¿v205¿¿¿¿¿VariableDeclarator
2112¿CallExpression¿¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2113¿MemberExpression¿¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2114¿Identifier¿¿res¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2115¿Identifier¿¿json¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2116¿Identifier¿¿v204¿¿¿¿¿Identifier
2117¿ExpressionStatement¿¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2118¿Identifier¿¿v205¿¿¿¿¿Identifier
2119¿BlockStatement¿¿¿¿¿{"start":{"line":106,"column":11},"end":{"line":109,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2120¿BlockStatement¿¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":110,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2121¿VariableDeclarator¿¿v207¿¿¿¿¿VariableDeclarator
2122¿CallExpression¿¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":110,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2123¿MemberExpression¿¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":100,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2124¿Identifier¿¿v195¿¿¿¿¿Identifier
2125¿Identifier¿¿post¿¿¿{"start":{"line":100,"column":3},"end":{"line":100,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2126¿Identifier¿¿v206¿¿¿¿¿Identifier
2127¿ExpressionStatement¿¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":110,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2128¿Identifier¿¿v207¿¿¿¿¿Identifier
2129¿VariableDeclarator¿¿v208¿¿¿¿¿VariableDeclarator
2130¿CallExpression¿¿¿¿¿{"start":{"line":118,"column":0},"end":{"line":118,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2131¿MemberExpression¿¿¿¿¿{"start":{"line":118,"column":0},"end":{"line":118,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2132¿Identifier¿¿router¿¿¿{"start":{"line":118,"column":0},"end":{"line":118,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2133¿Identifier¿¿route¿¿¿{"start":{"line":118,"column":7},"end":{"line":118,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2134¿Literal¿string¿¿'/live/stop'¿¿{"start":{"line":118,"column":13},"end":{"line":118,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2135¿VariableDeclarator¿¿v218¿¿¿¿¿VariableDeclarator
2136¿FunctionExpression¿¿anon¿¿¿{"start":{"line":119,"column":8},"end":{"line":130,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
2137¿Identifier¿¿req¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2138¿Identifier¿¿res¿¿¿{"start":{"line":119,"column":23},"end":{"line":119,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2139¿VariableDeclarator¿¿v209¿¿¿¿¿VariableDeclarator
2140¿CallExpression¿¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2141¿MemberExpression¿¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2142¿Identifier¿¿console¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2143¿Identifier¿¿log¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2144¿Literal¿string¿¿'Stopping the live'¿¿{"start":{"line":120,"column":16},"end":{"line":120,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2145¿ExpressionStatement¿¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2146¿Identifier¿¿v209¿¿¿¿¿Identifier
2147¿VariableDeclarator¿¿v210¿¿¿¿¿VariableDeclarator
2148¿BinaryExpression¿==¿¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
2149¿Identifier¿¿state¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2150¿Literal¿number¿¿1¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2151¿IfStatement¿¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":129,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿IfStatement
2152¿Identifier¿¿v210¿¿¿¿¿Identifier
2153¿VariableDeclarator¿¿v213¿¿¿¿¿VariableDeclarator
2154¿FunctionExpression¿¿anon¿¿¿{"start":{"line":122,"column":31},"end":{"line":125,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
2155¿ExpressionStatement¿¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2156¿AssignmentExpression¿=¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2157¿Identifier¿¿state¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2158¿Literal¿number¿¿0¿¿{"start":{"line":123,"column":16},"end":{"line":123,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2159¿VariableDeclarator¿¿v211¿¿¿¿¿VariableDeclarator
2160¿ObjectExpression¿¿¿¿¿{"start":{"line":124,"column":17},"end":{"line":124,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2161¿Property¿¿¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2162¿Identifier¿¿message¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2163¿Literal¿string¿¿'Live stopped !'¿¿{"start":{"line":124,"column":27},"end":{"line":124,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2164¿VariableDeclarator¿¿v212¿¿¿¿¿VariableDeclarator
2165¿CallExpression¿¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2166¿MemberExpression¿¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2167¿Identifier¿¿res¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2168¿Identifier¿¿json¿¿¿{"start":{"line":124,"column":12},"end":{"line":124,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2169¿Identifier¿¿v211¿¿¿¿¿Identifier
2170¿ExpressionStatement¿¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2171¿Identifier¿¿v212¿¿¿¿¿Identifier
2172¿BlockStatement¿¿¿¿¿{"start":{"line":122,"column":43},"end":{"line":125,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2173¿VariableDeclarator¿¿v214¿¿¿¿¿VariableDeclarator
2174¿CallExpression¿¿¿¿¿{"start":{"line":122,"column":6},"end":{"line":125,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2175¿MemberExpression¿¿¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2176¿Identifier¿¿rpi_live_module¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2177¿Identifier¿¿stopLive¿¿¿{"start":{"line":122,"column":22},"end":{"line":122,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2178¿Identifier¿¿v213¿¿¿¿¿Identifier
2179¿ExpressionStatement¿¿¿¿¿{"start":{"line":122,"column":6},"end":{"line":125,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2180¿Identifier¿¿v214¿¿¿¿¿Identifier
2181¿BlockStatement¿¿¿¿¿{"start":{"line":121,"column":20},"end":{"line":126,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2182¿VariableDeclarator¿¿v215¿¿¿¿¿VariableDeclarator
2183¿CallExpression¿¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2184¿MemberExpression¿¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2185¿Identifier¿¿res¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2186¿Identifier¿¿status¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2187¿Literal¿number¿¿401¿¿{"start":{"line":127,"column":17},"end":{"line":127,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2188¿ExpressionStatement¿¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2189¿Identifier¿¿v215¿¿¿¿¿Identifier
2190¿VariableDeclarator¿¿v216¿¿¿¿¿VariableDeclarator
2191¿ObjectExpression¿¿¿¿¿{"start":{"line":128,"column":15},"end":{"line":128,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2192¿Property¿¿¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2193¿Identifier¿¿message¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2194¿Literal¿string¿¿'Server is buzy, please stop current task'¿¿{"start":{"line":128,"column":25},"end":{"line":128,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2195¿VariableDeclarator¿¿v217¿¿¿¿¿VariableDeclarator
2196¿CallExpression¿¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2197¿MemberExpression¿¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2198¿Identifier¿¿res¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2199¿Identifier¿¿json¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2200¿Identifier¿¿v216¿¿¿¿¿Identifier
