Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
622¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":104,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Program
775¿Identifier¿¿1118¿v80¿¿¿¿¿Identifier
776¿VariableDeclarator¿¿1118¿v81¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
777¿NewExpression¿¿1118¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿NewExpression
778¿Identifier¿¿1118¿TypeError¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
779¿Literal¿string¿1118¿¿'The path for the diff output is invalid'¿¿{"start":{"line":40,"column":30},"end":{"line":40,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
780¿ThrowStatement¿¿1118¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ThrowStatement
781¿Identifier¿¿1118¿v81¿¿¿¿¿Identifier
782¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":39,"column":46},"end":{"line":41,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
783¿VariableDeclarator¿¿1118¿highlightColorOption¿¿¿{"start":{"line":43,"column":12},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
784¿VariableDeclarator¿¿1118¿v82¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
785¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
786¿Identifier¿¿1118¿options¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
787¿Identifier¿¿1118¿highlightColor¿¿¿{"start":{"line":43,"column":43},"end":{"line":43,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
788¿VariableDeclarator¿¿1118¿v83¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
789¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
790¿Identifier¿¿1118¿options¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
791¿Identifier¿¿1118¿highlightColor¿¿¿{"start":{"line":44,"column":43},"end":{"line":44,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
792¿VariableDeclarator¿¿1118¿v84¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
793¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
794¿Literal¿string¿1118¿¿' -highlight-color '¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
795¿Identifier¿¿1118¿v83¿¿¿¿¿Identifier
796¿VariableDeclarator¿¿1118¿v85¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
797¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
798¿Identifier¿¿1118¿v84¿¿¿¿¿Identifier
799¿Literal¿string¿1118¿¿' '¿¿{"start":{"line":44,"column":60},"end":{"line":44,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
800¿IfStatement¿¿1118¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
801¿Identifier¿¿1118¿v82¿¿¿¿¿Identifier
802¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
803¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
804¿Identifier¿¿1118¿highlightColorOption¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
805¿Identifier¿¿1118¿v85¿¿¿¿¿Identifier
806¿BlockStatement¿¿1118¿¿¿¿¿¿BlockStatement
807¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
808¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
809¿Identifier¿¿1118¿highlightColorOption¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
810¿Literal¿string¿1118¿¿' '¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
811¿BlockStatement¿¿1118¿¿¿¿¿¿BlockStatement
812¿VariableDeclarator¿¿1118¿highlightStyleOption¿¿¿{"start":{"line":46,"column":12},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
813¿VariableDeclarator¿¿1118¿v86¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
814¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
815¿Identifier¿¿1118¿options¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
816¿Identifier¿¿1118¿highlightStyle¿¿¿{"start":{"line":46,"column":43},"end":{"line":46,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
817¿VariableDeclarator¿¿1118¿v87¿¿¿{"start":{"line":47,"column":35},"end":{"line":47,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
818¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":47,"column":35},"end":{"line":47,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
819¿Identifier¿¿1118¿options¿¿¿{"start":{"line":47,"column":35},"end":{"line":47,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
820¿Identifier¿¿1118¿highlightStyle¿¿¿{"start":{"line":47,"column":43},"end":{"line":47,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
821¿VariableDeclarator¿¿1118¿v88¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
822¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
823¿Literal¿string¿1118¿¿' -highlight-style '¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
824¿Identifier¿¿1118¿v87¿¿¿¿¿Identifier
825¿VariableDeclarator¿¿1118¿v89¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
826¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
827¿Identifier¿¿1118¿v88¿¿¿¿¿Identifier
828¿Literal¿string¿1118¿¿' '¿¿{"start":{"line":47,"column":60},"end":{"line":47,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
829¿IfStatement¿¿1118¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
830¿Identifier¿¿1118¿v86¿¿¿¿¿Identifier
831¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
832¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
833¿Identifier¿¿1118¿highlightStyleOption¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
834¿Identifier¿¿1118¿v89¿¿¿¿¿Identifier
835¿BlockStatement¿¿1118¿¿¿¿¿¿BlockStatement
836¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
837¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
838¿Identifier¿¿1118¿highlightStyleOption¿¿¿{"start":{"line":46,"column":35},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
839¿Literal¿string¿1118¿¿' '¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
840¿BlockStatement¿¿1118¿¿¿¿¿¿BlockStatement
841¿VariableDeclarator¿¿1118¿v90¿¿¿{"start":{"line":49,"column":40},"end":{"line":49,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
842¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":49,"column":40},"end":{"line":49,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
843¿Identifier¿¿1118¿options¿¿¿{"start":{"line":49,"column":40},"end":{"line":49,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
844¿Identifier¿¿1118¿file¿¿¿{"start":{"line":49,"column":48},"end":{"line":49,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
845¿VariableDeclarator¿¿1118¿diffFilename¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
846¿CallExpression¿¿1118¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿CallExpression
847¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
848¿Identifier¿¿1118¿utils¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
849¿Identifier¿¿1118¿escape¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
850¿Identifier¿¿1118¿v90¿¿¿¿¿Identifier
851¿VariableDeclarator¿¿1118¿diffOpt¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
852¿VariableDeclarator¿¿1118¿v91¿¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
853¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
854¿Literal¿string¿1118¿¿'-file '¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
855¿Identifier¿¿1118¿diffFilename¿¿¿{"start":{"line":51,"column":65},"end":{"line":51,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
856¿IfStatement¿¿1118¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
857¿Identifier¿¿1118¿isImageMagick¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
858¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
859¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
860¿Identifier¿¿1118¿diffOpt¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
861¿Identifier¿¿1118¿diffFilename¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
862¿BlockStatement¿¿1118¿¿¿¿¿¿BlockStatement
863¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
864¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
865¿Identifier¿¿1118¿diffOpt¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
866¿Identifier¿¿1118¿v91¿¿¿¿¿Identifier
867¿BlockStatement¿¿1118¿¿¿¿¿¿BlockStatement
868¿VariableDeclarator¿¿1118¿v92¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
869¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
870¿Identifier¿¿1118¿highlightColorOption¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
871¿Identifier¿¿1118¿highlightStyleOption¿¿¿{"start":{"line":52,"column":42},"end":{"line":52,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
872¿VariableDeclarator¿¿1118¿v93¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
873¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
874¿Identifier¿¿1118¿v92¿¿¿¿¿Identifier
875¿Literal¿string¿1118¿¿' '¿¿{"start":{"line":52,"column":66},"end":{"line":52,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
876¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
877¿AssignmentExpression¿+=¿1118¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
878¿Identifier¿¿1118¿execCmd¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
879¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
880¿Identifier¿¿1118¿v93¿¿¿¿¿Identifier
881¿Identifier¿¿1118¿diffOpt¿¿¿{"start":{"line":52,"column":72},"end":{"line":52,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
882¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":38,"column":24},"end":{"line":53,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
883¿VariableDeclarator¿¿1118¿v94¿¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
884¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
885¿Identifier¿¿1118¿options¿¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
886¿Identifier¿¿1118¿tolerance¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
887¿VariableDeclarator¿¿1118¿v95¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
888¿UnaryExpression¿typeof¿1118¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿UnaryExpression
889¿Identifier¿¿1118¿v94¿¿¿¿¿Identifier
890¿VariableDeclarator¿¿1118¿v96¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
891¿BinaryExpression¿!=¿1118¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
892¿Identifier¿¿1118¿v95¿¿¿¿¿Identifier
893¿Literal¿string¿1118¿¿'undefined'¿¿{"start":{"line":55,"column":38},"end":{"line":55,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
894¿IfStatement¿¿1118¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":60,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
895¿Identifier¿¿1118¿v96¿¿¿¿¿Identifier
896¿VariableDeclarator¿¿1118¿v97¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
897¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
898¿Identifier¿¿1118¿options¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
899¿Identifier¿¿1118¿tolerance¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
900¿VariableDeclarator¿¿1118¿v98¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
901¿UnaryExpression¿typeof¿1118¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿UnaryExpression
902¿Identifier¿¿1118¿v97¿¿¿¿¿Identifier
903¿VariableDeclarator¿¿1118¿v99¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
904¿BinaryExpression¿!==¿1118¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BinaryExpression
905¿Identifier¿¿1118¿v98¿¿¿¿¿Identifier
906¿Literal¿string¿1118¿¿'number'¿¿{"start":{"line":56,"column":41},"end":{"line":56,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
907¿IfStatement¿¿1118¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":58,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿IfStatement
908¿Identifier¿¿1118¿v99¿¿¿¿¿Identifier
909¿VariableDeclarator¿¿1118¿v100¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
910¿NewExpression¿¿1118¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿NewExpression
911¿Identifier¿¿1118¿TypeError¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
912¿Literal¿string¿1118¿¿'The tolerance value should be a number'¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
913¿ThrowStatement¿¿1118¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ThrowStatement
914¿Identifier¿¿1118¿v100¿¿¿¿¿Identifier
915¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":56,"column":51},"end":{"line":58,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
916¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
917¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
918¿Identifier¿¿1118¿tolerance¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
919¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿MemberExpression
920¿Identifier¿¿1118¿options¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
921¿Identifier¿¿1118¿tolerance¿¿¿{"start":{"line":59,"column":28},"end":{"line":59,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
922¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":55,"column":51},"end":{"line":60,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
923¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":32,"column":37},"end":{"line":61,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿BlockStatement
924¿VariableDeclarator¿¿1118¿v101¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿VariableDeclarator
925¿LogicalExpression¿&&¿1118¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿LogicalExpression
926¿Identifier¿¿1118¿isImageMagick¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
927¿AssignmentExpression¿+=¿1118¿¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿AssignmentExpression
928¿Identifier¿¿1118¿execCmd¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Identifier
929¿Literal¿string¿1118¿¿' null:'¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿Literal
930¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/54/src/compare.js"}¿¿ExpressionStatement
931¿Identifier¿¿1118¿v101¿¿¿¿¿Identifier
