Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
10852¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1019,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Program
11184¿Literal¿number¿¿21¿¿{"start":{"line":110,"column":247},"end":{"line":110,"column":249},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11185¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11186¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11187¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11188¿Identifier¿¿v945¿¿¿¿¿Identifier
11189¿Literal¿string¿¿'expseq'¿¿{"start":{"line":110,"column":251},"end":{"line":110,"column":259},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11190¿Literal¿number¿¿22¿¿{"start":{"line":110,"column":261},"end":{"line":110,"column":263},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11191¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11192¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11193¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11194¿Identifier¿¿v945¿¿¿¿¿Identifier
11195¿Literal¿string¿¿'cell'¿¿{"start":{"line":110,"column":265},"end":{"line":110,"column":271},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11196¿Literal¿number¿¿23¿¿{"start":{"line":110,"column":273},"end":{"line":110,"column":275},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11197¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11198¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11199¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11200¿Identifier¿¿v945¿¿¿¿¿Identifier
11201¿Literal¿string¿¿'ABSOLUTE_CELL'¿¿{"start":{"line":110,"column":277},"end":{"line":110,"column":292},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11202¿Literal¿number¿¿24¿¿{"start":{"line":110,"column":294},"end":{"line":110,"column":296},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11203¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11204¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11205¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11206¿Identifier¿¿v945¿¿¿¿¿Identifier
11207¿Literal¿string¿¿'RELATIVE_CELL'¿¿{"start":{"line":110,"column":298},"end":{"line":110,"column":313},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11208¿Literal¿number¿¿25¿¿{"start":{"line":110,"column":315},"end":{"line":110,"column":317},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11209¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11210¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11211¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11212¿Identifier¿¿v945¿¿¿¿¿Identifier
11213¿Literal¿string¿¿'MIXED_CELL'¿¿{"start":{"line":110,"column":319},"end":{"line":110,"column":331},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11214¿Literal¿number¿¿26¿¿{"start":{"line":110,"column":333},"end":{"line":110,"column":335},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11215¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11216¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11217¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11218¿Identifier¿¿v945¿¿¿¿¿Identifier
11219¿Literal¿string¿¿':'¿¿{"start":{"line":110,"column":337},"end":{"line":110,"column":340},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11220¿Literal¿number¿¿27¿¿{"start":{"line":110,"column":342},"end":{"line":110,"column":344},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11221¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11222¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11223¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11224¿Identifier¿¿v945¿¿¿¿¿Identifier
11225¿Literal¿string¿¿'ARRAY'¿¿{"start":{"line":110,"column":346},"end":{"line":110,"column":353},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11226¿Literal¿number¿¿28¿¿{"start":{"line":110,"column":355},"end":{"line":110,"column":357},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11227¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11228¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11229¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11230¿Identifier¿¿v945¿¿¿¿¿Identifier
11231¿Literal¿string¿¿';'¿¿{"start":{"line":110,"column":359},"end":{"line":110,"column":362},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11232¿Literal¿number¿¿29¿¿{"start":{"line":110,"column":364},"end":{"line":110,"column":366},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11233¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11234¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11235¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11236¿Identifier¿¿v945¿¿¿¿¿Identifier
11237¿Literal¿string¿¿','¿¿{"start":{"line":110,"column":368},"end":{"line":110,"column":371},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11238¿Literal¿number¿¿30¿¿{"start":{"line":110,"column":373},"end":{"line":110,"column":375},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11239¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11240¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11241¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11242¿Identifier¿¿v945¿¿¿¿¿Identifier
11243¿Literal¿string¿¿'VARIABLE'¿¿{"start":{"line":110,"column":377},"end":{"line":110,"column":387},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11244¿Literal¿number¿¿31¿¿{"start":{"line":110,"column":389},"end":{"line":110,"column":391},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11245¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11246¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11247¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11248¿Identifier¿¿v945¿¿¿¿¿Identifier
11249¿Literal¿string¿¿'DECIMAL'¿¿{"start":{"line":110,"column":393},"end":{"line":110,"column":402},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11250¿Literal¿number¿¿32¿¿{"start":{"line":110,"column":404},"end":{"line":110,"column":406},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11251¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11252¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11253¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11254¿Identifier¿¿v945¿¿¿¿¿Identifier
11255¿Literal¿string¿¿'NUMBER'¿¿{"start":{"line":110,"column":408},"end":{"line":110,"column":416},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11256¿Literal¿number¿¿33¿¿{"start":{"line":110,"column":418},"end":{"line":110,"column":420},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11257¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11258¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11259¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11260¿Identifier¿¿v945¿¿¿¿¿Identifier
11261¿Literal¿string¿¿'%'¿¿{"start":{"line":110,"column":422},"end":{"line":110,"column":425},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11262¿Literal¿number¿¿34¿¿{"start":{"line":110,"column":427},"end":{"line":110,"column":429},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11263¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11264¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11265¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11266¿Identifier¿¿v945¿¿¿¿¿Identifier
11267¿Literal¿string¿¿'ERROR'¿¿{"start":{"line":110,"column":431},"end":{"line":110,"column":438},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11268¿Literal¿number¿¿35¿¿{"start":{"line":110,"column":440},"end":{"line":110,"column":442},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11269¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11270¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11271¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11272¿Identifier¿¿v945¿¿¿¿¿Identifier
11273¿Literal¿string¿¿'$accept'¿¿{"start":{"line":110,"column":444},"end":{"line":110,"column":453},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11274¿Literal¿number¿¿0¿¿{"start":{"line":110,"column":455},"end":{"line":110,"column":456},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11275¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11276¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11277¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11278¿Identifier¿¿v945¿¿¿¿¿Identifier
11279¿Literal¿string¿¿'$end'¿¿{"start":{"line":110,"column":458},"end":{"line":110,"column":464},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11280¿Literal¿number¿¿1¿¿{"start":{"line":110,"column":466},"end":{"line":110,"column":467},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11281¿VariableDeclarator¿¿v946¿¿¿¿¿VariableDeclarator
11282¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
11283¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11284¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11285¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11286¿Identifier¿¿v946¿¿¿¿¿Identifier
11287¿Literal¿number¿¿5¿¿{"start":{"line":111,"column":22},"end":{"line":111,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11288¿Literal¿string¿¿'EOF'¿¿{"start":{"line":111,"column":25},"end":{"line":111,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11289¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11290¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11291¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11292¿Identifier¿¿v946¿¿¿¿¿Identifier
11293¿Literal¿number¿¿8¿¿{"start":{"line":111,"column":32},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11294¿Literal¿string¿¿'STRING'¿¿{"start":{"line":111,"column":35},"end":{"line":111,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11295¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11296¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11297¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11298¿Identifier¿¿v946¿¿¿¿¿Identifier
11299¿Literal¿number¿¿9¿¿{"start":{"line":111,"column":45},"end":{"line":111,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11300¿Literal¿string¿¿'&'¿¿{"start":{"line":111,"column":48},"end":{"line":111,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11301¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11302¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11303¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11304¿Identifier¿¿v946¿¿¿¿¿Identifier
11305¿Literal¿number¿¿10¿¿{"start":{"line":111,"column":53},"end":{"line":111,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11306¿Literal¿string¿¿'='¿¿{"start":{"line":111,"column":57},"end":{"line":111,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11307¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11308¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11309¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11310¿Identifier¿¿v946¿¿¿¿¿Identifier
11311¿Literal¿number¿¿11¿¿{"start":{"line":111,"column":62},"end":{"line":111,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11312¿Literal¿string¿¿'+'¿¿{"start":{"line":111,"column":66},"end":{"line":111,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11313¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11314¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11315¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11316¿Identifier¿¿v946¿¿¿¿¿Identifier
11317¿Literal¿number¿¿12¿¿{"start":{"line":111,"column":71},"end":{"line":111,"column":73},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11318¿Literal¿string¿¿'('¿¿{"start":{"line":111,"column":75},"end":{"line":111,"column":78},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11319¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11320¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11321¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11322¿Identifier¿¿v946¿¿¿¿¿Identifier
11323¿Literal¿number¿¿13¿¿{"start":{"line":111,"column":80},"end":{"line":111,"column":82},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11324¿Literal¿string¿¿')'¿¿{"start":{"line":111,"column":84},"end":{"line":111,"column":87},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
