Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1033¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":111,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Program
1163¿Identifier¿¿1804¿b¿¿¿{"start":{"line":27,"column":55},"end":{"line":27,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1164¿ReturnStatement¿¿1804¿¿¿¿¿¿ReturnStatement
1165¿Identifier¿¿1804¿v102¿¿¿¿¿Identifier
1166¿BlockStatement¿¿1804¿¿¿¿¿¿BlockStatement
1167¿VariableDeclarator¿¿1800¿v104¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1800¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1169¿MemberExpression¿¿1800¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1170¿Identifier¿¿1800¿applicableVersions¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1171¿Identifier¿¿1800¿sort¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1172¿Identifier¿¿1800¿v103¿¿¿¿¿Identifier
1173¿ExpressionStatement¿¿1800¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1174¿Identifier¿¿1800¿v104¿¿¿¿¿Identifier
1175¿VariableDeclarator¿¿1800¿v105¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1176¿MemberExpression¿computed¿1800¿¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1177¿Identifier¿¿1800¿applicableVersions¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1178¿Literal¿number¿1800¿¿0¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1179¿ReturnStatement¿¿1800¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ReturnStatement
1180¿Identifier¿¿1800¿v105¿¿¿¿¿Identifier
1181¿BlockStatement¿¿1800¿¿¿¿{"start":{"line":24,"column":46},"end":{"line":29,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1182¿VariableDeclarator¿¿1795¿getInstalledVersion¿¿¿{"start":{"line":31,"column":0},"end":{"line":37,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1183¿FunctionExpression¿¿1795¿anon¿¿¿{"start":{"line":31,"column":0},"end":{"line":37,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿FunctionExpression
1184¿Identifier¿¿0¿currentDir¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1185¿Identifier¿¿0¿name¿¿¿{"start":{"line":31,"column":41},"end":{"line":31,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1186¿TryStatement¿¿1806¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":36,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿TryStatement
1187¿VariableDeclarator¿¿1806¿v106¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1188¿CallExpression¿¿1806¿¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1189¿MemberExpression¿¿1806¿¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1190¿Identifier¿¿1806¿path¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1191¿Identifier¿¿1806¿join¿¿¿{"start":{"line":33,"column":24},"end":{"line":33,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1192¿Identifier¿¿1806¿currentDir¿¿¿{"start":{"line":33,"column":29},"end":{"line":33,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1193¿Literal¿string¿1806¿¿'node_modules'¿¿{"start":{"line":33,"column":41},"end":{"line":33,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1194¿Identifier¿¿1806¿name¿¿¿{"start":{"line":33,"column":57},"end":{"line":33,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1195¿Literal¿string¿1806¿¿'package.json'¿¿{"start":{"line":33,"column":63},"end":{"line":33,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1196¿VariableDeclarator¿¿1806¿v107¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1197¿CallExpression¿¿1806¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1198¿Identifier¿¿1806¿require¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1199¿Identifier¿¿1806¿v106¿¿¿¿¿Identifier
1200¿VariableDeclarator¿¿1806¿v108¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1201¿MemberExpression¿¿1806¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1202¿Identifier¿¿1806¿v107¿¿¿¿¿Identifier
1203¿Identifier¿¿1806¿version¿¿¿{"start":{"line":33,"column":80},"end":{"line":33,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1204¿ReturnStatement¿¿1806¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ReturnStatement
1205¿Identifier¿¿1806¿v108¿¿¿¿¿Identifier
1206¿BlockStatement¿¿1806¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":34,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1207¿CatchClause¿¿1806¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":36,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CatchClause
1208¿ReturnStatement¿¿1806¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ReturnStatement
1209¿Literal¿object¿1806¿¿null¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1210¿BlockStatement¿¿1806¿¿¿¿{"start":{"line":34,"column":16},"end":{"line":36,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1211¿Identifier¿¿1806¿err¿¿¿{"start":{"line":34,"column":11},"end":{"line":34,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1212¿BlockStatement¿¿1806¿¿¿¿{"start":{"line":31,"column":47},"end":{"line":37,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BlockStatement
1213¿VariableDeclarator¿¿1795¿pushPkgs¿¿¿{"start":{"line":39,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1214¿FunctionExpression¿¿1795¿anon¿¿¿{"start":{"line":39,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿FunctionExpression
1215¿ObjectPattern¿¿0¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ObjectPattern
1216¿Property¿¿0¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1217¿Identifier¿¿0¿dir¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1218¿Identifier¿¿0¿dir¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1219¿Property¿¿0¿¿¿¿{"start":{"line":39,"column":25},"end":{"line":39,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1220¿Identifier¿¿0¿logger¿¿¿{"start":{"line":39,"column":25},"end":{"line":39,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1221¿Identifier¿¿0¿logger¿¿¿{"start":{"line":39,"column":25},"end":{"line":39,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1222¿Property¿¿0¿¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1223¿Identifier¿¿0¿deps¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1224¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentPattern
1225¿Property¿¿0¿¿¿¿{"start":{"line":39,"column":44},"end":{"line":39,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1226¿Identifier¿¿0¿type¿¿¿{"start":{"line":39,"column":44},"end":{"line":39,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1227¿Identifier¿¿0¿type¿¿¿{"start":{"line":39,"column":44},"end":{"line":39,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1228¿Property¿¿0¿¿¿¿{"start":{"line":39,"column":50},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Property
1229¿Identifier¿¿0¿pkgs¿¿¿{"start":{"line":39,"column":50},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1230¿Identifier¿¿0¿pkgs¿¿¿{"start":{"line":39,"column":50},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1809¿v109¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1809¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1233¿MemberExpression¿¿1809¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1809¿Object¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1809¿keys¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1236¿Identifier¿¿1809¿deps¿¿¿{"start":{"line":40,"column":21},"end":{"line":40,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1237¿VariableDeclarator¿¿1809¿v127¿¿¿{"start":{"line":40,"column":31},"end":{"line":58,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1238¿ArrowFunctionExpression¿¿1809¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":58,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ArrowFunctionExpression
1239¿Identifier¿¿0¿name¿¿¿{"start":{"line":40,"column":37},"end":{"line":40,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1240¿VariableDeclarator¿¿1811¿wanted¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1241¿MemberExpression¿computed¿1811¿¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1242¿Identifier¿¿1811¿deps¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1243¿Identifier¿¿1811¿name¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1244¿VariableDeclarator¿¿1811¿v110¿¿¿{"start":{"line":42,"column":9},"end":{"line":42,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1245¿CallExpression¿¿1811¿¿¿¿{"start":{"line":42,"column":9},"end":{"line":42,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1246¿MemberExpression¿¿1811¿¿¿¿{"start":{"line":42,"column":9},"end":{"line":42,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1247¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":42,"column":9},"end":{"line":42,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1811¿startsWith¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1249¿Literal¿string¿1811¿¿'^'¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1250¿VariableDeclarator¿¿1811¿v111¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1251¿UnaryExpression¿!¿1811¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿UnaryExpression
1252¿Identifier¿¿1811¿v110¿¿¿¿¿Identifier
1253¿IfStatement¿¿1811¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿IfStatement
1254¿Identifier¿¿1811¿v111¿¿¿¿¿Identifier
1255¿ExpressionStatement¿¿1811¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿ExpressionStatement
1256¿AssignmentExpression¿=¿1811¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AssignmentExpression
1257¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1258¿TemplateLiteral¿¿1811¿¿¿¿{"start":{"line":42,"column":42},"end":{"line":42,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿TemplateLiteral
1259¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":42,"column":46},"end":{"line":42,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1260¿BlockStatement¿¿1811¿¿¿¿¿¿BlockStatement
1261¿VariableDeclarator¿¿1811¿installed¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1811¿¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1263¿Identifier¿¿1811¿getInstalledVersion¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1264¿Identifier¿¿1811¿dir¿¿¿{"start":{"line":43,"column":42},"end":{"line":43,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1265¿Identifier¿¿1811¿name¿¿¿{"start":{"line":43,"column":47},"end":{"line":43,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1266¿VariableDeclarator¿¿1811¿latest¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1267¿AwaitExpression¿¿1811¿¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿AwaitExpression
1268¿CallExpression¿¿1811¿¿¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1269¿Identifier¿¿1811¿getLatestVersion¿¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1270¿Identifier¿¿1811¿name¿¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":44,"column":48},"end":{"line":44,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1272¿VariableDeclarator¿¿1811¿wantedFixed¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1273¿CallExpression¿¿1811¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿CallExpression
1274¿MemberExpression¿¿1811¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿MemberExpression
1275¿Identifier¿¿1811¿wanted¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1276¿Identifier¿¿1811¿slice¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1277¿Literal¿number¿1811¿¿1¿¿{"start":{"line":45,"column":37},"end":{"line":45,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1278¿VariableDeclarator¿¿1811¿v112¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1279¿BinaryExpression¿===¿1811¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1280¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1281¿Literal¿object¿1811¿¿null¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Literal
1282¿VariableDeclarator¿¿1811¿v113¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1283¿BinaryExpression¿!==¿1811¿¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1284¿Identifier¿¿1811¿wantedFixed¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1285¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":47,"column":44},"end":{"line":47,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
1286¿VariableDeclarator¿¿1811¿v114¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1287¿LogicalExpression¿||¿1811¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿LogicalExpression
1288¿Identifier¿¿1811¿v112¿¿¿¿¿Identifier
1289¿Identifier¿¿1811¿v113¿¿¿¿¿Identifier
1290¿VariableDeclarator¿¿1811¿v115¿¿¿{"start":{"line":47,"column":57},"end":{"line":47,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿VariableDeclarator
1291¿BinaryExpression¿!==¿1811¿¿¿¿{"start":{"line":47,"column":57},"end":{"line":47,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿BinaryExpression
1292¿Identifier¿¿1811¿installed¿¿¿{"start":{"line":47,"column":57},"end":{"line":47,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-rphm-c8gw-3r38/src/index.js"}¿¿Identifier
