Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
708¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":144,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Program
842¿VariableDeclarator¿exported¿1224¿v71¿¿¿{"start":{"line":54,"column":8},"end":{"line":85,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
843¿FunctionExpression¿¿1224¿anon¿¿¿{"start":{"line":54,"column":8},"end":{"line":85,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿FunctionExpression
844¿Identifier¿¿0¿browser¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
845¿Identifier¿¿0¿url¿¿¿{"start":{"line":54,"column":27},"end":{"line":54,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
846¿Identifier¿¿0¿proxyURL¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
847¿Identifier¿¿0¿pacFileURL¿¿¿{"start":{"line":54,"column":42},"end":{"line":54,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
848¿Identifier¿¿0¿dataDir¿¿¿{"start":{"line":54,"column":54},"end":{"line":54,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
849¿Identifier¿¿0¿bypassList¿¿¿{"start":{"line":54,"column":63},"end":{"line":54,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
850¿VariableDeclarator¿¿1226¿v53¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
851¿CallExpression¿¿1226¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
852¿MemberExpression¿¿1226¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
853¿ThisExpression¿¿1226¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ThisExpression
854¿Identifier¿¿1226¿detect¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
855¿Identifier¿¿1226¿browser¿¿¿{"start":{"line":61,"column":23},"end":{"line":61,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
856¿VariableDeclarator¿¿1226¿v69¿¿¿{"start":{"line":61,"column":37},"end":{"line":84,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
857¿FunctionExpression¿¿1226¿anon¿¿¿{"start":{"line":61,"column":37},"end":{"line":84,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿FunctionExpression
858¿Identifier¿¿0¿browserPath¿¿¿{"start":{"line":61,"column":47},"end":{"line":61,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
859¿VariableDeclarator¿¿1228¿v54¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
860¿UnaryExpression¿!¿1228¿¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿UnaryExpression
861¿Identifier¿¿1228¿browserPath¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
862¿IfStatement¿¿1228¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":83,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿IfStatement
863¿Identifier¿¿1228¿v54¿¿¿¿¿Identifier
864¿VariableDeclarator¿¿1228¿v55¿¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
865¿BinaryExpression¿+¿1228¿¿¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
866¿Literal¿string¿1228¿¿'[Error] can not find browser '¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
867¿Identifier¿¿1228¿browser¿¿¿{"start":{"line":63,"column":54},"end":{"line":63,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
868¿VariableDeclarator¿¿1228¿v56¿¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
869¿CallExpression¿¿1228¿¿¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
870¿Identifier¿¿1228¿Error¿¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
871¿Identifier¿¿1228¿v55¿¿¿¿¿Identifier
872¿ThrowStatement¿¿1228¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ThrowStatement
873¿Identifier¿¿1228¿v56¿¿¿¿¿Identifier
874¿BlockStatement¿¿1228¿¿¿¿{"start":{"line":62,"column":24},"end":{"line":64,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
875¿VariableDeclarator¿¿1228¿v57¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
876¿CallExpression¿¿1228¿¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
877¿MemberExpression¿¿1228¿¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
878¿Identifier¿¿1228¿os¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
879¿Identifier¿¿1228¿tmpdir¿¿¿{"start":{"line":65,"column":42},"end":{"line":65,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
880¿VariableDeclarator¿¿1228¿v58¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
881¿CallExpression¿¿1228¿¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
882¿MemberExpression¿¿1228¿¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
883¿Identifier¿¿1228¿path¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
884¿Identifier¿¿1228¿join¿¿¿{"start":{"line":65,"column":34},"end":{"line":65,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
885¿Identifier¿¿1228¿v57¿¿¿¿¿Identifier
886¿Literal¿string¿1228¿¿'op-browser'¿¿{"start":{"line":65,"column":52},"end":{"line":65,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
887¿ExpressionStatement¿¿1228¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
888¿AssignmentExpression¿=¿1228¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿AssignmentExpression
889¿Identifier¿¿1228¿dataDir¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
890¿LogicalExpression¿||¿1228¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿LogicalExpression
891¿Identifier¿¿1228¿dataDir¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
892¿Identifier¿¿1228¿v58¿¿¿¿¿Identifier
893¿VariableDeclarator¿¿1228¿commandOptions¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
894¿CallExpression¿¿1228¿¿¿¿{"start":{"line":67,"column":29},"end":{"line":67,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
895¿MemberExpression¿computed¿1228¿¿¿¿{"start":{"line":67,"column":29},"end":{"line":67,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
896¿Identifier¿¿1228¿configUtil¿¿¿{"start":{"line":67,"column":29},"end":{"line":67,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
897¿Identifier¿¿1228¿browser¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
898¿Identifier¿¿1228¿dataDir¿¿¿{"start":{"line":67,"column":49},"end":{"line":67,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
899¿Identifier¿¿1228¿url¿¿¿{"start":{"line":67,"column":58},"end":{"line":67,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
900¿Identifier¿¿1228¿browserPath¿¿¿{"start":{"line":67,"column":63},"end":{"line":67,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
901¿Identifier¿¿1228¿proxyURL¿¿¿{"start":{"line":67,"column":76},"end":{"line":67,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
902¿Identifier¿¿1228¿pacFileURL¿¿¿{"start":{"line":67,"column":86},"end":{"line":67,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
903¿Identifier¿¿1228¿bypassList¿¿¿{"start":{"line":67,"column":98},"end":{"line":67,"column":108},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
904¿VariableDeclarator¿¿1228¿v67¿¿¿{"start":{"line":69,"column":27},"end":{"line":82,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
905¿FunctionExpression¿¿1228¿anon¿¿¿{"start":{"line":69,"column":27},"end":{"line":82,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿FunctionExpression
906¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
907¿Identifier¿¿0¿reject¿¿¿{"start":{"line":69,"column":46},"end":{"line":69,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
908¿VariableDeclarator¿¿1230¿v59¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
909¿CallExpression¿¿1230¿¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
910¿MemberExpression¿¿1230¿¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
911¿Identifier¿¿1230¿path¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
912¿Identifier¿¿1230¿resolve¿¿¿{"start":{"line":70,"column":37},"end":{"line":70,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
913¿Identifier¿¿1230¿browserPath¿¿¿{"start":{"line":70,"column":45},"end":{"line":70,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
914¿VariableDeclarator¿¿1230¿v60¿¿¿{"start":{"line":70,"column":87},"end":{"line":70,"column":99},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
915¿BinaryExpression¿*¿1230¿¿¿¿{"start":{"line":70,"column":87},"end":{"line":70,"column":99},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BinaryExpression
916¿Literal¿number¿1230¿¿50000¿¿{"start":{"line":70,"column":87},"end":{"line":70,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
917¿Literal¿number¿1230¿¿1024¿¿{"start":{"line":70,"column":95},"end":{"line":70,"column":99},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Literal
918¿VariableDeclarator¿¿1230¿v61¿¿¿{"start":{"line":70,"column":75},"end":{"line":70,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
919¿ObjectExpression¿¿1230¿¿¿¿{"start":{"line":70,"column":75},"end":{"line":70,"column":100},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ObjectExpression
920¿Property¿¿1230¿¿¿¿{"start":{"line":70,"column":76},"end":{"line":70,"column":99},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Property
921¿Identifier¿¿1230¿maxBuffer¿¿¿{"start":{"line":70,"column":76},"end":{"line":70,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
922¿Identifier¿¿1230¿v60¿¿¿¿¿Identifier
923¿VariableDeclarator¿¿1230¿v65¿¿¿{"start":{"line":70,"column":102},"end":{"line":81,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
924¿FunctionExpression¿¿1230¿anon¿¿¿{"start":{"line":70,"column":102},"end":{"line":81,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿FunctionExpression
925¿Identifier¿¿0¿err¿¿¿{"start":{"line":70,"column":112},"end":{"line":70,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
926¿IfStatement¿¿1232¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿IfStatement
927¿Identifier¿¿1232¿err¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
928¿VariableDeclarator¿¿1232¿v62¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
929¿CallExpression¿¿1232¿¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
930¿Identifier¿¿1232¿reject¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
931¿Identifier¿¿1232¿err¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
932¿ExpressionStatement¿¿1232¿¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
933¿Identifier¿¿1232¿v62¿¿¿¿¿Identifier
934¿BlockStatement¿¿1232¿¿¿¿{"start":{"line":71,"column":21},"end":{"line":73,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
935¿VariableDeclarator¿¿1232¿v63¿¿¿{"start":{"line":74,"column":22},"end":{"line":79,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
936¿ObjectExpression¿¿1232¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":79,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ObjectExpression
937¿Property¿¿1232¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Property
938¿Identifier¿¿1232¿path¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
939¿Identifier¿¿1232¿browserPath¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
940¿Property¿¿1232¿¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Property
941¿Identifier¿¿1232¿cmdOptions¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
942¿Identifier¿¿1232¿commandOptions¿¿¿{"start":{"line":76,"column":28},"end":{"line":76,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
943¿Property¿¿1232¿¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Property
944¿Identifier¿¿1232¿proxyURL¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
945¿Identifier¿¿1232¿proxyURL¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
946¿Property¿¿1232¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Property
947¿Identifier¿¿1232¿pacFileURL¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
948¿Identifier¿¿1232¿pacFileURL¿¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
949¿VariableDeclarator¿¿1232¿v64¿¿¿{"start":{"line":74,"column":14},"end":{"line":79,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
950¿CallExpression¿¿1232¿¿¿¿{"start":{"line":74,"column":14},"end":{"line":79,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
951¿Identifier¿¿1232¿resolve¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
952¿Identifier¿¿1232¿v63¿¿¿¿¿Identifier
953¿ExpressionStatement¿¿1232¿¿¿¿{"start":{"line":74,"column":14},"end":{"line":79,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
954¿Identifier¿¿1232¿v64¿¿¿¿¿Identifier
955¿BlockStatement¿¿1232¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":80,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
956¿BlockStatement¿¿1232¿¿¿¿{"start":{"line":70,"column":117},"end":{"line":81,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
957¿VariableDeclarator¿¿1230¿v66¿¿¿{"start":{"line":70,"column":10},"end":{"line":81,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1230¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":81,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿CallExpression
959¿MemberExpression¿¿1230¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿MemberExpression
960¿Identifier¿¿1230¿childProcess¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
961¿Identifier¿¿1230¿execFile¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
962¿Identifier¿¿1230¿v59¿¿¿¿¿Identifier
963¿Identifier¿¿1230¿commandOptions¿¿¿{"start":{"line":70,"column":59},"end":{"line":70,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
964¿Identifier¿¿1230¿v61¿¿¿¿¿Identifier
965¿Identifier¿¿1230¿v65¿¿¿¿¿Identifier
966¿ExpressionStatement¿¿1230¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":81,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿ExpressionStatement
967¿Identifier¿¿1230¿v66¿¿¿¿¿Identifier
968¿BlockStatement¿¿1230¿¿¿¿{"start":{"line":69,"column":54},"end":{"line":82,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿BlockStatement
969¿VariableDeclarator¿¿1228¿v68¿¿¿{"start":{"line":69,"column":15},"end":{"line":82,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿VariableDeclarator
970¿NewExpression¿¿1228¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":82,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿NewExpression
971¿Identifier¿¿1228¿Promise¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Identifier
