Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
844¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Program
988¿Identifier¿¿1444¿cb¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
989¿Identifier¿¿1444¿v75¿¿¿¿¿Identifier
990¿ReturnStatement¿¿1444¿¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
991¿Identifier¿¿1444¿v76¿¿¿¿¿Identifier
992¿BlockStatement¿¿1444¿¿¿¿¿¿BlockStatement
993¿VariableDeclarator¿¿1444¿v77¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
994¿MemberExpression¿¿1444¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
995¿Identifier¿¿1444¿self¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
996¿Identifier¿¿1444¿queue¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
997¿VariableDeclarator¿¿1444¿fn¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
998¿CallExpression¿¿1444¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
999¿MemberExpression¿¿1444¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1000¿Identifier¿¿1444¿v77¿¿¿¿¿Identifier
1001¿Identifier¿¿1444¿shift¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1002¿VariableDeclarator¿¿1444¿v78¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1003¿UnaryExpression¿!¿1444¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿UnaryExpression
1004¿Identifier¿¿1444¿fn¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1005¿IfStatement¿¿1444¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿IfStatement
1006¿Identifier¿¿1444¿v78¿¿¿¿¿Identifier
1007¿VariableDeclarator¿¿1444¿v79¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1008¿CallExpression¿¿1444¿¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1009¿Identifier¿¿1444¿cb¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1010¿Identifier¿¿1444¿err¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1011¿Identifier¿¿1444¿res¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1444¿v80¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1013¿LogicalExpression¿&&¿1444¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿LogicalExpression
1014¿Identifier¿¿1444¿cb¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1015¿Identifier¿¿1444¿v79¿¿¿¿¿Identifier
1016¿ReturnStatement¿¿1444¿¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1017¿Identifier¿¿1444¿v80¿¿¿¿¿Identifier
1018¿BlockStatement¿¿1444¿¿¿¿¿¿BlockStatement
1019¿VariableDeclarator¿¿1444¿v81¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1444¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1021¿MemberExpression¿¿1444¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1022¿Identifier¿¿1444¿fn¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1444¿call¿¿¿{"start":{"line":70,"column":7},"end":{"line":70,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1024¿Identifier¿¿1444¿self¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1025¿Identifier¿¿1444¿next¿¿¿{"start":{"line":70,"column":18},"end":{"line":70,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1026¿ExpressionStatement¿¿1444¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1027¿Identifier¿¿1444¿v81¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1444¿¿¿¿{"start":{"line":66,"column":25},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1029¿VariableDeclarator¿¿1442¿v82¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1030¿CallExpression¿¿1442¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1031¿Identifier¿¿1442¿next¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1032¿ExpressionStatement¿¿1442¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1033¿Identifier¿¿1442¿v82¿¿¿¿¿Identifier
1034¿BlockStatement¿¿1442¿¿¿¿{"start":{"line":63,"column":32},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1035¿ExpressionStatement¿¿1436¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":74,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1036¿AssignmentExpression¿=¿1436¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1037¿MemberExpression¿¿1436¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1038¿Identifier¿¿1436¿v74¿¿¿¿¿Identifier
1039¿Identifier¿¿1436¿run¿¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1040¿Identifier¿¿1436¿v83¿¿¿¿¿Identifier
1041¿VariableDeclarator¿¿1436¿v96¿¿¿{"start":{"line":80,"column":17},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1042¿FunctionExpression¿¿1436¿anon¿¿¿{"start":{"line":80,"column":17},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1043¿Identifier¿¿0¿command¿¿¿{"start":{"line":80,"column":26},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1044¿VariableDeclarator¿¿1448¿v84¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1045¿MemberExpression¿¿1448¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1046¿Identifier¿¿1448¿Git¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1047¿Identifier¿¿1448¿prototype¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1048¿VariableDeclarator¿¿1448¿v95¿¿¿{"start":{"line":81,"column":2},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1049¿FunctionExpression¿¿1448¿anon¿¿¿{"start":{"line":81,"column":27},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1050¿Identifier¿¿0¿opts¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1051¿VariableDeclarator¿¿1450¿base¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1052¿MemberExpression¿¿1450¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1053¿ThisExpression¿¿1450¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ThisExpression
1054¿Identifier¿¿1450¿base¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1450¿pretty¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1056¿MemberExpression¿¿1450¿¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1057¿ThisExpression¿¿1450¿¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ThisExpression
1058¿Identifier¿¿1450¿pretty¿¿¿{"start":{"line":83,"column":22},"end":{"line":83,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1450¿cmd¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1060¿BinaryExpression¿+¿1450¿¿¿¿{"start":{"line":85,"column":14},"end":{"line":85,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BinaryExpression
1061¿Literal¿string¿1450¿¿'git '¿¿{"start":{"line":85,"column":14},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1062¿Identifier¿¿1450¿command¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1063¿IfStatement¿¿1450¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿IfStatement
1064¿Identifier¿¿1450¿opts¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1065¿ExpressionStatement¿¿1450¿¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1066¿AssignmentExpression¿+=¿1450¿¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1067¿Identifier¿¿1450¿cmd¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1068¿BinaryExpression¿+¿1450¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BinaryExpression
1069¿Literal¿string¿1450¿¿' '¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Literal
1070¿Identifier¿¿1450¿opts¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1071¿BlockStatement¿¿1450¿¿¿¿¿¿BlockStatement
1072¿IfStatement¿¿1450¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿IfStatement
1073¿Identifier¿¿1450¿pretty¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1074¿ExpressionStatement¿¿1450¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1075¿AssignmentExpression¿+=¿1450¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿AssignmentExpression
1076¿Identifier¿¿1450¿cmd¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1077¿CallExpression¿¿1450¿¿¿¿{"start":{"line":87,"column":23},"end":{"line":87,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1078¿Identifier¿¿1450¿before¿¿¿{"start":{"line":87,"column":23},"end":{"line":87,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1079¿Identifier¿¿1450¿command¿¿¿{"start":{"line":87,"column":30},"end":{"line":87,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1080¿BlockStatement¿¿1450¿¿¿¿¿¿BlockStatement
1081¿VariableDeclarator¿¿1450¿v85¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1082¿MemberExpression¿¿1450¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1083¿ThisExpression¿¿1450¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ThisExpression
1084¿Identifier¿¿1450¿queue¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1085¿VariableDeclarator¿¿1450¿v93¿¿¿{"start":{"line":89,"column":20},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1086¿FunctionExpression¿¿1450¿anon¿¿¿{"start":{"line":89,"column":20},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1087¿Identifier¿¿0¿cb¿¿¿{"start":{"line":89,"column":29},"end":{"line":89,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1454¿v86¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1089¿ObjectExpression¿¿1454¿¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ObjectExpression
1090¿Property¿¿1454¿¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Property
1091¿Identifier¿¿1454¿cwd¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1092¿Identifier¿¿1454¿base¿¿¿{"start":{"line":90,"column":23},"end":{"line":90,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1454¿v91¿¿¿{"start":{"line":90,"column":31},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1094¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":90,"column":31},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿FunctionExpression
1095¿Identifier¿¿0¿err¿¿¿{"start":{"line":90,"column":40},"end":{"line":90,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1096¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":90,"column":45},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1456¿v87¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1098¿UnaryExpression¿!¿1456¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿UnaryExpression
1099¿Identifier¿¿1456¿pretty¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1100¿IfStatement¿¿1456¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿IfStatement
1101¿Identifier¿¿1456¿v87¿¿¿¿¿Identifier
1102¿VariableDeclarator¿¿1456¿v88¿¿¿{"start":{"line":91,"column":28},"end":{"line":91,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1103¿CallExpression¿¿1456¿¿¿¿{"start":{"line":91,"column":28},"end":{"line":91,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1104¿Identifier¿¿1456¿cb¿¿¿{"start":{"line":91,"column":28},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1456¿err¿¿¿{"start":{"line":91,"column":31},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1106¿Identifier¿¿1456¿stdout¿¿¿{"start":{"line":91,"column":36},"end":{"line":91,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1107¿ReturnStatement¿¿1456¿¿¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ReturnStatement
1108¿Identifier¿¿1456¿v88¿¿¿¿¿Identifier
1109¿BlockStatement¿¿1456¿¿¿¿¿¿BlockStatement
1110¿VariableDeclarator¿¿1456¿v89¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1111¿CallExpression¿¿1456¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1112¿Identifier¿¿1456¿after¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1113¿Identifier¿¿1456¿command¿¿¿{"start":{"line":92,"column":22},"end":{"line":92,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1114¿Identifier¿¿1456¿stdout¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1115¿VariableDeclarator¿¿1456¿v90¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1116¿CallExpression¿¿1456¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1117¿Identifier¿¿1456¿cb¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1118¿Identifier¿¿1456¿err¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1456¿v89¿¿¿¿¿Identifier
1120¿ExpressionStatement¿¿1456¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1121¿Identifier¿¿1456¿v90¿¿¿¿¿Identifier
1122¿BlockStatement¿¿1456¿¿¿¿{"start":{"line":90,"column":52},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1123¿VariableDeclarator¿¿1454¿v92¿¿¿{"start":{"line":90,"column":6},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1124¿CallExpression¿¿1454¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1125¿Identifier¿¿1454¿exec¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1126¿Identifier¿¿1454¿cmd¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1127¿Identifier¿¿1454¿v86¿¿¿¿¿Identifier
1128¿Identifier¿¿1454¿v91¿¿¿¿¿Identifier
1129¿ExpressionStatement¿¿1454¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":93,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1130¿Identifier¿¿1454¿v92¿¿¿¿¿Identifier
1131¿BlockStatement¿¿1454¿¿¿¿{"start":{"line":89,"column":32},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1132¿VariableDeclarator¿¿1450¿v94¿¿¿{"start":{"line":89,"column":4},"end":{"line":94,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1133¿CallExpression¿¿1450¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":94,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1134¿MemberExpression¿¿1450¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1135¿Identifier¿¿1450¿v85¿¿¿¿¿Identifier
