Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
736¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Program
917¿MemberExpression¿computed¿¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
918¿Identifier¿¿original¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
919¿Identifier¿¿i¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
920¿VariableDeclarator¿¿v127¿¿¿¿¿VariableDeclarator
921¿CallExpression¿¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
922¿Identifier¿¿noObjectsInArray¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
923¿Identifier¿¿v126¿¿¿¿¿Identifier
924¿VariableDeclarator¿¿v128¿¿¿¿¿VariableDeclarator
925¿LogicalExpression¿&&¿¿¿¿{"start":{"line":41,"column":10},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
926¿Identifier¿¿v125¿¿¿¿¿Identifier
927¿Identifier¿¿v127¿¿¿¿¿Identifier
928¿VariableDeclarator¿¿v129¿¿¿¿¿VariableDeclarator
929¿LogicalExpression¿||¿¿¿¿{"start":{"line":22,"column":8},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿LogicalExpression
930¿Identifier¿¿v122¿¿¿¿¿Identifier
931¿Identifier¿¿v128¿¿¿¿¿Identifier
932¿IfStatement¿¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿IfStatement
933¿Identifier¿¿v129¿¿¿¿¿Identifier
934¿VariableDeclarator¿¿v130¿¿¿¿¿VariableDeclarator
935¿MemberExpression¿computed¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
936¿Identifier¿¿patch¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
937¿Identifier¿¿i¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
938¿ExpressionStatement¿¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
939¿AssignmentExpression¿=¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
940¿MemberExpression¿computed¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
941¿Identifier¿¿original¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
942¿Identifier¿¿i¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
943¿Identifier¿¿v130¿¿¿¿¿Identifier
944¿BlockStatement¿¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":47,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
945¿IfStatement¿¿¿¿¿{"start":{"line":48,"column":9},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿IfStatement
946¿Identifier¿¿isArr¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
947¿VariableDeclarator¿¿v131¿¿¿¿¿VariableDeclarator
948¿MemberExpression¿computed¿¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
949¿Identifier¿¿original¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
950¿Identifier¿¿i¿¿¿{"start":{"line":49,"column":40},"end":{"line":49,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
951¿VariableDeclarator¿¿v132¿¿¿¿¿VariableDeclarator
952¿MemberExpression¿computed¿¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
953¿Identifier¿¿patch¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
954¿Identifier¿¿i¿¿¿{"start":{"line":49,"column":50},"end":{"line":49,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
955¿VariableDeclarator¿¿v133¿¿¿¿¿VariableDeclarator
956¿CallExpression¿¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
957¿Identifier¿¿arrayMerge¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
958¿Identifier¿¿v131¿¿¿¿¿Identifier
959¿Identifier¿¿v132¿¿¿¿¿Identifier
960¿Identifier¿¿removeMode¿¿¿{"start":{"line":49,"column":54},"end":{"line":49,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
961¿ExpressionStatement¿¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
962¿AssignmentExpression¿=¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
963¿MemberExpression¿computed¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
964¿Identifier¿¿original¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
965¿Identifier¿¿i¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
966¿Identifier¿¿v133¿¿¿¿¿Identifier
967¿BlockStatement¿¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":50,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
968¿VariableDeclarator¿¿v134¿¿¿¿¿VariableDeclarator
969¿MemberExpression¿computed¿¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
970¿Identifier¿¿original¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
971¿Identifier¿¿i¿¿¿{"start":{"line":52,"column":41},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
972¿VariableDeclarator¿¿v135¿¿¿¿¿VariableDeclarator
973¿MemberExpression¿computed¿¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
974¿Identifier¿¿patch¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
975¿Identifier¿¿i¿¿¿{"start":{"line":52,"column":51},"end":{"line":52,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
976¿VariableDeclarator¿¿v136¿¿¿¿¿VariableDeclarator
977¿CallExpression¿¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
978¿Identifier¿¿objectMerge¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
979¿Identifier¿¿v134¿¿¿¿¿Identifier
980¿Identifier¿¿v135¿¿¿¿¿Identifier
981¿Identifier¿¿removeMode¿¿¿{"start":{"line":52,"column":55},"end":{"line":52,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
982¿ExpressionStatement¿¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
983¿AssignmentExpression¿=¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
984¿MemberExpression¿computed¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
985¿Identifier¿¿original¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
986¿Identifier¿¿i¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
987¿Identifier¿¿v136¿¿¿¿¿Identifier
988¿BlockStatement¿¿¿¿¿{"start":{"line":51,"column":9},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
989¿BlockStatement¿¿¿¿¿¿¿BlockStatement
990¿VariableDeclarator¿¿v100¿¿¿¿¿VariableDeclarator
991¿UpdateExpression¿¿¿¿¿{"start":{"line":19,"column":30},"end":{"line":19,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿UpdateExpression
992¿Identifier¿¿i¿¿¿{"start":{"line":19,"column":30},"end":{"line":19,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
993¿ExpressionStatement¿¿¿¿¿{"start":{"line":19,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
994¿AssignmentExpression¿=¿¿¿¿{"start":{"line":19,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
995¿Identifier¿¿v99¿¿¿{"start":{"line":19,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
996¿BinaryExpression¿<¿¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
997¿Identifier¿¿i¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
998¿Identifier¿¿orig_length¿¿¿{"start":{"line":19,"column":17},"end":{"line":19,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
999¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1000¿VariableDeclarator¿¿v137¿¿¿¿¿VariableDeclarator
1001¿BinaryExpression¿!==¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1002¿Identifier¿¿orig_length¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1003¿Identifier¿¿patch_length¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1004¿WhileStatement¿¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿WhileStatement
1005¿Identifier¿¿v137¿¿¿¿¿Identifier
1006¿VariableDeclarator¿¿v138¿¿¿¿¿VariableDeclarator
1007¿UpdateExpression¿¿¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿UpdateExpression
1008¿Identifier¿¿orig_length¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1009¿VariableDeclarator¿¿v139¿¿¿¿¿VariableDeclarator
1010¿MemberExpression¿computed¿¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1011¿Identifier¿¿patch¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1012¿Identifier¿¿v138¿¿¿¿¿Identifier
1013¿VariableDeclarator¿¿v140¿¿¿¿¿VariableDeclarator
1014¿CallExpression¿¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1015¿MemberExpression¿¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1016¿Identifier¿¿original¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1017¿Identifier¿¿push¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1018¿Identifier¿¿v139¿¿¿¿¿Identifier
1019¿ExpressionStatement¿¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1020¿Identifier¿¿v140¿¿¿¿¿Identifier
1021¿ExpressionStatement¿¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ExpressionStatement
1022¿AssignmentExpression¿=¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1023¿Identifier¿¿v137¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1024¿BinaryExpression¿!==¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1025¿Identifier¿¿orig_length¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1026¿Identifier¿¿patch_length¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1027¿BlockStatement¿¿¿¿¿{"start":{"line":57,"column":38},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1028¿ReturnStatement¿¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ReturnStatement
1029¿Identifier¿¿original¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1030¿BlockStatement¿¿¿¿¿{"start":{"line":9,"column":52},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BlockStatement
1031¿VariableDeclarator¿¿objectMerge¿¿¿{"start":{"line":64,"column":6},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿VariableDeclarator
1032¿ArrowFunctionExpression¿¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
1033¿Identifier¿¿original¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1034¿Identifier¿¿patch¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1035¿Identifier¿¿removeMode¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1036¿VariableDeclarator¿¿patchProps¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1038¿MemberExpression¿¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1039¿Identifier¿¿Object¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1040¿Identifier¿¿getOwnPropertyNames¿¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1041¿Identifier¿¿patch¿¿¿{"start":{"line":65,"column":48},"end":{"line":65,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1042¿VariableDeclarator¿¿i¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿VariableDeclarator
1043¿VariableDeclarator¿¿len¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿VariableDeclarator
1044¿SequenceExpression¿¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿SequenceExpression
1045¿AssignmentExpression¿=¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1046¿Identifier¿¿i¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1047¿Literal¿number¿¿0¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Literal
1048¿AssignmentExpression¿=¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿AssignmentExpression
1049¿Identifier¿¿len¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1050¿MemberExpression¿¿¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿patchProps¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1052¿Identifier¿¿length¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1053¿VariableDeclarator¿¿v141¿¿¿¿¿VariableDeclarator
1054¿BinaryExpression¿<¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
1055¿Identifier¿¿i¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1056¿Identifier¿¿len¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1057¿WhileStatement¿¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":107,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿WhileStatement
1058¿Identifier¿¿v141¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿name¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿VariableDeclarator
1060¿MemberExpression¿computed¿¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1061¿Identifier¿¿patchProps¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1062¿Identifier¿¿i¿¿¿{"start":{"line":69,"column":28},"end":{"line":69,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1063¿VariableDeclarator¿¿isArr¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿VariableDeclarator
1064¿VariableDeclarator¿¿v143¿¿¿¿¿VariableDeclarator
1065¿MemberExpression¿computed¿¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1066¿Identifier¿¿patch¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1067¿Identifier¿¿name¿¿¿{"start":{"line":74,"column":24},"end":{"line":74,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1068¿VariableDeclarator¿¿v144¿¿¿¿¿VariableDeclarator
1069¿CallExpression¿¿¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿CallExpression
1070¿Identifier¿¿isObject¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1071¿Identifier¿¿v143¿¿¿¿¿Identifier
1072¿VariableDeclarator¿¿v145¿¿¿¿¿VariableDeclarator
1073¿UnaryExpression¿!¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿UnaryExpression
1074¿Identifier¿¿v144¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿v146¿¿¿¿¿VariableDeclarator
1076¿MemberExpression¿computed¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿MemberExpression
1077¿Identifier¿¿patch¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1078¿Identifier¿¿name¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿Identifier
1079¿VariableDeclarator¿¿v147¿¿¿¿¿VariableDeclarator
1080¿BinaryExpression¿===¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.0/src/index.js"}¿¿BinaryExpression
