Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
914¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Program
1052¿VariableDeclarator¿¿1569¿v109¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1053¿ArrayExpression¿¿1569¿¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrayExpression
1054¿VariableDeclarator¿¿1569¿parts¿¿¿{"start":{"line":23,"column":8},"end":{"line":28,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1055¿CallExpression¿¿1569¿¿¿¿{"start":{"line":23,"column":16},"end":{"line":28,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1056¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1057¿Identifier¿¿1569¿v105¿¿¿¿¿Identifier
1058¿Identifier¿¿1569¿reduce¿¿¿{"start":{"line":23,"column":59},"end":{"line":23,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1059¿Identifier¿¿1569¿v108¿¿¿¿¿Identifier
1060¿Identifier¿¿1569¿v109¿¿¿¿¿Identifier
1061¿VariableDeclarator¿¿1569¿v110¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1062¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1063¿Identifier¿¿1569¿parts¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1064¿Identifier¿¿1569¿length¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1065¿VariableDeclarator¿¿1569¿v111¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1066¿BinaryExpression¿>=¿1569¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1067¿Identifier¿¿1569¿v110¿¿¿¿¿Identifier
1068¿Literal¿number¿1569¿¿4¿¿{"start":{"line":30,"column":22},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1069¿IfStatement¿¿1569¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1070¿Identifier¿¿1569¿v111¿¿¿¿¿Identifier
1071¿VariableDeclarator¿¿1569¿v112¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1072¿MemberExpression¿computed¿1569¿¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1073¿Identifier¿¿1569¿parts¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1074¿Literal¿number¿1569¿¿0¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1075¿VariableDeclarator¿¿1569¿v113¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1076¿MemberExpression¿computed¿1569¿¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1077¿Identifier¿¿1569¿parts¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1078¿Literal¿number¿1569¿¿1¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1079¿VariableDeclarator¿¿1569¿v114¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1080¿CallExpression¿¿1569¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1081¿Identifier¿¿1569¿parseInt¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1082¿Identifier¿¿1569¿v113¿¿¿¿¿Identifier
1083¿VariableDeclarator¿¿1569¿v115¿¿¿{"start":{"line":33,"column":21},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1084¿MemberExpression¿computed¿1569¿¿¿¿{"start":{"line":33,"column":21},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1085¿Identifier¿¿1569¿parts¿¿¿{"start":{"line":33,"column":21},"end":{"line":33,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1086¿Literal¿number¿1569¿¿2¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1087¿VariableDeclarator¿¿1569¿v116¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1569¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1089¿Identifier¿¿1569¿parseInt¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1090¿Identifier¿¿1569¿v115¿¿¿¿¿Identifier
1091¿VariableDeclarator¿¿1569¿v117¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1092¿MemberExpression¿computed¿1569¿¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1093¿Identifier¿¿1569¿parts¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1094¿Literal¿number¿1569¿¿3¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1095¿VariableDeclarator¿¿1569¿v118¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1569¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1097¿Identifier¿¿1569¿parseInt¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1098¿Identifier¿¿1569¿v117¿¿¿¿¿Identifier
1099¿VariableDeclarator¿¿1569¿v119¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1100¿ObjectExpression¿¿1569¿¿¿¿¿¿ObjectExpression
1101¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1102¿AssignmentExpression¿=¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1103¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1104¿Identifier¿¿1569¿v119¿¿¿¿¿Identifier
1105¿Identifier¿¿1569¿total¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1106¿Identifier¿¿1569¿v114¿¿¿¿¿Identifier
1107¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1108¿AssignmentExpression¿=¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1109¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1110¿Identifier¿¿1569¿v119¿¿¿¿¿Identifier
1111¿Identifier¿¿1569¿used¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1112¿Identifier¿¿1569¿v116¿¿¿¿¿Identifier
1113¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1114¿AssignmentExpression¿=¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1115¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1116¿Identifier¿¿1569¿v119¿¿¿¿¿Identifier
1117¿Identifier¿¿1569¿free¿¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1118¿Identifier¿¿1569¿v118¿¿¿¿¿Identifier
1119¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":31,"column":3},"end":{"line":35,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1120¿AssignmentExpression¿=¿1569¿¿¿¿{"start":{"line":31,"column":3},"end":{"line":35,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1121¿MemberExpression¿computed¿1569¿¿¿¿{"start":{"line":31,"column":3},"end":{"line":31,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1122¿Identifier¿¿1569¿ret¿¿¿{"start":{"line":31,"column":3},"end":{"line":31,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1123¿Identifier¿¿1569¿v112¿¿¿¿¿Identifier
1124¿Identifier¿¿1569¿v119¿¿¿¿¿Identifier
1125¿BlockStatement¿¿1569¿¿¿¿{"start":{"line":30,"column":25},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1126¿BlockStatement¿¿1569¿¿¿¿{"start":{"line":22,"column":25},"end":{"line":37,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1127¿VariableDeclarator¿¿1567¿v121¿¿¿{"start":{"line":22,"column":1},"end":{"line":37,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1128¿CallExpression¿¿1567¿¿¿¿{"start":{"line":22,"column":1},"end":{"line":37,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1129¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":22,"column":1},"end":{"line":22,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1130¿Identifier¿¿1567¿lines¿¿¿{"start":{"line":22,"column":1},"end":{"line":22,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1131¿Identifier¿¿1567¿forEach¿¿¿{"start":{"line":22,"column":7},"end":{"line":22,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1132¿Identifier¿¿1567¿v120¿¿¿¿¿Identifier
1133¿ExpressionStatement¿¿1567¿¿¿¿{"start":{"line":22,"column":1},"end":{"line":37,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1134¿Identifier¿¿1567¿v121¿¿¿¿¿Identifier
1135¿ReturnStatement¿¿1567¿¿¿¿{"start":{"line":39,"column":1},"end":{"line":39,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1136¿Identifier¿¿1567¿ret¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1137¿BlockStatement¿¿1567¿¿¿¿{"start":{"line":18,"column":51},"end":{"line":40,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1138¿ExpressionStatement¿¿1559¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":40,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1139¿AssignmentExpression¿=¿1559¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":40,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1140¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":18,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1141¿Identifier¿¿1559¿v101¿¿¿¿¿Identifier
1142¿Identifier¿¿1559¿_parseResponse¿¿¿{"start":{"line":18,"column":15},"end":{"line":18,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1143¿Identifier¿¿1559¿v122¿¿¿¿¿Identifier
1144¿VariableDeclarator¿¿1559¿v123¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1145¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1146¿Identifier¿¿1559¿stat¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1147¿Identifier¿¿1559¿prototype¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1559¿v134¿¿¿{"start":{"line":42,"column":0},"end":{"line":52,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1149¿FunctionExpression¿¿1559¿anon¿¿¿{"start":{"line":42,"column":29},"end":{"line":52,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿FunctionExpression
1150¿Identifier¿¿0¿path¿¿¿{"start":{"line":42,"column":38},"end":{"line":42,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1151¿VariableDeclarator¿¿1575¿v132¿¿¿{"start":{"line":43,"column":20},"end":{"line":51,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1152¿ArrowFunctionExpression¿¿1575¿¿¿¿{"start":{"line":43,"column":20},"end":{"line":51,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1153¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1154¿Identifier¿¿0¿reject¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1577¿v124¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1156¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1157¿ThisExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1158¿Identifier¿¿1577¿child_process¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1159¿VariableDeclarator¿¿1577¿v125¿¿¿{"start":{"line":44,"column":34},"end":{"line":44,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1160¿CallExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":34},"end":{"line":44,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1161¿MemberExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":34},"end":{"line":44,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1162¿ThisExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":34},"end":{"line":44,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1163¿Identifier¿¿1577¿_ensureAbsPath¿¿¿{"start":{"line":44,"column":39},"end":{"line":44,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1164¿Identifier¿¿1577¿path¿¿¿{"start":{"line":44,"column":54},"end":{"line":44,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1165¿VariableDeclarator¿¿1577¿v126¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1166¿BinaryExpression¿+¿1577¿¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BinaryExpression
1167¿Literal¿string¿1577¿¿'df '¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1168¿Identifier¿¿1577¿v125¿¿¿¿¿Identifier
1169¿VariableDeclarator¿¿1577¿v130¿¿¿{"start":{"line":44,"column":61},"end":{"line":50,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1170¿ArrowFunctionExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":61},"end":{"line":50,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ArrowFunctionExpression
1171¿Identifier¿¿0¿err¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1172¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":44,"column":67},"end":{"line":44,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1173¿IfStatement¿¿1579¿¿¿¿{"start":{"line":45,"column":3},"end":{"line":47,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1174¿Identifier¿¿1579¿err¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1175¿VariableDeclarator¿¿1579¿v127¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1176¿CallExpression¿¿1579¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1177¿Identifier¿¿1579¿reject¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1178¿Identifier¿¿1579¿err¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1179¿ReturnStatement¿¿1579¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1180¿Identifier¿¿1579¿v127¿¿¿¿¿Identifier
1181¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":45,"column":12},"end":{"line":47,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1182¿VariableDeclarator¿¿1579¿v128¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1579¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1184¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1185¿ThisExpression¿¿1579¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ThisExpression
1186¿Identifier¿¿1579¿_parseResponse¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1187¿Identifier¿¿1579¿stdout¿¿¿{"start":{"line":49,"column":38},"end":{"line":49,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1579¿v129¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1579¿¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1190¿Identifier¿¿1579¿resolve¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1191¿Identifier¿¿1579¿v128¿¿¿¿¿Identifier
1192¿ReturnStatement¿¿1579¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1193¿Identifier¿¿1579¿v129¿¿¿¿¿Identifier
1194¿BlockStatement¿¿1579¿¿¿¿{"start":{"line":44,"column":78},"end":{"line":50,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1195¿VariableDeclarator¿¿1577¿v131¿¿¿{"start":{"line":44,"column":2},"end":{"line":50,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1196¿CallExpression¿¿1577¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":50,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
