Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
741¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Program
883¿Identifier¿¿1280¿v88¿¿¿¿¿Identifier
884¿Literal¿number¿1280¿¿1¿¿{"start":{"line":26,"column":27},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
885¿VariableDeclarator¿¿1280¿v90¿¿¿{"start":{"line":25,"column":10},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
886¿LogicalExpression¿&&¿1280¿¿¿¿{"start":{"line":25,"column":10},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿LogicalExpression
887¿Identifier¿¿1280¿v87¿¿¿¿¿Identifier
888¿Identifier¿¿1280¿v89¿¿¿¿¿Identifier
889¿IfStatement¿¿1280¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":30,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
890¿Identifier¿¿1280¿v90¿¿¿¿¿Identifier
891¿VariableDeclarator¿¿1280¿v92¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
892¿CallExpression¿¿1280¿¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
893¿MemberExpression¿¿1280¿¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
894¿Identifier¿¿1280¿columns¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
895¿Identifier¿¿1280¿join¿¿¿{"start":{"line":27,"column":33},"end":{"line":27,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
896¿Literal¿string¿1280¿¿' '¿¿{"start":{"line":27,"column":38},"end":{"line":27,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
897¿ExpressionStatement¿¿1280¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
898¿AssignmentExpression¿=¿1280¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
899¿MemberExpression¿computed¿1280¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
900¿Identifier¿¿1280¿obj¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
901¿Identifier¿¿1280¿v91¿¿¿¿¿Identifier
902¿Identifier¿¿1280¿v92¿¿¿¿¿Identifier
903¿BlockStatement¿¿1280¿¿¿¿{"start":{"line":26,"column":30},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
904¿VariableDeclarator¿¿1280¿v94¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
905¿CallExpression¿¿1280¿¿¿¿{"start":{"line":29,"column":25},"end":{"line":29,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
906¿MemberExpression¿¿1280¿¿¿¿{"start":{"line":29,"column":25},"end":{"line":29,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
907¿Identifier¿¿1280¿columns¿¿¿{"start":{"line":29,"column":25},"end":{"line":29,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
908¿Identifier¿¿1280¿shift¿¿¿{"start":{"line":29,"column":33},"end":{"line":29,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
909¿ExpressionStatement¿¿1280¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
910¿AssignmentExpression¿=¿1280¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
911¿MemberExpression¿computed¿1280¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
912¿Identifier¿¿1280¿obj¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
913¿Identifier¿¿1280¿v93¿¿¿¿¿Identifier
914¿Identifier¿¿1280¿v94¿¿¿¿¿Identifier
915¿BlockStatement¿¿1280¿¿¿¿{"start":{"line":28,"column":13},"end":{"line":30,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
916¿VariableDeclarator¿¿1280¿v84¿¿¿{"start":{"line":24,"column":39},"end":{"line":24,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
917¿UpdateExpression¿¿1280¿¿¿¿{"start":{"line":24,"column":39},"end":{"line":24,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿UpdateExpression
918¿Identifier¿¿1280¿i¿¿¿{"start":{"line":24,"column":39},"end":{"line":24,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
919¿ExpressionStatement¿¿1280¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
920¿AssignmentExpression¿=¿1280¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
921¿Identifier¿¿1280¿v83¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
922¿BinaryExpression¿<¿1280¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BinaryExpression
923¿Identifier¿¿1280¿i¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
924¿Identifier¿¿1280¿v82¿¿¿¿¿Identifier
925¿BlockStatement¿¿1280¿¿¿¿¿¿BlockStatement
926¿ReturnStatement¿¿1280¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
927¿Identifier¿¿1280¿obj¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
928¿BlockStatement¿¿1280¿¿¿¿{"start":{"line":21,"column":25},"end":{"line":33,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
929¿VariableDeclarator¿¿1276¿objs¿¿¿{"start":{"line":19,"column":6},"end":{"line":33,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
930¿CallExpression¿¿1276¿¿¿¿{"start":{"line":19,"column":13},"end":{"line":33,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
931¿MemberExpression¿¿1276¿¿¿¿{"start":{"line":19,"column":13},"end":{"line":21,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
932¿Identifier¿¿1276¿v80¿¿¿¿¿Identifier
933¿Identifier¿¿1276¿map¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
934¿Identifier¿¿1276¿v95¿¿¿¿¿Identifier
935¿ReturnStatement¿¿1276¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ReturnStatement
936¿Identifier¿¿1276¿objs¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
937¿BlockStatement¿¿1276¿¿¿¿{"start":{"line":15,"column":23},"end":{"line":36,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
938¿VariableDeclarator¿¿1269¿_filter¿¿¿{"start":{"line":38,"column":0},"end":{"line":58,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
939¿FunctionExpression¿¿1269¿anon¿¿¿{"start":{"line":38,"column":0},"end":{"line":58,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
940¿Identifier¿¿0¿query¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
941¿Identifier¿¿0¿processes¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
942¿VariableDeclarator¿¿1284¿v111¿¿¿{"start":{"line":39,"column":26},"end":{"line":57,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
943¿FunctionExpression¿¿1284¿anon¿¿¿{"start":{"line":39,"column":26},"end":{"line":57,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
944¿Identifier¿¿0¿proc¿¿¿{"start":{"line":39,"column":35},"end":{"line":39,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
945¿VariableDeclarator¿¿1286¿res¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
946¿Literal¿boolean¿1286¿¿true¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
947¿VariableDeclarator¿¿1286¿v96¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
948¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
949¿Identifier¿¿1286¿query¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
950¿Identifier¿¿1286¿pid¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
951¿IfStatement¿¿1286¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
952¿Identifier¿¿1286¿v96¿¿¿¿¿Identifier
953¿VariableDeclarator¿¿1286¿pids¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
954¿CallExpression¿¿1286¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
955¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
956¿Identifier¿¿1286¿Object¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
957¿Identifier¿¿1286¿create¿¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
958¿Literal¿object¿1286¿¿null¿¿{"start":{"line":42,"column":31},"end":{"line":42,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
959¿VariableDeclarator¿¿1286¿v97¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
960¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
961¿Identifier¿¿1286¿query¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
962¿Identifier¿¿1286¿pid¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
963¿VariableDeclarator¿¿1286¿v98¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
964¿CallExpression¿¿1286¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
965¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
966¿Identifier¿¿1286¿Array¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
967¿Identifier¿¿1286¿isArray¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
968¿Identifier¿¿1286¿v97¿¿¿¿¿Identifier
969¿IfStatement¿¿1286¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":49,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
970¿Identifier¿¿1286¿v98¿¿¿¿¿Identifier
971¿VariableDeclarator¿¿1286¿v99¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
972¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
973¿Identifier¿¿1286¿query¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
974¿Identifier¿¿1286¿pid¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
975¿VariableDeclarator¿¿1286¿v100¿¿¿{"start":{"line":44,"column":26},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
976¿FunctionExpression¿¿1286¿anon¿¿¿{"start":{"line":44,"column":26},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿FunctionExpression
977¿Identifier¿¿0¿pid¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
978¿ExpressionStatement¿¿1288¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
979¿AssignmentExpression¿=¿1288¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
980¿MemberExpression¿computed¿1288¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
981¿Identifier¿¿1288¿pids¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
982¿Identifier¿¿1288¿pid¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
983¿Literal¿boolean¿1288¿¿true¿¿{"start":{"line":45,"column":22},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
984¿BlockStatement¿¿1288¿¿¿¿{"start":{"line":44,"column":40},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
985¿VariableDeclarator¿¿1286¿v101¿¿¿{"start":{"line":44,"column":8},"end":{"line":46,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
986¿CallExpression¿¿1286¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":46,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿CallExpression
987¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
988¿Identifier¿¿1286¿v99¿¿¿¿¿Identifier
989¿Identifier¿¿1286¿forEach¿¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
990¿Identifier¿¿1286¿v100¿¿¿¿¿Identifier
991¿ExpressionStatement¿¿1286¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":46,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
992¿Identifier¿¿1286¿v101¿¿¿¿¿Identifier
993¿BlockStatement¿¿1286¿¿¿¿{"start":{"line":43,"column":36},"end":{"line":47,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
994¿VariableDeclarator¿¿1286¿v102¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
995¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
996¿Identifier¿¿1286¿query¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
997¿Identifier¿¿1286¿pid¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
998¿ExpressionStatement¿¿1286¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
999¿AssignmentExpression¿=¿1286¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1000¿MemberExpression¿computed¿1286¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1001¿Identifier¿¿1286¿pids¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1002¿Identifier¿¿1286¿v102¿¿¿¿¿Identifier
1003¿Literal¿boolean¿1286¿¿true¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Literal
1004¿BlockStatement¿¿1286¿¿¿¿{"start":{"line":47,"column":13},"end":{"line":49,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1005¿VariableDeclarator¿¿1286¿v103¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1006¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1007¿Identifier¿¿1286¿proc¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1008¿Identifier¿¿1286¿PID¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1009¿VariableDeclarator¿¿1286¿v104¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1010¿BinaryExpression¿in¿1286¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BinaryExpression
1011¿Identifier¿¿1286¿v103¿¿¿¿¿Identifier
1012¿Identifier¿¿1286¿pids¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1013¿ExpressionStatement¿¿1286¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿ExpressionStatement
1014¿AssignmentExpression¿=¿1286¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿AssignmentExpression
1015¿Identifier¿¿1286¿res¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1016¿LogicalExpression¿&&¿1286¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿LogicalExpression
1017¿Identifier¿¿1286¿res¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1018¿Identifier¿¿1286¿v104¿¿¿¿¿Identifier
1019¿BlockStatement¿¿1286¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿BlockStatement
1020¿VariableDeclarator¿¿1286¿v105¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1021¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1022¿Identifier¿¿1286¿query¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1286¿command¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
1024¿IfStatement¿¿1286¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿IfStatement
1025¿Identifier¿¿1286¿v105¿¿¿¿¿Identifier
1026¿VariableDeclarator¿¿1286¿v106¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿VariableDeclarator
1027¿MemberExpression¿¿1286¿¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿MemberExpression
1028¿Identifier¿¿1286¿proc¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Identifier
