Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1207¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":222,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Program
1344¿Identifier¿¿2103¿i¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1345¿Identifier¿¿2103¿v115¿¿¿¿¿Identifier
1346¿WhileStatement¿¿2103¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿WhileStatement
1347¿Identifier¿¿2103¿v116¿¿¿¿¿Identifier
1348¿VariableDeclarator¿¿2103¿tok¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1349¿MemberExpression¿computed¿2103¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1350¿Identifier¿¿2103¿refTokens¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1351¿Identifier¿¿2103¿i¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1352¿VariableDeclarator¿¿2103¿v118¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1353¿UnaryExpression¿typeof¿2103¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UnaryExpression
1354¿Identifier¿¿2103¿obj¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1355¿VariableDeclarator¿¿2103¿v119¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1356¿BinaryExpression¿==¿2103¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1357¿Identifier¿¿2103¿v118¿¿¿¿¿Identifier
1358¿Literal¿string¿2103¿¿'object'¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1359¿VariableDeclarator¿¿2103¿v120¿¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1360¿BinaryExpression¿in¿2103¿¿¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1361¿Identifier¿¿2103¿tok¿¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1362¿Identifier¿¿2103¿obj¿¿¿{"start":{"line":53,"column":47},"end":{"line":53,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1363¿VariableDeclarator¿¿2103¿v121¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1364¿LogicalExpression¿&&¿2103¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿LogicalExpression
1365¿Identifier¿¿2103¿v119¿¿¿¿¿Identifier
1366¿Identifier¿¿2103¿v120¿¿¿¿¿Identifier
1367¿VariableDeclarator¿¿2103¿v122¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1368¿UnaryExpression¿!¿2103¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UnaryExpression
1369¿Identifier¿¿2103¿v121¿¿¿¿¿Identifier
1370¿IfStatement¿¿2103¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1371¿Identifier¿¿2103¿v122¿¿¿¿¿Identifier
1372¿VariableDeclarator¿¿2103¿v123¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1373¿BinaryExpression¿+¿2103¿¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1374¿Literal¿string¿2103¿¿'Invalid reference token: '¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1375¿Identifier¿¿2103¿tok¿¿¿{"start":{"line":54,"column":58},"end":{"line":54,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1376¿VariableDeclarator¿¿2103¿v124¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1377¿NewExpression¿¿2103¿¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿NewExpression
1378¿Identifier¿¿2103¿Error¿¿¿{"start":{"line":54,"column":22},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1379¿Identifier¿¿2103¿v123¿¿¿¿¿Identifier
1380¿ThrowStatement¿¿2103¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ThrowStatement
1381¿Identifier¿¿2103¿v124¿¿¿¿¿Identifier
1382¿BlockStatement¿¿2103¿¿¿¿{"start":{"line":53,"column":53},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1383¿ExpressionStatement¿¿2103¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1384¿AssignmentExpression¿=¿2103¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1385¿Identifier¿¿2103¿obj¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1386¿MemberExpression¿computed¿2103¿¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1387¿Identifier¿¿2103¿obj¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1388¿Identifier¿¿2103¿tok¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1389¿VariableDeclarator¿¿2103¿v117¿¿¿{"start":{"line":51,"column":42},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1390¿UpdateExpression¿¿2103¿¿¿¿{"start":{"line":51,"column":42},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿UpdateExpression
1391¿Identifier¿¿2103¿i¿¿¿{"start":{"line":51,"column":44},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1392¿ExpressionStatement¿¿2103¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1393¿AssignmentExpression¿=¿2103¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1394¿Identifier¿¿2103¿v116¿¿¿{"start":{"line":51,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1395¿BinaryExpression¿<¿2103¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1396¿Identifier¿¿2103¿i¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1397¿Identifier¿¿2103¿v115¿¿¿¿¿Identifier
1398¿BlockStatement¿¿2103¿¿¿¿¿¿BlockStatement
1399¿ReturnStatement¿¿2103¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ReturnStatement
1400¿Identifier¿¿2103¿obj¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1401¿BlockStatement¿¿2103¿¿¿¿{"start":{"line":48,"column":38},"end":{"line":59,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1402¿ExpressionStatement¿¿2095¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":59,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1403¿AssignmentExpression¿=¿2095¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1404¿MemberExpression¿¿2095¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":48,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿2095¿api¿¿¿{"start":{"line":48,"column":0},"end":{"line":48,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1406¿Identifier¿¿2095¿get¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1407¿Identifier¿¿2095¿get¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿2095¿set¿¿¿{"start":{"line":68,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1409¿FunctionExpression¿¿2095¿anon¿¿¿{"start":{"line":68,"column":10},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿FunctionExpression
1410¿Identifier¿¿0¿obj¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1411¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":68,"column":29},"end":{"line":68,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1412¿Identifier¿¿0¿value¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1413¿VariableDeclarator¿¿2108¿refTokens¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1414¿VariableDeclarator¿¿2108¿v125¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1415¿CallExpression¿¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1416¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1417¿Identifier¿¿2108¿Array¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1418¿Identifier¿¿2108¿isArray¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1419¿Identifier¿¿2108¿pointer¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1420¿VariableDeclarator¿¿2108¿v126¿¿¿{"start":{"line":69,"column":55},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1421¿CallExpression¿¿2108¿¿¿¿{"start":{"line":69,"column":55},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1422¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":69,"column":55},"end":{"line":69,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1423¿Identifier¿¿2108¿api¿¿¿{"start":{"line":69,"column":55},"end":{"line":69,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1424¿Identifier¿¿2108¿parse¿¿¿{"start":{"line":69,"column":59},"end":{"line":69,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1425¿Identifier¿¿2108¿pointer¿¿¿{"start":{"line":69,"column":65},"end":{"line":69,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1426¿IfStatement¿¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1427¿Identifier¿¿2108¿v125¿¿¿¿¿Identifier
1428¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1429¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1430¿Identifier¿¿2108¿refTokens¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1431¿Identifier¿¿2108¿pointer¿¿¿{"start":{"line":69,"column":45},"end":{"line":69,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1432¿BlockStatement¿¿2108¿¿¿¿¿¿BlockStatement
1433¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1434¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1435¿Identifier¿¿2108¿refTokens¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1436¿Identifier¿¿2108¿v126¿¿¿¿¿Identifier
1437¿BlockStatement¿¿2108¿¿¿¿¿¿BlockStatement
1438¿VariableDeclarator¿¿2108¿nextTok¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1439¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1440¿Identifier¿¿2108¿refTokens¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1441¿Literal¿number¿2108¿¿0¿¿{"start":{"line":70,"column":26},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1442¿VariableDeclarator¿¿2108¿i¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1443¿Literal¿number¿2108¿¿0¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1444¿VariableDeclarator¿¿2108¿v127¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1445¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1446¿Identifier¿¿2108¿refTokens¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1447¿Identifier¿¿2108¿length¿¿¿{"start":{"line":72,"column":34},"end":{"line":72,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1448¿VariableDeclarator¿¿2108¿v128¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1449¿BinaryExpression¿-¿2108¿¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1450¿Identifier¿¿2108¿v127¿¿¿¿¿Identifier
1451¿Literal¿number¿2108¿¿1¿¿{"start":{"line":72,"column":43},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1452¿VariableDeclarator¿¿2108¿v129¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1453¿BinaryExpression¿<¿2108¿¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1454¿Identifier¿¿2108¿i¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1455¿Identifier¿¿2108¿v128¿¿¿¿¿Identifier
1456¿WhileStatement¿¿2108¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿WhileStatement
1457¿Identifier¿¿2108¿v129¿¿¿¿¿Identifier
1458¿VariableDeclarator¿¿2108¿tok¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1459¿MemberExpression¿computed¿2108¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1460¿Identifier¿¿2108¿refTokens¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1461¿Identifier¿¿2108¿i¿¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1462¿VariableDeclarator¿¿2108¿v131¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1463¿BinaryExpression¿===¿2108¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
1464¿Identifier¿¿2108¿tok¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1465¿Literal¿string¿2108¿¿'-'¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Literal
1466¿VariableDeclarator¿¿2108¿v132¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1467¿CallExpression¿¿2108¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿CallExpression
1468¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1469¿Identifier¿¿2108¿Array¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1470¿Identifier¿¿2108¿isArray¿¿¿{"start":{"line":74,"column":33},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1471¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":74,"column":41},"end":{"line":74,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1472¿VariableDeclarator¿¿2108¿v133¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1473¿LogicalExpression¿&&¿2108¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿LogicalExpression
1474¿Identifier¿¿2108¿v131¿¿¿¿¿Identifier
1475¿Identifier¿¿2108¿v132¿¿¿¿¿Identifier
1476¿IfStatement¿¿2108¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":76,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿IfStatement
1477¿Identifier¿¿2108¿v133¿¿¿¿¿Identifier
1478¿ExpressionStatement¿¿2108¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿ExpressionStatement
1479¿AssignmentExpression¿=¿2108¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿AssignmentExpression
1480¿Identifier¿¿2108¿tok¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1481¿MemberExpression¿¿2108¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿MemberExpression
1482¿Identifier¿¿2108¿obj¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1483¿Identifier¿¿2108¿length¿¿¿{"start":{"line":75,"column":20},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿Identifier
1484¿BlockStatement¿¿2108¿¿¿¿{"start":{"line":74,"column":47},"end":{"line":76,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BlockStatement
1485¿VariableDeclarator¿¿2108¿v134¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿VariableDeclarator
1486¿BinaryExpression¿+¿2108¿¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/json-pointer_0.6.0/src/index.js"}¿¿BinaryExpression
