Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
807¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Program
931¿Identifier¿¿1411¿options¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
932¿Identifier¿¿1411¿v81¿¿¿¿¿Identifier
933¿VariableDeclarator¿¿1411¿v82¿¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
934¿CallExpression¿¿1411¿¿¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
935¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
936¿Identifier¿¿1411¿Date¿¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
937¿Identifier¿¿1411¿now¿¿¿{"start":{"line":41,"column":33},"end":{"line":41,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
938¿VariableDeclarator¿¿1411¿tmpName¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
939¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
940¿Literal¿string¿1411¿¿'__cov__'¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
941¿Identifier¿¿1411¿v82¿¿¿¿¿Identifier
942¿VariableDeclarator¿¿1411¿v83¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
943¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
944¿Identifier¿¿1411¿process¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
945¿Identifier¿¿1411¿env¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
946¿VariableDeclarator¿¿1411¿v84¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
947¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
948¿Identifier¿¿1411¿v83¿¿¿¿¿Identifier
949¿Identifier¿¿1411¿TMPDIR¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
950¿VariableDeclarator¿¿1411¿tmpdir¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
951¿LogicalExpression¿||¿1411¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿LogicalExpression
952¿Identifier¿¿1411¿v84¿¿¿¿¿Identifier
953¿Literal¿string¿1411¿¿'/tmp'¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
954¿VariableDeclarator¿¿1411¿tmpTargetDir¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
955¿CallExpression¿¿1411¿¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
956¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
957¿Identifier¿¿1411¿path¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
958¿Identifier¿¿1411¿join¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
959¿Identifier¿¿1411¿tmpdir¿¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
960¿Identifier¿¿1411¿tmpName¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
961¿VariableDeclarator¿¿1411¿v85¿¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
962¿CallExpression¿¿1411¿¿¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
963¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
964¿Identifier¿¿1411¿path¿¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
965¿Identifier¿¿1411¿basename¿¿¿{"start":{"line":44,"column":47},"end":{"line":44,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
966¿Identifier¿¿1411¿target¿¿¿{"start":{"line":44,"column":56},"end":{"line":44,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
967¿VariableDeclarator¿¿1411¿tmpTarget¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
968¿CallExpression¿¿1411¿¿¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
969¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
970¿Identifier¿¿1411¿path¿¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
971¿Identifier¿¿1411¿join¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
972¿Identifier¿¿1411¿tmpTargetDir¿¿¿{"start":{"line":44,"column":28},"end":{"line":44,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
973¿Identifier¿¿1411¿v85¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1411¿cleanup¿¿¿{"start":{"line":46,"column":6},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
975¿FunctionExpression¿¿1411¿anon¿¿¿{"start":{"line":46,"column":16},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿FunctionExpression
976¿VariableDeclarator¿¿1413¿v86¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
977¿CallExpression¿¿1413¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
978¿MemberExpression¿¿1413¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
979¿Identifier¿¿1413¿fse¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
980¿Identifier¿¿1413¿removeSync¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
981¿Identifier¿¿1413¿tmpTargetDir¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
982¿ExpressionStatement¿¿1413¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
983¿Identifier¿¿1413¿v86¿¿¿¿¿Identifier
984¿VariableDeclarator¿¿1413¿v87¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
985¿CallExpression¿¿1413¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
986¿MemberExpression¿¿1413¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
987¿Identifier¿¿1413¿path¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
988¿Identifier¿¿1413¿join¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
989¿Identifier¿¿1413¿target¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
990¿Identifier¿¿1413¿tmpName¿¿¿{"start":{"line":48,"column":37},"end":{"line":48,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
991¿VariableDeclarator¿¿1413¿v88¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1413¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
993¿MemberExpression¿¿1413¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
994¿Identifier¿¿1413¿fse¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
995¿Identifier¿¿1413¿removeSync¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
996¿Identifier¿¿1413¿v87¿¿¿¿¿Identifier
997¿ExpressionStatement¿¿1413¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
998¿Identifier¿¿1413¿v88¿¿¿¿¿Identifier
999¿BlockStatement¿¿1413¿¿¿¿{"start":{"line":46,"column":28},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1000¿VariableDeclarator¿¿1411¿cmd¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1001¿Identifier¿¿1411¿JSCoverCommand¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1002¿VariableDeclarator¿¿1411¿v89¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1003¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1004¿Identifier¿¿1411¿options¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1005¿Identifier¿¿1411¿length¿¿¿{"start":{"line":52,"column":25},"end":{"line":52,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1006¿VariableDeclarator¿¿1411¿v90¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1007¿BinaryExpression¿>¿1411¿¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1008¿Identifier¿¿1411¿v89¿¿¿¿¿Identifier
1009¿Literal¿number¿1411¿¿0¿¿{"start":{"line":52,"column":34},"end":{"line":52,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1010¿VariableDeclarator¿¿1411¿v91¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1011¿LogicalExpression¿&&¿1411¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿LogicalExpression
1012¿Identifier¿¿1411¿options¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1013¿Identifier¿¿1411¿v90¿¿¿¿¿Identifier
1014¿IfStatement¿¿1411¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿IfStatement
1015¿Identifier¿¿1411¿v91¿¿¿¿¿Identifier
1016¿VariableDeclarator¿¿1411¿v92¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1017¿CallExpression¿¿1411¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1018¿MemberExpression¿¿1411¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1019¿Identifier¿¿1411¿options¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1020¿Identifier¿¿1411¿join¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1021¿Literal¿string¿1411¿¿' '¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1022¿ExpressionStatement¿¿1411¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1023¿AssignmentExpression¿+=¿1411¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1024¿Identifier¿¿1411¿cmd¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1025¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1026¿Literal¿string¿1411¿¿' '¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1027¿Identifier¿¿1411¿v92¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1411¿¿¿¿{"start":{"line":52,"column":37},"end":{"line":54,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1029¿ExpressionStatement¿¿1411¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1030¿AssignmentExpression¿+=¿1411¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1031¿Identifier¿¿1411¿cmd¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1032¿Literal¿string¿1411¿¿' --exclude=node_modules --exclude=.git/ --exclude=.svn/'¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1033¿VariableDeclarator¿¿1411¿v93¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1034¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1035¿Literal¿string¿1411¿¿' --exclude=''¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1036¿Identifier¿¿1411¿tmpTarget¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1037¿VariableDeclarator¿¿1411¿v94¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1038¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1039¿Identifier¿¿1411¿v93¿¿¿¿¿Identifier
1040¿Literal¿string¿1411¿¿'' --exclude=''¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1041¿VariableDeclarator¿¿1411¿v95¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1042¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1043¿Identifier¿¿1411¿v94¿¿¿¿¿Identifier
1044¿Identifier¿¿1411¿target¿¿¿{"start":{"line":56,"column":56},"end":{"line":56,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1045¿ExpressionStatement¿¿1411¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1046¿AssignmentExpression¿+=¿1411¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1047¿Identifier¿¿1411¿cmd¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1048¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1049¿Identifier¿¿1411¿v95¿¿¿¿¿Identifier
1050¿Literal¿string¿1411¿¿'''¿¿{"start":{"line":56,"column":65},"end":{"line":56,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1051¿VariableDeclarator¿¿1411¿v96¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1052¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1053¿Literal¿string¿1411¿¿' ''¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1054¿Identifier¿¿1411¿source¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1411¿v97¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1056¿BinaryExpression¿+¿1411¿¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1057¿Identifier¿¿1411¿v96¿¿¿¿¿Identifier
1058¿Literal¿string¿1411¿¿'' ''¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
