Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
859¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Program
998¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":63,"column":22},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
999¿Identifier¿¿0¿obj¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1000¿Identifier¿¿0¿values¿¿¿{"start":{"line":63,"column":41},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1001¿VariableDeclarator¿¿1466¿v77¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1002¿CallExpression¿¿1466¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1003¿MemberExpression¿¿1466¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1004¿Identifier¿¿1466¿_¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1005¿Identifier¿¿1466¿isArray¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1006¿Identifier¿¿1466¿obj¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1007¿IfStatement¿¿1466¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1008¿Identifier¿¿1466¿v77¿¿¿¿¿Identifier
1009¿VariableDeclarator¿¿1466¿results¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1010¿ArrayExpression¿¿1466¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ArrayExpression
1011¿VariableDeclarator¿¿1466¿v80¿¿¿{"start":{"line":66,"column":20},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1012¿FunctionExpression¿¿1466¿anon¿¿¿{"start":{"line":66,"column":20},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1013¿Identifier¿¿0¿item¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1014¿VariableDeclarator¿¿1468¿v78¿¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1015¿CallExpression¿¿1468¿¿¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1016¿Identifier¿¿1468¿masked¿¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1017¿Identifier¿¿1468¿item¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1018¿Identifier¿¿1468¿values¿¿¿{"start":{"line":67,"column":38},"end":{"line":67,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1019¿VariableDeclarator¿¿1468¿v79¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1468¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1021¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1022¿Identifier¿¿1468¿results¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1468¿push¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1024¿Identifier¿¿1468¿v78¿¿¿¿¿Identifier
1025¿ExpressionStatement¿¿1468¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1026¿Identifier¿¿1468¿v79¿¿¿¿¿Identifier
1027¿BlockStatement¿¿1468¿¿¿¿{"start":{"line":66,"column":36},"end":{"line":68,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1028¿VariableDeclarator¿¿1466¿v81¿¿¿{"start":{"line":66,"column":8},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1466¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":68,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1030¿MemberExpression¿¿1466¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1031¿Identifier¿¿1466¿_¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1032¿Identifier¿¿1466¿each¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1033¿Identifier¿¿1466¿obj¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1034¿Identifier¿¿1466¿v80¿¿¿¿¿Identifier
1035¿ExpressionStatement¿¿1466¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1036¿Identifier¿¿1466¿v81¿¿¿¿¿Identifier
1037¿ReturnStatement¿¿1466¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1038¿Identifier¿¿1466¿results¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1039¿BlockStatement¿¿1466¿¿¿¿{"start":{"line":64,"column":24},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1040¿VariableDeclarator¿¿1466¿v82¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1041¿CallExpression¿¿1466¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1042¿Identifier¿¿1466¿masked¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1043¿Identifier¿¿1466¿obj¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1044¿Identifier¿¿1466¿values¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1045¿ReturnStatement¿¿1466¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1046¿Identifier¿¿1466¿v82¿¿¿¿¿Identifier
1047¿BlockStatement¿¿1466¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1048¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":72,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1049¿AssignmentExpression¿=¿1453¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1050¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1453¿v76¿¿¿¿¿Identifier
1052¿Identifier¿¿1453¿mask¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1053¿Identifier¿¿1453¿mask¿¿¿¿¿Identifier
1054¿VariableDeclarator¿¿1453¿v83¿¿¿{"start":{"line":89,"column":0},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1055¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":89,"column":0},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1056¿Identifier¿¿1453¿module¿¿¿{"start":{"line":89,"column":0},"end":{"line":89,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1057¿Identifier¿¿1453¿exports¿¿¿{"start":{"line":89,"column":7},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1058¿VariableDeclarator¿exported¿1453¿expose¿¿¿{"start":{"line":89,"column":0},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1059¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":89,"column":24},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1060¿Identifier¿¿0¿obj¿¿¿{"start":{"line":89,"column":40},"end":{"line":89,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1061¿Identifier¿¿0¿values¿¿¿{"start":{"line":89,"column":45},"end":{"line":89,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1062¿VariableDeclarator¿¿1471¿v84¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1063¿CallExpression¿¿1471¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1064¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1065¿Identifier¿¿1471¿_¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1066¿Identifier¿¿1471¿isArray¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1067¿Identifier¿¿1471¿obj¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1068¿IfStatement¿¿1471¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1069¿Identifier¿¿1471¿v84¿¿¿¿¿Identifier
1070¿VariableDeclarator¿¿1471¿results¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1071¿ArrayExpression¿¿1471¿¿¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ArrayExpression
1072¿VariableDeclarator¿¿1471¿v87¿¿¿{"start":{"line":92,"column":20},"end":{"line":94,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1073¿FunctionExpression¿¿1471¿anon¿¿¿{"start":{"line":92,"column":20},"end":{"line":94,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1074¿Identifier¿¿0¿item¿¿¿{"start":{"line":92,"column":30},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1075¿VariableDeclarator¿¿1473¿v85¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1076¿CallExpression¿¿1473¿¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1077¿Identifier¿¿1473¿exposed¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1078¿Identifier¿¿1473¿item¿¿¿{"start":{"line":93,"column":33},"end":{"line":93,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1079¿Identifier¿¿1473¿values¿¿¿{"start":{"line":93,"column":39},"end":{"line":93,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1473¿v86¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1081¿CallExpression¿¿1473¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1082¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1083¿Identifier¿¿1473¿results¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1084¿Identifier¿¿1473¿push¿¿¿{"start":{"line":93,"column":20},"end":{"line":93,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1085¿Identifier¿¿1473¿v85¿¿¿¿¿Identifier
1086¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1087¿Identifier¿¿1473¿v86¿¿¿¿¿Identifier
1088¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":92,"column":36},"end":{"line":94,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1089¿VariableDeclarator¿¿1471¿v88¿¿¿{"start":{"line":92,"column":8},"end":{"line":94,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1090¿CallExpression¿¿1471¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":94,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1091¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1092¿Identifier¿¿1471¿_¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1093¿Identifier¿¿1471¿each¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1094¿Identifier¿¿1471¿obj¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1095¿Identifier¿¿1471¿v87¿¿¿¿¿Identifier
1096¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":94,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1097¿Identifier¿¿1471¿v88¿¿¿¿¿Identifier
1098¿ReturnStatement¿¿1471¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1099¿Identifier¿¿1471¿results¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1100¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":90,"column":24},"end":{"line":96,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1101¿VariableDeclarator¿¿1471¿v89¿¿¿{"start":{"line":97,"column":11},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1471¿¿¿¿{"start":{"line":97,"column":11},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1103¿Identifier¿¿1471¿exposed¿¿¿{"start":{"line":97,"column":11},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1104¿Identifier¿¿1471¿obj¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1471¿values¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1106¿ReturnStatement¿¿1471¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ReturnStatement
1107¿Identifier¿¿1471¿v89¿¿¿¿¿Identifier
1108¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":89,"column":53},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿BlockStatement
1109¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":89,"column":0},"end":{"line":98,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1110¿AssignmentExpression¿=¿1453¿¿¿¿{"start":{"line":89,"column":0},"end":{"line":98,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1111¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":89,"column":0},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1112¿Identifier¿¿1453¿v83¿¿¿¿¿Identifier
1113¿Identifier¿¿1453¿expose¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1114¿Identifier¿¿1453¿expose¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1453¿masked¿¿¿{"start":{"line":106,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1116¿FunctionExpression¿¿1453¿anon¿¿¿{"start":{"line":106,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿FunctionExpression
1117¿Identifier¿¿0¿obj¿¿¿{"start":{"line":106,"column":16},"end":{"line":106,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1118¿Identifier¿¿0¿values¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1119¿VariableDeclarator¿¿1476¿duplicate¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1120¿ObjectExpression¿¿1476¿¿¿¿¿¿ObjectExpression
1121¿VariableDeclarator¿¿1476¿v90¿¿¿{"start":{"line":108,"column":21},"end":{"line":108,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1122¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":108,"column":21},"end":{"line":108,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1123¿Identifier¿¿1476¿obj¿¿¿{"start":{"line":108,"column":21},"end":{"line":108,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1124¿Identifier¿¿1476¿toObject¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1125¿VariableDeclarator¿¿1476¿v91¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿VariableDeclarator
1126¿CallExpression¿¿1476¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1127¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
1128¿Identifier¿¿1476¿_¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1129¿Identifier¿¿1476¿isFunction¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1130¿Identifier¿¿1476¿v90¿¿¿¿¿Identifier
1131¿IfStatement¿¿1476¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":112,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿IfStatement
1132¿Identifier¿¿1476¿v91¿¿¿¿¿Identifier
1133¿ExpressionStatement¿¿1476¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿ExpressionStatement
1134¿AssignmentExpression¿=¿1476¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿AssignmentExpression
1135¿Identifier¿¿1476¿duplicate¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿Identifier
1136¿CallExpression¿¿1476¿¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿CallExpression
1137¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/mongoosemask_0.0.6/src/index.js"}¿¿MemberExpression
