Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2112¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":241,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Program
2462¿VariableDeclarator¿¿3696¿v263¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2463¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2464¿Identifier¿¿3696¿v262¿¿¿¿¿Identifier
2465¿Identifier¿¿3696¿columns¿¿¿{"start":{"line":57,"column":43},"end":{"line":57,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2466¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2467¿AssignmentExpression¿=¿3696¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
2468¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2469¿Identifier¿¿3696¿options¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2470¿Identifier¿¿3696¿width¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2471¿Identifier¿¿3696¿v263¿¿¿¿¿Identifier
2472¿BlockStatement¿¿3696¿¿¿¿{"start":{"line":56,"column":9},"end":{"line":58,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2473¿VariableDeclarator¿¿3696¿image¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2474¿NewExpression¿¿3696¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿NewExpression
2475¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2476¿Identifier¿¿3696¿art¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2477¿Identifier¿¿3696¿Image¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2478¿Identifier¿¿3696¿options¿¿¿{"start":{"line":59,"column":28},"end":{"line":59,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2479¿VariableDeclarator¿¿3696¿v268¿¿¿{"start":{"line":60,"column":14},"end":{"line":66,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2480¿FunctionExpression¿¿3696¿anon¿¿¿{"start":{"line":60,"column":14},"end":{"line":66,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
2481¿Identifier¿¿0¿err¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2482¿Identifier¿¿0¿rendered¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2483¿VariableDeclarator¿¿3700¿v264¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2484¿MemberExpression¿¿3700¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2485¿Identifier¿¿3700¿argv¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2486¿Identifier¿¿3700¿o¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2487¿IfStatement¿¿3700¿¿¿¿{"start":{"line":61,"column":3},"end":{"line":65,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿IfStatement
2488¿Identifier¿¿3700¿v264¿¿¿¿¿Identifier
2489¿VariableDeclarator¿¿3700¿v265¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2490¿MemberExpression¿¿3700¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2491¿Identifier¿¿3700¿argv¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2492¿Identifier¿¿3700¿o¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2493¿VariableDeclarator¿¿3700¿v266¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2494¿CallExpression¿¿3700¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2495¿MemberExpression¿¿3700¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2496¿Identifier¿¿3700¿fs¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2497¿Identifier¿¿3700¿writeFile¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2498¿Identifier¿¿3700¿v265¿¿¿¿¿Identifier
2499¿Identifier¿¿3700¿rendered¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2500¿ExpressionStatement¿¿3700¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2501¿Identifier¿¿3700¿v266¿¿¿¿¿Identifier
2502¿BlockStatement¿¿3700¿¿¿¿{"start":{"line":61,"column":13},"end":{"line":63,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2503¿VariableDeclarator¿¿3700¿v267¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2504¿CallExpression¿¿3700¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2505¿MemberExpression¿¿3700¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2506¿Identifier¿¿3700¿console¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2507¿Identifier¿¿3700¿log¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2508¿Identifier¿¿3700¿rendered¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2509¿ExpressionStatement¿¿3700¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2510¿Identifier¿¿3700¿v267¿¿¿¿¿Identifier
2511¿BlockStatement¿¿3700¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":65,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2512¿BlockStatement¿¿3700¿¿¿¿{"start":{"line":60,"column":37},"end":{"line":66,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2513¿VariableDeclarator¿¿3696¿v269¿¿¿{"start":{"line":60,"column":2},"end":{"line":66,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2514¿CallExpression¿¿3696¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":66,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2515¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2516¿Identifier¿¿3696¿image¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2517¿Identifier¿¿3696¿write¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2518¿Identifier¿¿3696¿v268¿¿¿¿¿Identifier
2519¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":66,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2520¿Identifier¿¿3696¿v269¿¿¿¿¿Identifier
2521¿BreakStatement¿¿3696¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BreakStatement
2522¿SwitchCase¿¿3696¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":174,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿SwitchCase
2523¿Literal¿string¿3696¿¿'art'¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2524¿VariableDeclarator¿¿3696¿v270¿¿¿{"start":{"line":69,"column":25},"end":{"line":69,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2525¿LogicalExpression¿||¿3696¿¿¿¿{"start":{"line":69,"column":25},"end":{"line":69,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿LogicalExpression
2526¿Identifier¿¿3696¿target¿¿¿{"start":{"line":69,"column":25},"end":{"line":69,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2527¿Literal¿string¿3696¿¿''¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2528¿VariableDeclarator¿¿3696¿parts¿¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2529¿CallExpression¿¿3696¿¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2530¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2531¿Identifier¿¿3696¿v270¿¿¿¿¿Identifier
2532¿Identifier¿¿3696¿split¿¿¿{"start":{"line":69,"column":38},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2533¿Literal¿string¿3696¿¿'/'¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2534¿VariableDeclarator¿¿3696¿v271¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2535¿UnaryExpression¿!¿3696¿¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿UnaryExpression
2536¿Identifier¿¿3696¿request¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2537¿IfStatement¿¿3696¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿IfStatement
2538¿Identifier¿¿3696¿v271¿¿¿¿¿Identifier
2539¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2540¿AssignmentExpression¿=¿3696¿¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
2541¿Identifier¿¿3696¿request¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2542¿CallExpression¿¿3696¿¿¿¿{"start":{"line":70,"column":35},"end":{"line":70,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2543¿Identifier¿¿3696¿require¿¿¿{"start":{"line":70,"column":35},"end":{"line":70,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2544¿Literal¿string¿3696¿¿'request'¿¿{"start":{"line":70,"column":43},"end":{"line":70,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2545¿BlockStatement¿¿3696¿¿¿¿¿¿BlockStatement
2546¿VariableDeclarator¿¿3696¿page2List¿¿¿{"start":{"line":72,"column":12},"end":{"line":89,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2547¿FunctionExpression¿¿3696¿anon¿¿¿{"start":{"line":72,"column":12},"end":{"line":89,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
2548¿Identifier¿¿0¿text¿¿¿{"start":{"line":72,"column":31},"end":{"line":72,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2549¿Identifier¿¿0¿base¿¿¿{"start":{"line":72,"column":37},"end":{"line":72,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2550¿Identifier¿¿0¿omit¿¿¿{"start":{"line":72,"column":43},"end":{"line":72,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2551¿VariableDeclarator¿¿3705¿v272¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2552¿CallExpression¿¿3705¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2553¿MemberExpression¿¿3705¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2554¿Identifier¿¿3705¿text¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2555¿Identifier¿¿3705¿match¿¿¿{"start":{"line":73,"column":35},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2556¿Literal¿object¿3705¿¿/<A(.*?)<\/A>/g¿¿{"start":{"line":73,"column":41},"end":{"line":73,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2557¿VariableDeclarator¿¿3705¿v276¿¿¿{"start":{"line":73,"column":65},"end":{"line":75,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2558¿FunctionExpression¿¿3705¿anon¿¿¿{"start":{"line":73,"column":65},"end":{"line":75,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
2559¿Identifier¿¿0¿i¿¿¿{"start":{"line":73,"column":74},"end":{"line":73,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2560¿VariableDeclarator¿¿3707¿v273¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2561¿CallExpression¿¿3707¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2562¿MemberExpression¿¿3707¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2563¿Identifier¿¿3707¿i¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2564¿Identifier¿¿3707¿indexOf¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2565¿Literal¿string¿3707¿¿'?'¿¿{"start":{"line":74,"column":37},"end":{"line":74,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2566¿VariableDeclarator¿¿3707¿v274¿¿¿{"start":{"line":74,"column":46},"end":{"line":74,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2567¿UnaryExpression¿-¿3707¿¿¿¿{"start":{"line":74,"column":46},"end":{"line":74,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿UnaryExpression
2568¿Literal¿number¿3707¿¿1¿¿{"start":{"line":74,"column":47},"end":{"line":74,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2569¿VariableDeclarator¿¿3707¿v275¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2570¿BinaryExpression¿===¿3707¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2571¿Identifier¿¿3707¿v273¿¿¿¿¿Identifier
2572¿Identifier¿¿3707¿v274¿¿¿¿¿Identifier
2573¿ReturnStatement¿¿3707¿¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ReturnStatement
2574¿Identifier¿¿3707¿v275¿¿¿¿¿Identifier
2575¿BlockStatement¿¿3707¿¿¿¿{"start":{"line":73,"column":76},"end":{"line":75,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2576¿VariableDeclarator¿¿3705¿v277¿¿¿{"start":{"line":73,"column":30},"end":{"line":75,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2577¿CallExpression¿¿3705¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":75,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2578¿MemberExpression¿¿3705¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2579¿Identifier¿¿3705¿v272¿¿¿¿¿Identifier
2580¿Identifier¿¿3705¿filter¿¿¿{"start":{"line":73,"column":58},"end":{"line":73,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2581¿Identifier¿¿3705¿v276¿¿¿¿¿Identifier
2582¿VariableDeclarator¿¿3705¿v290¿¿¿{"start":{"line":75,"column":23},"end":{"line":83,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2583¿FunctionExpression¿¿3705¿anon¿¿¿{"start":{"line":75,"column":23},"end":{"line":83,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
2584¿Identifier¿¿0¿line¿¿¿{"start":{"line":75,"column":32},"end":{"line":75,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2585¿VariableDeclarator¿¿3709¿v278¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2586¿CallExpression¿¿3709¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2587¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2588¿Identifier¿¿3709¿line¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2589¿Identifier¿¿3709¿match¿¿¿{"start":{"line":76,"column":36},"end":{"line":76,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2590¿Literal¿object¿3709¿¿/'.*?'/¿¿{"start":{"line":76,"column":42},"end":{"line":76,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2591¿VariableDeclarator¿¿3709¿v279¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2592¿MemberExpression¿computed¿3709¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2593¿Identifier¿¿3709¿v278¿¿¿¿¿Identifier
2594¿Literal¿number¿3709¿¿0¿¿{"start":{"line":76,"column":51},"end":{"line":76,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2595¿VariableDeclarator¿¿3709¿name¿¿¿{"start":{"line":76,"column":24},"end":{"line":76,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2596¿LogicalExpression¿||¿3709¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿LogicalExpression
2597¿Identifier¿¿3709¿v279¿¿¿¿¿Identifier
2598¿Literal¿string¿3709¿¿''¿¿{"start":{"line":76,"column":57},"end":{"line":76,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2599¿VariableDeclarator¿¿3709¿v280¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2600¿CallExpression¿¿3709¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2601¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2602¿Identifier¿¿3709¿line¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2603¿Identifier¿¿3709¿match¿¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2604¿Literal¿object¿3709¿¿/>.*?</¿¿{"start":{"line":77,"column":42},"end":{"line":77,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2605¿VariableDeclarator¿¿3709¿v281¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2606¿MemberExpression¿computed¿3709¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2607¿Identifier¿¿3709¿v280¿¿¿¿¿Identifier
2608¿Literal¿number¿3709¿¿0¿¿{"start":{"line":77,"column":51},"end":{"line":77,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
