Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4086¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Program
4948¿ContinueStatement¿¿7254¿¿¿¿{"start":{"line":192,"column":2},"end":{"line":192,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ContinueStatement
4949¿SwitchCase¿¿7254¿¿¿¿{"start":{"line":197,"column":2},"end":{"line":201,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
4950¿IfStatement¿¿7254¿¿¿¿{"start":{"line":198,"column":3},"end":{"line":201,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4951¿Identifier¿¿7254¿defineKey¿¿¿{"start":{"line":198,"column":7},"end":{"line":198,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4952¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":199,"column":4},"end":{"line":199,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4953¿AssignmentExpression¿+=¿7254¿¿¿¿{"start":{"line":199,"column":4},"end":{"line":199,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4954¿Identifier¿¿7254¿key¿¿¿{"start":{"line":199,"column":4},"end":{"line":199,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4955¿Identifier¿¿7254¿c¿¿¿{"start":{"line":199,"column":11},"end":{"line":199,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4956¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4957¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4958¿AssignmentExpression¿+=¿7254¿¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4959¿Identifier¿¿7254¿val¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4960¿Identifier¿¿7254¿c¿¿¿{"start":{"line":201,"column":11},"end":{"line":201,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4961¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4962¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":43,"column":1},"end":{"line":203,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4963¿AssignmentExpression¿=¿7254¿¿¿¿{"start":{"line":43,"column":1},"end":{"line":203,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4964¿Identifier¿¿7254¿v375¿¿¿{"start":{"line":43,"column":1},"end":{"line":203,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4965¿LogicalExpression¿||¿7254¿¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
4966¿AssignmentExpression¿=¿7254¿¿¿¿{"start":{"line":203,"column":11},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4967¿Identifier¿¿7254¿c¿¿¿{"start":{"line":203,"column":11},"end":{"line":203,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4968¿MemberExpression¿computed¿7254¿¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4969¿Identifier¿¿7254¿source¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4970¿Identifier¿¿7254¿v374¿¿¿¿¿Identifier
4971¿Identifier¿¿7254¿key¿¿¿{"start":{"line":203,"column":38},"end":{"line":203,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4972¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4973¿VariableDeclarator¿¿7254¿v476¿¿¿{"start":{"line":206,"column":5},"end":{"line":206,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4974¿MemberExpression¿¿7254¿¿¿¿{"start":{"line":206,"column":5},"end":{"line":206,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4975¿Identifier¿¿7254¿inlineTypes¿¿¿{"start":{"line":206,"column":5},"end":{"line":206,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4976¿Identifier¿¿7254¿length¿¿¿{"start":{"line":206,"column":17},"end":{"line":206,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4977¿IfStatement¿¿7254¿¿¿¿{"start":{"line":206,"column":1},"end":{"line":207,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4978¿Identifier¿¿7254¿v476¿¿¿¿¿Identifier
4979¿VariableDeclarator¿¿7254¿v477¿¿¿{"start":{"line":207,"column":25},"end":{"line":207,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4980¿CallExpression¿¿7254¿¿¿¿{"start":{"line":207,"column":25},"end":{"line":207,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
4981¿MemberExpression¿¿7254¿¿¿¿{"start":{"line":207,"column":25},"end":{"line":207,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4982¿Identifier¿¿7254¿inlineTypes¿¿¿{"start":{"line":207,"column":25},"end":{"line":207,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4983¿Identifier¿¿7254¿pop¿¿¿{"start":{"line":207,"column":37},"end":{"line":207,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4984¿VariableDeclarator¿¿7254¿v478¿¿¿{"start":{"line":207,"column":14},"end":{"line":207,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4985¿BinaryExpression¿+¿7254¿¿¿¿{"start":{"line":207,"column":14},"end":{"line":207,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4986¿Literal¿string¿7254¿¿'Missing '¿¿{"start":{"line":207,"column":14},"end":{"line":207,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4987¿Identifier¿¿7254¿v477¿¿¿¿¿Identifier
4988¿VariableDeclarator¿¿7254¿v479¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4989¿CallExpression¿¿7254¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
4990¿Identifier¿¿7254¿error¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4991¿Identifier¿¿7254¿v478¿¿¿¿¿Identifier
4992¿ThrowStatement¿¿7254¿¿¿¿{"start":{"line":207,"column":2},"end":{"line":207,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ThrowStatement
4993¿Identifier¿¿7254¿v479¿¿¿¿¿Identifier
4994¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4995¿VariableDeclarator¿¿7254¿v480¿¿¿{"start":{"line":209,"column":8},"end":{"line":209,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4996¿MemberExpression¿¿7254¿¿¿¿{"start":{"line":209,"column":8},"end":{"line":209,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4997¿Identifier¿¿7254¿scope¿¿¿{"start":{"line":209,"column":8},"end":{"line":209,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4998¿Identifier¿¿7254¿data¿¿¿{"start":{"line":209,"column":14},"end":{"line":209,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4999¿ReturnStatement¿¿7254¿¿¿¿{"start":{"line":209,"column":1},"end":{"line":209,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ReturnStatement
5000¿Identifier¿¿7254¿v480¿¿¿¿¿Identifier
5001¿BlockStatement¿¿7254¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":210,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BlockStatement
5002¿VariableDeclarator¿¿7252¿skipWhiteSpaces¿¿¿{"start":{"line":216,"column":0},"end":{"line":220,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5003¿FunctionExpression¿¿7252¿anon¿¿¿{"start":{"line":216,"column":0},"end":{"line":220,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿FunctionExpression
5004¿Identifier¿¿0¿str¿¿¿{"start":{"line":216,"column":25},"end":{"line":216,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5005¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":216,"column":30},"end":{"line":216,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentPattern
5006¿VariableDeclarator¿¿7306¿c¿¿¿{"start":{"line":217,"column":5},"end":{"line":217,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5007¿VariableDeclarator¿¿7306¿v481¿¿¿{"start":{"line":218,"column":17},"end":{"line":218,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5008¿UpdateExpression¿¿7306¿¿¿¿{"start":{"line":218,"column":17},"end":{"line":218,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UpdateExpression
5009¿Identifier¿¿7306¿x¿¿¿{"start":{"line":218,"column":17},"end":{"line":218,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5010¿VariableDeclarator¿¿7306¿v482¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5011¿BinaryExpression¿==¿7306¿¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
5012¿Identifier¿¿7306¿c¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5013¿Literal¿string¿7306¿¿' '¿¿{"start":{"line":218,"column":32},"end":{"line":218,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5014¿VariableDeclarator¿¿7306¿v483¿¿¿{"start":{"line":218,"column":39},"end":{"line":218,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5015¿BinaryExpression¿==¿7306¿¿¿¿{"start":{"line":218,"column":39},"end":{"line":218,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
5016¿Identifier¿¿7306¿c¿¿¿{"start":{"line":218,"column":39},"end":{"line":218,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5017¿Literal¿string¿7306¿¿'\t'¿¿{"start":{"line":218,"column":44},"end":{"line":218,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5018¿VariableDeclarator¿¿7306¿v484¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5019¿LogicalExpression¿||¿7306¿¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
5020¿Identifier¿¿7306¿v482¿¿¿¿¿Identifier
5021¿Identifier¿¿7306¿v483¿¿¿¿¿Identifier
5022¿VariableDeclarator¿¿7306¿v485¿¿¿{"start":{"line":218,"column":52},"end":{"line":218,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5023¿BinaryExpression¿==¿7306¿¿¿¿{"start":{"line":218,"column":52},"end":{"line":218,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
5024¿Identifier¿¿7306¿c¿¿¿{"start":{"line":218,"column":52},"end":{"line":218,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5025¿Literal¿string¿7306¿¿'\r'¿¿{"start":{"line":218,"column":57},"end":{"line":218,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5026¿VariableDeclarator¿¿7306¿v486¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5027¿LogicalExpression¿||¿7306¿¿¿¿{"start":{"line":218,"column":27},"end":{"line":218,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
5028¿Identifier¿¿7306¿v484¿¿¿¿¿Identifier
5029¿Identifier¿¿7306¿v485¿¿¿¿¿Identifier
5030¿VariableDeclarator¿¿7306¿v487¿¿¿{"start":{"line":218,"column":8},"end":{"line":218,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5031¿LogicalExpression¿&&¿7306¿¿¿¿{"start":{"line":218,"column":8},"end":{"line":218,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
5032¿AssignmentExpression¿=¿7306¿¿¿¿{"start":{"line":218,"column":9},"end":{"line":218,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
5033¿Identifier¿¿7306¿c¿¿¿{"start":{"line":218,"column":9},"end":{"line":218,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5034¿MemberExpression¿computed¿7306¿¿¿¿{"start":{"line":218,"column":13},"end":{"line":218,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
5035¿Identifier¿¿7306¿str¿¿¿{"start":{"line":218,"column":13},"end":{"line":218,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5036¿Identifier¿¿7306¿v481¿¿¿¿¿Identifier
5037¿Identifier¿¿7306¿v486¿¿¿¿¿Identifier
5038¿WhileStatement¿¿7306¿¿¿¿{"start":{"line":218,"column":1},"end":{"line":218,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿WhileStatement
5039¿Identifier¿¿7306¿v487¿¿¿¿¿Identifier
5040¿EmptyStatement¿¿7306¿¿¿¿{"start":{"line":218,"column":63},"end":{"line":218,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿EmptyStatement
5041¿ExpressionStatement¿¿7306¿¿¿¿{"start":{"line":218,"column":1},"end":{"line":218,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
5042¿AssignmentExpression¿=¿7306¿¿¿¿{"start":{"line":218,"column":1},"end":{"line":218,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
5043¿Identifier¿¿7306¿v487¿¿¿{"start":{"line":218,"column":1},"end":{"line":218,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5044¿LogicalExpression¿&&¿7306¿¿¿¿{"start":{"line":218,"column":8},"end":{"line":218,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
5045¿AssignmentExpression¿=¿7306¿¿¿¿{"start":{"line":218,"column":9},"end":{"line":218,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
5046¿Identifier¿¿7306¿c¿¿¿{"start":{"line":218,"column":9},"end":{"line":218,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5047¿MemberExpression¿computed¿7306¿¿¿¿{"start":{"line":218,"column":13},"end":{"line":218,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
5048¿Identifier¿¿7306¿str¿¿¿{"start":{"line":218,"column":13},"end":{"line":218,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5049¿Identifier¿¿7306¿v481¿¿¿¿¿Identifier
5050¿Identifier¿¿7306¿v486¿¿¿¿¿Identifier
5051¿BlockStatement¿¿7306¿¿¿¿¿¿BlockStatement
5052¿VariableDeclarator¿¿7306¿v488¿¿¿{"start":{"line":219,"column":8},"end":{"line":219,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5053¿BinaryExpression¿-¿7306¿¿¿¿{"start":{"line":219,"column":8},"end":{"line":219,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
5054¿Identifier¿¿7306¿x¿¿¿{"start":{"line":219,"column":8},"end":{"line":219,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5055¿Literal¿number¿7306¿¿1¿¿{"start":{"line":219,"column":12},"end":{"line":219,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5056¿ReturnStatement¿¿7306¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":219,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ReturnStatement
5057¿Identifier¿¿7306¿v488¿¿¿¿¿Identifier
5058¿BlockStatement¿¿7306¿¿¿¿{"start":{"line":216,"column":35},"end":{"line":220,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BlockStatement
5059¿VariableDeclarator¿¿7252¿fragment¿¿¿{"start":{"line":233,"column":0},"end":{"line":319,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5060¿FunctionExpression¿¿7252¿anon¿¿¿{"start":{"line":233,"column":0},"end":{"line":319,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿FunctionExpression
5061¿Identifier¿¿0¿str¿¿¿{"start":{"line":233,"column":18},"end":{"line":233,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5062¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":233,"column":23},"end":{"line":233,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentPattern
5063¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":233,"column":28},"end":{"line":233,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentPattern
5064¿VariableDeclarator¿¿7309¿c¿¿¿{"start":{"line":234,"column":5},"end":{"line":234,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5065¿MemberExpression¿computed¿7309¿¿¿¿{"start":{"line":234,"column":9},"end":{"line":234,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
5066¿Identifier¿¿7309¿str¿¿¿{"start":{"line":234,"column":9},"end":{"line":234,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5067¿Identifier¿¿7309¿x¿¿¿{"start":{"line":234,"column":13},"end":{"line":234,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5068¿VariableDeclarator¿¿7309¿end¿¿¿{"start":{"line":235,"column":5},"end":{"line":235,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5069¿VariableDeclarator¿¿7309¿start¿¿¿{"start":{"line":236,"column":5},"end":{"line":236,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5070¿Identifier¿¿7309¿c¿¿¿{"start":{"line":236,"column":13},"end":{"line":236,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5071¿VariableDeclarator¿¿7309¿stop¿¿¿{"start":{"line":236,"column":16},"end":{"line":236,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5072¿Identifier¿¿7309¿c¿¿¿{"start":{"line":236,"column":23},"end":{"line":236,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5073¿VariableDeclarator¿¿7309¿swim¿¿¿{"start":{"line":237,"column":5},"end":{"line":237,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5074¿Literal¿boolean¿7309¿¿true¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5075¿VariableDeclarator¿¿7309¿errorOnLineBreak¿¿¿{"start":{"line":238,"column":5},"end":{"line":238,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
5076¿Literal¿boolean¿7309¿¿false¿¿{"start":{"line":238,"column":24},"end":{"line":238,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5077¿SwitchStatement¿¿7309¿¿¿¿{"start":{"line":241,"column":1},"end":{"line":297,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchStatement
5078¿Identifier¿¿7309¿c¿¿¿{"start":{"line":241,"column":9},"end":{"line":241,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5079¿SwitchCase¿¿7309¿¿¿¿{"start":{"line":242,"column":2},"end":{"line":242,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
5080¿Literal¿string¿7309¿¿'''¿¿{"start":{"line":242,"column":7},"end":{"line":242,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5081¿SwitchCase¿¿7309¿¿¿¿{"start":{"line":243,"column":2},"end":{"line":281,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
5082¿Literal¿string¿7309¿¿'''¿¿{"start":{"line":243,"column":7},"end":{"line":243,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
5083¿ExpressionStatement¿¿7309¿¿¿¿{"start":{"line":244,"column":3},"end":{"line":244,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
5084¿AssignmentExpression¿=¿7309¿¿¿¿{"start":{"line":244,"column":3},"end":{"line":244,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
5085¿Identifier¿¿7309¿end¿¿¿{"start":{"line":244,"column":3},"end":{"line":244,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5086¿BinaryExpression¿+¿7309¿¿¿¿{"start":{"line":244,"column":9},"end":{"line":244,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
5087¿Identifier¿¿7309¿x¿¿¿{"start":{"line":244,"column":9},"end":{"line":244,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
5088¿Literal¿number¿7309¿¿1¿¿{"start":{"line":244,"column":11},"end":{"line":244,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
