Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7524¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":918,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Program
8857¿Identifier¿¿13227¿v796¿¿¿¿¿Identifier
8858¿Literal¿object¿13227¿¿null¿¿{"start":{"line":233,"column":35},"end":{"line":233,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
8859¿BlockStatement¿¿13227¿¿¿¿¿¿BlockStatement
8860¿ExpressionStatement¿¿13227¿¿¿¿{"start":{"line":233,"column":11},"end":{"line":233,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
8861¿AssignmentExpression¿=¿13227¿¿¿¿{"start":{"line":233,"column":11},"end":{"line":233,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
8862¿Identifier¿¿13227¿v796¿¿¿¿¿Identifier
8863¿Identifier¿¿13227¿v795¿¿¿¿¿Identifier
8864¿BlockStatement¿¿13227¿¿¿¿¿¿BlockStatement
8865¿ReturnStatement¿¿13227¿¿¿¿{"start":{"line":233,"column":4},"end":{"line":233,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8866¿Identifier¿¿13227¿v796¿¿¿¿¿Identifier
8867¿BlockStatement¿¿13227¿¿¿¿{"start":{"line":232,"column":23},"end":{"line":234,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8868¿VariableDeclarator¿¿13133¿exp¿¿¿{"start":{"line":236,"column":2},"end":{"line":238,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8869¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":236,"column":2},"end":{"line":238,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8870¿Identifier¿¿0¿sign¿¿¿{"start":{"line":236,"column":15},"end":{"line":236,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8871¿VariableDeclarator¿¿13230¿v799¿¿¿{"start":{"line":237,"column":11},"end":{"line":237,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8872¿FunctionExpression¿¿13230¿anon¿¿¿{"start":{"line":237,"column":11},"end":{"line":237,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8873¿Identifier¿¿0¿x¿¿¿{"start":{"line":237,"column":20},"end":{"line":237,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8874¿VariableDeclarator¿¿13232¿v797¿¿¿{"start":{"line":237,"column":39},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8875¿CallExpression¿¿13232¿¿¿¿{"start":{"line":237,"column":39},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8876¿MemberExpression¿¿13232¿¿¿¿{"start":{"line":237,"column":39},"end":{"line":237,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8877¿Identifier¿¿13232¿Math¿¿¿{"start":{"line":237,"column":39},"end":{"line":237,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8878¿Identifier¿¿13232¿exp¿¿¿{"start":{"line":237,"column":44},"end":{"line":237,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8879¿Identifier¿¿13232¿x¿¿¿{"start":{"line":237,"column":48},"end":{"line":237,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8880¿VariableDeclarator¿¿13232¿v798¿¿¿{"start":{"line":237,"column":32},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8881¿BinaryExpression¿*¿13232¿¿¿¿{"start":{"line":237,"column":32},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8882¿Identifier¿¿13232¿sign¿¿¿{"start":{"line":237,"column":32},"end":{"line":237,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8883¿Identifier¿¿13232¿v797¿¿¿¿¿Identifier
8884¿ReturnStatement¿¿13232¿¿¿¿{"start":{"line":237,"column":25},"end":{"line":237,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8885¿Identifier¿¿13232¿v798¿¿¿¿¿Identifier
8886¿BlockStatement¿¿13232¿¿¿¿{"start":{"line":237,"column":23},"end":{"line":237,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8887¿ReturnStatement¿¿13230¿¿¿¿{"start":{"line":237,"column":4},"end":{"line":237,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8888¿Identifier¿¿13230¿v799¿¿¿¿¿Identifier
8889¿BlockStatement¿¿13230¿¿¿¿{"start":{"line":236,"column":21},"end":{"line":238,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8890¿VariableDeclarator¿¿13133¿log$1¿¿¿{"start":{"line":240,"column":2},"end":{"line":242,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8891¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":240,"column":2},"end":{"line":242,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8892¿Identifier¿¿0¿sign¿¿¿{"start":{"line":240,"column":17},"end":{"line":240,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8893¿VariableDeclarator¿¿13234¿v802¿¿¿{"start":{"line":241,"column":11},"end":{"line":241,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8894¿FunctionExpression¿¿13234¿anon¿¿¿{"start":{"line":241,"column":11},"end":{"line":241,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8895¿Identifier¿¿0¿x¿¿¿{"start":{"line":241,"column":20},"end":{"line":241,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8896¿VariableDeclarator¿¿13236¿v800¿¿¿{"start":{"line":241,"column":41},"end":{"line":241,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8897¿BinaryExpression¿*¿13236¿¿¿¿{"start":{"line":241,"column":41},"end":{"line":241,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8898¿Identifier¿¿13236¿sign¿¿¿{"start":{"line":241,"column":41},"end":{"line":241,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8899¿Identifier¿¿13236¿x¿¿¿{"start":{"line":241,"column":48},"end":{"line":241,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8900¿VariableDeclarator¿¿13236¿v801¿¿¿{"start":{"line":241,"column":32},"end":{"line":241,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8901¿CallExpression¿¿13236¿¿¿¿{"start":{"line":241,"column":32},"end":{"line":241,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8902¿MemberExpression¿¿13236¿¿¿¿{"start":{"line":241,"column":32},"end":{"line":241,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8903¿Identifier¿¿13236¿Math¿¿¿{"start":{"line":241,"column":32},"end":{"line":241,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8904¿Identifier¿¿13236¿log¿¿¿{"start":{"line":241,"column":37},"end":{"line":241,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8905¿Identifier¿¿13236¿v800¿¿¿¿¿Identifier
8906¿ReturnStatement¿¿13236¿¿¿¿{"start":{"line":241,"column":25},"end":{"line":241,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8907¿Identifier¿¿13236¿v801¿¿¿¿¿Identifier
8908¿BlockStatement¿¿13236¿¿¿¿{"start":{"line":241,"column":23},"end":{"line":241,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8909¿ReturnStatement¿¿13234¿¿¿¿{"start":{"line":241,"column":4},"end":{"line":241,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8910¿Identifier¿¿13234¿v802¿¿¿¿¿Identifier
8911¿BlockStatement¿¿13234¿¿¿¿{"start":{"line":240,"column":23},"end":{"line":242,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8912¿VariableDeclarator¿¿13133¿symlog¿¿¿{"start":{"line":244,"column":2},"end":{"line":246,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8913¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":244,"column":2},"end":{"line":246,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8914¿Identifier¿¿0¿c¿¿¿{"start":{"line":244,"column":18},"end":{"line":244,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8915¿VariableDeclarator¿¿13238¿v808¿¿¿{"start":{"line":245,"column":11},"end":{"line":245,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8916¿FunctionExpression¿¿13238¿anon¿¿¿{"start":{"line":245,"column":11},"end":{"line":245,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8917¿Identifier¿¿0¿x¿¿¿{"start":{"line":245,"column":20},"end":{"line":245,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8918¿VariableDeclarator¿¿13240¿v803¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8919¿CallExpression¿¿13240¿¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8920¿MemberExpression¿¿13240¿¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8921¿Identifier¿¿13240¿Math¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8922¿Identifier¿¿13240¿sign¿¿¿{"start":{"line":245,"column":37},"end":{"line":245,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8923¿Identifier¿¿13240¿x¿¿¿{"start":{"line":245,"column":42},"end":{"line":245,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8924¿VariableDeclarator¿¿13240¿v804¿¿¿{"start":{"line":245,"column":67},"end":{"line":245,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8925¿BinaryExpression¿/¿13240¿¿¿¿{"start":{"line":245,"column":67},"end":{"line":245,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8926¿Identifier¿¿13240¿x¿¿¿{"start":{"line":245,"column":67},"end":{"line":245,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8927¿Identifier¿¿13240¿c¿¿¿{"start":{"line":245,"column":71},"end":{"line":245,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8928¿VariableDeclarator¿¿13240¿v805¿¿¿{"start":{"line":245,"column":58},"end":{"line":245,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8929¿CallExpression¿¿13240¿¿¿¿{"start":{"line":245,"column":58},"end":{"line":245,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8930¿MemberExpression¿¿13240¿¿¿¿{"start":{"line":245,"column":58},"end":{"line":245,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8931¿Identifier¿¿13240¿Math¿¿¿{"start":{"line":245,"column":58},"end":{"line":245,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8932¿Identifier¿¿13240¿abs¿¿¿{"start":{"line":245,"column":63},"end":{"line":245,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8933¿Identifier¿¿13240¿v804¿¿¿¿¿Identifier
8934¿VariableDeclarator¿¿13240¿v806¿¿¿{"start":{"line":245,"column":47},"end":{"line":245,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8935¿CallExpression¿¿13240¿¿¿¿{"start":{"line":245,"column":47},"end":{"line":245,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8936¿MemberExpression¿¿13240¿¿¿¿{"start":{"line":245,"column":47},"end":{"line":245,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8937¿Identifier¿¿13240¿Math¿¿¿{"start":{"line":245,"column":47},"end":{"line":245,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8938¿Identifier¿¿13240¿log1p¿¿¿{"start":{"line":245,"column":52},"end":{"line":245,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8939¿Identifier¿¿13240¿v805¿¿¿¿¿Identifier
8940¿VariableDeclarator¿¿13240¿v807¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8941¿BinaryExpression¿*¿13240¿¿¿¿{"start":{"line":245,"column":32},"end":{"line":245,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8942¿Identifier¿¿13240¿v803¿¿¿¿¿Identifier
8943¿Identifier¿¿13240¿v806¿¿¿¿¿Identifier
8944¿ReturnStatement¿¿13240¿¿¿¿{"start":{"line":245,"column":25},"end":{"line":245,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8945¿Identifier¿¿13240¿v807¿¿¿¿¿Identifier
8946¿BlockStatement¿¿13240¿¿¿¿{"start":{"line":245,"column":23},"end":{"line":245,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8947¿ReturnStatement¿¿13238¿¿¿¿{"start":{"line":245,"column":4},"end":{"line":245,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8948¿Identifier¿¿13238¿v808¿¿¿¿¿Identifier
8949¿BlockStatement¿¿13238¿¿¿¿{"start":{"line":244,"column":21},"end":{"line":246,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8950¿VariableDeclarator¿¿13133¿symexp¿¿¿{"start":{"line":248,"column":2},"end":{"line":250,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8951¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":248,"column":2},"end":{"line":250,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8952¿Identifier¿¿0¿c¿¿¿{"start":{"line":248,"column":18},"end":{"line":248,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8953¿VariableDeclarator¿¿13242¿v814¿¿¿{"start":{"line":249,"column":11},"end":{"line":249,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8954¿FunctionExpression¿¿13242¿anon¿¿¿{"start":{"line":249,"column":11},"end":{"line":249,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8955¿Identifier¿¿0¿x¿¿¿{"start":{"line":249,"column":20},"end":{"line":249,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8956¿VariableDeclarator¿¿13244¿v809¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8957¿CallExpression¿¿13244¿¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8958¿MemberExpression¿¿13244¿¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8959¿Identifier¿¿13244¿Math¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8960¿Identifier¿¿13244¿sign¿¿¿{"start":{"line":249,"column":37},"end":{"line":249,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8961¿Identifier¿¿13244¿x¿¿¿{"start":{"line":249,"column":42},"end":{"line":249,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8962¿VariableDeclarator¿¿13244¿v810¿¿¿{"start":{"line":249,"column":58},"end":{"line":249,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8963¿CallExpression¿¿13244¿¿¿¿{"start":{"line":249,"column":58},"end":{"line":249,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8964¿MemberExpression¿¿13244¿¿¿¿{"start":{"line":249,"column":58},"end":{"line":249,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8965¿Identifier¿¿13244¿Math¿¿¿{"start":{"line":249,"column":58},"end":{"line":249,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8966¿Identifier¿¿13244¿abs¿¿¿{"start":{"line":249,"column":63},"end":{"line":249,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8967¿Identifier¿¿13244¿x¿¿¿{"start":{"line":249,"column":67},"end":{"line":249,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8968¿VariableDeclarator¿¿13244¿v811¿¿¿{"start":{"line":249,"column":47},"end":{"line":249,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8969¿CallExpression¿¿13244¿¿¿¿{"start":{"line":249,"column":47},"end":{"line":249,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
8970¿MemberExpression¿¿13244¿¿¿¿{"start":{"line":249,"column":47},"end":{"line":249,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
8971¿Identifier¿¿13244¿Math¿¿¿{"start":{"line":249,"column":47},"end":{"line":249,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8972¿Identifier¿¿13244¿expm1¿¿¿{"start":{"line":249,"column":52},"end":{"line":249,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8973¿Identifier¿¿13244¿v810¿¿¿¿¿Identifier
8974¿VariableDeclarator¿¿13244¿v812¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8975¿BinaryExpression¿*¿13244¿¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8976¿Identifier¿¿13244¿v809¿¿¿¿¿Identifier
8977¿Identifier¿¿13244¿v811¿¿¿¿¿Identifier
8978¿VariableDeclarator¿¿13244¿v813¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8979¿BinaryExpression¿*¿13244¿¿¿¿{"start":{"line":249,"column":32},"end":{"line":249,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8980¿Identifier¿¿13244¿v812¿¿¿¿¿Identifier
8981¿Identifier¿¿13244¿c¿¿¿{"start":{"line":249,"column":73},"end":{"line":249,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8982¿ReturnStatement¿¿13244¿¿¿¿{"start":{"line":249,"column":25},"end":{"line":249,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8983¿Identifier¿¿13244¿v813¿¿¿¿¿Identifier
8984¿BlockStatement¿¿13244¿¿¿¿{"start":{"line":249,"column":23},"end":{"line":249,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8985¿ReturnStatement¿¿13242¿¿¿¿{"start":{"line":249,"column":4},"end":{"line":249,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
8986¿Identifier¿¿13242¿v814¿¿¿¿¿Identifier
8987¿BlockStatement¿¿13242¿¿¿¿{"start":{"line":248,"column":21},"end":{"line":250,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
8988¿VariableDeclarator¿¿13133¿pow¿¿¿{"start":{"line":252,"column":2},"end":{"line":256,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8989¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":252,"column":2},"end":{"line":256,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8990¿Identifier¿¿0¿exponent¿¿¿{"start":{"line":252,"column":15},"end":{"line":252,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8991¿VariableDeclarator¿¿13246¿v821¿¿¿{"start":{"line":253,"column":11},"end":{"line":255,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8992¿FunctionExpression¿¿13246¿anon¿¿¿{"start":{"line":253,"column":11},"end":{"line":255,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
8993¿Identifier¿¿0¿x¿¿¿{"start":{"line":253,"column":20},"end":{"line":253,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8994¿VariableDeclarator¿¿13248¿v815¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
8995¿BinaryExpression¿<¿13248¿¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
8996¿Identifier¿¿13248¿x¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
8997¿Literal¿number¿13248¿¿0¿¿{"start":{"line":254,"column":17},"end":{"line":254,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
8998¿VariableDeclarator¿¿13248¿v816¿¿¿{"start":{"line":254,"column":31},"end":{"line":254,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
