Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6315¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1064,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Program
7744¿Identifier¿¿11058¿v852¿¿¿¿¿Identifier
7745¿BlockStatement¿¿11058¿¿¿¿{"start":{"line":319,"column":31},"end":{"line":324,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
7746¿VariableDeclarator¿¿11058¿v855¿¿¿{"start":{"line":326,"column":9},"end":{"line":328,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7747¿FunctionExpression¿¿11058¿anon¿¿¿{"start":{"line":326,"column":9},"end":{"line":328,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿FunctionExpression
7748¿Identifier¿¿0¿value¿¿¿{"start":{"line":326,"column":19},"end":{"line":326,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7749¿VariableDeclarator¿¿11064¿v853¿¿¿{"start":{"line":327,"column":11},"end":{"line":327,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7750¿MemberExpression¿¿11064¿¿¿¿{"start":{"line":327,"column":11},"end":{"line":327,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7751¿Identifier¿¿11064¿_Document¿¿¿{"start":{"line":327,"column":11},"end":{"line":327,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7752¿Identifier¿¿11064¿MongoTypeComp¿¿¿{"start":{"line":327,"column":21},"end":{"line":327,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7753¿VariableDeclarator¿¿11064¿v854¿¿¿{"start":{"line":327,"column":11},"end":{"line":327,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7754¿CallExpression¿¿11064¿¿¿¿{"start":{"line":327,"column":11},"end":{"line":327,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7755¿MemberExpression¿¿11064¿¿¿¿{"start":{"line":327,"column":11},"end":{"line":327,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7756¿Identifier¿¿11064¿v853¿¿¿¿¿Identifier
7757¿Identifier¿¿11064¿_equal¿¿¿{"start":{"line":327,"column":35},"end":{"line":327,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7758¿Identifier¿¿11064¿elementSelector¿¿¿{"start":{"line":327,"column":42},"end":{"line":327,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7759¿Identifier¿¿11064¿value¿¿¿{"start":{"line":327,"column":59},"end":{"line":327,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7760¿ReturnStatement¿¿11064¿¿¿¿{"start":{"line":327,"column":4},"end":{"line":327,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
7761¿Identifier¿¿11064¿v854¿¿¿¿¿Identifier
7762¿BlockStatement¿¿11064¿¿¿¿{"start":{"line":326,"column":26},"end":{"line":328,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
7763¿ReturnStatement¿¿11058¿¿¿¿{"start":{"line":326,"column":2},"end":{"line":328,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
7764¿Identifier¿¿11058¿v855¿¿¿¿¿Identifier
7765¿BlockStatement¿¿11058¿¿¿¿{"start":{"line":311,"column":49},"end":{"line":329,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
7766¿VariableDeclarator¿¿10974¿operatorBranchedMatcher¿¿¿{"start":{"line":333,"column":4},"end":{"line":360,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7767¿FunctionExpression¿¿10974¿operatorBranchedMatcher¿¿¿{"start":{"line":333,"column":30},"end":{"line":360,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿FunctionExpression
7768¿Identifier¿¿0¿valueSelector¿¿¿{"start":{"line":333,"column":63},"end":{"line":333,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7769¿Identifier¿¿0¿matcher¿¿¿{"start":{"line":333,"column":78},"end":{"line":333,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7770¿Identifier¿¿0¿isRoot¿¿¿{"start":{"line":333,"column":87},"end":{"line":333,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7771¿VariableDeclarator¿¿11066¿operatorMatchers¿¿¿{"start":{"line":338,"column":6},"end":{"line":338,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7772¿ArrayExpression¿¿11066¿¿¿¿{"start":{"line":338,"column":25},"end":{"line":338,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
7773¿VariableDeclarator¿¿11066¿v856¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7774¿MemberExpression¿¿11066¿¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7775¿Identifier¿¿11066¿_forEach2¿¿¿{"start":{"line":339,"column":6},"end":{"line":339,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7776¿Identifier¿¿11066¿default¿¿¿{"start":{"line":339,"column":16},"end":{"line":339,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7777¿VariableDeclarator¿¿11066¿v893¿¿¿{"start":{"line":339,"column":40},"end":{"line":357,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7778¿FunctionExpression¿¿11066¿anon¿¿¿{"start":{"line":339,"column":40},"end":{"line":357,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿FunctionExpression
7779¿Identifier¿¿0¿operand¿¿¿{"start":{"line":339,"column":50},"end":{"line":339,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7780¿Identifier¿¿0¿operator¿¿¿{"start":{"line":339,"column":59},"end":{"line":339,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7781¿VariableDeclarator¿¿11068¿v857¿¿¿{"start":{"line":341,"column":26},"end":{"line":341,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7782¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":26},"end":{"line":341,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7783¿Identifier¿¿11068¿_indexOf3¿¿¿{"start":{"line":341,"column":26},"end":{"line":341,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7784¿Identifier¿¿11068¿default¿¿¿{"start":{"line":341,"column":36},"end":{"line":341,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7785¿VariableDeclarator¿¿11068¿v858¿¿¿{"start":{"line":341,"column":45},"end":{"line":341,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7786¿ArrayExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":45},"end":{"line":341,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
7787¿Literal¿string¿11068¿¿'$lt'¿¿{"start":{"line":341,"column":46},"end":{"line":341,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7788¿Literal¿string¿11068¿¿'$lte'¿¿{"start":{"line":341,"column":53},"end":{"line":341,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7789¿Literal¿string¿11068¿¿'$gt'¿¿{"start":{"line":341,"column":61},"end":{"line":341,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7790¿Literal¿string¿11068¿¿'$gte'¿¿{"start":{"line":341,"column":68},"end":{"line":341,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7791¿VariableDeclarator¿¿11068¿v859¿¿¿{"start":{"line":341,"column":22},"end":{"line":341,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7792¿CallExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":22},"end":{"line":341,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7793¿SequenceExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":23},"end":{"line":341,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
7794¿Literal¿number¿11068¿¿0¿¿{"start":{"line":341,"column":23},"end":{"line":341,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7795¿Identifier¿¿11068¿v857¿¿¿¿¿Identifier
7796¿Identifier¿¿11068¿v858¿¿¿¿¿Identifier
7797¿Identifier¿¿11068¿operator¿¿¿{"start":{"line":341,"column":77},"end":{"line":341,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7798¿VariableDeclarator¿¿11068¿v860¿¿¿{"start":{"line":341,"column":22},"end":{"line":341,"column":91},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7799¿BinaryExpression¿>=¿11068¿¿¿¿{"start":{"line":341,"column":22},"end":{"line":341,"column":91},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
7800¿Identifier¿¿11068¿v859¿¿¿¿¿Identifier
7801¿Literal¿number¿11068¿¿0¿¿{"start":{"line":341,"column":90},"end":{"line":341,"column":91},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7802¿VariableDeclarator¿¿11068¿v861¿¿¿{"start":{"line":341,"column":95},"end":{"line":341,"column":115},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7803¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":95},"end":{"line":341,"column":115},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7804¿Identifier¿¿11068¿_checkTypes2¿¿¿{"start":{"line":341,"column":95},"end":{"line":341,"column":107},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7805¿Identifier¿¿11068¿default¿¿¿{"start":{"line":341,"column":108},"end":{"line":341,"column":115},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7806¿VariableDeclarator¿¿11068¿v862¿¿¿{"start":{"line":341,"column":95},"end":{"line":341,"column":131},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7807¿CallExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":95},"end":{"line":341,"column":131},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7808¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":341,"column":95},"end":{"line":341,"column":122},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7809¿Identifier¿¿11068¿v861¿¿¿¿¿Identifier
7810¿Identifier¿¿11068¿number¿¿¿{"start":{"line":341,"column":116},"end":{"line":341,"column":122},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7811¿Identifier¿¿11068¿operand¿¿¿{"start":{"line":341,"column":123},"end":{"line":341,"column":130},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7812¿VariableDeclarator¿¿11068¿simpleRange¿¿¿{"start":{"line":341,"column":8},"end":{"line":341,"column":131},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7813¿LogicalExpression¿&&¿11068¿¿¿¿{"start":{"line":341,"column":22},"end":{"line":341,"column":131},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿LogicalExpression
7814¿Identifier¿¿11068¿v860¿¿¿¿¿Identifier
7815¿Identifier¿¿11068¿v862¿¿¿¿¿Identifier
7816¿VariableDeclarator¿¿11068¿v863¿¿¿{"start":{"line":342,"column":27},"end":{"line":342,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7817¿BinaryExpression¿===¿11068¿¿¿¿{"start":{"line":342,"column":27},"end":{"line":342,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
7818¿Identifier¿¿11068¿operator¿¿¿{"start":{"line":342,"column":27},"end":{"line":342,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7819¿Literal¿string¿11068¿¿'$ne'¿¿{"start":{"line":342,"column":40},"end":{"line":342,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7820¿VariableDeclarator¿¿11068¿v864¿¿¿{"start":{"line":342,"column":50},"end":{"line":342,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7821¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":342,"column":50},"end":{"line":342,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7822¿Identifier¿¿11068¿_checkTypes2¿¿¿{"start":{"line":342,"column":50},"end":{"line":342,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7823¿Identifier¿¿11068¿default¿¿¿{"start":{"line":342,"column":63},"end":{"line":342,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7824¿VariableDeclarator¿¿11068¿v865¿¿¿{"start":{"line":342,"column":50},"end":{"line":342,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7825¿CallExpression¿¿11068¿¿¿¿{"start":{"line":342,"column":50},"end":{"line":342,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7826¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":342,"column":50},"end":{"line":342,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7827¿Identifier¿¿11068¿v864¿¿¿¿¿Identifier
7828¿Identifier¿¿11068¿object¿¿¿{"start":{"line":342,"column":71},"end":{"line":342,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7829¿Identifier¿¿11068¿operand¿¿¿{"start":{"line":342,"column":78},"end":{"line":342,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7830¿VariableDeclarator¿¿11068¿v866¿¿¿{"start":{"line":342,"column":49},"end":{"line":342,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7831¿UnaryExpression¿!¿11068¿¿¿¿{"start":{"line":342,"column":49},"end":{"line":342,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UnaryExpression
7832¿Identifier¿¿11068¿v865¿¿¿¿¿Identifier
7833¿VariableDeclarator¿¿11068¿simpleInequality¿¿¿{"start":{"line":342,"column":8},"end":{"line":342,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7834¿LogicalExpression¿&&¿11068¿¿¿¿{"start":{"line":342,"column":27},"end":{"line":342,"column":86},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿LogicalExpression
7835¿Identifier¿¿11068¿v863¿¿¿¿¿Identifier
7836¿Identifier¿¿11068¿v866¿¿¿¿¿Identifier
7837¿VariableDeclarator¿¿11068¿v867¿¿¿{"start":{"line":343,"column":30},"end":{"line":343,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7838¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":30},"end":{"line":343,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7839¿Identifier¿¿11068¿_indexOf3¿¿¿{"start":{"line":343,"column":30},"end":{"line":343,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7840¿Identifier¿¿11068¿default¿¿¿{"start":{"line":343,"column":40},"end":{"line":343,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7841¿VariableDeclarator¿¿11068¿v868¿¿¿{"start":{"line":343,"column":49},"end":{"line":343,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7842¿ArrayExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":49},"end":{"line":343,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ArrayExpression
7843¿Literal¿string¿11068¿¿'$in'¿¿{"start":{"line":343,"column":50},"end":{"line":343,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7844¿Literal¿string¿11068¿¿'$nin'¿¿{"start":{"line":343,"column":57},"end":{"line":343,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7845¿VariableDeclarator¿¿11068¿v869¿¿¿{"start":{"line":343,"column":26},"end":{"line":343,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7846¿CallExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":26},"end":{"line":343,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7847¿SequenceExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":27},"end":{"line":343,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
7848¿Literal¿number¿11068¿¿0¿¿{"start":{"line":343,"column":27},"end":{"line":343,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7849¿Identifier¿¿11068¿v867¿¿¿¿¿Identifier
7850¿Identifier¿¿11068¿v868¿¿¿¿¿Identifier
7851¿Identifier¿¿11068¿operator¿¿¿{"start":{"line":343,"column":66},"end":{"line":343,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7852¿VariableDeclarator¿¿11068¿v870¿¿¿{"start":{"line":343,"column":26},"end":{"line":343,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7853¿BinaryExpression¿>=¿11068¿¿¿¿{"start":{"line":343,"column":26},"end":{"line":343,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
7854¿Identifier¿¿11068¿v869¿¿¿¿¿Identifier
7855¿Literal¿number¿11068¿¿0¿¿{"start":{"line":343,"column":79},"end":{"line":343,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7856¿VariableDeclarator¿¿11068¿v871¿¿¿{"start":{"line":343,"column":84},"end":{"line":343,"column":104},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7857¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":84},"end":{"line":343,"column":104},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7858¿Identifier¿¿11068¿_checkTypes2¿¿¿{"start":{"line":343,"column":84},"end":{"line":343,"column":96},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7859¿Identifier¿¿11068¿default¿¿¿{"start":{"line":343,"column":97},"end":{"line":343,"column":104},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7860¿VariableDeclarator¿¿11068¿v872¿¿¿{"start":{"line":343,"column":84},"end":{"line":343,"column":119},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7861¿CallExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":84},"end":{"line":343,"column":119},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7862¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":84},"end":{"line":343,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7863¿Identifier¿¿11068¿v871¿¿¿¿¿Identifier
7864¿Identifier¿¿11068¿array¿¿¿{"start":{"line":343,"column":105},"end":{"line":343,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7865¿Identifier¿¿11068¿operand¿¿¿{"start":{"line":343,"column":111},"end":{"line":343,"column":118},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7866¿VariableDeclarator¿¿11068¿v873¿¿¿{"start":{"line":343,"column":26},"end":{"line":343,"column":119},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7867¿LogicalExpression¿&&¿11068¿¿¿¿{"start":{"line":343,"column":26},"end":{"line":343,"column":119},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿LogicalExpression
7868¿Identifier¿¿11068¿v870¿¿¿¿¿Identifier
7869¿Identifier¿¿11068¿v872¿¿¿¿¿Identifier
7870¿VariableDeclarator¿¿11068¿v874¿¿¿{"start":{"line":343,"column":128},"end":{"line":343,"column":142},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7871¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":128},"end":{"line":343,"column":142},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7872¿Identifier¿¿11068¿_some3¿¿¿{"start":{"line":343,"column":128},"end":{"line":343,"column":134},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7873¿Identifier¿¿11068¿default¿¿¿{"start":{"line":343,"column":135},"end":{"line":343,"column":142},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7874¿VariableDeclarator¿¿11068¿v875¿¿¿{"start":{"line":343,"column":153},"end":{"line":343,"column":173},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7875¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":153},"end":{"line":343,"column":173},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7876¿Identifier¿¿11068¿_checkTypes2¿¿¿{"start":{"line":343,"column":153},"end":{"line":343,"column":165},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7877¿Identifier¿¿11068¿default¿¿¿{"start":{"line":343,"column":166},"end":{"line":343,"column":173},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7878¿VariableDeclarator¿¿11068¿v876¿¿¿{"start":{"line":343,"column":153},"end":{"line":343,"column":180},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7879¿MemberExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":153},"end":{"line":343,"column":180},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
7880¿Identifier¿¿11068¿v875¿¿¿¿¿Identifier
7881¿Identifier¿¿11068¿object¿¿¿{"start":{"line":343,"column":174},"end":{"line":343,"column":180},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
7882¿VariableDeclarator¿¿11068¿v877¿¿¿{"start":{"line":343,"column":124},"end":{"line":343,"column":181},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
7883¿CallExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":124},"end":{"line":343,"column":181},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
7884¿SequenceExpression¿¿11068¿¿¿¿{"start":{"line":343,"column":125},"end":{"line":343,"column":142},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿SequenceExpression
7885¿Literal¿number¿11068¿¿0¿¿{"start":{"line":343,"column":125},"end":{"line":343,"column":126},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
7886¿Identifier¿¿11068¿v874¿¿¿¿¿Identifier
7887¿Identifier¿¿11068¿operand¿¿¿{"start":{"line":343,"column":144},"end":{"line":343,"column":151},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
