Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
892¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Program
1024¿Identifier¿¿1572¿v121¿¿¿¿¿Identifier
1025¿Identifier¿¿1572¿push¿¿¿{"start":{"line":19,"column":36},"end":{"line":19,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1026¿Identifier¿¿1572¿el¿¿¿{"start":{"line":19,"column":41},"end":{"line":19,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1027¿ExpressionStatement¿¿1572¿¿¿¿{"start":{"line":19,"column":12},"end":{"line":19,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1028¿Identifier¿¿1572¿v122¿¿¿¿¿Identifier
1029¿BlockStatement¿¿1572¿¿¿¿{"start":{"line":18,"column":17},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1030¿BlockStatement¿¿1572¿¿¿¿{"start":{"line":14,"column":41},"end":{"line":21,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1031¿VariableDeclarator¿¿1570¿v124¿¿¿{"start":{"line":14,"column":8},"end":{"line":21,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿1570¿¿¿¿{"start":{"line":14,"column":8},"end":{"line":21,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1033¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":14,"column":8},"end":{"line":14,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1034¿Identifier¿¿1570¿optionArray¿¿¿{"start":{"line":14,"column":8},"end":{"line":14,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1035¿Identifier¿¿1570¿forEach¿¿¿{"start":{"line":14,"column":20},"end":{"line":14,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1036¿Identifier¿¿1570¿v123¿¿¿¿¿Identifier
1037¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":14,"column":8},"end":{"line":21,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1038¿Identifier¿¿1570¿v124¿¿¿¿¿Identifier
1039¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":12,"column":49},"end":{"line":22,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1040¿ReturnStatement¿¿1570¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ReturnStatement
1041¿ThisExpression¿¿1570¿¿¿¿{"start":{"line":23,"column":11},"end":{"line":23,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1042¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":11,"column":56},"end":{"line":24,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1043¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":24,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1044¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":24,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1045¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":11,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1046¿Identifier¿¿1568¿v109¿¿¿¿¿Identifier
1047¿Identifier¿¿1568¿add_options¿¿¿{"start":{"line":11,"column":20},"end":{"line":11,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1048¿Identifier¿¿1568¿v125¿¿¿¿¿Identifier
1049¿VariableDeclarator¿¿1568¿v126¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1050¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1051¿Identifier¿¿1568¿pdfinfo¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1052¿Identifier¿¿1568¿prototype¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1568¿v141¿¿¿{"start":{"line":26,"column":2},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1054¿FunctionExpression¿¿1568¿anon¿¿¿{"start":{"line":26,"column":34},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1055¿VariableDeclarator¿¿1576¿self¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1056¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1057¿VariableDeclarator¿¿1576¿v127¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1058¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1059¿Identifier¿¿1576¿self¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1060¿Identifier¿¿1576¿options¿¿¿{"start":{"line":28,"column":45},"end":{"line":28,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1061¿VariableDeclarator¿¿1576¿v128¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1062¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1063¿Identifier¿¿1576¿v127¿¿¿¿¿Identifier
1064¿Identifier¿¿1576¿additional¿¿¿{"start":{"line":28,"column":53},"end":{"line":28,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1065¿VariableDeclarator¿¿1576¿v129¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1066¿CallExpression¿¿1576¿¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1067¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1068¿Identifier¿¿1576¿v128¿¿¿¿¿Identifier
1069¿Identifier¿¿1576¿join¿¿¿{"start":{"line":28,"column":64},"end":{"line":28,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1070¿Literal¿string¿1576¿¿' '¿¿{"start":{"line":28,"column":69},"end":{"line":28,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1071¿VariableDeclarator¿¿1576¿v130¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1072¿BinaryExpression¿+¿1576¿¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1073¿Literal¿string¿1576¿¿'pdfinfo '¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1074¿Identifier¿¿1576¿v129¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1576¿child¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1076¿CallExpression¿¿1576¿¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1077¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1078¿Identifier¿¿1576¿shell¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1079¿Identifier¿¿1576¿exec¿¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1080¿Identifier¿¿1576¿v130¿¿¿¿¿Identifier
1081¿VariableDeclarator¿¿1576¿v131¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1082¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1083¿Identifier¿¿1576¿child¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1084¿Identifier¿¿1576¿code¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1085¿VariableDeclarator¿¿1576¿v132¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1086¿BinaryExpression¿===¿1576¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1087¿Identifier¿¿1576¿v131¿¿¿¿¿Identifier
1088¿Literal¿number¿1576¿¿0¿¿{"start":{"line":29,"column":23},"end":{"line":29,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1089¿IfStatement¿¿1576¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1090¿Identifier¿¿1576¿v132¿¿¿¿¿Identifier
1091¿VariableDeclarator¿¿1576¿v133¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1092¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1093¿Identifier¿¿1576¿child¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1094¿Identifier¿¿1576¿stdout¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1095¿VariableDeclarator¿¿1576¿v134¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1576¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1097¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1098¿Identifier¿¿1576¿utils¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1099¿Identifier¿¿1576¿parse¿¿¿{"start":{"line":30,"column":19},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1100¿Identifier¿¿1576¿v133¿¿¿¿¿Identifier
1101¿ReturnStatement¿¿1576¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ReturnStatement
1102¿Identifier¿¿1576¿v134¿¿¿¿¿Identifier
1103¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":31,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1104¿VariableDeclarator¿¿1576¿v135¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1105¿CallExpression¿¿1576¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1106¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1107¿Identifier¿¿1576¿shell¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1108¿Identifier¿¿1576¿which¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1109¿Literal¿string¿1576¿¿'pdfinfo'¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1110¿VariableDeclarator¿¿1576¿v136¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1111¿UnaryExpression¿!¿1576¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1112¿Identifier¿¿1576¿v135¿¿¿¿¿Identifier
1113¿IfStatement¿¿1576¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":35,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1114¿Identifier¿¿1576¿v136¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1576¿v137¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1116¿NewExpression¿¿1576¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿NewExpression
1117¿Identifier¿¿1576¿Error¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1118¿Literal¿string¿1576¿¿'Sorry, this script requires pdfinfo.'¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1119¿ThrowStatement¿¿1576¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThrowStatement
1120¿Identifier¿¿1576¿v137¿¿¿¿¿Identifier
1121¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":33,"column":35},"end":{"line":35,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1122¿VariableDeclarator¿¿1576¿v138¿¿¿{"start":{"line":36,"column":41},"end":{"line":36,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1123¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":36,"column":41},"end":{"line":36,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1124¿Identifier¿¿1576¿child¿¿¿{"start":{"line":36,"column":41},"end":{"line":36,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1125¿Identifier¿¿1576¿stdout¿¿¿{"start":{"line":36,"column":47},"end":{"line":36,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1576¿v139¿¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1127¿BinaryExpression¿+¿1576¿¿¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1128¿Literal¿string¿1576¿¿'pdfinfo error: '¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1129¿Identifier¿¿1576¿v138¿¿¿¿¿Identifier
1130¿VariableDeclarator¿¿1576¿v140¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1131¿NewExpression¿¿1576¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿NewExpression
1132¿Identifier¿¿1576¿Error¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1133¿Identifier¿¿1576¿v139¿¿¿¿¿Identifier
1134¿ThrowStatement¿¿1576¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThrowStatement
1135¿Identifier¿¿1576¿v140¿¿¿¿¿Identifier
1136¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":32,"column":9},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1137¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":26,"column":45},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1138¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1139¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1140¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1141¿Identifier¿¿1568¿v126¿¿¿¿¿Identifier
1142¿Identifier¿¿1568¿getInfoSync¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1143¿Identifier¿¿1568¿v141¿¿¿¿¿Identifier
1144¿VariableDeclarator¿¿1568¿v142¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1145¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1146¿Identifier¿¿1568¿pdfinfo¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1147¿Identifier¿¿1568¿prototype¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1568¿v145¿¿¿{"start":{"line":40,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1149¿FunctionExpression¿¿1568¿anon¿¿¿{"start":{"line":40,"column":30},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1150¿VariableDeclarator¿¿1580¿v143¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":137},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1580¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":137},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1152¿MemberExpression¿¿1580¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1153¿Identifier¿¿1580¿console¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1154¿Identifier¿¿1580¿warn¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1155¿Literal¿string¿1580¿¿'\033[31m`getSync` is now obsolete please use `getInfoSync` instead. Eventually `getSync` will be soon removed.\033[0m'¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":136},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1156¿ExpressionStatement¿¿1580¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":138},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1157¿Identifier¿¿1580¿v143¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1580¿v144¿¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1159¿CallExpression¿¿1580¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
