Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
745¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Program
887¿Identifier¿¿1306¿src¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
888¿ExpressionStatement¿¿1306¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
889¿Identifier¿¿1306¿v74¿¿¿¿¿Identifier
890¿BlockStatement¿¿1306¿¿¿¿{"start":{"line":73,"column":52},"end":{"line":75,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
891¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":75,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
892¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":75,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
893¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
894¿Identifier¿¿1293¿v73¿¿¿¿¿Identifier
895¿Identifier¿¿1293¿evaluator¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
896¿Identifier¿¿1293¿evaluator¿¿¿¿¿Identifier
897¿VariableDeclarator¿¿1293¿v75¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
898¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
899¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
900¿Identifier¿¿1293¿utils¿¿¿{"start":{"line":91,"column":9},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
901¿VariableDeclarator¿¿1293¿getGlobals¿¿¿{"start":{"line":91,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
902¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":91,"column":28},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
903¿Identifier¿¿0¿src¿¿¿{"start":{"line":91,"column":49},"end":{"line":91,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
904¿ExpressionStatement¿¿1308¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
905¿Literal¿string¿1308¿¿'use strict'¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
906¿VariableDeclarator¿¿1308¿original¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
907¿CallExpression¿¿1308¿¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
908¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
909¿Identifier¿¿1308¿Object¿¿¿{"start":{"line":93,"column":19},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
910¿Identifier¿¿1308¿keys¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
911¿Identifier¿¿1308¿global¿¿¿{"start":{"line":93,"column":31},"end":{"line":93,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
912¿VariableDeclarator¿¿1308¿v76¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
913¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
914¿Identifier¿¿1308¿modulify¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
915¿Identifier¿¿1308¿utils¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
916¿VariableDeclarator¿¿1308¿v77¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
917¿CallExpression¿¿1308¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
918¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
919¿Identifier¿¿1308¿v76¿¿¿¿¿Identifier
920¿Identifier¿¿1308¿evaluator¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
921¿Identifier¿¿1308¿src¿¿¿{"start":{"line":94,"column":29},"end":{"line":94,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
922¿ExpressionStatement¿¿1308¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
923¿Identifier¿¿1308¿v77¿¿¿¿¿Identifier
924¿VariableDeclarator¿¿1308¿fin¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
925¿CallExpression¿¿1308¿¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
926¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
927¿Identifier¿¿1308¿Object¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
928¿Identifier¿¿1308¿keys¿¿¿{"start":{"line":95,"column":21},"end":{"line":95,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
929¿Identifier¿¿1308¿global¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
930¿VariableDeclarator¿¿1308¿v81¿¿¿{"start":{"line":96,"column":25},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
931¿FunctionExpression¿¿1308¿anon¿¿¿{"start":{"line":96,"column":25},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
932¿Identifier¿¿0¿item¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
933¿VariableDeclarator¿¿1310¿v78¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
934¿CallExpression¿¿1310¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
935¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
936¿Identifier¿¿1310¿original¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
937¿Identifier¿¿1310¿indexOf¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
938¿Identifier¿¿1310¿item¿¿¿{"start":{"line":97,"column":32},"end":{"line":97,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
939¿VariableDeclarator¿¿1310¿v79¿¿¿{"start":{"line":97,"column":42},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
940¿UnaryExpression¿-¿1310¿¿¿¿{"start":{"line":97,"column":42},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿UnaryExpression
941¿Literal¿number¿1310¿¿1¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
942¿VariableDeclarator¿¿1310¿v80¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
943¿BinaryExpression¿===¿1310¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BinaryExpression
944¿Identifier¿¿1310¿v78¿¿¿¿¿Identifier
945¿Identifier¿¿1310¿v79¿¿¿¿¿Identifier
946¿ReturnStatement¿¿1310¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
947¿Identifier¿¿1310¿v80¿¿¿¿¿Identifier
948¿BlockStatement¿¿1310¿¿¿¿{"start":{"line":96,"column":41},"end":{"line":98,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
949¿VariableDeclarator¿¿1308¿out¿¿¿{"start":{"line":96,"column":8},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
950¿CallExpression¿¿1308¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":98,"column":6},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
951¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
952¿Identifier¿¿1308¿fin¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
953¿Identifier¿¿1308¿filter¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
954¿Identifier¿¿1308¿v81¿¿¿¿¿Identifier
955¿ReturnStatement¿¿1308¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
956¿Identifier¿¿1308¿out¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
957¿BlockStatement¿¿1308¿¿¿¿{"start":{"line":91,"column":54},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
958¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":100,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
959¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
960¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":91,"column":0},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
961¿Identifier¿¿1293¿v75¿¿¿¿¿Identifier
962¿Identifier¿¿1293¿getGlobals¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
963¿Identifier¿¿1293¿getGlobals¿¿¿¿¿Identifier
964¿VariableDeclarator¿¿1293¿v82¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
965¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
966¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
967¿Identifier¿¿1293¿utils¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
968¿VariableDeclarator¿¿1293¿getTopLevelNames¿¿¿{"start":{"line":114,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
969¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":114,"column":34},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
970¿Identifier¿¿0¿ast¿¿¿{"start":{"line":114,"column":61},"end":{"line":114,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
971¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
972¿Literal¿string¿1312¿¿'use strict'¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
973¿VariableDeclarator¿¿1312¿v83¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
974¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
975¿Identifier¿¿1312¿ast¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
976¿Identifier¿¿1312¿body¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
977¿VariableDeclarator¿¿1312¿v84¿¿¿{"start":{"line":116,"column":30},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
978¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":116,"column":30},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
979¿Identifier¿¿1312¿modulify¿¿¿{"start":{"line":116,"column":30},"end":{"line":116,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
980¿Identifier¿¿1312¿utils¿¿¿{"start":{"line":116,"column":39},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
981¿VariableDeclarator¿¿1312¿v85¿¿¿{"start":{"line":116,"column":30},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
982¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":116,"column":30},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
983¿Identifier¿¿1312¿v84¿¿¿¿¿Identifier
984¿Identifier¿¿1312¿getNames¿¿¿{"start":{"line":116,"column":45},"end":{"line":116,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
985¿VariableDeclarator¿¿1312¿v86¿¿¿{"start":{"line":116,"column":55},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
986¿ArrayExpression¿¿1312¿¿¿¿{"start":{"line":116,"column":55},"end":{"line":116,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ArrayExpression
987¿VariableDeclarator¿¿1312¿out¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
988¿CallExpression¿¿1312¿¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
989¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
990¿Identifier¿¿1312¿v83¿¿¿¿¿Identifier
991¿Identifier¿¿1312¿reduce¿¿¿{"start":{"line":116,"column":23},"end":{"line":116,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
992¿Identifier¿¿1312¿v85¿¿¿¿¿Identifier
993¿Identifier¿¿1312¿v86¿¿¿¿¿Identifier
994¿ReturnStatement¿¿1312¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ReturnStatement
995¿Identifier¿¿1312¿out¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
996¿BlockStatement¿¿1312¿¿¿¿{"start":{"line":114,"column":66},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿BlockStatement
997¿ExpressionStatement¿¿1293¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":118,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
998¿AssignmentExpression¿=¿1293¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
999¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1000¿Identifier¿¿1293¿v82¿¿¿¿¿Identifier
1001¿Identifier¿¿1293¿getTopLevelNames¿¿¿{"start":{"line":114,"column":15},"end":{"line":114,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1002¿Identifier¿¿1293¿getTopLevelNames¿¿¿¿¿Identifier
1003¿VariableDeclarator¿¿1293¿v87¿¿¿{"start":{"line":137,"column":0},"end":{"line":137,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1004¿MemberExpression¿¿1293¿¿¿¿{"start":{"line":137,"column":0},"end":{"line":137,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1005¿Identifier¿¿1293¿modulify¿¿¿{"start":{"line":137,"column":0},"end":{"line":137,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1006¿Identifier¿¿1293¿utils¿¿¿{"start":{"line":137,"column":9},"end":{"line":137,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1007¿VariableDeclarator¿¿1293¿getExports¿¿¿{"start":{"line":137,"column":0},"end":{"line":143,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1008¿FunctionExpression¿¿1293¿anon¿¿¿{"start":{"line":137,"column":28},"end":{"line":143,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿FunctionExpression
1009¿Identifier¿¿0¿ast¿¿¿{"start":{"line":137,"column":49},"end":{"line":137,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1010¿Identifier¿¿0¿src¿¿¿{"start":{"line":137,"column":54},"end":{"line":137,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1011¿ExpressionStatement¿¿1314¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1012¿Literal¿string¿1314¿¿'use strict'¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Literal
1013¿VariableDeclarator¿¿1314¿dExports¿¿¿{"start":{"line":139,"column":8},"end":{"line":139,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1014¿ArrayExpression¿¿1314¿¿¿¿{"start":{"line":139,"column":19},"end":{"line":139,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ArrayExpression
1015¿VariableDeclarator¿¿1314¿v88¿¿¿{"start":{"line":140,"column":15},"end":{"line":140,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
1016¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":140,"column":15},"end":{"line":140,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1017¿Identifier¿¿1314¿modulify¿¿¿{"start":{"line":140,"column":15},"end":{"line":140,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1018¿Identifier¿¿1314¿utils¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1019¿ExpressionStatement¿¿1314¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿ExpressionStatement
1020¿AssignmentExpression¿=¿1314¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿AssignmentExpression
1021¿Identifier¿¿1314¿dExports¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1022¿CallExpression¿¿1314¿¿¿¿{"start":{"line":140,"column":15},"end":{"line":140,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿CallExpression
1023¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":140,"column":15},"end":{"line":140,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿MemberExpression
1024¿Identifier¿¿1314¿v88¿¿¿¿¿Identifier
1025¿Identifier¿¿1314¿getGlobals¿¿¿{"start":{"line":140,"column":30},"end":{"line":140,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1026¿Identifier¿¿1314¿src¿¿¿{"start":{"line":140,"column":41},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1314¿v89¿¿¿{"start":{"line":141,"column":31},"end":{"line":141,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿VariableDeclarator
