Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
919¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Program
1066¿LogicalExpression¿&&¿1609¿¿¿¿{"start":{"line":19,"column":9},"end":{"line":19,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿LogicalExpression
1067¿Identifier¿¿1609¿v105¿¿¿¿¿Identifier
1068¿Identifier¿¿1609¿v106¿¿¿¿¿Identifier
1069¿ReturnStatement¿¿1609¿¿¿¿{"start":{"line":19,"column":2},"end":{"line":19,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1070¿Identifier¿¿1609¿v107¿¿¿¿¿Identifier
1071¿BlockStatement¿¿1609¿¿¿¿{"start":{"line":18,"column":34},"end":{"line":20,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BlockStatement
1072¿VariableDeclarator¿exported¿1597¿set¿¿¿{"start":{"line":22,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1073¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":22,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿FunctionExpression
1074¿Identifier¿¿0¿obj¿¿¿{"start":{"line":22,"column":14},"end":{"line":22,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1075¿Identifier¿¿0¿path¿¿¿{"start":{"line":22,"column":19},"end":{"line":22,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1076¿Identifier¿¿0¿value¿¿¿{"start":{"line":22,"column":25},"end":{"line":22,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1077¿VariableDeclarator¿¿1611¿v108¿¿¿{"start":{"line":23,"column":5},"end":{"line":23,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1078¿UnaryExpression¿!¿1611¿¿¿¿{"start":{"line":23,"column":5},"end":{"line":23,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿UnaryExpression
1079¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1080¿IfStatement¿¿1611¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1081¿Identifier¿¿1611¿v108¿¿¿¿¿Identifier
1082¿VariableDeclarator¿¿1611¿v109¿¿¿{"start":{"line":23,"column":17},"end":{"line":23,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1083¿NewExpression¿¿1611¿¿¿¿{"start":{"line":23,"column":17},"end":{"line":23,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿NewExpression
1084¿Identifier¿¿1611¿Error¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1085¿Literal¿string¿1611¿¿'libnested.set: first arg must be an object'¿¿{"start":{"line":23,"column":27},"end":{"line":23,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1086¿ThrowStatement¿¿1611¿¿¿¿{"start":{"line":23,"column":11},"end":{"line":23,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ThrowStatement
1087¿Identifier¿¿1611¿v109¿¿¿¿¿Identifier
1088¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1089¿VariableDeclarator¿¿1611¿v110¿¿¿{"start":{"line":24,"column":5},"end":{"line":24,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1090¿CallExpression¿¿1611¿¿¿¿{"start":{"line":24,"column":5},"end":{"line":24,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1091¿Identifier¿¿1611¿isBasic¿¿¿{"start":{"line":24,"column":5},"end":{"line":24,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1092¿Identifier¿¿1611¿path¿¿¿{"start":{"line":24,"column":13},"end":{"line":24,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1093¿IfStatement¿¿1611¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1094¿Identifier¿¿1611¿v110¿¿¿¿¿Identifier
1095¿ReturnStatement¿¿1611¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ReturnStatement
1096¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":24,"column":27},"end":{"line":24,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1097¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":24,"column":27},"end":{"line":24,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1098¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":24,"column":27},"end":{"line":24,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1099¿Identifier¿¿1611¿path¿¿¿{"start":{"line":24,"column":31},"end":{"line":24,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1100¿Identifier¿¿1611¿value¿¿¿{"start":{"line":24,"column":39},"end":{"line":24,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1101¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1102¿VariableDeclarator¿¿1611¿i¿¿¿{"start":{"line":25,"column":10},"end":{"line":25,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1103¿Literal¿number¿1611¿¿0¿¿{"start":{"line":25,"column":14},"end":{"line":25,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1104¿VariableDeclarator¿¿1611¿v111¿¿¿{"start":{"line":25,"column":21},"end":{"line":25,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1105¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":25,"column":21},"end":{"line":25,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1106¿Identifier¿¿1611¿path¿¿¿{"start":{"line":25,"column":21},"end":{"line":25,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1107¿Identifier¿¿1611¿length¿¿¿{"start":{"line":25,"column":26},"end":{"line":25,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1108¿VariableDeclarator¿¿1611¿v112¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1109¿BinaryExpression¿<¿1611¿¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1110¿Identifier¿¿1611¿i¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1111¿Identifier¿¿1611¿v111¿¿¿¿¿Identifier
1112¿WhileStatement¿¿1611¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿WhileStatement
1113¿Identifier¿¿1611¿v112¿¿¿¿¿Identifier
1114¿VariableDeclarator¿¿1611¿v114¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1115¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1116¿Identifier¿¿1611¿path¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1117¿Identifier¿¿1611¿length¿¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1118¿VariableDeclarator¿¿1611¿v115¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1119¿BinaryExpression¿-¿1611¿¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1120¿Identifier¿¿1611¿v114¿¿¿¿¿Identifier
1121¿Literal¿number¿1611¿¿1¿¿{"start":{"line":26,"column":27},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1122¿VariableDeclarator¿¿1611¿v116¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1123¿BinaryExpression¿===¿1611¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1124¿Identifier¿¿1611¿i¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1125¿Identifier¿¿1611¿v115¿¿¿¿¿Identifier
1126¿IfStatement¿¿1611¿¿¿¿{"start":{"line":26,"column":4},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1127¿Identifier¿¿1611¿v116¿¿¿¿¿Identifier
1128¿VariableDeclarator¿¿1611¿v117¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1129¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1130¿Identifier¿¿1611¿path¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1131¿Identifier¿¿1611¿i¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1132¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1133¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1134¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1135¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1136¿Identifier¿¿1611¿v117¿¿¿¿¿Identifier
1137¿Identifier¿¿1611¿value¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1138¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1139¿VariableDeclarator¿¿1611¿v118¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1140¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1141¿Identifier¿¿1611¿path¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1142¿Identifier¿¿1611¿i¿¿¿{"start":{"line":28,"column":29},"end":{"line":28,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1143¿VariableDeclarator¿¿1611¿v119¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1144¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1145¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1146¿Identifier¿¿1611¿v118¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1611¿v120¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1148¿BinaryExpression¿==¿1611¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1149¿Literal¿object¿1611¿¿null¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1150¿Identifier¿¿1611¿v119¿¿¿¿¿Identifier
1151¿IfStatement¿¿1611¿¿¿¿{"start":{"line":28,"column":9},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1152¿Identifier¿¿1611¿v120¿¿¿¿¿Identifier
1153¿VariableDeclarator¿¿1611¿v121¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1154¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1155¿Identifier¿¿1611¿path¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1156¿Identifier¿¿1611¿i¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1157¿VariableDeclarator¿¿1611¿v122¿¿¿{"start":{"line":29,"column":54},"end":{"line":29,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1158¿BinaryExpression¿+¿1611¿¿¿¿{"start":{"line":29,"column":54},"end":{"line":29,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1159¿Identifier¿¿1611¿i¿¿¿{"start":{"line":29,"column":54},"end":{"line":29,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1160¿Literal¿number¿1611¿¿1¿¿{"start":{"line":29,"column":56},"end":{"line":29,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Literal
1161¿VariableDeclarator¿¿1611¿v123¿¿¿{"start":{"line":29,"column":49},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1162¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":29,"column":49},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1611¿path¿¿¿{"start":{"line":29,"column":49},"end":{"line":29,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1164¿Identifier¿¿1611¿v122¿¿¿¿¿Identifier
1165¿VariableDeclarator¿¿1611¿v124¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1611¿¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿CallExpression
1167¿Identifier¿¿1611¿isNonNegativeInteger¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1168¿Identifier¿¿1611¿v123¿¿¿¿¿Identifier
1169¿VariableDeclarator¿¿1611¿v125¿¿¿{"start":{"line":29,"column":62},"end":{"line":29,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1170¿ArrayExpression¿¿1611¿¿¿¿{"start":{"line":29,"column":62},"end":{"line":29,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ArrayExpression
1171¿VariableDeclarator¿¿1611¿v126¿¿¿{"start":{"line":29,"column":67},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1172¿ObjectExpression¿¿1611¿¿¿¿{"start":{"line":29,"column":67},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ObjectExpression
1173¿VariableDeclarator¿¿1611¿v127¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1174¿IfStatement¿¿1611¿¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿IfStatement
1175¿Identifier¿¿1611¿v124¿¿¿¿¿Identifier
1176¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1177¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1178¿Identifier¿¿1611¿v127¿¿¿¿¿Identifier
1179¿Identifier¿¿1611¿v125¿¿¿¿¿Identifier
1180¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1181¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1182¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":29,"column":28},"end":{"line":29,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1183¿Identifier¿¿1611¿v127¿¿¿¿¿Identifier
1184¿Identifier¿¿1611¿v126¿¿¿¿¿Identifier
1185¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1186¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1187¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1188¿MemberExpression¿¿1611¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1189¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1190¿Identifier¿¿1611¿v121¿¿¿¿¿Identifier
1191¿Identifier¿¿1611¿v127¿¿¿¿¿Identifier
1192¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1193¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1194¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1195¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1196¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1197¿Identifier¿¿1611¿v121¿¿¿¿¿Identifier
1198¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1199¿VariableDeclarator¿¿1611¿v128¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1200¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1201¿Identifier¿¿1611¿path¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1202¿Identifier¿¿1611¿i¿¿¿{"start":{"line":31,"column":21},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1203¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1204¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1205¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1206¿MemberExpression¿computed¿1611¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿MemberExpression
1207¿Identifier¿¿1611¿obj¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1208¿Identifier¿¿1611¿v128¿¿¿¿¿Identifier
1209¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1210¿BlockStatement¿¿1611¿¿¿¿¿¿BlockStatement
1211¿VariableDeclarator¿¿1611¿v113¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿VariableDeclarator
1212¿UpdateExpression¿¿1611¿¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿UpdateExpression
1213¿Identifier¿¿1611¿i¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1214¿ExpressionStatement¿¿1611¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿ExpressionStatement
1215¿AssignmentExpression¿=¿1611¿¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿AssignmentExpression
1216¿Identifier¿¿1611¿v112¿¿¿{"start":{"line":25,"column":2},"end":{"line":31,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1217¿BinaryExpression¿<¿1611¿¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿BinaryExpression
1218¿Identifier¿¿1611¿i¿¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Identifier
1219¿Identifier¿¿1611¿v111¿¿¿¿¿Identifier
