Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8356¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":925,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Program
8753¿Identifier¿¿0¿node¿¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8754¿Identifier¿¿0¿tempCode¿¿¿{"start":{"line":85,"column":28},"end":{"line":85,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8755¿Identifier¿¿0¿code¿¿¿{"start":{"line":85,"column":38},"end":{"line":85,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8756¿Identifier¿¿0¿explodedName¿¿¿{"start":{"line":85,"column":44},"end":{"line":85,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8757¿VariableDeclarator¿¿14850¿parsedData¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8758¿ObjectExpression¿¿14850¿¿¿¿¿¿ObjectExpression
8759¿VariableDeclarator¿¿14850¿sub¿¿¿{"start":{"line":86,"column":25},"end":{"line":86,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8760¿VariableDeclarator¿¿14850¿v1016¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8761¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8762¿Identifier¿¿14850¿node¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8763¿Identifier¿¿14850¿type¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8764¿VariableDeclarator¿¿14850¿v1017¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8765¿LogicalExpression¿&&¿14850¿¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿LogicalExpression
8766¿Identifier¿¿14850¿node¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8767¿Identifier¿¿14850¿v1016¿¿¿¿¿Identifier
8768¿IfStatement¿¿14850¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":142,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿IfStatement
8769¿Identifier¿¿14850¿v1017¿¿¿¿¿Identifier
8770¿VariableDeclarator¿¿14850¿v1018¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8771¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8772¿Identifier¿¿14850¿node¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8773¿Identifier¿¿14850¿type¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8774¿SwitchStatement¿¿14850¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":141,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿SwitchStatement
8775¿Identifier¿¿14850¿v1018¿¿¿¿¿Identifier
8776¿SwitchCase¿¿14850¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":115,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿SwitchCase
8777¿Literal¿string¿14850¿¿'CallExpression'¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8778¿VariableDeclarator¿¿14850¿v1019¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8779¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8780¿Identifier¿¿14850¿node¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8781¿Identifier¿¿14850¿callee¿¿¿{"start":{"line":90,"column":39},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8782¿VariableDeclarator¿¿14850¿v1020¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8783¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8784¿Identifier¿¿14850¿v1019¿¿¿¿¿Identifier
8785¿Identifier¿¿14850¿range¿¿¿{"start":{"line":90,"column":46},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8786¿VariableDeclarator¿¿14850¿v1021¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8787¿MemberExpression¿computed¿14850¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":90,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8788¿Identifier¿¿14850¿v1020¿¿¿¿¿Identifier
8789¿Literal¿number¿14850¿¿0¿¿{"start":{"line":90,"column":52},"end":{"line":90,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8790¿VariableDeclarator¿¿14850¿v1022¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8791¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8792¿Identifier¿¿14850¿node¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8793¿Identifier¿¿14850¿callee¿¿¿{"start":{"line":90,"column":61},"end":{"line":90,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8794¿VariableDeclarator¿¿14850¿v1023¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8795¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8796¿Identifier¿¿14850¿v1022¿¿¿¿¿Identifier
8797¿Identifier¿¿14850¿range¿¿¿{"start":{"line":90,"column":68},"end":{"line":90,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8798¿VariableDeclarator¿¿14850¿v1024¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8799¿MemberExpression¿computed¿14850¿¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8800¿Identifier¿¿14850¿v1023¿¿¿¿¿Identifier
8801¿Literal¿number¿14850¿¿1¿¿{"start":{"line":90,"column":74},"end":{"line":90,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8802¿VariableDeclarator¿¿14850¿v1025¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8803¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8804¿Identifier¿¿14850¿node¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8805¿Identifier¿¿14850¿callee¿¿¿{"start":{"line":90,"column":84},"end":{"line":90,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8806¿VariableDeclarator¿¿14850¿v1026¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8807¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8808¿Identifier¿¿14850¿v1025¿¿¿¿¿Identifier
8809¿Identifier¿¿14850¿range¿¿¿{"start":{"line":90,"column":91},"end":{"line":90,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8810¿VariableDeclarator¿¿14850¿v1027¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8811¿MemberExpression¿computed¿14850¿¿¿¿{"start":{"line":90,"column":79},"end":{"line":90,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8812¿Identifier¿¿14850¿v1026¿¿¿¿¿Identifier
8813¿Literal¿number¿14850¿¿0¿¿{"start":{"line":90,"column":97},"end":{"line":90,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8814¿VariableDeclarator¿¿14850¿v1028¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8815¿BinaryExpression¿-¿14850¿¿¿¿{"start":{"line":90,"column":56},"end":{"line":90,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8816¿Identifier¿¿14850¿v1024¿¿¿¿¿Identifier
8817¿Identifier¿¿14850¿v1027¿¿¿¿¿Identifier
8818¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8819¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8820¿Identifier¿¿14850¿sub¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8821¿CallExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8822¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8823¿Identifier¿¿14850¿code¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8824¿Identifier¿¿14850¿substr¿¿¿{"start":{"line":90,"column":27},"end":{"line":90,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8825¿Identifier¿¿14850¿v1021¿¿¿¿¿Identifier
8826¿Identifier¿¿14850¿v1028¿¿¿¿¿Identifier
8827¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8828¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8829¿Identifier¿¿14850¿e¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8830¿CallExpression¿¿14850¿¿¿¿{"start":{"line":91,"column":20},"end":{"line":91,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8831¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":91,"column":20},"end":{"line":91,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8832¿Identifier¿¿14850¿sub¿¿¿{"start":{"line":91,"column":20},"end":{"line":91,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8833¿Identifier¿¿14850¿split¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8834¿Literal¿string¿14850¿¿'.'¿¿{"start":{"line":91,"column":30},"end":{"line":91,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8835¿VariableDeclarator¿¿14850¿v1029¿¿¿{"start":{"line":92,"column":33},"end":{"line":92,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8836¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":92,"column":33},"end":{"line":92,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8837¿Identifier¿¿14850¿node¿¿¿{"start":{"line":92,"column":33},"end":{"line":92,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8838¿Identifier¿¿14850¿callee¿¿¿{"start":{"line":92,"column":38},"end":{"line":92,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8839¿VariableDeclarator¿¿14850¿v1030¿¿¿{"start":{"line":92,"column":33},"end":{"line":92,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8840¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":92,"column":33},"end":{"line":92,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8841¿Identifier¿¿14850¿v1029¿¿¿¿¿Identifier
8842¿Identifier¿¿14850¿loc¿¿¿{"start":{"line":92,"column":45},"end":{"line":92,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8843¿VariableDeclarator¿¿14850¿v1031¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8844¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":92,"column":33},"end":{"line":92,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8845¿Identifier¿¿14850¿v1030¿¿¿¿¿Identifier
8846¿Identifier¿¿14850¿start¿¿¿{"start":{"line":92,"column":49},"end":{"line":92,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8847¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8848¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8849¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8850¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8851¿Identifier¿¿14850¿dbg¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8852¿Identifier¿¿14850¿v1031¿¿¿¿¿Identifier
8853¿VariableDeclarator¿¿14850¿v1032¿¿¿{"start":{"line":93,"column":38},"end":{"line":93,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8854¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":93,"column":38},"end":{"line":93,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8855¿Identifier¿¿14850¿e¿¿¿{"start":{"line":93,"column":38},"end":{"line":93,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8856¿Identifier¿¿14850¿length¿¿¿{"start":{"line":93,"column":40},"end":{"line":93,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8857¿VariableDeclarator¿¿14850¿v1033¿¿¿{"start":{"line":93,"column":38},"end":{"line":93,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8858¿BinaryExpression¿-¿14850¿¿¿¿{"start":{"line":93,"column":38},"end":{"line":93,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8859¿Identifier¿¿14850¿v1032¿¿¿¿¿Identifier
8860¿Literal¿number¿14850¿¿1¿¿{"start":{"line":93,"column":49},"end":{"line":93,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8861¿VariableDeclarator¿¿14850¿v1034¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8862¿MemberExpression¿computed¿14850¿¿¿¿{"start":{"line":93,"column":36},"end":{"line":93,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8863¿Identifier¿¿14850¿e¿¿¿{"start":{"line":93,"column":36},"end":{"line":93,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8864¿Identifier¿¿14850¿v1033¿¿¿¿¿Identifier
8865¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8866¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8867¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8868¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8869¿Identifier¿¿14850¿method¿¿¿{"start":{"line":93,"column":27},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8870¿Identifier¿¿14850¿v1034¿¿¿¿¿Identifier
8871¿VariableDeclarator¿¿14850¿v1035¿¿¿{"start":{"line":94,"column":54},"end":{"line":94,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8872¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":94,"column":54},"end":{"line":94,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8873¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":94,"column":54},"end":{"line":94,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8874¿Identifier¿¿14850¿method¿¿¿{"start":{"line":94,"column":65},"end":{"line":94,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8875¿VariableDeclarator¿¿14850¿v1036¿¿¿{"start":{"line":94,"column":48},"end":{"line":94,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8876¿BinaryExpression¿+¿14850¿¿¿¿{"start":{"line":94,"column":48},"end":{"line":94,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8877¿Literal¿string¿14850¿¿'.'¿¿{"start":{"line":94,"column":48},"end":{"line":94,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8878¿Identifier¿¿14850¿v1035¿¿¿¿¿Identifier
8879¿VariableDeclarator¿¿14850¿v1037¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8880¿CallExpression¿¿14850¿¿¿¿{"start":{"line":94,"column":36},"end":{"line":94,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8881¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":94,"column":36},"end":{"line":94,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8882¿Identifier¿¿14850¿sub¿¿¿{"start":{"line":94,"column":36},"end":{"line":94,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8883¿Identifier¿¿14850¿replace¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8884¿Identifier¿¿14850¿v1036¿¿¿¿¿Identifier
8885¿Literal¿string¿14850¿¿''¿¿{"start":{"line":94,"column":73},"end":{"line":94,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8886¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8887¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8888¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8889¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8890¿Identifier¿¿14850¿member¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8891¿Identifier¿¿14850¿v1037¿¿¿¿¿Identifier
8892¿VariableDeclarator¿¿14850¿v1038¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8893¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8894¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8895¿Identifier¿¿14850¿member¿¿¿{"start":{"line":96,"column":36},"end":{"line":96,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8896¿VariableDeclarator¿¿14850¿v1039¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8897¿CallExpression¿¿14850¿¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8898¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8899¿Identifier¿¿14850¿v1038¿¿¿¿¿Identifier
8900¿Identifier¿¿14850¿indexOf¿¿¿{"start":{"line":96,"column":43},"end":{"line":96,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
