Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
612¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Program
754¿Identifier¿¿1071¿res¿¿¿{"start":{"line":23,"column":11},"end":{"line":23,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
755¿Identifier¿¿1071¿end¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
756¿ReturnStatement¿¿1071¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ReturnStatement
757¿Identifier¿¿1071¿v56¿¿¿¿¿Identifier
758¿BlockStatement¿¿1071¿¿¿¿{"start":{"line":20,"column":28},"end":{"line":24,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
759¿VariableDeclarator¿¿1071¿stats¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
760¿CallExpression¿¿1071¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
761¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
762¿Identifier¿¿1071¿fs¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
763¿Identifier¿¿1071¿statSync¿¿¿{"start":{"line":26,"column":19},"end":{"line":26,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
764¿Identifier¿¿1071¿path¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
765¿VariableDeclarator¿¿1071¿v57¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
766¿CallExpression¿¿1071¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
767¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
768¿Identifier¿¿1071¿stats¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
769¿Identifier¿¿1071¿isDirectory¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
770¿IfStatement¿¿1071¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿IfStatement
771¿Identifier¿¿1071¿v57¿¿¿¿¿Identifier
772¿VariableDeclarator¿¿1071¿v58¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
773¿CallExpression¿¿1071¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
774¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
775¿Identifier¿¿1071¿console¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
776¿Identifier¿¿1071¿log¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
777¿Literal¿string¿1071¿¿'Is directory ...'¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
778¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
779¿Identifier¿¿1071¿v58¿¿¿¿¿Identifier
780¿VariableDeclarator¿¿1071¿v59¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
781¿CallExpression¿¿1071¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
782¿Identifier¿¿1071¿resolve¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
783¿Identifier¿¿1071¿path¿¿¿{"start":{"line":29,"column":30},"end":{"line":29,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
784¿Literal¿string¿1071¿¿'index.html'¿¿{"start":{"line":29,"column":36},"end":{"line":29,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
785¿VariableDeclarator¿¿1071¿v60¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
786¿CallExpression¿¿1071¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
787¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
788¿Identifier¿¿1071¿fs¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
789¿Identifier¿¿1071¿existsSync¿¿¿{"start":{"line":29,"column":11},"end":{"line":29,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
790¿Identifier¿¿1071¿v59¿¿¿¿¿Identifier
791¿IfStatement¿¿1071¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿IfStatement
792¿Identifier¿¿1071¿v60¿¿¿¿¿Identifier
793¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
794¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
795¿Identifier¿¿1071¿path¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
796¿CallExpression¿¿1071¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
797¿Identifier¿¿1071¿resolve¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
798¿Identifier¿¿1071¿path¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
799¿Literal¿string¿1071¿¿'index.html'¿¿{"start":{"line":30,"column":27},"end":{"line":30,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
800¿BlockStatement¿¿1071¿¿¿¿{"start":{"line":29,"column":52},"end":{"line":31,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
801¿VariableDeclarator¿¿1071¿v61¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
802¿CallExpression¿¿1071¿¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
803¿Identifier¿¿1071¿resolve¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
804¿Identifier¿¿1071¿path¿¿¿{"start":{"line":31,"column":37},"end":{"line":31,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
805¿Literal¿string¿1071¿¿'index.htm'¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
806¿VariableDeclarator¿¿1071¿v62¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
807¿CallExpression¿¿1071¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
808¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
809¿Identifier¿¿1071¿fs¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
810¿Identifier¿¿1071¿existsSync¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
811¿Identifier¿¿1071¿v61¿¿¿¿¿Identifier
812¿IfStatement¿¿1071¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿IfStatement
813¿Identifier¿¿1071¿v62¿¿¿¿¿Identifier
814¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
815¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
816¿Identifier¿¿1071¿path¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
817¿CallExpression¿¿1071¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
818¿Identifier¿¿1071¿resolve¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
819¿Identifier¿¿1071¿path¿¿¿{"start":{"line":32,"column":21},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
820¿Literal¿string¿1071¿¿'index.htm'¿¿{"start":{"line":32,"column":27},"end":{"line":32,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
821¿BlockStatement¿¿1071¿¿¿¿{"start":{"line":31,"column":58},"end":{"line":33,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
822¿VariableDeclarator¿¿1071¿v63¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
823¿CallExpression¿¿1071¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
824¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
825¿Identifier¿¿1071¿console¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
826¿Identifier¿¿1071¿log¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
827¿Literal¿string¿1071¿¿'404 Not found: Directory.'¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
828¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
829¿Identifier¿¿1071¿v63¿¿¿¿¿Identifier
830¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
831¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
832¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
833¿Identifier¿¿1071¿res¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
834¿Identifier¿¿1071¿statusCode¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
835¿Literal¿number¿1071¿¿404¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
836¿VariableDeclarator¿¿1071¿v64¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
837¿CallExpression¿¿1071¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
838¿MemberExpression¿¿1071¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿MemberExpression
839¿Identifier¿¿1071¿res¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
840¿Identifier¿¿1071¿end¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
841¿ReturnStatement¿¿1071¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ReturnStatement
842¿Identifier¿¿1071¿v64¿¿¿¿¿Identifier
843¿BlockStatement¿¿1071¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
844¿BlockStatement¿¿1071¿¿¿¿¿¿BlockStatement
845¿BlockStatement¿¿1071¿¿¿¿{"start":{"line":27,"column":27},"end":{"line":38,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BlockStatement
846¿VariableDeclarator¿¿1071¿mimeType¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
847¿Literal¿string¿1071¿¿'text/plain'¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
848¿VariableDeclarator¿¿1071¿v65¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿VariableDeclarator
849¿CallExpression¿¿1071¿¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿CallExpression
850¿Identifier¿¿1071¿extname¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
851¿Identifier¿¿1071¿path¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
852¿SwitchStatement¿¿1071¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchStatement
853¿Identifier¿¿1071¿v65¿¿¿¿¿Identifier
854¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
855¿Literal¿string¿1071¿¿'.html'¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
856¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":46,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
857¿Literal¿string¿1071¿¿'.htm'¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
858¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
859¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
860¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
861¿Literal¿string¿1071¿¿'text/html'¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
862¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
863¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":49,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
864¿Literal¿string¿1071¿¿'.css'¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
865¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
866¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
867¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
868¿Literal¿string¿1071¿¿'text/css'¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
869¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
870¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":52,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
871¿Literal¿string¿1071¿¿'.js'¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
872¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
873¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
874¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
875¿Literal¿string¿1071¿¿'application/javascript'¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
876¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
877¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":55,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
878¿Literal¿string¿1071¿¿'.json'¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
879¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
880¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
881¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
882¿Literal¿string¿1071¿¿'text/json'¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
883¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
884¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
885¿Literal¿string¿1071¿¿'.jpg'¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
886¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":60,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
887¿Literal¿string¿1071¿¿'.jpeg'¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
888¿ExpressionStatement¿¿1071¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿ExpressionStatement
889¿AssignmentExpression¿=¿1071¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿AssignmentExpression
890¿Identifier¿¿1071¿mimeType¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Identifier
891¿Literal¿string¿1071¿¿'image/jpge'¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿Literal
892¿BreakStatement¿¿1071¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿BreakStatement
893¿SwitchCase¿¿1071¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":63,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/augustine_0.2.3/src/index.js"}¿¿SwitchCase
