Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3175¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":270,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Program
3575¿Identifier¿¿5421¿v338¿¿¿¿¿Identifier
3576¿Identifier¿¿5421¿on¿¿¿{"start":{"line":30,"column":29},"end":{"line":30,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3577¿Literal¿string¿5421¿¿'error'¿¿{"start":{"line":30,"column":32},"end":{"line":30,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3578¿Identifier¿¿5421¿v341¿¿¿¿¿Identifier
3579¿ExpressionStatement¿¿5421¿¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3580¿Identifier¿¿5421¿v342¿¿¿¿¿Identifier
3581¿VariableDeclarator¿¿5421¿v343¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3582¿MemberExpression¿¿5421¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3583¿Identifier¿¿5421¿child¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3584¿Identifier¿¿5421¿stderr¿¿¿{"start":{"line":31,"column":22},"end":{"line":31,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3585¿VariableDeclarator¿¿5421¿v346¿¿¿{"start":{"line":31,"column":40},"end":{"line":31,"column":112},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3586¿ArrowFunctionExpression¿¿5421¿¿¿¿{"start":{"line":31,"column":40},"end":{"line":31,"column":112},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ArrowFunctionExpression
3587¿Identifier¿¿0¿data¿¿¿{"start":{"line":31,"column":41},"end":{"line":31,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3588¿ExpressionStatement¿¿5429¿¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3589¿AssignmentExpression¿+=¿5429¿¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3590¿Identifier¿¿5429¿out¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3591¿CallExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":59},"end":{"line":31,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3592¿MemberExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":59},"end":{"line":31,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3593¿Identifier¿¿5429¿data¿¿¿{"start":{"line":31,"column":59},"end":{"line":31,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3594¿Identifier¿¿5429¿toString¿¿¿{"start":{"line":31,"column":64},"end":{"line":31,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3595¿VariableDeclarator¿¿5429¿v344¿¿¿{"start":{"line":31,"column":93},"end":{"line":31,"column":108},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3596¿CallExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":93},"end":{"line":31,"column":108},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3597¿MemberExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":93},"end":{"line":31,"column":106},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3598¿Identifier¿¿5429¿data¿¿¿{"start":{"line":31,"column":93},"end":{"line":31,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3599¿Identifier¿¿5429¿toString¿¿¿{"start":{"line":31,"column":98},"end":{"line":31,"column":106},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3600¿VariableDeclarator¿¿5429¿v345¿¿¿{"start":{"line":31,"column":76},"end":{"line":31,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3601¿CallExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":76},"end":{"line":31,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3602¿MemberExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":76},"end":{"line":31,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3603¿ThisExpression¿¿5429¿¿¿¿{"start":{"line":31,"column":76},"end":{"line":31,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
3604¿Identifier¿¿5429¿emit¿¿¿{"start":{"line":31,"column":81},"end":{"line":31,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3605¿Literal¿string¿5429¿¿'out'¿¿{"start":{"line":31,"column":86},"end":{"line":31,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3606¿Identifier¿¿5429¿v344¿¿¿¿¿Identifier
3607¿ExpressionStatement¿¿5429¿¿¿¿{"start":{"line":31,"column":76},"end":{"line":31,"column":110},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3608¿Identifier¿¿5429¿v345¿¿¿¿¿Identifier
3609¿BlockStatement¿¿5429¿¿¿¿{"start":{"line":31,"column":50},"end":{"line":31,"column":112},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3610¿VariableDeclarator¿¿5421¿v347¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3611¿CallExpression¿¿5421¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3612¿MemberExpression¿¿5421¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3613¿Identifier¿¿5421¿v343¿¿¿¿¿Identifier
3614¿Identifier¿¿5421¿on¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3615¿Literal¿string¿5421¿¿'data'¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3616¿Identifier¿¿5421¿v346¿¿¿¿¿Identifier
3617¿ExpressionStatement¿¿5421¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":114},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3618¿Identifier¿¿5421¿v347¿¿¿¿¿Identifier
3619¿VariableDeclarator¿¿5421¿v348¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3620¿MemberExpression¿¿5421¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3621¿Identifier¿¿5421¿child¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3622¿Identifier¿¿5421¿stderr¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3623¿VariableDeclarator¿¿5421¿v351¿¿¿{"start":{"line":32,"column":41},"end":{"line":32,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3624¿ArrowFunctionExpression¿¿5421¿¿¿¿{"start":{"line":32,"column":41},"end":{"line":32,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ArrowFunctionExpression
3625¿Identifier¿¿0¿data¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3626¿ExpressionStatement¿¿5431¿¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3627¿AssignmentExpression¿+=¿5431¿¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3628¿Identifier¿¿5431¿out¿¿¿{"start":{"line":32,"column":53},"end":{"line":32,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3629¿CallExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3630¿MemberExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3631¿Identifier¿¿5431¿data¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3632¿Identifier¿¿5431¿toString¿¿¿{"start":{"line":32,"column":65},"end":{"line":32,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3633¿VariableDeclarator¿¿5431¿v349¿¿¿{"start":{"line":32,"column":94},"end":{"line":32,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3634¿CallExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":94},"end":{"line":32,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3635¿MemberExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":94},"end":{"line":32,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3636¿Identifier¿¿5431¿data¿¿¿{"start":{"line":32,"column":94},"end":{"line":32,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3637¿Identifier¿¿5431¿toString¿¿¿{"start":{"line":32,"column":99},"end":{"line":32,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3638¿VariableDeclarator¿¿5431¿v350¿¿¿{"start":{"line":32,"column":77},"end":{"line":32,"column":110},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3639¿CallExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":77},"end":{"line":32,"column":110},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3640¿MemberExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":77},"end":{"line":32,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3641¿ThisExpression¿¿5431¿¿¿¿{"start":{"line":32,"column":77},"end":{"line":32,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
3642¿Identifier¿¿5431¿emit¿¿¿{"start":{"line":32,"column":82},"end":{"line":32,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3643¿Literal¿string¿5431¿¿'out'¿¿{"start":{"line":32,"column":87},"end":{"line":32,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3644¿Identifier¿¿5431¿v349¿¿¿¿¿Identifier
3645¿ExpressionStatement¿¿5431¿¿¿¿{"start":{"line":32,"column":77},"end":{"line":32,"column":111},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3646¿Identifier¿¿5431¿v350¿¿¿¿¿Identifier
3647¿BlockStatement¿¿5431¿¿¿¿{"start":{"line":32,"column":51},"end":{"line":32,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3648¿VariableDeclarator¿¿5421¿v352¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":114},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3649¿CallExpression¿¿5421¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":114},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3650¿MemberExpression¿¿5421¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3651¿Identifier¿¿5421¿v348¿¿¿¿¿Identifier
3652¿Identifier¿¿5421¿on¿¿¿{"start":{"line":32,"column":29},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3653¿Literal¿string¿5421¿¿'error'¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3654¿Identifier¿¿5421¿v351¿¿¿¿¿Identifier
3655¿ExpressionStatement¿¿5421¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3656¿Identifier¿¿5421¿v352¿¿¿¿¿Identifier
3657¿VariableDeclarator¿¿5421¿v357¿¿¿{"start":{"line":33,"column":34},"end":{"line":40,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3658¿ArrowFunctionExpression¿¿5421¿¿¿¿{"start":{"line":33,"column":34},"end":{"line":40,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ArrowFunctionExpression
3659¿Identifier¿¿0¿code¿¿¿{"start":{"line":33,"column":35},"end":{"line":33,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3660¿Identifier¿¿0¿signal¿¿¿{"start":{"line":33,"column":41},"end":{"line":33,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3661¿VariableDeclarator¿¿5433¿v353¿¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3662¿BinaryExpression¿===¿5433¿¿¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BinaryExpression
3663¿Identifier¿¿5433¿code¿¿¿{"start":{"line":34,"column":24},"end":{"line":34,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3664¿Literal¿number¿5433¿¿0¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3665¿IfStatement¿¿5433¿¿¿¿{"start":{"line":34,"column":20},"end":{"line":39,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿IfStatement
3666¿Identifier¿¿5433¿v353¿¿¿¿¿Identifier
3667¿VariableDeclarator¿¿5433¿v354¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3668¿CallExpression¿¿5433¿¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3669¿Identifier¿¿5433¿resolve¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3670¿Identifier¿¿5433¿out¿¿¿{"start":{"line":35,"column":32},"end":{"line":35,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3671¿ExpressionStatement¿¿5433¿¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3672¿Identifier¿¿5433¿v354¿¿¿¿¿Identifier
3673¿BlockStatement¿¿5433¿¿¿¿{"start":{"line":34,"column":36},"end":{"line":36,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3674¿VariableDeclarator¿¿5433¿v355¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3675¿NewExpression¿¿5433¿¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿NewExpression
3676¿Identifier¿¿5433¿Error¿¿¿{"start":{"line":38,"column":35},"end":{"line":38,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3677¿Identifier¿¿5433¿out¿¿¿{"start":{"line":38,"column":41},"end":{"line":38,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3678¿VariableDeclarator¿¿5433¿v356¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3679¿CallExpression¿¿5433¿¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3680¿Identifier¿¿5433¿reject¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3681¿Identifier¿¿5433¿v355¿¿¿¿¿Identifier
3682¿ExpressionStatement¿¿5433¿¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3683¿Identifier¿¿5433¿v356¿¿¿¿¿Identifier
3684¿BlockStatement¿¿5433¿¿¿¿{"start":{"line":37,"column":25},"end":{"line":39,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3685¿BlockStatement¿¿5433¿¿¿¿{"start":{"line":33,"column":52},"end":{"line":40,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3686¿VariableDeclarator¿¿5421¿v358¿¿¿{"start":{"line":33,"column":16},"end":{"line":40,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3687¿CallExpression¿¿5421¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":40,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3688¿MemberExpression¿¿5421¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3689¿Identifier¿¿5421¿child¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3690¿Identifier¿¿5421¿on¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3691¿Literal¿string¿5421¿¿'close'¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3692¿Identifier¿¿5421¿v357¿¿¿¿¿Identifier
3693¿ExpressionStatement¿¿5421¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":40,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3694¿Identifier¿¿5421¿v358¿¿¿¿¿Identifier
3695¿BlockStatement¿¿5421¿¿¿¿{"start":{"line":24,"column":52},"end":{"line":41,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3696¿VariableDeclarator¿¿5419¿v360¿¿¿{"start":{"line":24,"column":19},"end":{"line":41,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3697¿NewExpression¿¿5419¿¿¿¿{"start":{"line":24,"column":19},"end":{"line":41,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿NewExpression
3698¿Identifier¿¿5419¿Promise¿¿¿{"start":{"line":24,"column":23},"end":{"line":24,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3699¿Identifier¿¿5419¿v359¿¿¿¿¿Identifier
3700¿ReturnStatement¿¿5419¿¿¿¿{"start":{"line":24,"column":12},"end":{"line":41,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ReturnStatement
3701¿Identifier¿¿5419¿v360¿¿¿¿¿Identifier
3702¿BlockStatement¿¿5419¿¿¿¿{"start":{"line":23,"column":60},"end":{"line":42,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3703¿VariableDeclarator¿¿5417¿v362¿¿¿{"start":{"line":23,"column":15},"end":{"line":42,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3704¿CallExpression¿¿5417¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":42,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3705¿Identifier¿¿5417¿__awaiter¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3706¿ThisExpression¿¿5417¿¿¿¿{"start":{"line":23,"column":25},"end":{"line":23,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
3707¿Identifier¿¿5417¿v326¿¿¿¿¿Identifier
3708¿Identifier¿¿5417¿v327¿¿¿¿¿Identifier
3709¿Identifier¿¿5417¿v361¿¿¿¿¿Identifier
3710¿ReturnStatement¿¿5417¿¿¿¿{"start":{"line":23,"column":8},"end":{"line":42,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ReturnStatement
3711¿Identifier¿¿5417¿v362¿¿¿¿¿Identifier
3712¿BlockStatement¿¿5417¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":43,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3713¿ExpressionStatement¿¿5395¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
