Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1123¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":180,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Program
1264¿AssignmentExpression¿=¿1960¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1265¿MemberExpression¿computed¿1960¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1266¿Identifier¿¿1960¿options¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1267¿Identifier¿¿1960¿key¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1268¿Identifier¿¿1960¿value¿¿¿{"start":{"line":26,"column":17},"end":{"line":26,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1269¿BlockStatement¿¿1960¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":27,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1270¿ExpressionStatement¿¿1958¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":27,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1271¿AssignmentExpression¿=¿1958¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":27,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1272¿MemberExpression¿¿1958¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":17,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1273¿Identifier¿¿1958¿v116¿¿¿¿¿Identifier
1274¿Identifier¿¿1958¿set¿¿¿{"start":{"line":17,"column":15},"end":{"line":17,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1275¿Identifier¿¿1958¿v130¿¿¿¿¿Identifier
1276¿VariableDeclarator¿¿1958¿v131¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1277¿MemberExpression¿¿1958¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1278¿Identifier¿¿1958¿module¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1279¿Identifier¿¿1958¿exports¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1280¿VariableDeclarator¿exported¿1958¿v133¿¿¿{"start":{"line":30,"column":0},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1281¿FunctionExpression¿¿1958¿anon¿¿¿{"start":{"line":30,"column":21},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1282¿Identifier¿¿0¿key¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1283¿VariableDeclarator¿¿1964¿v132¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1284¿MemberExpression¿computed¿1964¿¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1285¿Identifier¿¿1964¿options¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1286¿Identifier¿¿1964¿key¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1287¿ReturnStatement¿¿1964¿¿¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ReturnStatement
1288¿Identifier¿¿1964¿v132¿¿¿¿¿Identifier
1289¿BlockStatement¿¿1964¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1290¿ExpressionStatement¿¿1958¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":34,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1291¿AssignmentExpression¿=¿1958¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1292¿MemberExpression¿¿1958¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1293¿Identifier¿¿1958¿v131¿¿¿¿¿Identifier
1294¿Identifier¿¿1958¿get¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1295¿Identifier¿¿1958¿v133¿¿¿¿¿Identifier
1296¿VariableDeclarator¿¿1958¿v134¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1297¿MemberExpression¿¿1958¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1298¿Identifier¿¿1958¿module¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1299¿Identifier¿¿1958¿exports¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1300¿VariableDeclarator¿exported¿1958¿v215¿¿¿{"start":{"line":37,"column":0},"end":{"line":160,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1301¿FunctionExpression¿¿1958¿anon¿¿¿{"start":{"line":37,"column":24},"end":{"line":160,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1302¿Identifier¿¿0¿port¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1303¿Identifier¿¿0¿cb¿¿¿{"start":{"line":37,"column":39},"end":{"line":37,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1966¿v135¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1305¿UnaryExpression¿typeof¿1966¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿UnaryExpression
1306¿Identifier¿¿1966¿port¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1307¿VariableDeclarator¿¿1966¿v136¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1308¿BinaryExpression¿===¿1966¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1309¿Identifier¿¿1966¿v135¿¿¿¿¿Identifier
1310¿Literal¿string¿1966¿¿'function'¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1311¿IfStatement¿¿1966¿¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1312¿Identifier¿¿1966¿v136¿¿¿¿¿Identifier
1313¿ExpressionStatement¿¿1966¿¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1314¿AssignmentExpression¿=¿1966¿¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1315¿Identifier¿¿1966¿cb¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1316¿Identifier¿¿1966¿port¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1317¿BlockStatement¿¿1966¿¿¿¿¿¿BlockStatement
1318¿ExpressionStatement¿¿1966¿¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1319¿AssignmentExpression¿=¿1966¿¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1320¿Identifier¿¿1966¿cb¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1321¿Identifier¿¿1966¿cb¿¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1322¿BlockStatement¿¿1966¿¿¿¿¿¿BlockStatement
1323¿VariableDeclarator¿¿1966¿v137¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1324¿UnaryExpression¿typeof¿1966¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿UnaryExpression
1325¿Identifier¿¿1966¿port¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1326¿VariableDeclarator¿¿1966¿v138¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1327¿BinaryExpression¿===¿1966¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1328¿Identifier¿¿1966¿v137¿¿¿¿¿Identifier
1329¿Literal¿string¿1966¿¿'number'¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1330¿VariableDeclarator¿¿1966¿v139¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿1966¿¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1332¿Identifier¿¿1966¿parseInt¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1333¿Identifier¿¿1966¿port¿¿¿{"start":{"line":43,"column":47},"end":{"line":43,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1334¿VariableDeclarator¿¿1966¿v140¿¿¿{"start":{"line":43,"column":55},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":43,"column":55},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1336¿Identifier¿¿1966¿options¿¿¿{"start":{"line":43,"column":55},"end":{"line":43,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1337¿Identifier¿¿1966¿port¿¿¿{"start":{"line":43,"column":63},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1338¿IfStatement¿¿1966¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1339¿Identifier¿¿1966¿v138¿¿¿¿¿Identifier
1340¿ExpressionStatement¿¿1966¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1341¿AssignmentExpression¿=¿1966¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1342¿Identifier¿¿1966¿port¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1343¿Identifier¿¿1966¿v139¿¿¿¿¿Identifier
1344¿BlockStatement¿¿1966¿¿¿¿¿¿BlockStatement
1345¿ExpressionStatement¿¿1966¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1346¿AssignmentExpression¿=¿1966¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1347¿Identifier¿¿1966¿port¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1348¿Identifier¿¿1966¿v140¿¿¿¿¿Identifier
1349¿BlockStatement¿¿1966¿¿¿¿¿¿BlockStatement
1350¿VariableDeclarator¿¿1966¿v141¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1351¿CallExpression¿¿1966¿¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1352¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1353¿Identifier¿¿1966¿process¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1354¿Identifier¿¿1966¿cwd¿¿¿{"start":{"line":46,"column":40},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1355¿VariableDeclarator¿¿1966¿v142¿¿¿{"start":{"line":46,"column":47},"end":{"line":46,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1356¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":46,"column":47},"end":{"line":46,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1357¿Identifier¿¿1966¿options¿¿¿{"start":{"line":46,"column":47},"end":{"line":46,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1358¿Identifier¿¿1966¿folder¿¿¿{"start":{"line":46,"column":55},"end":{"line":46,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1359¿VariableDeclarator¿¿1966¿v143¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1360¿CallExpression¿¿1966¿¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1361¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1362¿Identifier¿¿1966¿path¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1363¿Identifier¿¿1966¿resolve¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1364¿Identifier¿¿1966¿v141¿¿¿¿¿Identifier
1365¿Identifier¿¿1966¿v142¿¿¿¿¿Identifier
1366¿ExpressionStatement¿¿1966¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1367¿AssignmentExpression¿=¿1966¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1368¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1369¿Identifier¿¿1966¿options¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1370¿Identifier¿¿1966¿folder¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1371¿Identifier¿¿1966¿v143¿¿¿¿¿Identifier
1372¿VariableDeclarator¿¿1966¿v144¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1373¿CallExpression¿¿1966¿¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1374¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1375¿Identifier¿¿1966¿process¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1376¿Identifier¿¿1966¿cwd¿¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1966¿v145¿¿¿{"start":{"line":49,"column":46},"end":{"line":49,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1378¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":49,"column":46},"end":{"line":49,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1379¿Identifier¿¿1966¿options¿¿¿{"start":{"line":49,"column":46},"end":{"line":49,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1380¿Identifier¿¿1966¿error¿¿¿{"start":{"line":49,"column":54},"end":{"line":49,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1381¿VariableDeclarator¿¿1966¿v146¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1382¿CallExpression¿¿1966¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1383¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1384¿Identifier¿¿1966¿path¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1385¿Identifier¿¿1966¿resolve¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1386¿Identifier¿¿1966¿v144¿¿¿¿¿Identifier
1387¿Identifier¿¿1966¿v145¿¿¿¿¿Identifier
1388¿ExpressionStatement¿¿1966¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1389¿AssignmentExpression¿=¿1966¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿AssignmentExpression
1390¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1391¿Identifier¿¿1966¿options¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1392¿Identifier¿¿1966¿error¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1393¿Identifier¿¿1966¿v146¿¿¿¿¿Identifier
1394¿VariableDeclarator¿¿1966¿v196¿¿¿{"start":{"line":52,"column":33},"end":{"line":140,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1395¿FunctionExpression¿¿1966¿anon¿¿¿{"start":{"line":52,"column":33},"end":{"line":140,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1396¿Identifier¿¿0¿req¿¿¿{"start":{"line":52,"column":42},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1397¿Identifier¿¿0¿res¿¿¿{"start":{"line":52,"column":47},"end":{"line":52,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1398¿VariableDeclarator¿¿1970¿time_start¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1399¿CallExpression¿¿1970¿¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1400¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1401¿Identifier¿¿1970¿Date¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1402¿Identifier¿¿1970¿now¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1403¿VariableDeclarator¿¿1970¿v147¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1404¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿1970¿options¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1970¿cors¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1407¿VariableDeclarator¿¿1970¿v148¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1408¿BinaryExpression¿===¿1970¿¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
