Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2401¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":324,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Program
2775¿VariableDeclarator¿¿4167¿v312¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2776¿CallExpression¿¿4167¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2777¿Identifier¿¿4167¿d¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2778¿Literal¿string¿4167¿¿'invalid plugin: no topics/components found'¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2779¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
2780¿Identifier¿¿4167¿v312¿¿¿¿¿Identifier
2781¿ReturnStatement¿¿4167¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
2782¿Literal¿boolean¿4167¿¿false¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2783¿BlockStatement¿¿4167¿¿¿¿{"start":{"line":88,"column":42},"end":{"line":91,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
2784¿VariableDeclarator¿¿4167¿validTopics¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2785¿ArrayExpression¿¿4167¿¿¿¿{"start":{"line":93,"column":20},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ArrayExpression
2786¿VariableDeclarator¿¿4167¿validComponents¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2787¿ArrayExpression¿¿4167¿¿¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ArrayExpression
2788¿IfStatement¿¿4167¿¿¿¿{"start":{"line":96,"column":2},"end":{"line":116,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿IfStatement
2789¿Identifier¿¿4167¿maybePluginTopics¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2790¿VariableDeclarator¿¿4167¿v313¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2791¿CallExpression¿¿4167¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2792¿Identifier¿¿4167¿_¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2793¿Identifier¿¿4167¿maybePluginTopics¿¿¿{"start":{"line":97,"column":20},"end":{"line":97,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2794¿VariableDeclarator¿¿4167¿v352¿¿¿{"start":{"line":97,"column":43},"end":{"line":115,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2795¿FunctionExpression¿¿4167¿anon¿¿¿{"start":{"line":97,"column":43},"end":{"line":115,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
2796¿Identifier¿¿0¿maybeTopic¿¿¿{"start":{"line":97,"column":52},"end":{"line":97,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2797¿VariableDeclarator¿¿4176¿v314¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2798¿UnaryExpression¿!¿4176¿¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2799¿Identifier¿¿4176¿maybeTopic¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2800¿VariableDeclarator¿¿4176¿v315¿¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2801¿MemberExpression¿¿4176¿¿¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2802¿Identifier¿¿4176¿maybeTopic¿¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2803¿Identifier¿¿4176¿name¿¿¿{"start":{"line":98,"column":37},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2804¿VariableDeclarator¿¿4176¿v316¿¿¿{"start":{"line":98,"column":25},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2805¿UnaryExpression¿!¿4176¿¿¿¿{"start":{"line":98,"column":25},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2806¿Identifier¿¿4176¿v315¿¿¿¿¿Identifier
2807¿VariableDeclarator¿¿4176¿v317¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2808¿LogicalExpression¿||¿4176¿¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2809¿Identifier¿¿4176¿v314¿¿¿¿¿Identifier
2810¿Identifier¿¿4176¿v316¿¿¿¿¿Identifier
2811¿VariableDeclarator¿¿4176¿v318¿¿¿{"start":{"line":98,"column":46},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2812¿MemberExpression¿¿4176¿¿¿¿{"start":{"line":98,"column":46},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2813¿Identifier¿¿4176¿maybeTopic¿¿¿{"start":{"line":98,"column":46},"end":{"line":98,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2814¿Identifier¿¿4176¿commands¿¿¿{"start":{"line":98,"column":57},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2815¿VariableDeclarator¿¿4176¿v319¿¿¿{"start":{"line":98,"column":45},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2816¿UnaryExpression¿!¿4176¿¿¿¿{"start":{"line":98,"column":45},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2817¿Identifier¿¿4176¿v318¿¿¿¿¿Identifier
2818¿VariableDeclarator¿¿4176¿v320¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2819¿LogicalExpression¿||¿4176¿¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2820¿Identifier¿¿4176¿v317¿¿¿¿¿Identifier
2821¿Identifier¿¿4176¿v319¿¿¿¿¿Identifier
2822¿IfStatement¿¿4176¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":100,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿IfStatement
2823¿Identifier¿¿4176¿v320¿¿¿¿¿Identifier
2824¿ReturnStatement¿¿4176¿¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
2825¿Literal¿object¿4176¿¿null¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2826¿BlockStatement¿¿4176¿¿¿¿{"start":{"line":98,"column":67},"end":{"line":100,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
2827¿VariableDeclarator¿¿4176¿v321¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2828¿MemberExpression¿¿4176¿¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2829¿Identifier¿¿4176¿maybeTopic¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2830¿Identifier¿¿4176¿commands¿¿¿{"start":{"line":101,"column":34},"end":{"line":101,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2831¿VariableDeclarator¿¿4176¿v322¿¿¿{"start":{"line":101,"column":21},"end":{"line":101,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2832¿CallExpression¿¿4176¿¿¿¿{"start":{"line":101,"column":21},"end":{"line":101,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2833¿Identifier¿¿4176¿_¿¿¿{"start":{"line":101,"column":21},"end":{"line":101,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2834¿Identifier¿¿4176¿v321¿¿¿¿¿Identifier
2835¿VariableDeclarator¿¿4176¿v349¿¿¿{"start":{"line":101,"column":48},"end":{"line":112,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2836¿FunctionExpression¿¿4176¿anon¿¿¿{"start":{"line":101,"column":48},"end":{"line":112,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
2837¿Identifier¿¿0¿maybeCommand¿¿¿{"start":{"line":101,"column":57},"end":{"line":101,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2838¿VariableDeclarator¿¿4179¿v323¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2839¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2840¿Identifier¿¿4179¿maybeCommand¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2841¿Identifier¿¿4179¿command¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2842¿VariableDeclarator¿¿4179¿v324¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2843¿UnaryExpression¿!¿4179¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2844¿Identifier¿¿4179¿v323¿¿¿¿¿Identifier
2845¿VariableDeclarator¿¿4179¿v325¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2846¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2847¿Identifier¿¿4179¿maybeCommand¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2848¿Identifier¿¿4179¿aliases¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2849¿VariableDeclarator¿¿4179¿v326¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2850¿UnaryExpression¿!¿4179¿¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2851¿Identifier¿¿4179¿v325¿¿¿¿¿Identifier
2852¿VariableDeclarator¿¿4179¿v327¿¿¿{"start":{"line":103,"column":10},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2853¿LogicalExpression¿||¿4179¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":104,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2854¿Identifier¿¿4179¿v324¿¿¿¿¿Identifier
2855¿Identifier¿¿4179¿v326¿¿¿¿¿Identifier
2856¿VariableDeclarator¿¿4179¿v328¿¿¿{"start":{"line":104,"column":49},"end":{"line":104,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2857¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":104,"column":49},"end":{"line":104,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2858¿Identifier¿¿4179¿maybeCommand¿¿¿{"start":{"line":104,"column":49},"end":{"line":104,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2859¿Identifier¿¿4179¿aliases¿¿¿{"start":{"line":104,"column":62},"end":{"line":104,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2860¿VariableDeclarator¿¿4179¿v329¿¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2861¿CallExpression¿¿4179¿¿¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2862¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2863¿Identifier¿¿4179¿util¿¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2864¿Identifier¿¿4179¿isArray¿¿¿{"start":{"line":104,"column":41},"end":{"line":104,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2865¿Identifier¿¿4179¿v328¿¿¿¿¿Identifier
2866¿VariableDeclarator¿¿4179¿v330¿¿¿{"start":{"line":104,"column":35},"end":{"line":104,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2867¿UnaryExpression¿!¿4179¿¿¿¿{"start":{"line":104,"column":35},"end":{"line":104,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2868¿Identifier¿¿4179¿v329¿¿¿¿¿Identifier
2869¿VariableDeclarator¿¿4179¿v331¿¿¿{"start":{"line":103,"column":10},"end":{"line":104,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2870¿LogicalExpression¿||¿4179¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":104,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2871¿Identifier¿¿4179¿v327¿¿¿¿¿Identifier
2872¿Identifier¿¿4179¿v330¿¿¿¿¿Identifier
2873¿VariableDeclarator¿¿4179¿v332¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2874¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2875¿Identifier¿¿4179¿maybeCommand¿¿¿{"start":{"line":105,"column":11},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2876¿Identifier¿¿4179¿options¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2877¿VariableDeclarator¿¿4179¿v333¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2878¿UnaryExpression¿!¿4179¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2879¿Identifier¿¿4179¿v332¿¿¿¿¿Identifier
2880¿VariableDeclarator¿¿4179¿v334¿¿¿{"start":{"line":103,"column":10},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2881¿LogicalExpression¿||¿4179¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2882¿Identifier¿¿4179¿v331¿¿¿¿¿Identifier
2883¿Identifier¿¿4179¿v333¿¿¿¿¿Identifier
2884¿VariableDeclarator¿¿4179¿v335¿¿¿{"start":{"line":105,"column":49},"end":{"line":105,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2885¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":105,"column":49},"end":{"line":105,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2886¿Identifier¿¿4179¿maybeCommand¿¿¿{"start":{"line":105,"column":49},"end":{"line":105,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2887¿Identifier¿¿4179¿options¿¿¿{"start":{"line":105,"column":62},"end":{"line":105,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2888¿VariableDeclarator¿¿4179¿v336¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2889¿CallExpression¿¿4179¿¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2890¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2891¿Identifier¿¿4179¿util¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2892¿Identifier¿¿4179¿isArray¿¿¿{"start":{"line":105,"column":41},"end":{"line":105,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2893¿Identifier¿¿4179¿v335¿¿¿¿¿Identifier
2894¿VariableDeclarator¿¿4179¿v337¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2895¿UnaryExpression¿!¿4179¿¿¿¿{"start":{"line":105,"column":35},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2896¿Identifier¿¿4179¿v336¿¿¿¿¿Identifier
2897¿VariableDeclarator¿¿4179¿v338¿¿¿{"start":{"line":103,"column":10},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2898¿LogicalExpression¿||¿4179¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":105,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2899¿Identifier¿¿4179¿v334¿¿¿¿¿Identifier
2900¿Identifier¿¿4179¿v337¿¿¿¿¿Identifier
2901¿VariableDeclarator¿¿4179¿v339¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2902¿MemberExpression¿¿4179¿¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2903¿Identifier¿¿4179¿maybeCommand¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2904¿Identifier¿¿4179¿helpInfo¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2905¿VariableDeclarator¿¿4179¿v340¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
