Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1131¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":156,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Program
1273¿Identifier¿¿1969¿config¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1274¿Identifier¿¿1969¿auth¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1275¿VariableDeclarator¿¿1969¿v127¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1276¿MemberExpression¿¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1277¿Identifier¿¿1969¿v126¿¿¿¿¿Identifier
1278¿Identifier¿¿1969¿type¿¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1279¿VariableDeclarator¿¿1969¿v128¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1280¿BinaryExpression¿===¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1281¿Identifier¿¿1969¿v127¿¿¿¿¿Identifier
1282¿Literal¿string¿1969¿¿'ssh'¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1283¿VariableDeclarator¿¿1969¿v129¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1284¿IfStatement¿¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1285¿Identifier¿¿1969¿v128¿¿¿¿¿Identifier
1286¿ExpressionStatement¿¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1287¿AssignmentExpression¿=¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1288¿Identifier¿¿1969¿v129¿¿¿¿¿Identifier
1289¿Identifier¿¿1969¿sshUrl¿¿¿{"start":{"line":36,"column":39},"end":{"line":36,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1290¿BlockStatement¿¿1969¿¿¿¿¿¿BlockStatement
1291¿ExpressionStatement¿¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1292¿AssignmentExpression¿=¿1969¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1293¿Identifier¿¿1969¿v129¿¿¿¿¿Identifier
1294¿Identifier¿¿1969¿httpUrl¿¿¿{"start":{"line":36,"column":48},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1295¿BlockStatement¿¿1969¿¿¿¿¿¿BlockStatement
1296¿VariableDeclarator¿¿1969¿v130¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1297¿CallExpression¿¿1969¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1298¿Identifier¿¿1969¿v129¿¿¿¿¿Identifier
1299¿Identifier¿¿1969¿config¿¿¿{"start":{"line":36,"column":57},"end":{"line":36,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1300¿ReturnStatement¿¿1969¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ReturnStatement
1301¿Identifier¿¿1969¿v130¿¿¿¿¿Identifier
1302¿BlockStatement¿¿1969¿¿¿¿{"start":{"line":35,"column":24},"end":{"line":37,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1303¿VariableDeclarator¿exported¿1961¿sshUrl¿¿¿{"start":{"line":51,"column":0},"end":{"line":69,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1304¿FunctionExpression¿¿1961¿anon¿¿¿{"start":{"line":51,"column":0},"end":{"line":69,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1305¿Identifier¿¿0¿config¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1972¿base¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1307¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1308¿Identifier¿¿1972¿config¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1309¿Identifier¿¿1972¿url¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1310¿VariableDeclarator¿¿1972¿v131¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1311¿CallExpression¿¿1972¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1312¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1313¿Identifier¿¿1972¿base¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1314¿Identifier¿¿1972¿indexOf¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1315¿Literal¿string¿1972¿¿'ssh://'¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1316¿VariableDeclarator¿¿1972¿v132¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1317¿BinaryExpression¿===¿1972¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1318¿Identifier¿¿1972¿v131¿¿¿¿¿Identifier
1319¿Literal¿number¿1972¿¿0¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1320¿IfStatement¿¿1972¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1321¿Identifier¿¿1972¿v132¿¿¿¿¿Identifier
1322¿VariableDeclarator¿¿1972¿v133¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1323¿ArrayExpression¿¿1972¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ArrayExpression
1324¿Identifier¿¿1972¿base¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1325¿Identifier¿¿1972¿base¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1326¿ReturnStatement¿¿1972¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ReturnStatement
1327¿Identifier¿¿1972¿v133¿¿¿¿¿Identifier
1328¿BlockStatement¿¿1972¿¿¿¿{"start":{"line":54,"column":36},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1329¿VariableDeclarator¿¿1972¿v134¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1330¿CallExpression¿¿1972¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1331¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1332¿Identifier¿¿1972¿base¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1333¿Identifier¿¿1972¿indexOf¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1334¿Literal¿string¿1972¿¿'//'¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1335¿VariableDeclarator¿¿1972¿v135¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1336¿UnaryExpression¿-¿1972¿¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿UnaryExpression
1337¿Literal¿number¿1972¿¿1¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1338¿VariableDeclarator¿¿1972¿v136¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1339¿BinaryExpression¿!==¿1972¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1340¿Identifier¿¿1972¿v134¿¿¿¿¿Identifier
1341¿Identifier¿¿1972¿v135¿¿¿¿¿Identifier
1342¿IfStatement¿¿1972¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1343¿Identifier¿¿1972¿v136¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1972¿v137¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1345¿CallExpression¿¿1972¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1346¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1347¿Identifier¿¿1972¿base¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1348¿Identifier¿¿1972¿split¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1349¿Literal¿string¿1972¿¿'//'¿¿{"start":{"line":58,"column":22},"end":{"line":58,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1350¿ExpressionStatement¿¿1972¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1351¿AssignmentExpression¿=¿1972¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1352¿Identifier¿¿1972¿base¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1353¿MemberExpression¿computed¿1972¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1354¿Identifier¿¿1972¿v137¿¿¿¿¿Identifier
1355¿Literal¿number¿1972¿¿1¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1356¿BlockStatement¿¿1972¿¿¿¿{"start":{"line":57,"column":33},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1357¿VariableDeclarator¿¿1972¿v138¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1358¿CallExpression¿¿1972¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1359¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1360¿Identifier¿¿1972¿base¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1361¿Identifier¿¿1972¿indexOf¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1362¿Literal¿string¿1972¿¿'@'¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1363¿VariableDeclarator¿¿1972¿v139¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1364¿UnaryExpression¿-¿1972¿¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿UnaryExpression
1365¿Literal¿number¿1972¿¿1¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1366¿VariableDeclarator¿¿1972¿v140¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1367¿BinaryExpression¿===¿1972¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1368¿Identifier¿¿1972¿v138¿¿¿¿¿Identifier
1369¿Identifier¿¿1972¿v139¿¿¿¿¿Identifier
1370¿IfStatement¿¿1972¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1371¿Identifier¿¿1972¿v140¿¿¿¿¿Identifier
1372¿ExpressionStatement¿¿1972¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1373¿AssignmentExpression¿=¿1972¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1374¿Identifier¿¿1972¿base¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1375¿TemplateLiteral¿¿1972¿¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿TemplateLiteral
1376¿Identifier¿¿1972¿base¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1377¿BlockStatement¿¿1972¿¿¿¿{"start":{"line":60,"column":32},"end":{"line":62,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1378¿VariableDeclarator¿¿1972¿v141¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1379¿CallExpression¿¿1972¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1380¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1381¿Identifier¿¿1972¿base¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1382¿Identifier¿¿1972¿indexOf¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1383¿Literal¿string¿1972¿¿':'¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1384¿VariableDeclarator¿¿1972¿v142¿¿¿{"start":{"line":63,"column":28},"end":{"line":63,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1385¿UnaryExpression¿-¿1972¿¿¿¿{"start":{"line":63,"column":28},"end":{"line":63,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿UnaryExpression
1386¿Literal¿number¿1972¿¿1¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1387¿VariableDeclarator¿¿1972¿v143¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1388¿BinaryExpression¿===¿1972¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1389¿Identifier¿¿1972¿v141¿¿¿¿¿Identifier
1390¿Identifier¿¿1972¿v142¿¿¿¿¿Identifier
1391¿IfStatement¿¿1972¿¿¿¿{"start":{"line":63,"column":2},"end":{"line":65,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1392¿Identifier¿¿1972¿v143¿¿¿¿¿Identifier
1393¿ExpressionStatement¿¿1972¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1394¿AssignmentExpression¿=¿1972¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1395¿Identifier¿¿1972¿base¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1396¿CallExpression¿¿1972¿¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1397¿MemberExpression¿¿1972¿¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1398¿Identifier¿¿1972¿base¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1399¿Identifier¿¿1972¿replace¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1400¿Literal¿string¿1972¿¿'/'¿¿{"start":{"line":64,"column":24},"end":{"line":64,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1401¿Literal¿string¿1972¿¿':'¿¿{"start":{"line":64,"column":29},"end":{"line":64,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1402¿BlockStatement¿¿1972¿¿¿¿{"start":{"line":63,"column":32},"end":{"line":65,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1403¿VariableDeclarator¿¿1972¿url¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1404¿CallExpression¿¿1972¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1405¿Identifier¿¿1972¿shellEscape¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1406¿Identifier¿¿1972¿base¿¿¿{"start":{"line":67,"column":24},"end":{"line":67,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1407¿VariableDeclarator¿¿1972¿v144¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1408¿ArrayExpression¿¿1972¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ArrayExpression
1409¿Identifier¿¿1972¿url¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1410¿Identifier¿¿1972¿url¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1411¿ReturnStatement¿¿1972¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ReturnStatement
1412¿Identifier¿¿1972¿v144¿¿¿¿¿Identifier
1413¿BlockStatement¿¿1972¿¿¿¿{"start":{"line":51,"column":24},"end":{"line":69,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1414¿VariableDeclarator¿exported¿1961¿httpUrl¿¿¿{"start":{"line":71,"column":0},"end":{"line":82,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1415¿FunctionExpression¿¿1961¿anon¿¿¿{"start":{"line":71,"column":0},"end":{"line":82,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1416¿Identifier¿¿0¿config¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1417¿VariableDeclarator¿¿1978¿base¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
