Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
743¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Program
891¿VariableDeclarator¿¿1270¿v91¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
892¿MemberExpression¿¿1270¿¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿MemberExpression
893¿Identifier¿¿1270¿constants¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
894¿Identifier¿¿1270¿X_OK¿¿¿{"start":{"line":37,"column":59},"end":{"line":37,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
895¿VariableDeclarator¿¿1270¿v92¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
896¿BinaryExpression¿|¿1270¿¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
897¿Identifier¿¿1270¿v90¿¿¿¿¿Identifier
898¿Identifier¿¿1270¿v91¿¿¿¿¿Identifier
899¿VariableDeclarator¿¿1270¿v93¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
900¿CallExpression¿¿1270¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
901¿Identifier¿¿1270¿accessSync¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
902¿Identifier¿¿1270¿commandName¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
903¿Identifier¿¿1270¿v92¿¿¿¿¿Identifier
904¿ExpressionStatement¿¿1270¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
905¿Identifier¿¿1270¿v93¿¿¿¿¿Identifier
906¿ReturnStatement¿¿1270¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
907¿Literal¿boolean¿1270¿¿true¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
908¿BlockStatement¿¿1270¿¿¿¿{"start":{"line":36,"column":7},"end":{"line":39,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
909¿CatchClause¿¿1270¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":41,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CatchClause
910¿ReturnStatement¿¿1270¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
911¿Literal¿boolean¿1270¿¿false¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
912¿BlockStatement¿¿1270¿¿¿¿{"start":{"line":39,"column":13},"end":{"line":41,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
913¿Identifier¿¿1270¿e¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
914¿BlockStatement¿¿1270¿¿¿¿{"start":{"line":35,"column":47},"end":{"line":42,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
915¿VariableDeclarator¿¿1257¿CommandExistsUnix¿¿¿{"start":{"line":44,"column":4},"end":{"line":61,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
916¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":44,"column":24},"end":{"line":61,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
917¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":44,"column":33},"end":{"line":44,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
918¿Identifier¿¿0¿callback¿¿¿{"start":{"line":44,"column":46},"end":{"line":44,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
919¿VariableDeclarator¿¿1273¿v105¿¿¿{"start":{"line":46,"column":31},"end":{"line":59,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
920¿FunctionExpression¿¿1273¿anon¿¿¿{"start":{"line":46,"column":31},"end":{"line":59,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
921¿Identifier¿¿0¿isFile¿¿¿{"start":{"line":46,"column":40},"end":{"line":46,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
922¿VariableDeclarator¿¿1275¿v94¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
923¿UnaryExpression¿!¿1275¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
924¿Identifier¿¿1275¿isFile¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
925¿IfStatement¿¿1275¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":56,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
926¿Identifier¿¿1275¿v94¿¿¿¿¿Identifier
927¿VariableDeclarator¿¿1275¿v95¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
928¿BinaryExpression¿+¿1275¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
929¿Literal¿string¿1275¿¿'command -v '¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
930¿Identifier¿¿1275¿commandName¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
931¿VariableDeclarator¿¿1275¿v96¿¿¿{"start":{"line":49,"column":29},"end":{"line":50,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
932¿BinaryExpression¿+¿1275¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":50,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
933¿Identifier¿¿1275¿v95¿¿¿¿¿Identifier
934¿Literal¿string¿1275¿¿' 2>/dev/null'¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
935¿VariableDeclarator¿¿1275¿v97¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
936¿BinaryExpression¿+¿1275¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
937¿Identifier¿¿1275¿v96¿¿¿¿¿Identifier
938¿Literal¿string¿1275¿¿' && { echo >&1 \''¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
939¿VariableDeclarator¿¿1275¿v98¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
940¿BinaryExpression¿+¿1275¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
941¿Identifier¿¿1275¿v97¿¿¿¿¿Identifier
942¿Identifier¿¿1275¿commandName¿¿¿{"start":{"line":51,"column":40},"end":{"line":51,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
943¿VariableDeclarator¿¿1275¿v99¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
944¿BinaryExpression¿+¿1275¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
945¿Identifier¿¿1275¿v98¿¿¿¿¿Identifier
946¿Literal¿string¿1275¿¿' found\'; exit 0; }'¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
947¿VariableDeclarator¿¿1275¿v103¿¿¿{"start":{"line":52,"column":18},"end":{"line":54,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
948¿FunctionExpression¿¿1275¿anon¿¿¿{"start":{"line":52,"column":18},"end":{"line":54,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
949¿Identifier¿¿0¿error¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
950¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
951¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
952¿VariableDeclarator¿¿1277¿v100¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
953¿UnaryExpression¿!¿1277¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
954¿Identifier¿¿1277¿stdout¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
955¿VariableDeclarator¿¿1277¿v101¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
956¿UnaryExpression¿!¿1277¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿UnaryExpression
957¿Identifier¿¿1277¿v100¿¿¿¿¿Identifier
958¿VariableDeclarator¿¿1277¿v102¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1277¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
960¿Identifier¿¿1277¿callback¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
961¿Literal¿object¿1277¿¿null¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
962¿Identifier¿¿1277¿v101¿¿¿¿¿Identifier
963¿ExpressionStatement¿¿1277¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
964¿Identifier¿¿1277¿v102¿¿¿¿¿Identifier
965¿BlockStatement¿¿1277¿¿¿¿{"start":{"line":52,"column":51},"end":{"line":54,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
966¿VariableDeclarator¿¿1275¿child¿¿¿{"start":{"line":49,"column":16},"end":{"line":54,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
967¿CallExpression¿¿1275¿¿¿¿{"start":{"line":49,"column":24},"end":{"line":54,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
968¿Identifier¿¿1275¿exec¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
969¿Identifier¿¿1275¿v99¿¿¿¿¿Identifier
970¿Identifier¿¿1275¿v103¿¿¿¿¿Identifier
971¿ReturnStatement¿¿1275¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ReturnStatement
972¿BlockStatement¿¿1275¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":56,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
973¿VariableDeclarator¿¿1275¿v104¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
974¿CallExpression¿¿1275¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
975¿Identifier¿¿1275¿localExecutable¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
976¿Identifier¿¿1275¿commandName¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
977¿Identifier¿¿1275¿callback¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
978¿ExpressionStatement¿¿1275¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
979¿Identifier¿¿1275¿v104¿¿¿¿¿Identifier
980¿BlockStatement¿¿1275¿¿¿¿{"start":{"line":46,"column":47},"end":{"line":59,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
981¿VariableDeclarator¿¿1273¿v106¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
982¿CallExpression¿¿1273¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
983¿Identifier¿¿1273¿fileNotExists¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
984¿Identifier¿¿1273¿commandName¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
985¿Identifier¿¿1273¿v105¿¿¿¿¿Identifier
986¿ExpressionStatement¿¿1273¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
987¿Identifier¿¿1273¿v106¿¿¿¿¿Identifier
988¿BlockStatement¿¿1273¿¿¿¿{"start":{"line":44,"column":56},"end":{"line":61,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
989¿VariableDeclarator¿¿1257¿commandExistsWindows¿¿¿{"start":{"line":63,"column":4},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
990¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":63,"column":27},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
991¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
992¿Identifier¿¿0¿callback¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
993¿VariableDeclarator¿¿1280¿v107¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
994¿BinaryExpression¿+¿1280¿¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
995¿Literal¿string¿1280¿¿'where '¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
996¿Identifier¿¿1280¿commandName¿¿¿{"start":{"line":64,"column":30},"end":{"line":64,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
997¿VariableDeclarator¿¿1280¿v111¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
998¿FunctionExpression¿¿1280¿anon¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
999¿Identifier¿¿0¿error¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1000¿VariableDeclarator¿¿1282¿v108¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1001¿BinaryExpression¿!==¿1282¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1002¿Identifier¿¿1282¿error¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1003¿Literal¿object¿1282¿¿null¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1004¿IfStatement¿¿1282¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":70,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
1005¿Identifier¿¿1282¿v108¿¿¿¿¿Identifier
1006¿VariableDeclarator¿¿1282¿v109¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1007¿CallExpression¿¿1282¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1008¿Identifier¿¿1282¿callback¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1009¿Literal¿object¿1282¿¿null¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1010¿Literal¿boolean¿1282¿¿false¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1011¿ExpressionStatement¿¿1282¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1012¿Identifier¿¿1282¿v109¿¿¿¿¿Identifier
1013¿BlockStatement¿¿1282¿¿¿¿{"start":{"line":66,"column":25},"end":{"line":68,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1014¿VariableDeclarator¿¿1282¿v110¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1015¿CallExpression¿¿1282¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1016¿Identifier¿¿1282¿callback¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1017¿Literal¿object¿1282¿¿null¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1018¿Literal¿boolean¿1282¿¿true¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
1019¿ExpressionStatement¿¿1282¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿ExpressionStatement
1020¿Identifier¿¿1282¿v110¿¿¿¿¿Identifier
1021¿BlockStatement¿¿1282¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":70,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1022¿BlockStatement¿¿1282¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1023¿VariableDeclarator¿¿1280¿child¿¿¿{"start":{"line":64,"column":6},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1280¿¿¿¿{"start":{"line":64,"column":14},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1025¿Identifier¿¿1280¿exec¿¿¿{"start":{"line":64,"column":14},"end":{"line":64,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1026¿Identifier¿¿1280¿v107¿¿¿¿¿Identifier
1027¿Identifier¿¿1280¿v111¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1280¿¿¿¿{"start":{"line":63,"column":59},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BlockStatement
1029¿VariableDeclarator¿¿1257¿commandExistsUnixSync¿¿¿{"start":{"line":75,"column":4},"end":{"line":90,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1030¿FunctionExpression¿¿1257¿anon¿¿¿{"start":{"line":75,"column":28},"end":{"line":90,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿FunctionExpression
1031¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":75,"column":37},"end":{"line":75,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1032¿VariableDeclarator¿¿1285¿v112¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1033¿CallExpression¿¿1285¿¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿CallExpression
1034¿Identifier¿¿1285¿fileNotExistsSync¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1035¿Identifier¿¿1285¿commandName¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Identifier
1036¿IfStatement¿¿1285¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":86,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿IfStatement
1037¿Identifier¿¿1285¿v112¿¿¿¿¿Identifier
1038¿TryStatement¿¿1285¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":85,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿TryStatement
1039¿VariableDeclarator¿¿1285¿v113¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿VariableDeclarator
1040¿BinaryExpression¿+¿1285¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿BinaryExpression
1041¿Literal¿string¿1285¿¿'command -v '¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/659/src/command-exists.js"}¿¿Literal
