Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
915¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Program
1046¿VariableDeclarator¿¿1597¿_¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1047¿MemberExpression¿computed¿1597¿¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1048¿Identifier¿¿1597¿v113¿¿¿¿¿Identifier
1049¿Literal¿number¿1597¿¿0¿¿¿¿Literal
1050¿VariableDeclarator¿¿1597¿pid¿¿¿{"start":{"line":19,"column":16},"end":{"line":19,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1051¿MemberExpression¿computed¿1597¿¿¿¿{"start":{"line":19,"column":16},"end":{"line":19,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1052¿Identifier¿¿1597¿v113¿¿¿¿¿Identifier
1053¿Literal¿number¿1597¿¿1¿¿¿¿Literal
1054¿VariableDeclarator¿¿1597¿name¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1055¿MemberExpression¿computed¿1597¿¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1056¿Identifier¿¿1597¿v113¿¿¿¿¿Identifier
1057¿Literal¿number¿1597¿¿2¿¿¿¿Literal
1058¿VariableDeclarator¿¿1597¿v114¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1059¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1060¿Identifier¿¿1597¿processObj¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1061¿Identifier¿¿1597¿children¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1062¿VariableDeclarator¿¿1597¿v115¿¿¿{"start":{"line":20,"column":56},"end":{"line":20,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1063¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":20,"column":56},"end":{"line":20,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1064¿Identifier¿¿1597¿processObj¿¿¿{"start":{"line":20,"column":56},"end":{"line":20,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1065¿Identifier¿¿1597¿level¿¿¿{"start":{"line":20,"column":67},"end":{"line":20,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1066¿VariableDeclarator¿¿1597¿v116¿¿¿{"start":{"line":20,"column":56},"end":{"line":20,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1067¿BinaryExpression¿+¿1597¿¿¿¿{"start":{"line":20,"column":56},"end":{"line":20,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BinaryExpression
1068¿Identifier¿¿1597¿v115¿¿¿¿¿Identifier
1069¿Literal¿number¿1597¿¿1¿¿{"start":{"line":20,"column":75},"end":{"line":20,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1070¿VariableDeclarator¿¿1597¿v117¿¿¿{"start":{"line":20,"column":33},"end":{"line":20,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1071¿NewExpression¿¿1597¿¿¿¿{"start":{"line":20,"column":33},"end":{"line":20,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿NewExpression
1072¿Identifier¿¿1597¿Process¿¿¿{"start":{"line":20,"column":37},"end":{"line":20,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1073¿Identifier¿¿1597¿pid¿¿¿{"start":{"line":20,"column":45},"end":{"line":20,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1074¿Identifier¿¿1597¿name¿¿¿{"start":{"line":20,"column":50},"end":{"line":20,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1075¿Identifier¿¿1597¿v116¿¿¿¿¿Identifier
1076¿VariableDeclarator¿¿1597¿v118¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1077¿CallExpression¿¿1597¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1078¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1079¿Identifier¿¿1597¿v114¿¿¿¿¿Identifier
1080¿Identifier¿¿1597¿push¿¿¿{"start":{"line":20,"column":28},"end":{"line":20,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1081¿Identifier¿¿1597¿v117¿¿¿¿¿Identifier
1082¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1083¿Identifier¿¿1597¿v118¿¿¿¿¿Identifier
1084¿VariableDeclarator¿¿1597¿v119¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1085¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1597¿processObj¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1087¿Identifier¿¿1597¿children¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1597¿v121¿¿¿{"start":{"line":21,"column":36},"end":{"line":21,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1089¿ArrowFunctionExpression¿¿1597¿¿¿¿{"start":{"line":21,"column":36},"end":{"line":21,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ArrowFunctionExpression
1090¿Identifier¿¿0¿el¿¿¿{"start":{"line":21,"column":36},"end":{"line":21,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿¿1599¿v120¿¿¿{"start":{"line":21,"column":42},"end":{"line":21,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1092¿CallExpression¿¿1599¿¿¿¿{"start":{"line":21,"column":42},"end":{"line":21,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1093¿MemberExpression¿¿1599¿¿¿¿{"start":{"line":21,"column":42},"end":{"line":21,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1094¿ThisExpression¿¿1599¿¿¿¿{"start":{"line":21,"column":42},"end":{"line":21,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1095¿Identifier¿¿1599¿_buildProcessTree¿¿¿{"start":{"line":21,"column":47},"end":{"line":21,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1096¿Identifier¿¿1599¿el¿¿¿{"start":{"line":21,"column":65},"end":{"line":21,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1097¿ReturnStatement¿¿1599¿¿¿¿¿¿ReturnStatement
1098¿Identifier¿¿1599¿v120¿¿¿¿¿Identifier
1099¿BlockStatement¿¿1599¿¿¿¿¿¿BlockStatement
1100¿VariableDeclarator¿¿1597¿v122¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1597¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1102¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1103¿Identifier¿¿1597¿v119¿¿¿¿¿Identifier
1104¿Identifier¿¿1597¿forEach¿¿¿{"start":{"line":21,"column":28},"end":{"line":21,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1597¿v121¿¿¿¿¿Identifier
1106¿ExpressionStatement¿¿1597¿¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1107¿Identifier¿¿1597¿v122¿¿¿¿¿Identifier
1108¿BlockStatement¿¿1597¿¿¿¿{"start":{"line":18,"column":28},"end":{"line":22,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1109¿VariableDeclarator¿¿1593¿v124¿¿¿{"start":{"line":18,"column":6},"end":{"line":22,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1110¿CallExpression¿¿1593¿¿¿¿{"start":{"line":18,"column":6},"end":{"line":22,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1111¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":18,"column":6},"end":{"line":18,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1112¿Identifier¿¿1593¿lines¿¿¿{"start":{"line":18,"column":6},"end":{"line":18,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1113¿Identifier¿¿1593¿forEach¿¿¿{"start":{"line":18,"column":12},"end":{"line":18,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1114¿Identifier¿¿1593¿v123¿¿¿¿¿Identifier
1115¿ExpressionStatement¿¿1593¿¿¿¿{"start":{"line":18,"column":6},"end":{"line":22,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1116¿Identifier¿¿1593¿v124¿¿¿¿¿Identifier
1117¿BlockStatement¿¿1593¿¿¿¿{"start":{"line":16,"column":8},"end":{"line":23,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1118¿CatchClause¿¿1593¿¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CatchClause
1119¿BlockStatement¿¿1593¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1120¿Identifier¿¿1593¿e¿¿¿{"start":{"line":23,"column":12},"end":{"line":23,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1121¿ReturnStatement¿¿1593¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ReturnStatement
1122¿Identifier¿¿1593¿processObj¿¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1123¿BlockStatement¿¿1593¿¿¿¿{"start":{"line":14,"column":32},"end":{"line":25,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1124¿VariableDeclarator¿exported¿1589¿v143¿¿¿{"start":{"line":27,"column":17},"end":{"line":34,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1125¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":27,"column":17},"end":{"line":34,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿FunctionExpression
1126¿Identifier¿¿0¿processObj¿¿¿{"start":{"line":27,"column":18},"end":{"line":27,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1127¿VariableDeclarator¿¿1602¿v126¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1128¿UnaryExpression¿typeof¿1602¿¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿UnaryExpression
1129¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1130¿VariableDeclarator¿¿1602¿v127¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1131¿BinaryExpression¿===¿1602¿¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BinaryExpression
1132¿Identifier¿¿1602¿v126¿¿¿¿¿Identifier
1133¿Literal¿string¿1602¿¿'number'¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1134¿VariableDeclarator¿¿1602¿v128¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1135¿LogicalExpression¿&&¿1602¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿LogicalExpression
1136¿Identifier¿¿1602¿v127¿¿¿¿¿Identifier
1137¿AssignmentExpression¿=¿1602¿¿¿¿{"start":{"line":28,"column":41},"end":{"line":28,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1138¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":28,"column":41},"end":{"line":28,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1139¿CallExpression¿¿1602¿¿¿¿{"start":{"line":28,"column":54},"end":{"line":28,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1140¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":28,"column":54},"end":{"line":28,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1141¿ThisExpression¿¿1602¿¿¿¿{"start":{"line":28,"column":54},"end":{"line":28,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1142¿Identifier¿¿1602¿getProcessTree¿¿¿{"start":{"line":28,"column":59},"end":{"line":28,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1143¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":28,"column":74},"end":{"line":28,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1144¿ExpressionStatement¿¿1602¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1145¿Identifier¿¿1602¿v128¿¿¿¿¿Identifier
1146¿VariableDeclarator¿¿1602¿v129¿¿¿{"start":{"line":29,"column":23},"end":{"line":29,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1147¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":29,"column":23},"end":{"line":29,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1148¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":29,"column":23},"end":{"line":29,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1149¿Identifier¿¿1602¿level¿¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1150¿VariableDeclarator¿¿1602¿v130¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1602¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1152¿Identifier¿¿1602¿Array¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1153¿Identifier¿¿1602¿v129¿¿¿¿¿Identifier
1154¿VariableDeclarator¿¿1602¿v131¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1155¿CallExpression¿¿1602¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1156¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1157¿Identifier¿¿1602¿v130¿¿¿¿¿Identifier
1158¿Identifier¿¿1602¿fill¿¿¿{"start":{"line":29,"column":41},"end":{"line":29,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1159¿Literal¿string¿1602¿¿'  '¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1160¿VariableDeclarator¿¿1602¿prefix¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1161¿CallExpression¿¿1602¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1162¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1602¿v131¿¿¿¿¿Identifier
1164¿Identifier¿¿1602¿join¿¿¿{"start":{"line":29,"column":52},"end":{"line":29,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1165¿Literal¿string¿1602¿¿''¿¿{"start":{"line":29,"column":57},"end":{"line":29,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1166¿VariableDeclarator¿¿1602¿name¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1167¿VariableDeclarator¿¿1602¿v132¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1168¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1169¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1170¿Identifier¿¿1602¿name¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1602¿v133¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1172¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1173¿Identifier¿¿1602¿v132¿¿¿¿¿Identifier
1174¿Identifier¿¿1602¿length¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1175¿VariableDeclarator¿¿1602¿v134¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1176¿BinaryExpression¿>¿1602¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BinaryExpression
1177¿Identifier¿¿1602¿v133¿¿¿¿¿Identifier
1178¿Literal¿number¿1602¿¿80¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1179¿VariableDeclarator¿¿1602¿v135¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1180¿MemberExpression¿¿1602¿¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1181¿Identifier¿¿1602¿processObj¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1182¿Identifier¿¿1602¿name¿¿¿{"start":{"line":30,"column":56},"end":{"line":30,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1183¿VariableDeclarator¿¿1602¿v136¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
