Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
598¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":135,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Program
743¿Identifier¿¿1040¿command¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
744¿VariableDeclarator¿¿1040¿v81¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
745¿BinaryExpression¿==¿1040¿¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BinaryExpression
746¿Identifier¿¿1040¿v80¿¿¿¿¿Identifier
747¿Literal¿string¿1040¿¿'object'¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
748¿IfStatement¿¿1040¿¿¿¿{"start":{"line":31,"column":9},"end":{"line":133,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿IfStatement
749¿Identifier¿¿1040¿v81¿¿¿¿¿Identifier
750¿VariableDeclarator¿¿1040¿allPromis¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
751¿ArrayExpression¿¿1040¿¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ArrayExpression
752¿VariableDeclarator¿¿1040¿k¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
753¿ForInStatement¿¿1040¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ForInStatement
754¿Identifier¿¿1040¿k¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
755¿Identifier¿¿1040¿command¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
756¿VariableDeclarator¿¿1040¿v82¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
757¿MemberExpression¿computed¿1040¿¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
758¿Identifier¿¿1040¿command¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
759¿Identifier¿¿1040¿k¿¿¿{"start":{"line":38,"column":30},"end":{"line":38,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
760¿VariableDeclarator¿¿1040¿v83¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
761¿CallExpression¿¿1040¿¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
762¿Identifier¿¿1040¿cmd¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
763¿Identifier¿¿1040¿v82¿¿¿¿¿Identifier
764¿Literal¿object¿1040¿¿null¿¿{"start":{"line":38,"column":33},"end":{"line":38,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
765¿Identifier¿¿1040¿_log¿¿¿{"start":{"line":38,"column":38},"end":{"line":38,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
766¿VariableDeclarator¿¿1040¿v84¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
767¿CallExpression¿¿1040¿¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
768¿MemberExpression¿¿1040¿¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
769¿Identifier¿¿1040¿allPromis¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
770¿Identifier¿¿1040¿push¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
771¿Identifier¿¿1040¿v83¿¿¿¿¿Identifier
772¿ExpressionStatement¿¿1040¿¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
773¿Identifier¿¿1040¿v84¿¿¿¿¿Identifier
774¿BlockStatement¿¿1040¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
775¿VariableDeclarator¿¿1040¿v85¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
776¿CallExpression¿¿1040¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
777¿MemberExpression¿¿1040¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
778¿Identifier¿¿1040¿Promise¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
779¿Identifier¿¿1040¿all¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
780¿Identifier¿¿1040¿allPromis¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
781¿ReturnStatement¿¿1040¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ReturnStatement
782¿Identifier¿¿1040¿v85¿¿¿¿¿Identifier
783¿BlockStatement¿¿1040¿¿¿¿{"start":{"line":31,"column":39},"end":{"line":41,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BlockStatement
784¿VariableDeclarator¿¿1040¿v86¿¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
785¿BinaryExpression¿+¿1040¿¿¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BinaryExpression
786¿Literal¿string¿1040¿¿'command start: '¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
787¿Identifier¿¿1040¿command¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
788¿VariableDeclarator¿¿1040¿v87¿¿¿{"start":{"line":43,"column":9},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
789¿ObjectExpression¿¿1040¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
790¿Property¿¿1040¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
791¿Identifier¿¿1040¿state¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
792¿Literal¿string¿1040¿¿'start'¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
793¿Property¿¿1040¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
794¿Identifier¿¿1040¿txt¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
795¿Identifier¿¿1040¿v86¿¿¿¿¿Identifier
796¿VariableDeclarator¿¿1040¿v88¿¿¿{"start":{"line":43,"column":4},"end":{"line":46,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
797¿CallExpression¿¿1040¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":46,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
798¿Identifier¿¿1040¿_log¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
799¿Identifier¿¿1040¿v87¿¿¿¿¿Identifier
800¿ExpressionStatement¿¿1040¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
801¿Identifier¿¿1040¿v88¿¿¿¿¿Identifier
802¿VariableDeclarator¿¿1040¿v120¿¿¿{"start":{"line":47,"column":31},"end":{"line":131,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
803¿FunctionExpression¿¿1040¿anon¿¿¿{"start":{"line":47,"column":31},"end":{"line":131,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿FunctionExpression
804¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":47,"column":40},"end":{"line":47,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
805¿Identifier¿¿0¿reject¿¿¿{"start":{"line":47,"column":49},"end":{"line":47,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
806¿VariableDeclarator¿¿1054¿v89¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
807¿CallExpression¿¿1054¿¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
808¿Identifier¿¿1054¿require¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
809¿Literal¿string¿1054¿¿'child_process'¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
810¿VariableDeclarator¿¿1054¿exec¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
811¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
812¿Identifier¿¿1054¿v89¿¿¿¿¿Identifier
813¿Identifier¿¿1054¿exec¿¿¿{"start":{"line":48,"column":42},"end":{"line":48,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
814¿VariableDeclarator¿¿1054¿v90¿¿¿{"start":{"line":49,"column":32},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
815¿ObjectExpression¿¿1054¿¿¿¿{"start":{"line":49,"column":32},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
816¿Property¿¿1054¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
817¿Identifier¿¿1054¿encoding¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
818¿Literal¿string¿1054¿¿'utf-8'¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
819¿VariableDeclarator¿¿1054¿child¿¿¿{"start":{"line":49,"column":10},"end":{"line":51,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
820¿CallExpression¿¿1054¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":51,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
821¿Identifier¿¿1054¿exec¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
822¿Identifier¿¿1054¿command¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
823¿Identifier¿¿1054¿v90¿¿¿¿¿Identifier
824¿VariableDeclarator¿¿1054¿_data¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
825¿ArrayExpression¿¿1054¿¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ArrayExpression
826¿VariableDeclarator¿¿1054¿_error¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
827¿ArrayExpression¿¿1054¿¿¿¿{"start":{"line":56,"column":17},"end":{"line":56,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ArrayExpression
828¿VariableDeclarator¿¿1054¿v91¿¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
829¿BinaryExpression¿+¿1054¿¿¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BinaryExpression
830¿Literal¿string¿1054¿¿'executing: '¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
831¿Identifier¿¿1054¿command¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
832¿VariableDeclarator¿¿1054¿v92¿¿¿{"start":{"line":58,"column":11},"end":{"line":61,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
833¿ObjectExpression¿¿1054¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":61,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
834¿Property¿¿1054¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
835¿Identifier¿¿1054¿state¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
836¿Literal¿string¿1054¿¿'run'¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
837¿Property¿¿1054¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
838¿Identifier¿¿1054¿txt¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
839¿Identifier¿¿1054¿v91¿¿¿¿¿Identifier
840¿VariableDeclarator¿¿1054¿v93¿¿¿{"start":{"line":58,"column":6},"end":{"line":61,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
841¿CallExpression¿¿1054¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":61,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
842¿Identifier¿¿1054¿_log¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
843¿Identifier¿¿1054¿v92¿¿¿¿¿Identifier
844¿ExpressionStatement¿¿1054¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
845¿Identifier¿¿1054¿v93¿¿¿¿¿Identifier
846¿VariableDeclarator¿¿1054¿v94¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
847¿MemberExpression¿¿1054¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
848¿Identifier¿¿1054¿child¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
849¿Identifier¿¿1054¿stdout¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
850¿VariableDeclarator¿¿1054¿v101¿¿¿{"start":{"line":64,"column":30},"end":{"line":89,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
851¿FunctionExpression¿¿1054¿anon¿¿¿{"start":{"line":64,"column":30},"end":{"line":89,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿FunctionExpression
852¿Identifier¿¿0¿data¿¿¿{"start":{"line":64,"column":39},"end":{"line":64,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
853¿VariableDeclarator¿¿1056¿v95¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
854¿CallExpression¿¿1056¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿CallExpression
855¿MemberExpression¿¿1056¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
856¿Identifier¿¿1056¿_data¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
857¿Identifier¿¿1056¿push¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
858¿Identifier¿¿1056¿data¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
859¿ExpressionStatement¿¿1056¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ExpressionStatement
860¿Identifier¿¿1056¿v95¿¿¿¿¿Identifier
861¿VariableDeclarator¿¿1056¿v96¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
862¿MemberExpression¿¿1056¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
863¿Identifier¿¿1056¿data¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
864¿Identifier¿¿1056¿code¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
865¿VariableDeclarator¿¿1056¿code¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
866¿LogicalExpression¿||¿1056¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿LogicalExpression
867¿Identifier¿¿1056¿v96¿¿¿¿¿Identifier
868¿Identifier¿¿1056¿data¿¿¿{"start":{"line":72,"column":32},"end":{"line":72,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
869¿VariableDeclarator¿¿1056¿v97¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
870¿MemberExpression¿¿1056¿¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿MemberExpression
871¿Identifier¿¿1056¿data¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
872¿Identifier¿¿1056¿code¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
873¿VariableDeclarator¿¿1056¿v98¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
874¿BinaryExpression¿+¿1056¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿BinaryExpression
875¿Literal¿string¿1056¿¿'data code:'¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
876¿Identifier¿¿1056¿v97¿¿¿¿¿Identifier
877¿VariableDeclarator¿¿1056¿v99¿¿¿{"start":{"line":73,"column":13},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿VariableDeclarator
878¿ObjectExpression¿¿1056¿¿¿¿{"start":{"line":73,"column":13},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿ObjectExpression
879¿Property¿¿1056¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
880¿Identifier¿¿1056¿state¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Identifier
881¿Literal¿string¿1056¿¿'run'¿¿{"start":{"line":74,"column":17},"end":{"line":74,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Literal
882¿Property¿¿1056¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/wc-cmd_1.0.9/src/index.js"}¿¿Property
