Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
826¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Program
965¿Identifier¿¿1454¿main¿¿¿{"start":{"line":15,"column":0},"end":{"line":15,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
966¿Identifier¿¿1454¿isPlainObject¿¿¿{"start":{"line":15,"column":5},"end":{"line":15,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
967¿Identifier¿¿1454¿isPlainObject¿¿¿{"start":{"line":15,"column":21},"end":{"line":15,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
968¿ExpressionStatement¿¿1454¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
969¿AssignmentExpression¿=¿1454¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
970¿MemberExpression¿¿1454¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
971¿Identifier¿¿1454¿main¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
972¿Identifier¿¿1454¿recursive¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
973¿Identifier¿¿1454¿recursive¿¿¿{"start":{"line":16,"column":17},"end":{"line":16,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
974¿VariableDeclarator¿¿1454¿merge¿¿¿{"start":{"line":17,"column":0},"end":{"line":23,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
975¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":17,"column":0},"end":{"line":23,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿FunctionExpression
976¿VariableDeclarator¿¿1459¿items¿¿¿{"start":{"line":18,"column":8},"end":{"line":18,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
977¿ArrayExpression¿¿1459¿¿¿¿{"start":{"line":18,"column":16},"end":{"line":18,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ArrayExpression
978¿VariableDeclarator¿¿1459¿_i¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
979¿Literal¿number¿1459¿¿0¿¿{"start":{"line":19,"column":18},"end":{"line":19,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
980¿VariableDeclarator¿¿1459¿v80¿¿¿{"start":{"line":19,"column":26},"end":{"line":19,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
981¿MemberExpression¿¿1459¿¿¿¿{"start":{"line":19,"column":26},"end":{"line":19,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
982¿Identifier¿¿1459¿arguments¿¿¿{"start":{"line":19,"column":26},"end":{"line":19,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
983¿Identifier¿¿1459¿length¿¿¿{"start":{"line":19,"column":36},"end":{"line":19,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
984¿VariableDeclarator¿¿1459¿v81¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
985¿BinaryExpression¿<¿1459¿¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
986¿Identifier¿¿1459¿_i¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
987¿Identifier¿¿1459¿v80¿¿¿¿¿Identifier
988¿WhileStatement¿¿1459¿¿¿¿{"start":{"line":19,"column":4},"end":{"line":21,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿WhileStatement
989¿Identifier¿¿1459¿v81¿¿¿¿¿Identifier
990¿VariableDeclarator¿¿1459¿v83¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
991¿MemberExpression¿computed¿1459¿¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
992¿Identifier¿¿1459¿arguments¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
993¿Identifier¿¿1459¿_i¿¿¿{"start":{"line":20,"column":30},"end":{"line":20,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
994¿ExpressionStatement¿¿1459¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
995¿AssignmentExpression¿=¿1459¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
996¿MemberExpression¿computed¿1459¿¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
997¿Identifier¿¿1459¿items¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
998¿Identifier¿¿1459¿_i¿¿¿{"start":{"line":20,"column":14},"end":{"line":20,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
999¿Identifier¿¿1459¿v83¿¿¿¿¿Identifier
1000¿VariableDeclarator¿¿1459¿v82¿¿¿{"start":{"line":19,"column":44},"end":{"line":19,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1001¿UpdateExpression¿¿1459¿¿¿¿{"start":{"line":19,"column":44},"end":{"line":19,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UpdateExpression
1002¿Identifier¿¿1459¿_i¿¿¿{"start":{"line":19,"column":44},"end":{"line":19,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1003¿ExpressionStatement¿¿1459¿¿¿¿{"start":{"line":19,"column":4},"end":{"line":21,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1004¿AssignmentExpression¿=¿1459¿¿¿¿{"start":{"line":19,"column":4},"end":{"line":21,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1005¿Identifier¿¿1459¿v81¿¿¿{"start":{"line":19,"column":4},"end":{"line":21,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1006¿BinaryExpression¿<¿1459¿¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1007¿Identifier¿¿1459¿_i¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1008¿Identifier¿¿1459¿v80¿¿¿¿¿Identifier
1009¿BlockStatement¿¿1459¿¿¿¿¿¿BlockStatement
1010¿VariableDeclarator¿¿1459¿v84¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1011¿MemberExpression¿computed¿1459¿¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1012¿Identifier¿¿1459¿items¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1013¿Literal¿number¿1459¿¿0¿¿{"start":{"line":22,"column":24},"end":{"line":22,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1014¿VariableDeclarator¿¿1459¿v85¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1015¿BinaryExpression¿===¿1459¿¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1016¿Identifier¿¿1459¿v84¿¿¿¿¿Identifier
1017¿Literal¿boolean¿1459¿¿true¿¿{"start":{"line":22,"column":31},"end":{"line":22,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1018¿VariableDeclarator¿¿1459¿v86¿¿¿{"start":{"line":22,"column":11},"end":{"line":22,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1019¿CallExpression¿¿1459¿¿¿¿{"start":{"line":22,"column":11},"end":{"line":22,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1020¿Identifier¿¿1459¿_merge¿¿¿{"start":{"line":22,"column":11},"end":{"line":22,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1021¿Identifier¿¿1459¿v85¿¿¿¿¿Identifier
1022¿Literal¿boolean¿1459¿¿false¿¿{"start":{"line":22,"column":37},"end":{"line":22,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1023¿Identifier¿¿1459¿items¿¿¿{"start":{"line":22,"column":44},"end":{"line":22,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1024¿ReturnStatement¿¿1459¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1025¿Identifier¿¿1459¿v86¿¿¿¿¿Identifier
1026¿BlockStatement¿¿1459¿¿¿¿{"start":{"line":17,"column":17},"end":{"line":23,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1027¿ExpressionStatement¿¿1454¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1028¿AssignmentExpression¿=¿1454¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1029¿MemberExpression¿¿1454¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1030¿Identifier¿¿1454¿exports¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1031¿Identifier¿¿1454¿merge¿¿¿{"start":{"line":24,"column":8},"end":{"line":24,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1032¿Identifier¿¿1454¿merge¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1033¿VariableDeclarator¿¿1454¿recursive¿¿¿{"start":{"line":25,"column":0},"end":{"line":31,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1034¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":25,"column":0},"end":{"line":31,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿FunctionExpression
1035¿VariableDeclarator¿¿1462¿items¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1036¿ArrayExpression¿¿1462¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ArrayExpression
1037¿VariableDeclarator¿¿1462¿_i¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1038¿Literal¿number¿1462¿¿0¿¿{"start":{"line":27,"column":18},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1039¿VariableDeclarator¿¿1462¿v87¿¿¿{"start":{"line":27,"column":26},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1040¿MemberExpression¿¿1462¿¿¿¿{"start":{"line":27,"column":26},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1041¿Identifier¿¿1462¿arguments¿¿¿{"start":{"line":27,"column":26},"end":{"line":27,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1042¿Identifier¿¿1462¿length¿¿¿{"start":{"line":27,"column":36},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1462¿v88¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1044¿BinaryExpression¿<¿1462¿¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1045¿Identifier¿¿1462¿_i¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1046¿Identifier¿¿1462¿v87¿¿¿¿¿Identifier
1047¿WhileStatement¿¿1462¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":29,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿WhileStatement
1048¿Identifier¿¿1462¿v88¿¿¿¿¿Identifier
1049¿VariableDeclarator¿¿1462¿v90¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1050¿MemberExpression¿computed¿1462¿¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1462¿arguments¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1052¿Identifier¿¿1462¿_i¿¿¿{"start":{"line":28,"column":30},"end":{"line":28,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1053¿ExpressionStatement¿¿1462¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1054¿AssignmentExpression¿=¿1462¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1055¿MemberExpression¿computed¿1462¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1056¿Identifier¿¿1462¿items¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1057¿Identifier¿¿1462¿_i¿¿¿{"start":{"line":28,"column":14},"end":{"line":28,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1058¿Identifier¿¿1462¿v90¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1462¿v89¿¿¿{"start":{"line":27,"column":44},"end":{"line":27,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1060¿UpdateExpression¿¿1462¿¿¿¿{"start":{"line":27,"column":44},"end":{"line":27,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿UpdateExpression
1061¿Identifier¿¿1462¿_i¿¿¿{"start":{"line":27,"column":44},"end":{"line":27,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1062¿ExpressionStatement¿¿1462¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":29,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1063¿AssignmentExpression¿=¿1462¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":29,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1064¿Identifier¿¿1462¿v88¿¿¿{"start":{"line":27,"column":4},"end":{"line":29,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1065¿BinaryExpression¿<¿1462¿¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1066¿Identifier¿¿1462¿_i¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1067¿Identifier¿¿1462¿v87¿¿¿¿¿Identifier
1068¿BlockStatement¿¿1462¿¿¿¿¿¿BlockStatement
1069¿VariableDeclarator¿¿1462¿v91¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1070¿MemberExpression¿computed¿1462¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1071¿Identifier¿¿1462¿items¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1072¿Literal¿number¿1462¿¿0¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1073¿VariableDeclarator¿¿1462¿v92¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1074¿BinaryExpression¿===¿1462¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BinaryExpression
1075¿Identifier¿¿1462¿v91¿¿¿¿¿Identifier
1076¿Literal¿boolean¿1462¿¿true¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1077¿VariableDeclarator¿¿1462¿v93¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1078¿CallExpression¿¿1462¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1079¿Identifier¿¿1462¿_merge¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1080¿Identifier¿¿1462¿v92¿¿¿¿¿Identifier
1081¿Literal¿boolean¿1462¿¿true¿¿{"start":{"line":30,"column":37},"end":{"line":30,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1082¿Identifier¿¿1462¿items¿¿¿{"start":{"line":30,"column":43},"end":{"line":30,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1083¿ReturnStatement¿¿1462¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ReturnStatement
1084¿Identifier¿¿1462¿v93¿¿¿¿¿Identifier
1085¿BlockStatement¿¿1462¿¿¿¿{"start":{"line":25,"column":21},"end":{"line":31,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿BlockStatement
1086¿ExpressionStatement¿¿1454¿¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ExpressionStatement
1087¿AssignmentExpression¿=¿1454¿¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿AssignmentExpression
1088¿MemberExpression¿¿1454¿¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1089¿Identifier¿¿1454¿exports¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1454¿recursive¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1091¿Identifier¿¿1454¿recursive¿¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1092¿VariableDeclarator¿¿1454¿clone¿¿¿{"start":{"line":33,"column":0},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1093¿FunctionExpression¿¿1454¿anon¿¿¿{"start":{"line":33,"column":0},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿FunctionExpression
1094¿Identifier¿¿0¿input¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1095¿VariableDeclarator¿¿1465¿v94¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1465¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿CallExpression
1097¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿MemberExpression
1098¿Identifier¿¿1465¿Array¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1099¿Identifier¿¿1465¿isArray¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1100¿Identifier¿¿1465¿input¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Identifier
1101¿IfStatement¿¿1465¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿IfStatement
1102¿Identifier¿¿1465¿v94¿¿¿¿¿Identifier
1103¿VariableDeclarator¿¿1465¿output¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1104¿ArrayExpression¿¿1465¿¿¿¿{"start":{"line":35,"column":21},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿ArrayExpression
1105¿VariableDeclarator¿¿1465¿index¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
1106¿Literal¿number¿1465¿¿0¿¿{"start":{"line":36,"column":25},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿Literal
1107¿VariableDeclarator¿¿1465¿v95¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge_2.1.0/src/index.js"}¿¿VariableDeclarator
