Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2329¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":300,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Program
2604¿Literal¿object¿4114¿¿null¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2605¿IfStatement¿¿4114¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2606¿Identifier¿¿4114¿v266¿¿¿¿¿Identifier
2607¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2608¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2609¿Identifier¿¿4114¿filesPath¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2610¿CallExpression¿¿4114¿¿¿¿{"start":{"line":67,"column":44},"end":{"line":67,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2611¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":67,"column":44},"end":{"line":67,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2612¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":67,"column":44},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2613¿Identifier¿¿4114¿replace¿¿¿{"start":{"line":67,"column":48},"end":{"line":67,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2614¿Literal¿object¿4114¿¿/^--path=/¿¿{"start":{"line":67,"column":56},"end":{"line":67,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2615¿Literal¿string¿4114¿¿''¿¿{"start":{"line":67,"column":68},"end":{"line":67,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2616¿BlockStatement¿¿4114¿¿¿¿¿¿BlockStatement
2617¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":66,"column":40},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2618¿VariableDeclarator¿¿4114¿v267¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2619¿CallExpression¿¿4114¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2620¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2621¿Literal¿object¿4114¿¿/^--host=.+$/¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2622¿Identifier¿¿4114¿test¿¿¿{"start":{"line":68,"column":29},"end":{"line":68,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2623¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":68,"column":34},"end":{"line":68,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2624¿IfStatement¿¿4114¿¿¿¿{"start":{"line":68,"column":11},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2625¿Identifier¿¿4114¿v267¿¿¿¿¿Identifier
2626¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2627¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2628¿Identifier¿¿4114¿host¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2629¿CallExpression¿¿4114¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2630¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2631¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2632¿Identifier¿¿4114¿replace¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2633¿Literal¿object¿4114¿¿/^--host=/¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2634¿Literal¿string¿4114¿¿''¿¿{"start":{"line":69,"column":39},"end":{"line":69,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2635¿VariableDeclarator¿¿4114¿v268¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2636¿BinaryExpression¿==¿4114¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2637¿Identifier¿¿4114¿host¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2638¿Literal¿string¿4114¿¿'*'¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2639¿IfStatement¿¿4114¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2640¿Identifier¿¿4114¿v268¿¿¿¿¿Identifier
2641¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2642¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2643¿Identifier¿¿4114¿host¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2644¿Literal¿object¿4114¿¿null¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2645¿BlockStatement¿¿4114¿¿¿¿¿¿BlockStatement
2646¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":68,"column":40},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2647¿VariableDeclarator¿¿4114¿v269¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2648¿CallExpression¿¿4114¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2649¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2650¿Literal¿object¿4114¿¿/^--port=.+$/¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2651¿Identifier¿¿4114¿test¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2652¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2653¿IfStatement¿¿4114¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2654¿Identifier¿¿4114¿v269¿¿¿¿¿Identifier
2655¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2656¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2657¿Identifier¿¿4114¿port¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2658¿CallExpression¿¿4114¿¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2659¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2660¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2661¿Identifier¿¿4114¿replace¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2662¿Literal¿object¿4114¿¿/^--port=/¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2663¿Literal¿string¿4114¿¿''¿¿{"start":{"line":72,"column":39},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2664¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":71,"column":40},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2665¿VariableDeclarator¿¿4114¿v270¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2666¿CallExpression¿¿4114¿¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2667¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2668¿Literal¿object¿4114¿¿/^--browse$/¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2669¿Identifier¿¿4114¿test¿¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2670¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":73,"column":33},"end":{"line":73,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2671¿IfStatement¿¿4114¿¿¿¿{"start":{"line":73,"column":11},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2672¿Identifier¿¿4114¿v270¿¿¿¿¿Identifier
2673¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2674¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2675¿Identifier¿¿4114¿browse¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2676¿Literal¿boolean¿4114¿¿true¿¿{"start":{"line":74,"column":17},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2677¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":73,"column":39},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2678¿VariableDeclarator¿¿4114¿v271¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2679¿CallExpression¿¿4114¿¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2680¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2681¿Literal¿object¿4114¿¿/^--debug$/¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2682¿Identifier¿¿4114¿test¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2683¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":75,"column":32},"end":{"line":75,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2684¿IfStatement¿¿4114¿¿¿¿{"start":{"line":75,"column":11},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2685¿Identifier¿¿4114¿v271¿¿¿¿¿Identifier
2686¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2687¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2688¿Identifier¿¿4114¿debug¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2689¿Literal¿boolean¿4114¿¿true¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2690¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":75,"column":38},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2691¿VariableDeclarator¿¿4114¿v272¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2692¿CallExpression¿¿4114¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2693¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2694¿Literal¿object¿4114¿¿/^--no-cache$/¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2695¿Identifier¿¿4114¿test¿¿¿{"start":{"line":77,"column":30},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2696¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":77,"column":35},"end":{"line":77,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2697¿IfStatement¿¿4114¿¿¿¿{"start":{"line":77,"column":11},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2698¿Identifier¿¿4114¿v272¿¿¿¿¿Identifier
2699¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2700¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2701¿Identifier¿¿4114¿noCache¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2702¿Literal¿boolean¿4114¿¿true¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2703¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":77,"column":41},"end":{"line":79,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2704¿VariableDeclarator¿¿4114¿v273¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2705¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2706¿Literal¿string¿4114¿¿'Unknown argument ''¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2707¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":80,"column":43},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2708¿VariableDeclarator¿¿4114¿v274¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2709¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2710¿Identifier¿¿4114¿v273¿¿¿¿¿Identifier
2711¿Literal¿string¿4114¿¿'''¿¿{"start":{"line":80,"column":47},"end":{"line":80,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2712¿VariableDeclarator¿¿4114¿v275¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2713¿CallExpression¿¿4114¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2714¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2715¿Identifier¿¿4114¿console¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2716¿Identifier¿¿4114¿error¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2717¿Identifier¿¿4114¿v274¿¿¿¿¿Identifier
2718¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2719¿Identifier¿¿4114¿v275¿¿¿¿¿Identifier
2720¿VariableDeclarator¿¿4114¿v276¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2721¿CallExpression¿¿4114¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2722¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2723¿Identifier¿¿4114¿console¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2724¿Identifier¿¿4114¿log¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2725¿Literal¿string¿4114¿¿'Run with --help argument for view usage information'¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2726¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2727¿Identifier¿¿4114¿v276¿¿¿¿¿Identifier
2728¿VariableDeclarator¿¿4114¿v277¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2729¿CallExpression¿¿4114¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2730¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2731¿Identifier¿¿4114¿process¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2732¿Identifier¿¿4114¿exit¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2733¿Literal¿number¿4114¿¿1¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2734¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2735¿Identifier¿¿4114¿v277¿¿¿¿¿Identifier
2736¿BlockStatement¿¿4114¿¿¿¿{"start":{"line":79,"column":11},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BlockStatement
2737¿BlockStatement¿¿4114¿¿¿¿¿¿BlockStatement
2738¿BlockStatement¿¿4114¿¿¿¿¿¿BlockStatement
2739¿BlockStatement¿¿4114¿¿¿¿¿¿BlockStatement
