Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4326¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":379,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Program
4784¿Identifier¿¿7616¿v466¿¿¿¿¿Identifier
4785¿Identifier¿¿7616¿v467¿¿¿¿¿Identifier
4786¿VariableDeclarator¿¿7616¿res¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4787¿ArrayExpression¿¿7616¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ArrayExpression
4788¿Identifier¿¿7616¿v468¿¿¿¿¿Identifier
4789¿VariableDeclarator¿¿7616¿$prop¿¿¿{"start":{"line":67,"column":10},"end":{"line":74,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4790¿ArrowFunctionExpression¿¿7616¿¿¿¿{"start":{"line":67,"column":18},"end":{"line":74,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ArrowFunctionExpression
4791¿Identifier¿¿0¿p¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4792¿Identifier¿¿0¿pid¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4793¿Identifier¿¿0¿v¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4794¿VariableDeclarator¿¿7619¿v469¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4795¿CallExpression¿¿7619¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4796¿Identifier¿¿7619¿isNode¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4797¿Identifier¿¿7619¿v¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4798¿VariableDeclarator¿¿7619¿v470¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4799¿MemberExpression¿¿7619¿¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4800¿Identifier¿¿7619¿v¿¿¿{"start":{"line":69,"column":27},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4801¿Identifier¿¿7619¿$id¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4802¿VariableDeclarator¿¿7619¿v471¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4803¿CallExpression¿¿7619¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4804¿Identifier¿¿7619¿prefix¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4805¿Identifier¿¿7619¿v470¿¿¿¿¿Identifier
4806¿VariableDeclarator¿¿7619¿v472¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4807¿MemberExpression¿¿7619¿¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4808¿Identifier¿¿7619¿v¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4809¿Identifier¿¿7619¿$id¿¿¿{"start":{"line":69,"column":39},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4810¿VariableDeclarator¿¿7619¿v473¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4811¿LogicalExpression¿||¿7619¿¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
4812¿Identifier¿¿7619¿v471¿¿¿¿¿Identifier
4813¿Identifier¿¿7619¿v472¿¿¿¿¿Identifier
4814¿VariableDeclarator¿¿7619¿v474¿¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4815¿CallExpression¿¿7619¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4816¿Identifier¿¿7619¿isRef¿¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4817¿Identifier¿¿7619¿v¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4818¿VariableDeclarator¿¿7619¿v475¿¿¿{"start":{"line":71,"column":31},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4819¿MemberExpression¿¿7619¿¿¿¿{"start":{"line":71,"column":31},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4820¿Identifier¿¿7619¿v¿¿¿{"start":{"line":71,"column":31},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4821¿Identifier¿¿7619¿$ref¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4822¿VariableDeclarator¿¿7619¿v476¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4823¿CallExpression¿¿7619¿¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4824¿Identifier¿¿7619¿prefix¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4825¿Identifier¿¿7619¿v475¿¿¿¿¿Identifier
4826¿VariableDeclarator¿¿7619¿v477¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4827¿MemberExpression¿¿7619¿¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4828¿Identifier¿¿7619¿v¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4829¿Identifier¿¿7619¿$ref¿¿¿{"start":{"line":71,"column":44},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4830¿VariableDeclarator¿¿7619¿v478¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4831¿LogicalExpression¿||¿7619¿¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
4832¿Identifier¿¿7619¿v476¿¿¿¿¿Identifier
4833¿Identifier¿¿7619¿v477¿¿¿¿¿Identifier
4834¿VariableDeclarator¿¿7619¿v479¿¿¿{"start":{"line":72,"column":18},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4835¿CallExpression¿¿7619¿¿¿¿{"start":{"line":72,"column":18},"end":{"line":72,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4836¿Identifier¿¿7619¿isToEGF¿¿¿{"start":{"line":72,"column":18},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4837¿Identifier¿¿7619¿v¿¿¿{"start":{"line":72,"column":26},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4838¿VariableDeclarator¿¿7619¿v480¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4839¿CallExpression¿¿7619¿¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4840¿MemberExpression¿¿7619¿¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4841¿Identifier¿¿7619¿v¿¿¿{"start":{"line":73,"column":22},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4842¿Identifier¿¿7619¿toEGF¿¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4843¿VariableDeclarator¿¿7619¿v481¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4844¿CallExpression¿¿7619¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4845¿Identifier¿¿7619¿propFn¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4846¿Identifier¿¿7619¿p¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4847¿Identifier¿¿7619¿v¿¿¿{"start":{"line":74,"column":32},"end":{"line":74,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4848¿VariableDeclarator¿¿7619¿v482¿¿¿{"start":{"line":72,"column":18},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4849¿IfStatement¿¿7619¿¿¿¿{"start":{"line":72,"column":18},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4850¿Identifier¿¿7619¿v479¿¿¿¿¿Identifier
4851¿ExpressionStatement¿¿7619¿¿¿¿{"start":{"line":72,"column":18},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4852¿AssignmentExpression¿=¿7619¿¿¿¿{"start":{"line":72,"column":18},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4853¿Identifier¿¿7619¿v482¿¿¿¿¿Identifier
4854¿Identifier¿¿7619¿v480¿¿¿¿¿Identifier
4855¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4856¿ExpressionStatement¿¿7619¿¿¿¿{"start":{"line":72,"column":18},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4857¿AssignmentExpression¿=¿7619¿¿¿¿{"start":{"line":72,"column":18},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4858¿Identifier¿¿7619¿v482¿¿¿¿¿Identifier
4859¿Identifier¿¿7619¿v481¿¿¿¿¿Identifier
4860¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4861¿VariableDeclarator¿¿7619¿v483¿¿¿{"start":{"line":70,"column":14},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4862¿IfStatement¿¿7619¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4863¿Identifier¿¿7619¿v474¿¿¿¿¿Identifier
4864¿ExpressionStatement¿¿7619¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4865¿AssignmentExpression¿=¿7619¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4866¿Identifier¿¿7619¿v483¿¿¿¿¿Identifier
4867¿TemplateLiteral¿¿7619¿¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿TemplateLiteral
4868¿Identifier¿¿7619¿v478¿¿¿¿¿Identifier
4869¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4870¿ExpressionStatement¿¿7619¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4871¿AssignmentExpression¿=¿7619¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4872¿Identifier¿¿7619¿v483¿¿¿¿¿Identifier
4873¿Identifier¿¿7619¿v482¿¿¿¿¿Identifier
4874¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4875¿VariableDeclarator¿¿7619¿v484¿¿¿{"start":{"line":68,"column":9},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4876¿IfStatement¿¿7619¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4877¿Identifier¿¿7619¿v469¿¿¿¿¿Identifier
4878¿ExpressionStatement¿¿7619¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4879¿AssignmentExpression¿=¿7619¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4880¿Identifier¿¿7619¿v484¿¿¿¿¿Identifier
4881¿TemplateLiteral¿¿7619¿¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿TemplateLiteral
4882¿Identifier¿¿7619¿v473¿¿¿¿¿Identifier
4883¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4884¿ExpressionStatement¿¿7619¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4885¿AssignmentExpression¿=¿7619¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4886¿Identifier¿¿7619¿v484¿¿¿¿¿Identifier
4887¿Identifier¿¿7619¿v483¿¿¿¿¿Identifier
4888¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4889¿VariableDeclarator¿¿7619¿v485¿¿¿{"start":{"line":67,"column":42},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4890¿BinaryExpression¿+¿7619¿¿¿¿{"start":{"line":67,"column":42},"end":{"line":74,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4891¿TemplateLiteral¿¿7619¿¿¿¿{"start":{"line":67,"column":42},"end":{"line":67,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿TemplateLiteral
4892¿Identifier¿¿7619¿pid¿¿¿{"start":{"line":67,"column":47},"end":{"line":67,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4893¿Identifier¿¿7619¿v484¿¿¿¿¿Identifier
4894¿VariableDeclarator¿¿7619¿v486¿¿¿{"start":{"line":67,"column":33},"end":{"line":74,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4895¿CallExpression¿¿7619¿¿¿¿{"start":{"line":67,"column":33},"end":{"line":74,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4896¿MemberExpression¿¿7619¿¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4897¿Identifier¿¿7619¿res¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4898¿Identifier¿¿7619¿push¿¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4899¿Identifier¿¿7619¿v485¿¿¿¿¿Identifier
4900¿ReturnStatement¿¿7619¿¿¿¿¿¿ReturnStatement
4901¿Identifier¿¿7619¿v486¿¿¿¿¿Identifier
4902¿BlockStatement¿¿7619¿¿¿¿¿¿BlockStatement
4903¿VariableDeclarator¿¿7616¿p¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4904¿ForInStatement¿¿7616¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ForInStatement
4905¿Identifier¿¿7616¿p¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4906¿Identifier¿¿7616¿node¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4907¿VariableDeclarator¿¿7616¿v487¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4908¿BinaryExpression¿===¿7616¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4909¿Identifier¿¿7616¿p¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4910¿Literal¿string¿7616¿¿'$id'¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4911¿IfStatement¿¿7616¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":77,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4912¿Identifier¿¿7616¿v487¿¿¿¿¿Identifier
4913¿ContinueStatement¿¿7616¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ContinueStatement
4914¿BlockStatement¿¿7616¿¿¿¿¿¿BlockStatement
4915¿VariableDeclarator¿¿7616¿v488¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4916¿CallExpression¿¿7616¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4917¿Identifier¿¿7616¿prefix¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4918¿Identifier¿¿7616¿p¿¿¿{"start":{"line":78,"column":27},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4919¿VariableDeclarator¿¿7616¿pid¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4920¿LogicalExpression¿||¿7616¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
4921¿Identifier¿¿7616¿v488¿¿¿¿¿Identifier
4922¿Identifier¿¿7616¿p¿¿¿{"start":{"line":78,"column":33},"end":{"line":78,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4923¿VariableDeclarator¿¿7616¿val¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4924¿MemberExpression¿computed¿7616¿¿¿¿{"start":{"line":79,"column":20},"end":{"line":79,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4925¿Identifier¿¿7616¿node¿¿¿{"start":{"line":79,"column":20},"end":{"line":79,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4926¿Identifier¿¿7616¿p¿¿¿{"start":{"line":79,"column":25},"end":{"line":79,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4927¿VariableDeclarator¿¿7616¿v489¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4928¿CallExpression¿¿7616¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4929¿MemberExpression¿¿7616¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4930¿Identifier¿¿7616¿checks¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4931¿Identifier¿¿7616¿isArray¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4932¿Identifier¿¿7616¿val¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4933¿IfStatement¿¿7616¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":87,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4934¿Identifier¿¿7616¿v489¿¿¿¿¿Identifier
