Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
587¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":66,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Program
735¿BlockStatement¿¿1023¿¿¿¿{"start":{"line":8,"column":56},"end":{"line":21,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
736¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":8,"column":2},"end":{"line":21,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
737¿AssignmentExpression¿=¿1021¿¿¿¿{"start":{"line":8,"column":2},"end":{"line":21,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
738¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":8,"column":2},"end":{"line":8,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
739¿Identifier¿¿1021¿v69¿¿¿¿¿Identifier
740¿Identifier¿¿1021¿add_options¿¿¿{"start":{"line":8,"column":20},"end":{"line":8,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
741¿Identifier¿¿1021¿v85¿¿¿¿¿Identifier
742¿VariableDeclarator¿¿1021¿v86¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
743¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
744¿Identifier¿¿1021¿pdfinfo¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
745¿Identifier¿¿1021¿prototype¿¿¿{"start":{"line":23,"column":10},"end":{"line":23,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
746¿VariableDeclarator¿¿1021¿v96¿¿¿{"start":{"line":23,"column":2},"end":{"line":31,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
747¿FunctionExpression¿¿1021¿anon¿¿¿{"start":{"line":23,"column":34},"end":{"line":31,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿FunctionExpression
748¿VariableDeclarator¿¿1029¿self¿¿¿{"start":{"line":24,"column":10},"end":{"line":24,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
749¿ThisExpression¿¿1029¿¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThisExpression
750¿TryStatement¿¿1029¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":30,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿TryStatement
751¿VariableDeclarator¿¿1029¿v87¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
752¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
753¿Identifier¿¿1029¿self¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
754¿Identifier¿¿1029¿options¿¿¿{"start":{"line":26,"column":43},"end":{"line":26,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
755¿VariableDeclarator¿¿1029¿v88¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
756¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
757¿Identifier¿¿1029¿v87¿¿¿¿¿Identifier
758¿Identifier¿¿1029¿additional¿¿¿{"start":{"line":26,"column":51},"end":{"line":26,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
759¿VariableDeclarator¿¿1029¿v89¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
760¿CallExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
761¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
762¿Identifier¿¿1029¿v88¿¿¿¿¿Identifier
763¿Identifier¿¿1029¿join¿¿¿{"start":{"line":26,"column":62},"end":{"line":26,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
764¿Literal¿string¿1029¿¿' '¿¿{"start":{"line":26,"column":67},"end":{"line":26,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
765¿VariableDeclarator¿¿1029¿v90¿¿¿{"start":{"line":26,"column":25},"end":{"line":26,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
766¿BinaryExpression¿+¿1029¿¿¿¿{"start":{"line":26,"column":25},"end":{"line":26,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BinaryExpression
767¿Literal¿string¿1029¿¿'pdfinfo '¿¿{"start":{"line":26,"column":25},"end":{"line":26,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
768¿Identifier¿¿1029¿v89¿¿¿¿¿Identifier
769¿VariableDeclarator¿¿1029¿v91¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
770¿CallExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
771¿Identifier¿¿1029¿execSync¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
772¿Identifier¿¿1029¿v90¿¿¿¿¿Identifier
773¿VariableDeclarator¿¿1029¿data¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
774¿CallExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
775¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
776¿Identifier¿¿1029¿v91¿¿¿¿¿Identifier
777¿Identifier¿¿1029¿toString¿¿¿{"start":{"line":26,"column":73},"end":{"line":26,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
778¿Literal¿string¿1029¿¿'utf8'¿¿{"start":{"line":26,"column":82},"end":{"line":26,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
779¿VariableDeclarator¿¿1029¿v92¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
780¿CallExpression¿¿1029¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
781¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
782¿Identifier¿¿1029¿utils¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
783¿Identifier¿¿1029¿parse¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
784¿Identifier¿¿1029¿data¿¿¿{"start":{"line":27,"column":27},"end":{"line":27,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
785¿ReturnStatement¿¿1029¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ReturnStatement
786¿Identifier¿¿1029¿v92¿¿¿¿¿Identifier
787¿BlockStatement¿¿1029¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":28,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
788¿CatchClause¿¿1029¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":30,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CatchClause
789¿VariableDeclarator¿¿1029¿v93¿¿¿{"start":{"line":29,"column":43},"end":{"line":29,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
790¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":29,"column":43},"end":{"line":29,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
791¿Identifier¿¿1029¿err¿¿¿{"start":{"line":29,"column":43},"end":{"line":29,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
792¿Identifier¿¿1029¿msg¿¿¿{"start":{"line":29,"column":47},"end":{"line":29,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
793¿VariableDeclarator¿¿1029¿v94¿¿¿{"start":{"line":29,"column":24},"end":{"line":29,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
794¿BinaryExpression¿+¿1029¿¿¿¿{"start":{"line":29,"column":24},"end":{"line":29,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BinaryExpression
795¿Literal¿string¿1029¿¿'pdfinfo error: '¿¿{"start":{"line":29,"column":24},"end":{"line":29,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
796¿Identifier¿¿1029¿v93¿¿¿¿¿Identifier
797¿VariableDeclarator¿¿1029¿v95¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
798¿NewExpression¿¿1029¿¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿NewExpression
799¿Identifier¿¿1029¿Error¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
800¿Identifier¿¿1029¿v94¿¿¿¿¿Identifier
801¿ThrowStatement¿¿1029¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThrowStatement
802¿Identifier¿¿1029¿v95¿¿¿¿¿Identifier
803¿BlockStatement¿¿1029¿¿¿¿{"start":{"line":28,"column":17},"end":{"line":30,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
804¿Identifier¿¿1029¿err¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
805¿BlockStatement¿¿1029¿¿¿¿{"start":{"line":23,"column":45},"end":{"line":31,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
806¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":31,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
807¿AssignmentExpression¿=¿1021¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":31,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿AssignmentExpression
808¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
809¿Identifier¿¿1021¿v86¿¿¿¿¿Identifier
810¿Identifier¿¿1021¿getInfoSync¿¿¿{"start":{"line":23,"column":20},"end":{"line":23,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
811¿Identifier¿¿1021¿v96¿¿¿¿¿Identifier
812¿VariableDeclarator¿¿1021¿v97¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
813¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
814¿Identifier¿¿1021¿pdfinfo¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
815¿Identifier¿¿1021¿prototype¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
816¿VariableDeclarator¿¿1021¿v118¿¿¿{"start":{"line":34,"column":2},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
817¿FunctionExpression¿¿1021¿anon¿¿¿{"start":{"line":34,"column":30},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿FunctionExpression
818¿Identifier¿¿0¿cb¿¿¿{"start":{"line":34,"column":39},"end":{"line":34,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
819¿VariableDeclarator¿¿1032¿self¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
820¿ThisExpression¿¿1032¿¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ThisExpression
821¿VariableDeclarator¿¿1032¿v98¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
822¿MemberExpression¿¿1032¿¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
823¿Identifier¿¿1032¿self¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
824¿Identifier¿¿1032¿options¿¿¿{"start":{"line":36,"column":39},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
825¿VariableDeclarator¿¿1032¿v99¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
826¿MemberExpression¿¿1032¿¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
827¿Identifier¿¿1032¿v98¿¿¿¿¿Identifier
828¿Identifier¿¿1032¿additional¿¿¿{"start":{"line":36,"column":47},"end":{"line":36,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
829¿VariableDeclarator¿¿1032¿v100¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
830¿CallExpression¿¿1032¿¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
831¿MemberExpression¿¿1032¿¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
832¿Identifier¿¿1032¿v99¿¿¿¿¿Identifier
833¿Identifier¿¿1032¿join¿¿¿{"start":{"line":36,"column":58},"end":{"line":36,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
834¿Literal¿string¿1032¿¿' '¿¿{"start":{"line":36,"column":63},"end":{"line":36,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
835¿VariableDeclarator¿¿1032¿v101¿¿¿{"start":{"line":36,"column":21},"end":{"line":36,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
836¿BinaryExpression¿+¿1032¿¿¿¿{"start":{"line":36,"column":21},"end":{"line":36,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BinaryExpression
837¿Literal¿string¿1032¿¿'pdfinfo '¿¿{"start":{"line":36,"column":21},"end":{"line":36,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
838¿Identifier¿¿1032¿v100¿¿¿¿¿Identifier
839¿VariableDeclarator¿¿1032¿v117¿¿¿{"start":{"line":36,"column":69},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
840¿FunctionExpression¿¿1032¿anon¿¿¿{"start":{"line":36,"column":69},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿FunctionExpression
841¿Identifier¿¿0¿error¿¿¿{"start":{"line":36,"column":78},"end":{"line":36,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
842¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":36,"column":85},"end":{"line":36,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
843¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":36,"column":93},"end":{"line":36,"column":99},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
844¿VariableDeclarator¿¿1034¿v102¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
845¿UnaryExpression¿!¿1034¿¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿UnaryExpression
846¿Identifier¿¿1034¿error¿¿¿{"start":{"line":37,"column":11},"end":{"line":37,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
847¿IfStatement¿¿1034¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":48,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿IfStatement
848¿Identifier¿¿1034¿v102¿¿¿¿¿Identifier
849¿VariableDeclarator¿¿1034¿data¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
850¿CallExpression¿¿1034¿¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
851¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
852¿Identifier¿¿1034¿utils¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
853¿Identifier¿¿1034¿parse¿¿¿{"start":{"line":38,"column":25},"end":{"line":38,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
854¿Identifier¿¿1034¿stdout¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
855¿VariableDeclarator¿¿1034¿v103¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
856¿UnaryExpression¿typeof¿1034¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿UnaryExpression
857¿Identifier¿¿1034¿cb¿¿¿{"start":{"line":39,"column":25},"end":{"line":39,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
858¿VariableDeclarator¿¿1034¿v104¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
859¿BinaryExpression¿===¿1034¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BinaryExpression
860¿Identifier¿¿1034¿v103¿¿¿¿¿Identifier
861¿Literal¿string¿1034¿¿'function'¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
862¿VariableDeclarator¿¿1034¿v105¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
863¿LogicalExpression¿&&¿1034¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿LogicalExpression
864¿Identifier¿¿1034¿cb¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
865¿Identifier¿¿1034¿v104¿¿¿¿¿Identifier
866¿IfStatement¿¿1034¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":41,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿IfStatement
867¿Identifier¿¿1034¿v105¿¿¿¿¿Identifier
868¿VariableDeclarator¿¿1034¿v106¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
869¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
870¿Identifier¿¿1034¿self¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
871¿Identifier¿¿1034¿options¿¿¿{"start":{"line":40,"column":30},"end":{"line":40,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
872¿VariableDeclarator¿¿1034¿v107¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
873¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿MemberExpression
874¿Identifier¿¿1034¿v106¿¿¿¿¿Identifier
875¿Identifier¿¿1034¿additional¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
876¿VariableDeclarator¿¿1034¿v108¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿VariableDeclarator
877¿CallExpression¿¿1034¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿CallExpression
878¿Identifier¿¿1034¿cb¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
879¿Literal¿object¿1034¿¿null¿¿{"start":{"line":40,"column":13},"end":{"line":40,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Literal
880¿Identifier¿¿1034¿data¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿Identifier
881¿Identifier¿¿1034¿v107¿¿¿¿¿Identifier
882¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿ExpressionStatement
883¿Identifier¿¿1034¿v108¿¿¿¿¿Identifier
884¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":39,"column":44},"end":{"line":41,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/643/src/pdfinfo.js"}¿¿BlockStatement
