Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15326¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":1714,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Program
18512¿Identifier¿¿27544¿client¿¿¿{"start":{"line":459,"column":35},"end":{"line":459,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18513¿ReturnStatement¿¿27544¿¿¿¿{"start":{"line":459,"column":20},"end":{"line":459,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ReturnStatement
18514¿Identifier¿¿27544¿v2440¿¿¿¿¿Identifier
18515¿BlockStatement¿¿27544¿¿¿¿{"start":{"line":443,"column":37},"end":{"line":460,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
18516¿VariableDeclarator¿¿27538¿v2442¿¿¿{"start":{"line":442,"column":12},"end":{"line":460,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18517¿CallExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":460,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18518¿MemberExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":443,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18519¿Identifier¿¿27538¿client¿¿¿{"start":{"line":442,"column":12},"end":{"line":442,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18520¿Identifier¿¿27538¿on¿¿¿{"start":{"line":443,"column":17},"end":{"line":443,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18521¿Literal¿string¿27538¿¿'connect'¿¿{"start":{"line":443,"column":20},"end":{"line":443,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
18522¿Identifier¿¿27538¿v2441¿¿¿¿¿Identifier
18523¿VariableDeclarator¿¿27538¿v2449¿¿¿{"start":{"line":461,"column":31},"end":{"line":464,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18524¿ArrowFunctionExpression¿¿27538¿¿¿¿{"start":{"line":461,"column":31},"end":{"line":464,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
18525¿VariableDeclarator¿¿27551¿v2443¿¿¿{"start":{"line":462,"column":24},"end":{"line":462,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18526¿MemberExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":24},"end":{"line":462,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18527¿ThisExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":24},"end":{"line":462,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
18528¿Identifier¿¿27551¿settings¿¿¿{"start":{"line":462,"column":29},"end":{"line":462,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18529¿VariableDeclarator¿¿27551¿v2444¿¿¿{"start":{"line":462,"column":24},"end":{"line":462,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18530¿MemberExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":24},"end":{"line":462,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18531¿Identifier¿¿27551¿v2443¿¿¿¿¿Identifier
18532¿Identifier¿¿27551¿debug_mode¿¿¿{"start":{"line":462,"column":38},"end":{"line":462,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18533¿IfStatement¿¿27551¿¿¿¿{"start":{"line":462,"column":20},"end":{"line":462,"column":115},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
18534¿Identifier¿¿27551¿v2444¿¿¿¿¿Identifier
18535¿VariableDeclarator¿¿27551¿v2445¿¿¿{"start":{"line":462,"column":65},"end":{"line":462,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18536¿MemberExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":65},"end":{"line":462,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18537¿ThisExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":65},"end":{"line":462,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
18538¿Identifier¿¿27551¿debug_label¿¿¿{"start":{"line":462,"column":70},"end":{"line":462,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18539¿VariableDeclarator¿¿27551¿v2446¿¿¿{"start":{"line":462,"column":62},"end":{"line":462,"column":113},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18540¿TemplateLiteral¿¿27551¿¿¿¿{"start":{"line":462,"column":62},"end":{"line":462,"column":113},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿TemplateLiteral
18541¿Identifier¿¿27551¿v2445¿¿¿¿¿Identifier
18542¿VariableDeclarator¿¿27551¿v2447¿¿¿{"start":{"line":462,"column":50},"end":{"line":462,"column":114},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18543¿CallExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":50},"end":{"line":462,"column":114},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18544¿MemberExpression¿¿27551¿¿¿¿{"start":{"line":462,"column":50},"end":{"line":462,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18545¿Identifier¿¿27551¿console¿¿¿{"start":{"line":462,"column":50},"end":{"line":462,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18546¿Identifier¿¿27551¿log¿¿¿{"start":{"line":462,"column":58},"end":{"line":462,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18547¿Identifier¿¿27551¿v2446¿¿¿¿¿Identifier
18548¿ExpressionStatement¿¿27551¿¿¿¿{"start":{"line":462,"column":50},"end":{"line":462,"column":115},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
18549¿Identifier¿¿27551¿v2447¿¿¿¿¿Identifier
18550¿BlockStatement¿¿27551¿¿¿¿¿¿BlockStatement
18551¿VariableDeclarator¿¿27551¿v2448¿¿¿{"start":{"line":463,"column":20},"end":{"line":463,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18552¿CallExpression¿¿27551¿¿¿¿{"start":{"line":463,"column":20},"end":{"line":463,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18553¿MemberExpression¿¿27551¿¿¿¿{"start":{"line":463,"column":20},"end":{"line":463,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18554¿Identifier¿¿27551¿client¿¿¿{"start":{"line":463,"column":20},"end":{"line":463,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18555¿Identifier¿¿27551¿end¿¿¿{"start":{"line":463,"column":27},"end":{"line":463,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18556¿ExpressionStatement¿¿27551¿¿¿¿{"start":{"line":463,"column":20},"end":{"line":463,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
18557¿Identifier¿¿27551¿v2448¿¿¿¿¿Identifier
18558¿BlockStatement¿¿27551¿¿¿¿{"start":{"line":461,"column":37},"end":{"line":464,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
18559¿VariableDeclarator¿¿27538¿v2450¿¿¿{"start":{"line":442,"column":12},"end":{"line":464,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18560¿CallExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":464,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18561¿MemberExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":461,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18562¿Identifier¿¿27538¿v2442¿¿¿¿¿Identifier
18563¿Identifier¿¿27538¿on¿¿¿{"start":{"line":461,"column":17},"end":{"line":461,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18564¿Literal¿string¿27538¿¿'timeout'¿¿{"start":{"line":461,"column":20},"end":{"line":461,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
18565¿Identifier¿¿27538¿v2449¿¿¿¿¿Identifier
18566¿VariableDeclarator¿¿27538¿v2456¿¿¿{"start":{"line":465,"column":29},"end":{"line":467,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18567¿ArrowFunctionExpression¿¿27538¿¿¿¿{"start":{"line":465,"column":29},"end":{"line":467,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
18568¿VariableDeclarator¿¿27554¿v2451¿¿¿{"start":{"line":466,"column":24},"end":{"line":466,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18569¿MemberExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":24},"end":{"line":466,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18570¿ThisExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":24},"end":{"line":466,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
18571¿Identifier¿¿27554¿settings¿¿¿{"start":{"line":466,"column":29},"end":{"line":466,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18572¿VariableDeclarator¿¿27554¿v2452¿¿¿{"start":{"line":466,"column":24},"end":{"line":466,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18573¿MemberExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":24},"end":{"line":466,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18574¿Identifier¿¿27554¿v2451¿¿¿¿¿Identifier
18575¿Identifier¿¿27554¿debug_mode¿¿¿{"start":{"line":466,"column":38},"end":{"line":466,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18576¿IfStatement¿¿27554¿¿¿¿{"start":{"line":466,"column":20},"end":{"line":466,"column":112},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
18577¿Identifier¿¿27554¿v2452¿¿¿¿¿Identifier
18578¿VariableDeclarator¿¿27554¿v2453¿¿¿{"start":{"line":466,"column":65},"end":{"line":466,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18579¿MemberExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":65},"end":{"line":466,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18580¿ThisExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":65},"end":{"line":466,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
18581¿Identifier¿¿27554¿debug_label¿¿¿{"start":{"line":466,"column":70},"end":{"line":466,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18582¿VariableDeclarator¿¿27554¿v2454¿¿¿{"start":{"line":466,"column":62},"end":{"line":466,"column":110},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18583¿TemplateLiteral¿¿27554¿¿¿¿{"start":{"line":466,"column":62},"end":{"line":466,"column":110},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿TemplateLiteral
18584¿Identifier¿¿27554¿v2453¿¿¿¿¿Identifier
18585¿VariableDeclarator¿¿27554¿v2455¿¿¿{"start":{"line":466,"column":50},"end":{"line":466,"column":111},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18586¿CallExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":50},"end":{"line":466,"column":111},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18587¿MemberExpression¿¿27554¿¿¿¿{"start":{"line":466,"column":50},"end":{"line":466,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18588¿Identifier¿¿27554¿console¿¿¿{"start":{"line":466,"column":50},"end":{"line":466,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18589¿Identifier¿¿27554¿log¿¿¿{"start":{"line":466,"column":58},"end":{"line":466,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18590¿Identifier¿¿27554¿v2454¿¿¿¿¿Identifier
18591¿ExpressionStatement¿¿27554¿¿¿¿{"start":{"line":466,"column":50},"end":{"line":466,"column":112},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
18592¿Identifier¿¿27554¿v2455¿¿¿¿¿Identifier
18593¿BlockStatement¿¿27554¿¿¿¿¿¿BlockStatement
18594¿BlockStatement¿¿27554¿¿¿¿{"start":{"line":465,"column":35},"end":{"line":467,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
18595¿VariableDeclarator¿¿27538¿v2457¿¿¿{"start":{"line":442,"column":12},"end":{"line":467,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18596¿CallExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":467,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18597¿MemberExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":465,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18598¿Identifier¿¿27538¿v2450¿¿¿¿¿Identifier
18599¿Identifier¿¿27538¿on¿¿¿{"start":{"line":465,"column":17},"end":{"line":465,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18600¿Literal¿string¿27538¿¿'close'¿¿{"start":{"line":465,"column":20},"end":{"line":465,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
18601¿Identifier¿¿27538¿v2456¿¿¿¿¿Identifier
18602¿VariableDeclarator¿¿27538¿v2459¿¿¿{"start":{"line":468,"column":29},"end":{"line":470,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18603¿ArrowFunctionExpression¿¿27538¿¿¿¿{"start":{"line":468,"column":29},"end":{"line":470,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ArrowFunctionExpression
18604¿Identifier¿¿0¿e¿¿¿{"start":{"line":468,"column":30},"end":{"line":468,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18605¿VariableDeclarator¿¿27557¿v2458¿¿¿{"start":{"line":469,"column":20},"end":{"line":469,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18606¿CallExpression¿¿27557¿¿¿¿{"start":{"line":469,"column":20},"end":{"line":469,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18607¿Identifier¿¿27557¿reject¿¿¿{"start":{"line":469,"column":20},"end":{"line":469,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18608¿Identifier¿¿27557¿e¿¿¿{"start":{"line":469,"column":27},"end":{"line":469,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18609¿ExpressionStatement¿¿27557¿¿¿¿{"start":{"line":469,"column":20},"end":{"line":469,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
18610¿Identifier¿¿27557¿v2458¿¿¿¿¿Identifier
18611¿BlockStatement¿¿27557¿¿¿¿{"start":{"line":468,"column":36},"end":{"line":470,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
18612¿VariableDeclarator¿¿27538¿v2460¿¿¿{"start":{"line":442,"column":12},"end":{"line":470,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18613¿CallExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":470,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
18614¿MemberExpression¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":468,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18615¿Identifier¿¿27538¿v2457¿¿¿¿¿Identifier
18616¿Identifier¿¿27538¿on¿¿¿{"start":{"line":468,"column":17},"end":{"line":468,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18617¿Literal¿string¿27538¿¿'error'¿¿{"start":{"line":468,"column":20},"end":{"line":468,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
18618¿Identifier¿¿27538¿v2459¿¿¿¿¿Identifier
18619¿ExpressionStatement¿¿27538¿¿¿¿{"start":{"line":442,"column":12},"end":{"line":470,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
18620¿Identifier¿¿27538¿v2460¿¿¿¿¿Identifier
18621¿BlockStatement¿¿27538¿¿¿¿{"start":{"line":415,"column":48},"end":{"line":471,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
18622¿VariableDeclarator¿¿27536¿v2462¿¿¿{"start":{"line":415,"column":15},"end":{"line":471,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18623¿NewExpression¿¿27536¿¿¿¿{"start":{"line":415,"column":15},"end":{"line":471,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿NewExpression
18624¿Identifier¿¿27536¿Promise¿¿¿{"start":{"line":415,"column":19},"end":{"line":415,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18625¿Identifier¿¿27536¿v2461¿¿¿¿¿Identifier
18626¿ReturnStatement¿¿27536¿¿¿¿{"start":{"line":415,"column":8},"end":{"line":471,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ReturnStatement
18627¿Identifier¿¿27536¿v2462¿¿¿¿¿Identifier
18628¿BlockStatement¿¿27536¿¿¿¿{"start":{"line":414,"column":19},"end":{"line":472,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
18629¿ExpressionStatement¿¿27460¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":1711,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
18630¿AssignmentExpression¿=¿27460¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":1711,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
18631¿MemberExpression¿¿27460¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":1711,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18632¿Identifier¿¿27460¿NodeClam¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18633¿Identifier¿¿27460¿_init_socket¿¿¿{"start":{"line":414,"column":4},"end":{"line":414,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18634¿Identifier¿¿27460¿_init_socket¿¿¿{"start":{"line":414,"column":4},"end":{"line":414,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18635¿VariableDeclarator¿¿27460¿_is_clamav_binary¿¿¿{"start":{"line":69,"column":0},"end":{"line":1711,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18636¿FunctionExpression¿¿27460¿_is_clamav_binary¿¿¿{"start":{"line":480,"column":27},"end":{"line":505,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿FunctionExpression
18637¿Identifier¿¿0¿scanner¿¿¿{"start":{"line":480,"column":28},"end":{"line":480,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18638¿VariableDeclarator¿¿27559¿v2463¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18639¿MemberExpression¿¿27559¿¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18640¿ThisExpression¿¿27559¿¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
18641¿Identifier¿¿27559¿settings¿¿¿{"start":{"line":481,"column":26},"end":{"line":481,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18642¿VariableDeclarator¿¿27559¿v2464¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18643¿MemberExpression¿computed¿27559¿¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18644¿Identifier¿¿27559¿v2463¿¿¿¿¿Identifier
18645¿Identifier¿¿27559¿scanner¿¿¿{"start":{"line":481,"column":35},"end":{"line":481,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18646¿VariableDeclarator¿¿27559¿v2465¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18647¿MemberExpression¿¿27559¿¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
18648¿Identifier¿¿27559¿v2464¿¿¿¿¿Identifier
18649¿Identifier¿¿27559¿path¿¿¿{"start":{"line":481,"column":44},"end":{"line":481,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18650¿VariableDeclarator¿¿27559¿path¿¿¿{"start":{"line":481,"column":14},"end":{"line":481,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18651¿LogicalExpression¿||¿27559¿¿¿¿{"start":{"line":481,"column":21},"end":{"line":481,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿LogicalExpression
18652¿Identifier¿¿27559¿v2465¿¿¿¿¿Identifier
18653¿Literal¿object¿27559¿¿null¿¿{"start":{"line":481,"column":52},"end":{"line":481,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
18654¿VariableDeclarator¿¿27559¿v2466¿¿¿{"start":{"line":482,"column":12},"end":{"line":482,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
18655¿UnaryExpression¿!¿27559¿¿¿¿{"start":{"line":482,"column":12},"end":{"line":482,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿UnaryExpression
18656¿Identifier¿¿27559¿path¿¿¿{"start":{"line":482,"column":13},"end":{"line":482,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
18657¿IfStatement¿¿27559¿¿¿¿{"start":{"line":482,"column":8},"end":{"line":485,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
18658¿Identifier¿¿27559¿v2466¿¿¿¿¿Identifier
18659¿VariableDeclarator¿¿27559¿v2467¿¿¿{"start":{"line":483,"column":16},"end":{"line":483,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
