Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3297¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":642,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Program
3706¿Identifier¿¿0¿std¿¿¿{"start":{"line":98,"column":24},"end":{"line":98,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3707¿VariableDeclarator¿¿5668¿v338¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3708¿MemberExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3709¿Identifier¿¿5668¿std¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3710¿Identifier¿¿5668¿stdout¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3711¿VariableDeclarator¿¿5668¿v339¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3712¿MemberExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3713¿Identifier¿¿5668¿std¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3714¿Identifier¿¿5668¿stdout¿¿¿{"start":{"line":100,"column":46},"end":{"line":100,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3715¿VariableDeclarator¿¿5668¿v340¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3716¿CallExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3717¿MemberExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3718¿Identifier¿¿5668¿v339¿¿¿¿¿Identifier
3719¿Identifier¿¿5668¿indexOf¿¿¿{"start":{"line":100,"column":53},"end":{"line":100,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3720¿Literal¿string¿5668¿¿':'¿¿{"start":{"line":100,"column":61},"end":{"line":100,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3721¿VariableDeclarator¿¿5668¿v341¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3722¿BinaryExpression¿+¿5668¿¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
3723¿Identifier¿¿5668¿v340¿¿¿¿¿Identifier
3724¿Literal¿number¿5668¿¿1¿¿{"start":{"line":100,"column":68},"end":{"line":100,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3725¿VariableDeclarator¿¿5668¿v342¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3726¿CallExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3727¿MemberExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3728¿Identifier¿¿5668¿v338¿¿¿¿¿Identifier
3729¿Identifier¿¿5668¿substr¿¿¿{"start":{"line":100,"column":35},"end":{"line":100,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3730¿Identifier¿¿5668¿v341¿¿¿¿¿Identifier
3731¿VariableDeclarator¿¿5668¿value¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3732¿CallExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3733¿MemberExpression¿¿5668¿¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3734¿Identifier¿¿5668¿v342¿¿¿¿¿Identifier
3735¿Identifier¿¿5668¿trim¿¿¿{"start":{"line":100,"column":71},"end":{"line":100,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3736¿VariableDeclarator¿¿5668¿v343¿¿¿{"start":{"line":101,"column":16},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3737¿BinaryExpression¿===¿5668¿¿¿¿{"start":{"line":101,"column":16},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
3738¿Identifier¿¿5668¿value¿¿¿{"start":{"line":101,"column":16},"end":{"line":101,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3739¿Literal¿string¿5668¿¿'No value set!'¿¿{"start":{"line":101,"column":26},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3740¿IfStatement¿¿5668¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":103,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
3741¿Identifier¿¿5668¿v343¿¿¿¿¿Identifier
3742¿ExpressionStatement¿¿5668¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3743¿AssignmentExpression¿=¿5668¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3744¿Identifier¿¿5668¿value¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3745¿Identifier¿¿5668¿undefined¿¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3746¿BlockStatement¿¿5668¿¿¿¿{"start":{"line":101,"column":43},"end":{"line":103,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3747¿ReturnStatement¿¿5668¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
3748¿Identifier¿¿5668¿value¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3749¿BlockStatement¿¿5668¿¿¿¿{"start":{"line":98,"column":29},"end":{"line":106,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3750¿VariableDeclarator¿¿5666¿v345¿¿¿{"start":{"line":96,"column":11},"end":{"line":106,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3751¿CallExpression¿¿5666¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":106,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3752¿MemberExpression¿¿5666¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3753¿Identifier¿¿5666¿v337¿¿¿¿¿Identifier
3754¿Identifier¿¿5666¿then¿¿¿{"start":{"line":98,"column":9},"end":{"line":98,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3755¿Identifier¿¿5666¿v344¿¿¿¿¿Identifier
3756¿ReturnStatement¿¿5666¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":106,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
3757¿Identifier¿¿5666¿v345¿¿¿¿¿Identifier
3758¿BlockStatement¿¿5666¿¿¿¿{"start":{"line":95,"column":53},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3759¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":107,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3760¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3761¿MemberExpression¿¿5643¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3762¿Identifier¿¿5643¿VBoxManage¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3763¿Identifier¿¿5643¿getProperty¿¿¿{"start":{"line":95,"column":11},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3764¿Identifier¿¿5643¿v346¿¿¿¿¿Identifier
3765¿VariableDeclarator¿exported¿5643¿v349¿¿¿{"start":{"line":116,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3766¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":116,"column":25},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
3767¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":116,"column":35},"end":{"line":116,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3768¿Identifier¿¿0¿propName¿¿¿{"start":{"line":116,"column":43},"end":{"line":116,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3769¿Identifier¿¿0¿value¿¿¿{"start":{"line":116,"column":53},"end":{"line":116,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3770¿Identifier¿¿0¿options¿¿¿{"start":{"line":116,"column":60},"end":{"line":116,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3771¿VariableDeclarator¿¿5671¿v347¿¿¿{"start":{"line":117,"column":23},"end":{"line":117,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3772¿ArrayExpression¿¿5671¿¿¿¿{"start":{"line":117,"column":23},"end":{"line":117,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
3773¿Literal¿string¿5671¿¿'guestproperty'¿¿{"start":{"line":117,"column":24},"end":{"line":117,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3774¿Literal¿string¿5671¿¿'set'¿¿{"start":{"line":117,"column":41},"end":{"line":117,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3775¿Identifier¿¿5671¿vmname¿¿¿{"start":{"line":117,"column":48},"end":{"line":117,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3776¿Identifier¿¿5671¿propName¿¿¿{"start":{"line":117,"column":56},"end":{"line":117,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3777¿Identifier¿¿5671¿value¿¿¿{"start":{"line":117,"column":66},"end":{"line":117,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3778¿VariableDeclarator¿¿5671¿v348¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3779¿CallExpression¿¿5671¿¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3780¿MemberExpression¿¿5671¿¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3781¿ThisExpression¿¿5671¿¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ThisExpression
3782¿Identifier¿¿5671¿manage¿¿¿{"start":{"line":117,"column":16},"end":{"line":117,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3783¿Identifier¿¿5671¿v347¿¿¿¿¿Identifier
3784¿Identifier¿¿5671¿options¿¿¿{"start":{"line":117,"column":74},"end":{"line":117,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3785¿ReturnStatement¿¿5671¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
3786¿Identifier¿¿5671¿v348¿¿¿¿¿Identifier
3787¿BlockStatement¿¿5671¿¿¿¿{"start":{"line":116,"column":69},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3788¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":118,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3789¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3790¿MemberExpression¿¿5643¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3791¿Identifier¿¿5643¿VBoxManage¿¿¿{"start":{"line":116,"column":0},"end":{"line":116,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3792¿Identifier¿¿5643¿setProperty¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3793¿Identifier¿¿5643¿v349¿¿¿¿¿Identifier
3794¿VariableDeclarator¿exported¿5643¿v352¿¿¿{"start":{"line":125,"column":0},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3795¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":125,"column":28},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
3796¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":125,"column":38},"end":{"line":125,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3797¿Identifier¿¿0¿propName¿¿¿{"start":{"line":125,"column":46},"end":{"line":125,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3798¿VariableDeclarator¿¿5673¿v350¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3799¿ArrayExpression¿¿5673¿¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
3800¿Literal¿string¿5673¿¿'guestproperty'¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3801¿Literal¿string¿5673¿¿'delete'¿¿{"start":{"line":126,"column":41},"end":{"line":126,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3802¿Identifier¿¿5673¿vmname¿¿¿{"start":{"line":126,"column":51},"end":{"line":126,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3803¿Identifier¿¿5673¿propName¿¿¿{"start":{"line":126,"column":59},"end":{"line":126,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3804¿VariableDeclarator¿¿5673¿v351¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3805¿CallExpression¿¿5673¿¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3806¿MemberExpression¿¿5673¿¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3807¿ThisExpression¿¿5673¿¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ThisExpression
3808¿Identifier¿¿5673¿manage¿¿¿{"start":{"line":126,"column":16},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3809¿Identifier¿¿5673¿v350¿¿¿¿¿Identifier
3810¿ReturnStatement¿¿5673¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
3811¿Identifier¿¿5673¿v351¿¿¿¿¿Identifier
3812¿BlockStatement¿¿5673¿¿¿¿{"start":{"line":125,"column":56},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3813¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":127,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3814¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3815¿MemberExpression¿¿5643¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3816¿Identifier¿¿5643¿VBoxManage¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3817¿Identifier¿¿5643¿deleteProperty¿¿¿{"start":{"line":125,"column":11},"end":{"line":125,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3818¿Identifier¿¿5643¿v352¿¿¿¿¿Identifier
3819¿VariableDeclarator¿exported¿5643¿v356¿¿¿{"start":{"line":135,"column":0},"end":{"line":141,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3820¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":135,"column":19},"end":{"line":141,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
3821¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":135,"column":29},"end":{"line":135,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3822¿Identifier¿¿0¿newName¿¿¿{"start":{"line":135,"column":37},"end":{"line":135,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3823¿Identifier¿¿0¿options¿¿¿{"start":{"line":135,"column":46},"end":{"line":135,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3824¿VariableDeclarator¿¿5675¿v353¿¿¿{"start":{"line":137,"column":25},"end":{"line":137,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3825¿ObjectExpression¿¿5675¿¿¿¿{"start":{"line":137,"column":25},"end":{"line":137,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ObjectExpression
3826¿ExpressionStatement¿¿5675¿¿¿¿{"start":{"line":137,"column":4},"end":{"line":137,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3827¿AssignmentExpression¿=¿5675¿¿¿¿{"start":{"line":137,"column":4},"end":{"line":137,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3828¿Identifier¿¿5675¿options¿¿¿{"start":{"line":137,"column":4},"end":{"line":137,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3829¿LogicalExpression¿||¿5675¿¿¿¿{"start":{"line":137,"column":14},"end":{"line":137,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿LogicalExpression
3830¿Identifier¿¿5675¿options¿¿¿{"start":{"line":137,"column":14},"end":{"line":137,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3831¿Identifier¿¿5675¿v353¿¿¿¿¿Identifier
3832¿ExpressionStatement¿¿5675¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3833¿AssignmentExpression¿=¿5675¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3834¿MemberExpression¿computed¿5675¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3835¿Identifier¿¿5675¿options¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3836¿Literal¿string¿5675¿¿'name'¿¿{"start":{"line":138,"column":12},"end":{"line":138,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3837¿Identifier¿¿5675¿newName¿¿¿{"start":{"line":138,"column":22},"end":{"line":138,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3838¿VariableDeclarator¿¿5675¿v354¿¿¿{"start":{"line":140,"column":23},"end":{"line":140,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3839¿ArrayExpression¿¿5675¿¿¿¿{"start":{"line":140,"column":23},"end":{"line":140,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
3840¿Literal¿string¿5675¿¿'clonevm'¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3841¿Identifier¿¿5675¿vmname¿¿¿{"start":{"line":140,"column":35},"end":{"line":140,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
