Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1036¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":147,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Program
1178¿MemberExpression¿¿1791¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":17,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1179¿Identifier¿¿1791¿v104¿¿¿¿¿Identifier
1180¿Identifier¿¿1791¿set¿¿¿{"start":{"line":17,"column":16},"end":{"line":17,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1181¿Identifier¿¿1791¿v116¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1791¿SPLIT_REGEX¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1183¿Literal¿object¿1791¿¿/[^.^\]^[]+|(?=\[\]|\.\.)/g¿¿{"start":{"line":24,"column":18},"end":{"line":24,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1184¿VariableDeclarator¿¿1791¿DIGIT_REGEX¿¿¿{"start":{"line":25,"column":2},"end":{"line":25,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1185¿Literal¿object¿1791¿¿/^\d+$/¿¿{"start":{"line":25,"column":16},"end":{"line":25,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1186¿VariableDeclarator¿¿1791¿LEAD_DIGIT_REGEX¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1187¿Literal¿object¿1791¿¿/^\d/¿¿{"start":{"line":26,"column":21},"end":{"line":26,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1188¿VariableDeclarator¿¿1791¿SPEC_CHAR_REGEX¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1189¿Literal¿object¿1791¿¿/[~`!#$%\^&*+=\-\[\]\\';,/{}|\\':<>\?]/g¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1190¿VariableDeclarator¿¿1791¿CLEAN_QUOTES_REGEX¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1191¿Literal¿object¿1791¿¿/^\s*(['']?)(.*?)(\1)\s*$/¿¿{"start":{"line":28,"column":23},"end":{"line":28,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1192¿VariableDeclarator¿¿1791¿MAX_CACHE_SIZE¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1193¿Literal¿number¿1791¿¿512¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1194¿VariableDeclarator¿¿1791¿pathCache¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1195¿NewExpression¿¿1791¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿NewExpression
1196¿Identifier¿¿1791¿Cache¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1197¿Identifier¿¿1791¿MAX_CACHE_SIZE¿¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1198¿VariableDeclarator¿¿1791¿setCache¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1199¿NewExpression¿¿1791¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿NewExpression
1200¿Identifier¿¿1791¿Cache¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1201¿Identifier¿¿1791¿MAX_CACHE_SIZE¿¿¿{"start":{"line":32,"column":23},"end":{"line":32,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1202¿VariableDeclarator¿¿1791¿getCache¿¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1203¿NewExpression¿¿1791¿¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿NewExpression
1204¿Identifier¿¿1791¿Cache¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1205¿Identifier¿¿1791¿MAX_CACHE_SIZE¿¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1791¿config¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1207¿VariableDeclarator¿exported¿1791¿v126¿¿¿{"start":{"line":44,"column":10},"end":{"line":58,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1208¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":44,"column":10},"end":{"line":58,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1209¿Identifier¿¿0¿path¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1210¿VariableDeclarator¿¿1802¿parts¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1802¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1212¿Identifier¿¿1802¿normalizePath¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1213¿Identifier¿¿1802¿path¿¿¿{"start":{"line":45,"column":30},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1802¿v117¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1215¿CallExpression¿¿1802¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1216¿MemberExpression¿¿1802¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1217¿Identifier¿¿1802¿setCache¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1218¿Identifier¿¿1802¿get¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1219¿Identifier¿¿1802¿path¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1220¿VariableDeclarator¿¿1802¿v123¿¿¿{"start":{"line":49,"column":25},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1221¿FunctionExpression¿¿1802¿setter¿¿¿{"start":{"line":49,"column":25},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1222¿Identifier¿¿0¿data¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1223¿Identifier¿¿0¿value¿¿¿{"start":{"line":49,"column":47},"end":{"line":49,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1224¿VariableDeclarator¿¿1804¿index¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1225¿Literal¿number¿1804¿¿0¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1226¿VariableDeclarator¿¿1804¿len¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1227¿MemberExpression¿¿1804¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1228¿Identifier¿¿1804¿parts¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1229¿Identifier¿¿1804¿length¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1804¿v118¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1231¿BinaryExpression¿-¿1804¿¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1232¿Identifier¿¿1804¿len¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1233¿Literal¿number¿1804¿¿1¿¿{"start":{"line":52,"column":29},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1234¿VariableDeclarator¿¿1804¿v119¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1235¿BinaryExpression¿<¿1804¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1236¿Identifier¿¿1804¿index¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1237¿Identifier¿¿1804¿v118¿¿¿¿¿Identifier
1238¿WhileStatement¿¿1804¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿WhileStatement
1239¿Identifier¿¿1804¿v119¿¿¿¿¿Identifier
1240¿VariableDeclarator¿¿1804¿v120¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1241¿UpdateExpression¿¿1804¿¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UpdateExpression
1242¿Identifier¿¿1804¿index¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1243¿VariableDeclarator¿¿1804¿v121¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1244¿MemberExpression¿computed¿1804¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1245¿Identifier¿¿1804¿parts¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1246¿Identifier¿¿1804¿v120¿¿¿¿¿Identifier
1247¿ExpressionStatement¿¿1804¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1248¿AssignmentExpression¿=¿1804¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1249¿Identifier¿¿1804¿data¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1250¿MemberExpression¿computed¿1804¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1251¿Identifier¿¿1804¿data¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1252¿Identifier¿¿1804¿v121¿¿¿¿¿Identifier
1253¿ExpressionStatement¿¿1804¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1254¿AssignmentExpression¿=¿1804¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1255¿Identifier¿¿1804¿v119¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1256¿BinaryExpression¿<¿1804¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1257¿Identifier¿¿1804¿index¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1258¿Identifier¿¿1804¿v118¿¿¿¿¿Identifier
1259¿BlockStatement¿¿1804¿¿¿¿{"start":{"line":52,"column":32},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1260¿VariableDeclarator¿¿1804¿v122¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1261¿MemberExpression¿computed¿1804¿¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1262¿Identifier¿¿1804¿parts¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1263¿Identifier¿¿1804¿index¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1264¿ExpressionStatement¿¿1804¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1265¿AssignmentExpression¿=¿1804¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1266¿MemberExpression¿computed¿1804¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1267¿Identifier¿¿1804¿data¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1268¿Identifier¿¿1804¿v122¿¿¿¿¿Identifier
1269¿Identifier¿¿1804¿value¿¿¿{"start":{"line":55,"column":29},"end":{"line":55,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1270¿BlockStatement¿¿1804¿¿¿¿{"start":{"line":49,"column":54},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1271¿VariableDeclarator¿¿1802¿v124¿¿¿{"start":{"line":49,"column":6},"end":{"line":56,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1272¿CallExpression¿¿1802¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":56,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1273¿MemberExpression¿¿1802¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1274¿Identifier¿¿1802¿setCache¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1275¿Identifier¿¿1802¿set¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1276¿Identifier¿¿1802¿path¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1277¿Identifier¿¿1802¿v123¿¿¿¿¿Identifier
1278¿VariableDeclarator¿¿1802¿v125¿¿¿{"start":{"line":48,"column":6},"end":{"line":56,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1279¿LogicalExpression¿||¿1802¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":56,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1280¿Identifier¿¿1802¿v117¿¿¿¿¿Identifier
1281¿Identifier¿¿1802¿v124¿¿¿¿¿Identifier
1282¿ReturnStatement¿¿1802¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1283¿Identifier¿¿1802¿v125¿¿¿¿¿Identifier
1284¿BlockStatement¿¿1802¿¿¿¿{"start":{"line":44,"column":25},"end":{"line":58,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1285¿VariableDeclarator¿exported¿1791¿v137¿¿¿{"start":{"line":60,"column":10},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1286¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":60,"column":10},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1287¿Identifier¿¿0¿path¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1288¿Identifier¿¿0¿safe¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1289¿VariableDeclarator¿¿1807¿parts¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1807¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1291¿Identifier¿¿1807¿normalizePath¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1292¿Identifier¿¿1807¿path¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1293¿VariableDeclarator¿¿1807¿v127¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1807¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1295¿MemberExpression¿¿1807¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1296¿Identifier¿¿1807¿getCache¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1297¿Identifier¿¿1807¿get¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1298¿Identifier¿¿1807¿path¿¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1807¿v134¿¿¿{"start":{"line":64,"column":25},"end":{"line":72,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1300¿FunctionExpression¿¿1807¿getter¿¿¿{"start":{"line":64,"column":25},"end":{"line":72,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1301¿Identifier¿¿0¿data¿¿¿{"start":{"line":64,"column":41},"end":{"line":64,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1302¿VariableDeclarator¿¿1809¿index¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1303¿Literal¿number¿1809¿¿0¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1304¿VariableDeclarator¿¿1809¿len¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1305¿MemberExpression¿¿1809¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1306¿Identifier¿¿1809¿parts¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1307¿Identifier¿¿1809¿length¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1308¿VariableDeclarator¿¿1809¿v128¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1309¿BinaryExpression¿<¿1809¿¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1310¿Identifier¿¿1809¿index¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1311¿Identifier¿¿1809¿len¿¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1312¿WhileStatement¿¿1809¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿WhileStatement
1313¿Identifier¿¿1809¿v128¿¿¿¿¿Identifier
