Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2614¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":583,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Program
2873¿Identifier¿¿4606¿v264¿¿¿¿¿Identifier
2874¿VariableDeclarator¿¿4606¿v265¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2875¿MemberExpression¿¿4606¿¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2876¿Identifier¿¿4606¿str¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2877¿Identifier¿¿4606¿length¿¿¿{"start":{"line":112,"column":33},"end":{"line":112,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2878¿VariableDeclarator¿¿4606¿v266¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2879¿BinaryExpression¿-¿4606¿¿¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2880¿Identifier¿¿4606¿v265¿¿¿¿¿Identifier
2881¿Literal¿number¿4606¿¿2¿¿{"start":{"line":112,"column":42},"end":{"line":112,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2882¿VariableDeclarator¿¿4606¿v267¿¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2883¿CallExpression¿¿4606¿¿¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2884¿MemberExpression¿¿4606¿¿¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2885¿Identifier¿¿4606¿str¿¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2886¿Identifier¿¿4606¿substr¿¿¿{"start":{"line":112,"column":19},"end":{"line":112,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2887¿Literal¿number¿4606¿¿1¿¿{"start":{"line":112,"column":26},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2888¿Identifier¿¿4606¿v266¿¿¿¿¿Identifier
2889¿ReturnStatement¿¿4606¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
2890¿Identifier¿¿4606¿v267¿¿¿¿¿Identifier
2891¿BlockStatement¿¿4606¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":113,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2892¿ReturnStatement¿¿4606¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
2893¿Identifier¿¿4606¿str¿¿¿{"start":{"line":114,"column":11},"end":{"line":114,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2894¿BlockStatement¿¿4606¿¿¿¿{"start":{"line":107,"column":24},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2895¿VariableDeclarator¿¿4591¿deepCopy¿¿¿{"start":{"line":126,"column":0},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2896¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":126,"column":0},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
2897¿Identifier¿¿0¿sourceObj¿¿¿{"start":{"line":126,"column":18},"end":{"line":126,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2898¿Identifier¿¿0¿destinationObj¿¿¿{"start":{"line":126,"column":29},"end":{"line":126,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2899¿VariableDeclarator¿¿4609¿v268¿¿¿{"start":{"line":127,"column":32},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2900¿ObjectExpression¿¿4609¿¿¿¿{"start":{"line":127,"column":32},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ObjectExpression
2901¿VariableDeclarator¿¿4609¿out¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2902¿LogicalExpression¿||¿4609¿¿¿¿{"start":{"line":127,"column":14},"end":{"line":127,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
2903¿Identifier¿¿4609¿destinationObj¿¿¿{"start":{"line":127,"column":14},"end":{"line":127,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2904¿Identifier¿¿4609¿v268¿¿¿¿¿Identifier
2905¿VariableDeclarator¿¿4609¿v269¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2906¿CallExpression¿¿4609¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2907¿MemberExpression¿¿4609¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2908¿Identifier¿¿4609¿Object¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2909¿Identifier¿¿4609¿keys¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2910¿Identifier¿¿4609¿sourceObj¿¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2911¿VariableDeclarator¿¿4609¿v283¿¿¿{"start":{"line":128,"column":35},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2912¿FunctionExpression¿¿4609¿anon¿¿¿{"start":{"line":128,"column":35},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
2913¿Identifier¿¿0¿key¿¿¿{"start":{"line":128,"column":45},"end":{"line":128,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2914¿VariableDeclarator¿¿4611¿v270¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2915¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2916¿Identifier¿¿4611¿sourceObj¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2917¿Identifier¿¿4611¿key¿¿¿{"start":{"line":129,"column":29},"end":{"line":129,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2918¿VariableDeclarator¿¿4611¿v271¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2919¿UnaryExpression¿typeof¿4611¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿UnaryExpression
2920¿Identifier¿¿4611¿v270¿¿¿¿¿Identifier
2921¿VariableDeclarator¿¿4611¿v272¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2922¿BinaryExpression¿===¿4611¿¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2923¿Identifier¿¿4611¿v271¿¿¿¿¿Identifier
2924¿Literal¿string¿4611¿¿'object'¿¿{"start":{"line":129,"column":38},"end":{"line":129,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2925¿IfStatement¿¿4611¿¿¿¿{"start":{"line":129,"column":8},"end":{"line":134,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
2926¿Identifier¿¿4611¿v272¿¿¿¿¿Identifier
2927¿VariableDeclarator¿¿4611¿v273¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2928¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2929¿Identifier¿¿4611¿sourceObj¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2930¿Identifier¿¿4611¿key¿¿¿{"start":{"line":130,"column":34},"end":{"line":130,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2931¿VariableDeclarator¿¿4611¿v274¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2932¿MemberExpression¿¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2933¿Identifier¿¿4611¿v273¿¿¿¿¿Identifier
2934¿Identifier¿¿4611¿constructor¿¿¿{"start":{"line":130,"column":39},"end":{"line":130,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2935¿VariableDeclarator¿¿4611¿v275¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2936¿BinaryExpression¿===¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2937¿Identifier¿¿4611¿v274¿¿¿¿¿Identifier
2938¿Identifier¿¿4611¿Array¿¿¿{"start":{"line":130,"column":55},"end":{"line":130,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2939¿VariableDeclarator¿¿4611¿v276¿¿¿{"start":{"line":130,"column":63},"end":{"line":130,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2940¿ArrayExpression¿¿4611¿¿¿¿{"start":{"line":130,"column":63},"end":{"line":130,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ArrayExpression
2941¿VariableDeclarator¿¿4611¿v277¿¿¿{"start":{"line":130,"column":68},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2942¿ObjectExpression¿¿4611¿¿¿¿{"start":{"line":130,"column":68},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ObjectExpression
2943¿VariableDeclarator¿¿4611¿v278¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2944¿IfStatement¿¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
2945¿Identifier¿¿4611¿v275¿¿¿¿¿Identifier
2946¿ExpressionStatement¿¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2947¿AssignmentExpression¿=¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
2948¿Identifier¿¿4611¿v278¿¿¿¿¿Identifier
2949¿Identifier¿¿4611¿v276¿¿¿¿¿Identifier
2950¿BlockStatement¿¿4611¿¿¿¿¿¿BlockStatement
2951¿ExpressionStatement¿¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2952¿AssignmentExpression¿=¿4611¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
2953¿Identifier¿¿4611¿v278¿¿¿¿¿Identifier
2954¿Identifier¿¿4611¿v277¿¿¿¿¿Identifier
2955¿BlockStatement¿¿4611¿¿¿¿¿¿BlockStatement
2956¿ExpressionStatement¿¿4611¿¿¿¿{"start":{"line":130,"column":12},"end":{"line":130,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2957¿AssignmentExpression¿=¿4611¿¿¿¿{"start":{"line":130,"column":12},"end":{"line":130,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
2958¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":130,"column":12},"end":{"line":130,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2959¿Identifier¿¿4611¿out¿¿¿{"start":{"line":130,"column":12},"end":{"line":130,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2960¿Identifier¿¿4611¿key¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2961¿Identifier¿¿4611¿v278¿¿¿¿¿Identifier
2962¿VariableDeclarator¿¿4611¿v279¿¿¿{"start":{"line":131,"column":21},"end":{"line":131,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2963¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":131,"column":21},"end":{"line":131,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2964¿Identifier¿¿4611¿sourceObj¿¿¿{"start":{"line":131,"column":21},"end":{"line":131,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2965¿Identifier¿¿4611¿key¿¿¿{"start":{"line":131,"column":31},"end":{"line":131,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2966¿VariableDeclarator¿¿4611¿v280¿¿¿{"start":{"line":131,"column":37},"end":{"line":131,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2967¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":131,"column":37},"end":{"line":131,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2968¿Identifier¿¿4611¿out¿¿¿{"start":{"line":131,"column":37},"end":{"line":131,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2969¿Identifier¿¿4611¿key¿¿¿{"start":{"line":131,"column":41},"end":{"line":131,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2970¿VariableDeclarator¿¿4611¿v281¿¿¿{"start":{"line":131,"column":12},"end":{"line":131,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2971¿CallExpression¿¿4611¿¿¿¿{"start":{"line":131,"column":12},"end":{"line":131,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2972¿Identifier¿¿4611¿deepCopy¿¿¿{"start":{"line":131,"column":12},"end":{"line":131,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2973¿Identifier¿¿4611¿v279¿¿¿¿¿Identifier
2974¿Identifier¿¿4611¿v280¿¿¿¿¿Identifier
2975¿ExpressionStatement¿¿4611¿¿¿¿{"start":{"line":131,"column":12},"end":{"line":131,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2976¿Identifier¿¿4611¿v281¿¿¿¿¿Identifier
2977¿BlockStatement¿¿4611¿¿¿¿{"start":{"line":129,"column":48},"end":{"line":132,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2978¿VariableDeclarator¿¿4611¿v282¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2979¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":133,"column":23},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2980¿Identifier¿¿4611¿sourceObj¿¿¿{"start":{"line":133,"column":23},"end":{"line":133,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2981¿Identifier¿¿4611¿key¿¿¿{"start":{"line":133,"column":33},"end":{"line":133,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2982¿ExpressionStatement¿¿4611¿¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2983¿AssignmentExpression¿=¿4611¿¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
2984¿MemberExpression¿computed¿4611¿¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2985¿Identifier¿¿4611¿out¿¿¿{"start":{"line":133,"column":12},"end":{"line":133,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2986¿Identifier¿¿4611¿key¿¿¿{"start":{"line":133,"column":16},"end":{"line":133,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2987¿Identifier¿¿4611¿v282¿¿¿¿¿Identifier
2988¿BlockStatement¿¿4611¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":134,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2989¿BlockStatement¿¿4611¿¿¿¿{"start":{"line":128,"column":50},"end":{"line":135,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2990¿VariableDeclarator¿¿4609¿v284¿¿¿{"start":{"line":128,"column":4},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2991¿CallExpression¿¿4609¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":135,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2992¿MemberExpression¿¿4609¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2993¿Identifier¿¿4609¿v269¿¿¿¿¿Identifier
2994¿Identifier¿¿4609¿forEach¿¿¿{"start":{"line":128,"column":27},"end":{"line":128,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2995¿Identifier¿¿4609¿v283¿¿¿¿¿Identifier
2996¿ExpressionStatement¿¿4609¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":135,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2997¿Identifier¿¿4609¿v284¿¿¿¿¿Identifier
2998¿ReturnStatement¿¿4609¿¿¿¿{"start":{"line":137,"column":4},"end":{"line":137,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
2999¿Identifier¿¿4609¿out¿¿¿{"start":{"line":137,"column":11},"end":{"line":137,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3000¿BlockStatement¿¿4609¿¿¿¿{"start":{"line":126,"column":45},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3001¿VariableDeclarator¿exported¿4591¿IniReaderCore¿¿¿{"start":{"line":157,"column":0},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3002¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":157,"column":0},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
3003¿Identifier¿¿0¿cfg¿¿¿{"start":{"line":157,"column":23},"end":{"line":157,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3004¿Identifier¿¿0¿async¿¿¿{"start":{"line":157,"column":28},"end":{"line":157,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3005¿VariableDeclarator¿¿4615¿v285¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3006¿CallExpression¿¿4615¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3007¿MemberExpression¿¿4615¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3008¿ThisExpression¿¿4615¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3009¿Identifier¿¿4615¿construct¿¿¿{"start":{"line":158,"column":9},"end":{"line":158,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3010¿Identifier¿¿4615¿cfg¿¿¿{"start":{"line":158,"column":19},"end":{"line":158,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3011¿Identifier¿¿4615¿async¿¿¿{"start":{"line":158,"column":24},"end":{"line":158,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3012¿ExpressionStatement¿¿4615¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3013¿Identifier¿¿4615¿v285¿¿¿¿¿Identifier
3014¿BlockStatement¿¿4615¿¿¿¿{"start":{"line":157,"column":35},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3015¿VariableDeclarator¿¿4591¿v286¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
