Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4342¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":419,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Program
4683¿Identifier¿¿7584¿cwd¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4684¿Identifier¿¿7584¿v489¿¿¿¿¿Identifier
4685¿Property¿¿7584¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Property
4686¿Identifier¿¿7584¿maxBuffer¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4687¿Identifier¿¿7584¿v491¿¿¿¿¿Identifier
4688¿Property¿¿7584¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Property
4689¿Identifier¿¿7584¿encoding¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4690¿Identifier¿¿7584¿v492¿¿¿¿¿Identifier
4691¿Property¿¿7584¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Property
4692¿Identifier¿¿7584¿timeout¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4693¿Identifier¿¿7584¿v493¿¿¿¿¿Identifier
4694¿VariableDeclarator¿¿7584¿v602¿¿¿{"start":{"line":65,"column":4},"end":{"line":119,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4695¿FunctionExpression¿¿7584¿anon¿¿¿{"start":{"line":65,"column":4},"end":{"line":119,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
4696¿Identifier¿¿0¿error¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4697¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4698¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":65,"column":29},"end":{"line":65,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4699¿VariableDeclarator¿¿7587¿v495¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4700¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4701¿Identifier¿¿7587¿git¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4702¿Identifier¿¿7587¿runningTasks¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4703¿VariableDeclarator¿¿7587¿v496¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4704¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4705¿Identifier¿¿7587¿git¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4706¿Identifier¿¿7587¿runningTasks¿¿¿{"start":{"line":66,"column":34},"end":{"line":66,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4707¿VariableDeclarator¿¿7587¿v497¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4708¿CallExpression¿¿7587¿¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4709¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4710¿Identifier¿¿7587¿v496¿¿¿¿¿Identifier
4711¿Identifier¿¿7587¿indexOf¿¿¿{"start":{"line":66,"column":47},"end":{"line":66,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4712¿Identifier¿¿7587¿task¿¿¿{"start":{"line":66,"column":55},"end":{"line":66,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4713¿VariableDeclarator¿¿7587¿v498¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4714¿CallExpression¿¿7587¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4715¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4716¿Identifier¿¿7587¿v495¿¿¿¿¿Identifier
4717¿Identifier¿¿7587¿splice¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4718¿Identifier¿¿7587¿v497¿¿¿¿¿Identifier
4719¿Literal¿number¿7587¿¿1¿¿{"start":{"line":66,"column":62},"end":{"line":66,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4720¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4721¿Identifier¿¿7587¿v498¿¿¿¿¿Identifier
4722¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4723¿AssignmentExpression¿=¿7587¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4724¿Identifier¿¿7587¿stdout¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4725¿CallExpression¿¿7587¿¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4726¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4727¿Identifier¿¿7587¿stdout¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4728¿Identifier¿¿7587¿toString¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4729¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4730¿AssignmentExpression¿=¿7587¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4731¿Identifier¿¿7587¿stderr¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4732¿CallExpression¿¿7587¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4733¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4734¿Identifier¿¿7587¿stderr¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4735¿Identifier¿¿7587¿toString¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4736¿VariableDeclarator¿¿7587¿v499¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4737¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4738¿Identifier¿¿7587¿config¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4739¿Identifier¿¿7587¿logGitOutput¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4740¿IfStatement¿¿7587¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":153},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
4741¿Identifier¿¿7587¿v499¿¿¿¿¿Identifier
4742¿VariableDeclarator¿¿7587¿v500¿¿¿{"start":{"line":69,"column":79},"end":{"line":69,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4743¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":79},"end":{"line":69,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4744¿Identifier¿¿7587¿task¿¿¿{"start":{"line":69,"column":79},"end":{"line":69,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4745¿Identifier¿¿7587¿command¿¿¿{"start":{"line":69,"column":84},"end":{"line":69,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4746¿VariableDeclarator¿¿7587¿v501¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4747¿BinaryExpression¿+¿7587¿¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
4748¿Literal¿string¿7587¿¿'git result (first 400 bytes): '¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4749¿Identifier¿¿7587¿v500¿¿¿¿¿Identifier
4750¿VariableDeclarator¿¿7587¿v502¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4751¿BinaryExpression¿+¿7587¿¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
4752¿Identifier¿¿7587¿v501¿¿¿¿¿Identifier
4753¿Literal¿string¿7587¿¿'\n'¿¿{"start":{"line":69,"column":94},"end":{"line":69,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4754¿VariableDeclarator¿¿7587¿v503¿¿¿{"start":{"line":69,"column":101},"end":{"line":69,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4755¿CallExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":101},"end":{"line":69,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4756¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":101},"end":{"line":69,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4757¿Identifier¿¿7587¿stderr¿¿¿{"start":{"line":69,"column":101},"end":{"line":69,"column":107},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4758¿Identifier¿¿7587¿slice¿¿¿{"start":{"line":69,"column":108},"end":{"line":69,"column":113},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4759¿Literal¿number¿7587¿¿0¿¿{"start":{"line":69,"column":114},"end":{"line":69,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4760¿Literal¿number¿7587¿¿400¿¿{"start":{"line":69,"column":117},"end":{"line":69,"column":120},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4761¿VariableDeclarator¿¿7587¿v504¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4762¿BinaryExpression¿+¿7587¿¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
4763¿Identifier¿¿7587¿v502¿¿¿¿¿Identifier
4764¿Identifier¿¿7587¿v503¿¿¿¿¿Identifier
4765¿VariableDeclarator¿¿7587¿v505¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":128},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4766¿BinaryExpression¿+¿7587¿¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":128},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
4767¿Identifier¿¿7587¿v504¿¿¿¿¿Identifier
4768¿Literal¿string¿7587¿¿'\n'¿¿{"start":{"line":69,"column":124},"end":{"line":69,"column":128},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4769¿VariableDeclarator¿¿7587¿v506¿¿¿{"start":{"line":69,"column":131},"end":{"line":69,"column":151},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4770¿CallExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":131},"end":{"line":69,"column":151},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4771¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":131},"end":{"line":69,"column":143},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4772¿Identifier¿¿7587¿stdout¿¿¿{"start":{"line":69,"column":131},"end":{"line":69,"column":137},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4773¿Identifier¿¿7587¿slice¿¿¿{"start":{"line":69,"column":138},"end":{"line":69,"column":143},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4774¿Literal¿number¿7587¿¿0¿¿{"start":{"line":69,"column":144},"end":{"line":69,"column":145},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4775¿Literal¿number¿7587¿¿400¿¿{"start":{"line":69,"column":147},"end":{"line":69,"column":150},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4776¿VariableDeclarator¿¿7587¿v507¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":151},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4777¿BinaryExpression¿+¿7587¿¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":151},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
4778¿Identifier¿¿7587¿v505¿¿¿¿¿Identifier
4779¿Identifier¿¿7587¿v506¿¿¿¿¿Identifier
4780¿VariableDeclarator¿¿7587¿v508¿¿¿{"start":{"line":69,"column":31},"end":{"line":69,"column":152},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4781¿CallExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":31},"end":{"line":69,"column":152},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4782¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":69,"column":31},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4783¿Identifier¿¿7587¿winston¿¿¿{"start":{"line":69,"column":31},"end":{"line":69,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4784¿Identifier¿¿7587¿info¿¿¿{"start":{"line":69,"column":39},"end":{"line":69,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4785¿Identifier¿¿7587¿v507¿¿¿¿¿Identifier
4786¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":69,"column":31},"end":{"line":69,"column":153},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4787¿Identifier¿¿7587¿v508¿¿¿¿¿Identifier
4788¿BlockStatement¿¿7587¿¿¿¿¿¿BlockStatement
4789¿VariableDeclarator¿¿7587¿v509¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4790¿BinaryExpression¿!==¿7587¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
4791¿Identifier¿¿7587¿error¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4792¿Literal¿object¿7587¿¿null¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4793¿IfStatement¿¿7587¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":118,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
4794¿Identifier¿¿7587¿v509¿¿¿¿¿Identifier
4795¿VariableDeclarator¿¿7587¿err¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4796¿ObjectExpression¿¿7587¿¿¿¿¿¿ObjectExpression
4797¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4798¿AssignmentExpression¿=¿7587¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4799¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4800¿Identifier¿¿7587¿err¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4801¿Identifier¿¿7587¿isGitError¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4802¿Literal¿boolean¿7587¿¿true¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4803¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4804¿AssignmentExpression¿=¿7587¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4805¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4806¿Identifier¿¿7587¿err¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4807¿Identifier¿¿7587¿errorCode¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4808¿Literal¿string¿7587¿¿'unknown'¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Literal
4809¿VariableDeclarator¿¿7587¿v510¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4810¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4811¿Identifier¿¿7587¿task¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4812¿Identifier¿¿7587¿potentialError¿¿¿{"start":{"line":74,"column":31},"end":{"line":74,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4813¿VariableDeclarator¿¿7587¿v511¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4814¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4815¿Identifier¿¿7587¿v510¿¿¿¿¿Identifier
4816¿Identifier¿¿7587¿stack¿¿¿{"start":{"line":74,"column":46},"end":{"line":74,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4817¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4818¿AssignmentExpression¿=¿7587¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4819¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4820¿Identifier¿¿7587¿err¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4821¿Identifier¿¿7587¿stackAtCall¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4822¿Identifier¿¿7587¿v511¿¿¿¿¿Identifier
4823¿VariableDeclarator¿¿7587¿v512¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4824¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4825¿Identifier¿¿7587¿task¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4826¿Identifier¿¿7587¿potentialError¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4827¿VariableDeclarator¿¿7587¿v513¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4828¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4829¿Identifier¿¿7587¿v512¿¿¿¿¿Identifier
4830¿Identifier¿¿7587¿lineNumber¿¿¿{"start":{"line":75,"column":45},"end":{"line":75,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4831¿ExpressionStatement¿¿7587¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4832¿AssignmentExpression¿=¿7587¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4833¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4834¿Identifier¿¿7587¿err¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4835¿Identifier¿¿7587¿lineAtCall¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4836¿Identifier¿¿7587¿v513¿¿¿¿¿Identifier
4837¿VariableDeclarator¿¿7587¿v514¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4838¿MemberExpression¿¿7587¿¿¿¿{"start":{"line":76,"column":22},"end":{"line":76,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
