Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1117¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":121,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Program
1269¿Literal¿string¿1903¿¿'object'¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1270¿VariableDeclarator¿¿1903¿args¿¿¿{"start":{"line":35,"column":7},"end":{"line":35,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1903¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1272¿MemberExpression¿¿1903¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1273¿Identifier¿¿1903¿slice¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1274¿Identifier¿¿1903¿call¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1275¿Identifier¿¿1903¿arguments¿¿¿{"start":{"line":35,"column":25},"end":{"line":35,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1276¿VariableDeclarator¿¿1903¿v107¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1277¿ObjectExpression¿¿1903¿¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ObjectExpression
1278¿VariableDeclarator¿¿1903¿v108¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1903¿¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1280¿MemberExpression¿¿1903¿¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1281¿Identifier¿¿1903¿args¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1282¿Identifier¿¿1903¿unshift¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1283¿Identifier¿¿1903¿v107¿¿¿¿¿Identifier
1284¿ExpressionStatement¿¿1903¿¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1285¿Identifier¿¿1903¿v108¿¿¿¿¿Identifier
1286¿VariableDeclarator¿¿1903¿v109¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1287¿CallExpression¿¿1903¿¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1288¿MemberExpression¿¿1903¿¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1289¿Identifier¿¿1903¿deepExtend¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1290¿Identifier¿¿1903¿apply¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1291¿Literal¿object¿1903¿¿null¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1292¿Identifier¿¿1903¿args¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1293¿ReturnStatement¿¿1903¿¿¿¿{"start":{"line":37,"column":3},"end":{"line":37,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1294¿Identifier¿¿1903¿v109¿¿¿¿¿Identifier
1295¿SwitchCase¿¿1903¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":39,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿SwitchCase
1296¿Literal¿string¿1903¿¿'array'¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1297¿VariableDeclarator¿¿1903¿v111¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1298¿FunctionExpression¿¿1903¿anon¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1299¿Identifier¿¿0¿v¿¿¿{"start":{"line":39,"column":27},"end":{"line":39,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1906¿v110¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1906¿¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1302¿Identifier¿¿1906¿deepClone¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1303¿Identifier¿¿1906¿v¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1304¿ReturnStatement¿¿1906¿¿¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1305¿Identifier¿¿1906¿v110¿¿¿¿¿Identifier
1306¿BlockStatement¿¿1906¿¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1307¿VariableDeclarator¿¿1903¿v112¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1308¿CallExpression¿¿1903¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1309¿MemberExpression¿¿1903¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1310¿Identifier¿¿1903¿val¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1311¿Identifier¿¿1903¿map¿¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1312¿Identifier¿¿1903¿v111¿¿¿¿¿Identifier
1313¿ReturnStatement¿¿1903¿¿¿¿{"start":{"line":39,"column":3},"end":{"line":39,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1314¿Identifier¿¿1903¿v112¿¿¿¿¿Identifier
1315¿SwitchCase¿¿1903¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":41,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿SwitchCase
1316¿VariableDeclarator¿¿1903¿v113¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1317¿CallExpression¿¿1903¿¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1318¿Identifier¿¿1903¿clone¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1319¿Identifier¿¿1903¿val¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1320¿ReturnStatement¿¿1903¿¿¿¿{"start":{"line":41,"column":3},"end":{"line":41,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1321¿Identifier¿¿1903¿v113¿¿¿¿¿Identifier
1322¿BlockStatement¿¿1903¿¿¿¿{"start":{"line":32,"column":24},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1323¿VariableDeclarator¿exported¿1893¿extend¿¿¿{"start":{"line":45,"column":0},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1324¿FunctionExpression¿¿1893¿anon¿¿¿{"start":{"line":45,"column":0},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1325¿Identifier¿¿0¿a¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1326¿Identifier¿¿0¿b¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1327¿VariableDeclarator¿¿1911¿v114¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1911¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1329¿MemberExpression¿¿1911¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1330¿Identifier¿¿1911¿slice¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1331¿Identifier¿¿1911¿call¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1332¿Identifier¿¿1911¿arguments¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1333¿Literal¿number¿1911¿¿1¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1334¿VariableDeclarator¿¿1911¿v119¿¿¿{"start":{"line":46,"column":34},"end":{"line":50,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1335¿FunctionExpression¿¿1911¿anon¿¿¿{"start":{"line":46,"column":34},"end":{"line":50,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1336¿Identifier¿¿0¿b¿¿¿{"start":{"line":46,"column":43},"end":{"line":46,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1337¿VariableDeclarator¿¿1913¿v115¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1338¿CallExpression¿¿1913¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1339¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1340¿Identifier¿¿1913¿Object¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1341¿Identifier¿¿1913¿keys¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1342¿Identifier¿¿1913¿b¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1343¿VariableDeclarator¿¿1913¿v117¿¿¿{"start":{"line":47,"column":25},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1344¿FunctionExpression¿¿1913¿anon¿¿¿{"start":{"line":47,"column":25},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1345¿Identifier¿¿0¿p¿¿¿{"start":{"line":47,"column":34},"end":{"line":47,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1346¿VariableDeclarator¿¿1915¿v116¿¿¿{"start":{"line":48,"column":3},"end":{"line":48,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1347¿MemberExpression¿computed¿1915¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1348¿Identifier¿¿1915¿b¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1349¿Identifier¿¿1915¿p¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1350¿ExpressionStatement¿¿1915¿¿¿¿{"start":{"line":48,"column":3},"end":{"line":48,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1351¿AssignmentExpression¿=¿1915¿¿¿¿{"start":{"line":48,"column":3},"end":{"line":48,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1352¿MemberExpression¿computed¿1915¿¿¿¿{"start":{"line":48,"column":3},"end":{"line":48,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1353¿Identifier¿¿1915¿a¿¿¿{"start":{"line":48,"column":3},"end":{"line":48,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1354¿Identifier¿¿1915¿p¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1355¿Identifier¿¿1915¿v116¿¿¿¿¿Identifier
1356¿BlockStatement¿¿1915¿¿¿¿{"start":{"line":47,"column":37},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1357¿VariableDeclarator¿¿1913¿v118¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1358¿CallExpression¿¿1913¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1359¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1360¿Identifier¿¿1913¿v115¿¿¿¿¿Identifier
1361¿Identifier¿¿1913¿forEach¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1362¿Identifier¿¿1913¿v117¿¿¿¿¿Identifier
1363¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1364¿Identifier¿¿1913¿v118¿¿¿¿¿Identifier
1365¿BlockStatement¿¿1913¿¿¿¿{"start":{"line":46,"column":46},"end":{"line":50,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1366¿VariableDeclarator¿¿1911¿v120¿¿¿{"start":{"line":46,"column":1},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1911¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1368¿MemberExpression¿¿1911¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1369¿Identifier¿¿1911¿v114¿¿¿¿¿Identifier
1370¿Identifier¿¿1911¿forEach¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1371¿Identifier¿¿1911¿v119¿¿¿¿¿Identifier
1372¿ExpressionStatement¿¿1911¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":50,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1373¿Identifier¿¿1911¿v120¿¿¿¿¿Identifier
1374¿ReturnStatement¿¿1911¿¿¿¿{"start":{"line":51,"column":1},"end":{"line":51,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1375¿Identifier¿¿1911¿a¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1376¿BlockStatement¿¿1911¿¿¿¿{"start":{"line":45,"column":37},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1377¿VariableDeclarator¿exported¿1893¿deepExtend¿¿¿{"start":{"line":54,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1378¿FunctionExpression¿¿1893¿anon¿¿¿{"start":{"line":54,"column":0},"end":{"line":64,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1379¿Identifier¿¿0¿a¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1380¿Identifier¿¿0¿b¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1381¿VariableDeclarator¿¿1917¿v121¿¿¿{"start":{"line":55,"column":1},"end":{"line":55,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1382¿CallExpression¿¿1917¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":55,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1383¿MemberExpression¿¿1917¿¿¿¿{"start":{"line":55,"column":1},"end":{"line":55,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1384¿Identifier¿¿1917¿slice¿¿¿{"start":{"line":55,"column":1},"end":{"line":55,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1385¿Identifier¿¿1917¿call¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1386¿Identifier¿¿1917¿arguments¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1387¿Literal¿number¿1917¿¿1¿¿{"start":{"line":55,"column":23},"end":{"line":55,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1388¿VariableDeclarator¿¿1917¿v137¿¿¿{"start":{"line":55,"column":34},"end":{"line":62,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1389¿FunctionExpression¿¿1917¿anon¿¿¿{"start":{"line":55,"column":34},"end":{"line":62,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1390¿Identifier¿¿0¿b¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1391¿VariableDeclarator¿¿1919¿v122¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1392¿CallExpression¿¿1919¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1393¿MemberExpression¿¿1919¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1394¿Identifier¿¿1919¿Object¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1395¿Identifier¿¿1919¿keys¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1396¿Identifier¿¿1919¿b¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1397¿VariableDeclarator¿¿1919¿v135¿¿¿{"start":{"line":56,"column":25},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1398¿FunctionExpression¿¿1919¿anon¿¿¿{"start":{"line":56,"column":25},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1399¿Identifier¿¿0¿p¿¿¿{"start":{"line":56,"column":34},"end":{"line":56,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1400¿VariableDeclarator¿¿1921¿v123¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1401¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1402¿Identifier¿¿1921¿b¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1403¿Identifier¿¿1921¿p¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1404¿VariableDeclarator¿¿1921¿v124¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1405¿CallExpression¿¿1921¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1406¿Identifier¿¿1921¿typeOf¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1407¿Identifier¿¿1921¿v123¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1921¿v125¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1409¿BinaryExpression¿===¿1921¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1410¿Identifier¿¿1921¿v124¿¿¿¿¿Identifier
1411¿Literal¿string¿1921¿¿'object'¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1412¿VariableDeclarator¿¿1921¿v126¿¿¿{"start":{"line":57,"column":42},"end":{"line":57,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1413¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":57,"column":42},"end":{"line":57,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1414¿Identifier¿¿1921¿a¿¿¿{"start":{"line":57,"column":42},"end":{"line":57,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1415¿Identifier¿¿1921¿p¿¿¿{"start":{"line":57,"column":44},"end":{"line":57,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1416¿VariableDeclarator¿¿1921¿v127¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1417¿CallExpression¿¿1921¿¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
