Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Program
816¿VariableDeclarator¿¿1199¿v72¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
817¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
818¿Identifier¿¿1199¿pointer¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
819¿Identifier¿¿1199¿p¿¿¿{"start":{"line":32,"column":21},"end":{"line":32,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
820¿VariableDeclarator¿¿1199¿v73¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
821¿BinaryExpression¿!==¿1199¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
822¿Identifier¿¿1199¿v72¿¿¿¿¿Identifier
823¿Literal¿string¿1199¿¿''¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
824¿VariableDeclarator¿¿1199¿v74¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
825¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
826¿Identifier¿¿1199¿pointer¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
827¿Identifier¿¿1199¿p¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
828¿VariableDeclarator¿¿1199¿v75¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
829¿BinaryExpression¿<¿1199¿¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
830¿Identifier¿¿1199¿v74¿¿¿¿¿Identifier
831¿Identifier¿¿1199¿Infinity¿¿¿{"start":{"line":32,"column":47},"end":{"line":32,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
832¿VariableDeclarator¿¿1199¿v76¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
833¿LogicalExpression¿&&¿1199¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿LogicalExpression
834¿Identifier¿¿1199¿v73¿¿¿¿¿Identifier
835¿Identifier¿¿1199¿v75¿¿¿¿¿Identifier
836¿VariableDeclarator¿¿1199¿v77¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
837¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
838¿Identifier¿¿1199¿pointer¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
839¿Identifier¿¿1199¿p¿¿¿{"start":{"line":32,"column":68},"end":{"line":32,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
840¿VariableDeclarator¿¿1199¿v78¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
841¿BinaryExpression¿===¿1199¿¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
842¿Identifier¿¿1199¿v77¿¿¿¿¿Identifier
843¿Literal¿string¿1199¿¿'-'¿¿{"start":{"line":32,"column":75},"end":{"line":32,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
844¿VariableDeclarator¿¿1199¿v79¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
845¿LogicalExpression¿||¿1199¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿LogicalExpression
846¿Identifier¿¿1199¿v76¿¿¿¿¿Identifier
847¿Identifier¿¿1199¿v78¿¿¿¿¿Identifier
848¿IfStatement¿¿1199¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
849¿Identifier¿¿1199¿v79¿¿¿¿¿Identifier
850¿ExpressionStatement¿¿1199¿¿¿¿{"start":{"line":32,"column":80},"end":{"line":32,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
851¿AssignmentExpression¿=¿1199¿¿¿¿{"start":{"line":32,"column":80},"end":{"line":32,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
852¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":32,"column":80},"end":{"line":32,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
853¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":32,"column":80},"end":{"line":32,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
854¿Identifier¿¿1199¿part¿¿¿{"start":{"line":32,"column":84},"end":{"line":32,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
855¿ArrayExpression¿¿1199¿¿¿¿{"start":{"line":32,"column":92},"end":{"line":32,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ArrayExpression
856¿BlockStatement¿¿1199¿¿¿¿¿¿BlockStatement
857¿VariableDeclarator¿¿1199¿v80¿¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
858¿ObjectExpression¿¿1199¿¿¿¿¿¿ObjectExpression
859¿ExpressionStatement¿¿1199¿¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
860¿AssignmentExpression¿=¿1199¿¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
861¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
862¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
863¿Identifier¿¿1199¿part¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
864¿Identifier¿¿1199¿v80¿¿¿¿¿Identifier
865¿BlockStatement¿¿1199¿¿¿¿¿¿BlockStatement
866¿BlockStatement¿¿1199¿¿¿¿{"start":{"line":31,"column":23},"end":{"line":34,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
867¿BlockStatement¿¿1199¿¿¿¿{"start":{"line":24,"column":42},"end":{"line":35,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
868¿VariableDeclarator¿¿1199¿v81¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
869¿UnaryExpression¿!¿1199¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UnaryExpression
870¿Identifier¿¿1199¿hasNextPart¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
871¿IfStatement¿¿1199¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
872¿Identifier¿¿1199¿v81¿¿¿¿¿Identifier
873¿BreakStatement¿¿1199¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BreakStatement
874¿BlockStatement¿¿1199¿¿¿¿¿¿BlockStatement
875¿ExpressionStatement¿¿1199¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
876¿AssignmentExpression¿=¿1199¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
877¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
878¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
879¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
880¿Identifier¿¿1199¿part¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
881¿ExpressionStatement¿¿1199¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
882¿AssignmentExpression¿=¿1199¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
883¿Identifier¿¿1199¿v63¿¿¿{"start":{"line":20,"column":2},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
884¿BinaryExpression¿<¿1199¿¿¿¿{"start":{"line":20,"column":40},"end":{"line":20,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
885¿Identifier¿¿1199¿p¿¿¿{"start":{"line":20,"column":40},"end":{"line":20,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
886¿Identifier¿¿1199¿len¿¿¿{"start":{"line":20,"column":44},"end":{"line":20,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
887¿BlockStatement¿¿1199¿¿¿¿{"start":{"line":20,"column":50},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
888¿VariableDeclarator¿¿1199¿oldValue¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
889¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
890¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
891¿Identifier¿¿1199¿part¿¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
892¿VariableDeclarator¿¿1199¿v82¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
893¿BinaryExpression¿===¿1199¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
894¿Identifier¿¿1199¿value¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
895¿Identifier¿¿1199¿undefined¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
896¿IfStatement¿¿1199¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
897¿Identifier¿¿1199¿v82¿¿¿¿¿Identifier
898¿VariableDeclarator¿¿1199¿v83¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
899¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
900¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
901¿Identifier¿¿1199¿part¿¿¿{"start":{"line":42,"column":38},"end":{"line":42,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
902¿VariableDeclarator¿¿1199¿v84¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
903¿UnaryExpression¿delete¿1199¿¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UnaryExpression
904¿Identifier¿¿1199¿v83¿¿¿¿¿Identifier
905¿ExpressionStatement¿¿1199¿¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
906¿Identifier¿¿1199¿v84¿¿¿¿¿Identifier
907¿BlockStatement¿¿1199¿¿¿¿¿¿BlockStatement
908¿ExpressionStatement¿¿1199¿¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
909¿AssignmentExpression¿=¿1199¿¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
910¿MemberExpression¿computed¿1199¿¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
911¿Identifier¿¿1199¿obj¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
912¿Identifier¿¿1199¿part¿¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
913¿Identifier¿¿1199¿value¿¿¿{"start":{"line":43,"column":19},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
914¿BlockStatement¿¿1199¿¿¿¿¿¿BlockStatement
915¿ReturnStatement¿¿1199¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
916¿Identifier¿¿1199¿oldValue¿¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
917¿BlockStatement¿¿1199¿¿¿¿{"start":{"line":16,"column":38},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BlockStatement
918¿VariableDeclarator¿¿1189¿compilePointer¿¿¿{"start":{"line":47,"column":0},"end":{"line":57,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
919¿FunctionExpression¿¿1189¿anon¿¿¿{"start":{"line":47,"column":0},"end":{"line":57,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿FunctionExpression
920¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
921¿VariableDeclarator¿¿1208¿v85¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
922¿UnaryExpression¿typeof¿1208¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿UnaryExpression
923¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
924¿VariableDeclarator¿¿1208¿v86¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
925¿BinaryExpression¿===¿1208¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
926¿Identifier¿¿1208¿v85¿¿¿¿¿Identifier
927¿Literal¿string¿1208¿¿'string'¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
928¿IfStatement¿¿1208¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
929¿Identifier¿¿1208¿v86¿¿¿¿¿Identifier
930¿ExpressionStatement¿¿1208¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ExpressionStatement
931¿AssignmentExpression¿=¿1208¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿AssignmentExpression
932¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
933¿CallExpression¿¿1208¿¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿CallExpression
934¿MemberExpression¿¿1208¿¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
935¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
936¿Identifier¿¿1208¿split¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
937¿Literal¿string¿1208¿¿'/'¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
938¿VariableDeclarator¿¿1208¿v87¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
939¿MemberExpression¿computed¿1208¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿MemberExpression
940¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
941¿Literal¿number¿1208¿¿0¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
942¿VariableDeclarator¿¿1208¿v88¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
943¿BinaryExpression¿===¿1208¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿BinaryExpression
944¿Identifier¿¿1208¿v87¿¿¿¿¿Identifier
945¿Literal¿string¿1208¿¿''¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
946¿IfStatement¿¿1208¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿IfStatement
947¿Identifier¿¿1208¿v88¿¿¿¿¿Identifier
948¿ReturnStatement¿¿1208¿¿¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿ReturnStatement
949¿Identifier¿¿1208¿pointer¿¿¿{"start":{"line":50,"column":34},"end":{"line":50,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
950¿BlockStatement¿¿1208¿¿¿¿¿¿BlockStatement
951¿VariableDeclarator¿¿1208¿v89¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿VariableDeclarator
952¿NewExpression¿¿1208¿¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿NewExpression
953¿Identifier¿¿1208¿Error¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Identifier
954¿Literal¿string¿1208¿¿'Invalid JSON pointer.'¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Literal
