Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
618¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":90,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Program
766¿CallExpression¿¿1094¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
767¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
768¿Identifier¿¿1094¿Object¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
769¿Identifier¿¿1094¿defineProperty¿¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
770¿Identifier¿¿1094¿target¿¿¿{"start":{"line":36,"column":30},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
771¿Identifier¿¿1094¿key¿¿¿{"start":{"line":36,"column":38},"end":{"line":36,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
772¿Identifier¿¿1094¿src¿¿¿{"start":{"line":36,"column":43},"end":{"line":36,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
773¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
774¿Identifier¿¿1094¿v86¿¿¿¿¿Identifier
775¿ContinueStatement¿¿1094¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ContinueStatement
776¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":35,"column":65},"end":{"line":38,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
777¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":34,"column":28},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
778¿VariableDeclarator¿¿1094¿v87¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
779¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
780¿Identifier¿¿1094¿src¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
781¿Identifier¿¿1094¿value¿¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
782¿VariableDeclarator¿¿1094¿v88¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
783¿UnaryExpression¿typeof¿1094¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿UnaryExpression
784¿Identifier¿¿1094¿v87¿¿¿¿¿Identifier
785¿VariableDeclarator¿¿1094¿v89¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
786¿BinaryExpression¿===¿1094¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BinaryExpression
787¿Identifier¿¿1094¿v88¿¿¿¿¿Identifier
788¿Literal¿string¿1094¿¿'function'¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Literal
789¿IfStatement¿¿1094¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":40,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
790¿Identifier¿¿1094¿v89¿¿¿¿¿Identifier
791¿ContinueStatement¿¿1094¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ContinueStatement
792¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
793¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
794¿VariableDeclarator¿¿1094¿srcVal¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
795¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
796¿Identifier¿¿1094¿src¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
797¿Identifier¿¿1094¿value¿¿¿{"start":{"line":42,"column":21},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
798¿VariableDeclarator¿¿1094¿trgVal¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
799¿MemberExpression¿computed¿1094¿¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
800¿Identifier¿¿1094¿target¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
801¿Identifier¿¿1094¿key¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
802¿VariableDeclarator¿¿1094¿v90¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
803¿CallExpression¿¿1094¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
804¿Identifier¿¿1094¿isObject¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
805¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":44,"column":17},"end":{"line":44,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
806¿IfStatement¿¿1094¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":61,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
807¿Identifier¿¿1094¿v90¿¿¿¿¿Identifier
808¿VariableDeclarator¿¿1094¿v91¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
809¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
810¿Identifier¿¿1094¿options¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
811¿Identifier¿¿1094¿deep¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
812¿IfStatement¿¿1094¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":50,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
813¿Identifier¿¿1094¿v91¿¿¿¿¿Identifier
814¿VariableDeclarator¿¿1094¿v92¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
815¿CallExpression¿¿1094¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
816¿Identifier¿¿1094¿isObject¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
817¿Identifier¿¿1094¿trgVal¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
818¿VariableDeclarator¿¿1094¿v93¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
819¿UnaryExpression¿!¿1094¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿UnaryExpression
820¿Identifier¿¿1094¿v92¿¿¿¿¿Identifier
821¿IfStatement¿¿1094¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":47,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
822¿Identifier¿¿1094¿v93¿¿¿¿¿Identifier
823¿VariableDeclarator¿¿1094¿v94¿¿¿{"start":{"line":47,"column":33},"end":{"line":47,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
824¿ObjectExpression¿¿1094¿¿¿¿¿¿ObjectExpression
825¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
826¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
827¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
828¿Identifier¿¿1094¿target¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
829¿Identifier¿¿1094¿key¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
830¿Identifier¿¿1094¿v94¿¿¿¿¿Identifier
831¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
832¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
833¿Identifier¿¿1094¿trgVal¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
834¿MemberExpression¿computed¿1094¿¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
835¿Identifier¿¿1094¿target¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
836¿Identifier¿¿1094¿key¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
837¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
838¿VariableDeclarator¿¿1094¿v95¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
839¿CallExpression¿¿1094¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
840¿Identifier¿¿1094¿merge¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
841¿Identifier¿¿1094¿trgVal¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
842¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
843¿Identifier¿¿1094¿options¿¿¿{"start":{"line":48,"column":30},"end":{"line":48,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
844¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
845¿Identifier¿¿1094¿v95¿¿¿¿¿Identifier
846¿ContinueStatement¿¿1094¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ContinueStatement
847¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":50,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
848¿VariableDeclarator¿¿1094¿v96¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
849¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
850¿Identifier¿¿1094¿options¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
851¿Identifier¿¿1094¿clone¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
852¿IfStatement¿¿1094¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":52,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
853¿Identifier¿¿1094¿v96¿¿¿¿¿Identifier
854¿VariableDeclarator¿¿1094¿v97¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
855¿ObjectExpression¿¿1094¿¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ObjectExpression
856¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
857¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
858¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
859¿CallExpression¿¿1094¿¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
860¿Identifier¿¿1094¿merge¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
861¿Identifier¿¿1094¿v97¿¿¿¿¿Identifier
862¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
863¿Identifier¿¿1094¿options¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
864¿BlockStatement¿¿1094¿¿¿¿¿¿BlockStatement
865¿BlockStatement¿¿1094¿¿¿¿{"start":{"line":44,"column":26},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BlockStatement
866¿VariableDeclarator¿¿1094¿v98¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
867¿CallExpression¿¿1094¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
868¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
869¿Identifier¿¿1094¿Array¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
870¿Identifier¿¿1094¿isArray¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
871¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
872¿IfStatement¿¿1094¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":61,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
873¿Identifier¿¿1094¿v98¿¿¿¿¿Identifier
874¿VariableDeclarator¿¿1094¿v99¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
875¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
876¿Identifier¿¿1094¿options¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
877¿Identifier¿¿1094¿arrayMerge¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
878¿VariableDeclarator¿¿1094¿v100¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
879¿CallExpression¿¿1094¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
880¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
881¿Identifier¿¿1094¿Array¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
882¿Identifier¿¿1094¿isArray¿¿¿{"start":{"line":54,"column":38},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
883¿Identifier¿¿1094¿trgVal¿¿¿{"start":{"line":54,"column":46},"end":{"line":54,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
884¿VariableDeclarator¿¿1094¿v101¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
885¿LogicalExpression¿&&¿1094¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿LogicalExpression
886¿Identifier¿¿1094¿v99¿¿¿¿¿Identifier
887¿Identifier¿¿1094¿v100¿¿¿¿¿Identifier
888¿IfStatement¿¿1094¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":60,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
889¿Identifier¿¿1094¿v101¿¿¿¿¿Identifier
890¿VariableDeclarator¿¿1094¿v102¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
891¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
892¿Identifier¿¿1094¿options¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
893¿Identifier¿¿1094¿arrayMerge¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
894¿VariableDeclarator¿¿1094¿v103¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
895¿UnaryExpression¿typeof¿1094¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿UnaryExpression
896¿Identifier¿¿1094¿v102¿¿¿¿¿Identifier
897¿VariableDeclarator¿¿1094¿v104¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿VariableDeclarator
898¿BinaryExpression¿===¿1094¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿BinaryExpression
899¿Identifier¿¿1094¿v103¿¿¿¿¿Identifier
900¿Literal¿string¿1094¿¿'function'¿¿{"start":{"line":55,"column":42},"end":{"line":55,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Literal
901¿IfStatement¿¿1094¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":58,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿IfStatement
902¿Identifier¿¿1094¿v104¿¿¿¿¿Identifier
903¿ExpressionStatement¿¿1094¿¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿ExpressionStatement
904¿AssignmentExpression¿=¿1094¿¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿AssignmentExpression
905¿Identifier¿¿1094¿srcVal¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
906¿CallExpression¿¿1094¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿CallExpression
907¿MemberExpression¿¿1094¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿MemberExpression
908¿Identifier¿¿1094¿options¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
909¿Identifier¿¿1094¿arrayMerge¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
910¿Identifier¿¿1094¿trgVal¿¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/putil-merge_3.0.0/src/merge.js"}¿¿Identifier
