Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2314¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":349,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Program
2617¿Identifier¿¿4046¿v249¿¿¿¿¿Identifier
2618¿Identifier¿¿4046¿join¿¿¿{"start":{"line":60,"column":55},"end":{"line":60,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2619¿Literal¿string¿4046¿¿''¿¿{"start":{"line":60,"column":60},"end":{"line":60,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2620¿VariableDeclarator¿¿4046¿v250¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":82},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2621¿ArrayExpression¿¿4046¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":82},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ArrayExpression
2622¿Identifier¿¿4046¿pluginContents¿¿¿{"start":{"line":62,"column":20},"end":{"line":62,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2623¿Identifier¿¿4046¿configContents¿¿¿{"start":{"line":62,"column":36},"end":{"line":62,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2624¿Identifier¿¿4046¿mainFileContents¿¿¿{"start":{"line":62,"column":52},"end":{"line":62,"column":68},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2625¿Identifier¿¿4046¿useContents¿¿¿{"start":{"line":62,"column":70},"end":{"line":62,"column":81},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2626¿VariableDeclarator¿¿4046¿contents¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":93},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2627¿CallExpression¿¿4046¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":93},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2628¿MemberExpression¿¿4046¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":87},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2629¿Identifier¿¿4046¿v250¿¿¿¿¿Identifier
2630¿Identifier¿¿4046¿join¿¿¿{"start":{"line":62,"column":83},"end":{"line":62,"column":87},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2631¿Literal¿string¿4046¿¿'\n'¿¿{"start":{"line":62,"column":88},"end":{"line":62,"column":92},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2632¿ReturnStatement¿¿4046¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
2633¿Identifier¿¿4046¿contents¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2634¿BlockStatement¿¿4046¿¿¿¿{"start":{"line":12,"column":34},"end":{"line":66,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2635¿EmptyStatement¿¿4044¿¿¿¿{"start":{"line":66,"column":1},"end":{"line":66,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿EmptyStatement
2636¿VariableDeclarator¿¿4044¿transport¿¿¿{"start":{"line":68,"column":0},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2637¿FunctionExpression¿¿4044¿anon¿¿¿{"start":{"line":68,"column":0},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿FunctionExpression
2638¿Identifier¿¿0¿inputFile¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2639¿Identifier¿¿0¿options¿¿¿{"start":{"line":68,"column":30},"end":{"line":68,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2640¿VariableDeclarator¿¿4056¿inputFileName¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2641¿Identifier¿¿4056¿inputFile¿¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2642¿VariableDeclarator¿¿4056¿v251¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2643¿CallExpression¿¿4056¿¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2644¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2645¿Identifier¿¿4056¿inputFileName¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2646¿Identifier¿¿4056¿charAt¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2647¿Literal¿number¿4056¿¿0¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2648¿VariableDeclarator¿¿4056¿v252¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2649¿BinaryExpression¿===¿4056¿¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2650¿Identifier¿¿4056¿v251¿¿¿¿¿Identifier
2651¿Literal¿string¿4056¿¿'.'¿¿{"start":{"line":71,"column":35},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2652¿IfStatement¿¿4056¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
2653¿Identifier¿¿4056¿v252¿¿¿¿¿Identifier
2654¿ExpressionStatement¿¿4056¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2655¿AssignmentExpression¿=¿4056¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
2656¿Identifier¿¿4056¿inputFileName¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2657¿CallExpression¿¿4056¿¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2658¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2659¿Identifier¿¿4056¿iduri¿¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2660¿Identifier¿¿4056¿absolute¿¿¿{"start":{"line":72,"column":30},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2661¿Literal¿string¿4056¿¿''¿¿{"start":{"line":72,"column":39},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2662¿Identifier¿¿4056¿inputFileName¿¿¿{"start":{"line":72,"column":43},"end":{"line":72,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2663¿BlockStatement¿¿4056¿¿¿¿{"start":{"line":71,"column":39},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2664¿VariableDeclarator¿¿4056¿contents¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2665¿CallExpression¿¿4056¿¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2666¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2667¿Identifier¿¿4056¿file¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2668¿Identifier¿¿4056¿read¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2669¿Identifier¿¿4056¿inputFile¿¿¿{"start":{"line":75,"column":29},"end":{"line":75,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2670¿VariableDeclarator¿¿4056¿astCache¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2671¿CallExpression¿¿4056¿¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2672¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2673¿Identifier¿¿4056¿ast¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2674¿Identifier¿¿4056¿getAst¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2675¿Identifier¿¿4056¿contents¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2676¿VariableDeclarator¿¿4056¿meta¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2677¿CallExpression¿¿4056¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2678¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2679¿Identifier¿¿4056¿ast¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2680¿Identifier¿¿4056¿parseFirst¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2681¿Identifier¿¿4056¿astCache¿¿¿{"start":{"line":77,"column":30},"end":{"line":77,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2682¿VariableDeclarator¿¿4056¿v253¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2683¿UnaryExpression¿!¿4056¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿UnaryExpression
2684¿Identifier¿¿4056¿meta¿¿¿{"start":{"line":79,"column":9},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2685¿IfStatement¿¿4056¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
2686¿Identifier¿¿4056¿v253¿¿¿¿¿Identifier
2687¿VariableDeclarator¿¿4056¿v254¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2688¿BinaryExpression¿+¿4056¿¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2689¿Literal¿string¿4056¿¿'Found non cmd module ''¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2690¿Identifier¿¿4056¿inputFile¿¿¿{"start":{"line":80,"column":54},"end":{"line":80,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2691¿VariableDeclarator¿¿4056¿v255¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2692¿BinaryExpression¿+¿4056¿¿¿¿{"start":{"line":80,"column":27},"end":{"line":80,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2693¿Identifier¿¿4056¿v254¿¿¿¿¿Identifier
2694¿Literal¿string¿4056¿¿'''¿¿{"start":{"line":80,"column":66},"end":{"line":80,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2695¿VariableDeclarator¿¿4056¿v256¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2696¿CallExpression¿¿4056¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2697¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2698¿Identifier¿¿4056¿logger¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2699¿Identifier¿¿4056¿warn¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2700¿Identifier¿¿4056¿v255¿¿¿¿¿Identifier
2701¿ReturnStatement¿¿4056¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
2702¿Identifier¿¿4056¿v256¿¿¿¿¿Identifier
2703¿BlockStatement¿¿4056¿¿¿¿{"start":{"line":79,"column":15},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2704¿VariableDeclarator¿¿4056¿v257¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2705¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2706¿Identifier¿¿4056¿meta¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2707¿Identifier¿¿4056¿id¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2708¿IfStatement¿¿4056¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":86,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
2709¿Identifier¿¿4056¿v257¿¿¿¿¿Identifier
2710¿VariableDeclarator¿¿4056¿v258¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2711¿BinaryExpression¿+¿4056¿¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2712¿Literal¿string¿4056¿¿'Found id in ''¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2713¿Identifier¿¿4056¿inputFile¿¿¿{"start":{"line":84,"column":38},"end":{"line":84,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2714¿VariableDeclarator¿¿4056¿v259¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2715¿BinaryExpression¿+¿4056¿¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2716¿Identifier¿¿4056¿v258¿¿¿¿¿Identifier
2717¿Literal¿string¿4056¿¿'''¿¿{"start":{"line":84,"column":50},"end":{"line":84,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2718¿VariableDeclarator¿¿4056¿v260¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2719¿CallExpression¿¿4056¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2720¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2721¿Identifier¿¿4056¿logger¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2722¿Identifier¿¿4056¿warn¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2723¿Identifier¿¿4056¿v259¿¿¿¿¿Identifier
2724¿ExpressionStatement¿¿4056¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2725¿Identifier¿¿4056¿v260¿¿¿¿¿Identifier
2726¿ReturnStatement¿¿4056¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ReturnStatement
2727¿Identifier¿¿4056¿contents¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2728¿BlockStatement¿¿4056¿¿¿¿{"start":{"line":83,"column":17},"end":{"line":86,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2729¿VariableDeclarator¿¿4056¿deps¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2730¿CallExpression¿¿4056¿¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2731¿Identifier¿¿4056¿parseDependencies¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2732¿Identifier¿¿4056¿inputFile¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2733¿Identifier¿¿4056¿options¿¿¿{"start":{"line":88,"column":44},"end":{"line":88,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2734¿VariableDeclarator¿¿4056¿v261¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2735¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2736¿Identifier¿¿4056¿deps¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2737¿Identifier¿¿4056¿length¿¿¿{"start":{"line":90,"column":13},"end":{"line":90,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2738¿IfStatement¿¿4056¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
2739¿Identifier¿¿4056¿v261¿¿¿¿¿Identifier
2740¿VariableDeclarator¿¿4056¿v262¿¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2741¿BinaryExpression¿+¿4056¿¿¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2742¿Literal¿string¿4056¿¿'Found dependencies '¿¿{"start":{"line":91,"column":21},"end":{"line":91,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2743¿Identifier¿¿4056¿deps¿¿¿{"start":{"line":91,"column":45},"end":{"line":91,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2744¿VariableDeclarator¿¿4056¿v263¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2745¿CallExpression¿¿4056¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2746¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2747¿Identifier¿¿4056¿logger¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2748¿Identifier¿¿4056¿debug¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2749¿Identifier¿¿4056¿v262¿¿¿¿¿Identifier
2750¿ExpressionStatement¿¿4056¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2751¿Identifier¿¿4056¿v263¿¿¿¿¿Identifier
2752¿BlockStatement¿¿4056¿¿¿¿{"start":{"line":90,"column":21},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2753¿VariableDeclarator¿¿4056¿v264¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2754¿CallExpression¿¿4056¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2755¿MemberExpression¿¿4056¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2756¿Identifier¿¿4056¿logger¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
