Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
817¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Program
967¿Identifier¿¿1429¿length¿¿¿{"start":{"line":47,"column":42},"end":{"line":47,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
968¿VariableDeclarator¿¿1429¿v107¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
969¿BinaryExpression¿-¿1429¿¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BinaryExpression
970¿Identifier¿¿1429¿v106¿¿¿¿¿Identifier
971¿Literal¿number¿1429¿¿1¿¿{"start":{"line":47,"column":51},"end":{"line":47,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
972¿VariableDeclarator¿¿1429¿layer¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
973¿MemberExpression¿computed¿1429¿¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
974¿Identifier¿¿1429¿v104¿¿¿¿¿Identifier
975¿Identifier¿¿1429¿v107¿¿¿¿¿Identifier
976¿VariableDeclarator¿¿1429¿v108¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
977¿MemberExpression¿computed¿1429¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
978¿Identifier¿¿1429¿layer¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
979¿Identifier¿¿1429¿expression¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
980¿IfStatement¿¿1429¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":50,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿IfStatement
981¿Identifier¿¿1429¿v108¿¿¿¿¿Identifier
982¿VariableDeclarator¿¿1429¿v109¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
983¿MemberExpression¿computed¿1429¿¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
984¿Identifier¿¿1429¿layer¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
985¿Identifier¿¿1429¿expression¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
986¿VariableDeclarator¿¿1429¿v110¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
987¿TemplateLiteral¿¿1429¿¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
988¿Identifier¿¿1429¿v109¿¿¿¿¿Identifier
989¿ReturnStatement¿¿1429¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
990¿Identifier¿¿1429¿v110¿¿¿¿¿Identifier
991¿BlockStatement¿¿1429¿¿¿¿{"start":{"line":48,"column":29},"end":{"line":50,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
992¿ExpressionStatement¿¿1429¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
993¿AssignmentExpression¿+=¿1429¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
994¿MemberExpression¿¿1429¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
995¿Identifier¿¿1429¿tpl¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
996¿Identifier¿¿1429¿cachedIndex¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
997¿Literal¿number¿1429¿¿1¿¿{"start":{"line":52,"column":25},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
998¿VariableDeclarator¿¿1429¿v111¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
999¿MemberExpression¿¿1429¿¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1000¿Identifier¿¿1429¿tpl¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1001¿Identifier¿¿1429¿cachedIndex¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1002¿ExpressionStatement¿¿1429¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1003¿AssignmentExpression¿=¿1429¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿AssignmentExpression
1004¿MemberExpression¿computed¿1429¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1005¿Identifier¿¿1429¿layer¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1006¿Identifier¿¿1429¿expression¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1007¿Identifier¿¿1429¿v111¿¿¿¿¿Identifier
1008¿VariableDeclarator¿¿1429¿v112¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1009¿MemberExpression¿computed¿1429¿¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1010¿Identifier¿¿1429¿layer¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1011¿Identifier¿¿1429¿expression¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1429¿v113¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1013¿TemplateLiteral¿¿1429¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1014¿Identifier¿¿1429¿v112¿¿¿¿¿Identifier
1015¿Identifier¿¿1429¿expression¿¿¿{"start":{"line":54,"column":41},"end":{"line":54,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1016¿ReturnStatement¿¿1429¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1017¿Identifier¿¿1429¿v113¿¿¿¿¿Identifier
1018¿BlockStatement¿¿1429¿¿¿¿{"start":{"line":46,"column":22},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1019¿VariableDeclarator¿¿1415¿v115¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1020¿ArrayExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrayExpression
1021¿Literal¿string¿1415¿¿'data'¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1022¿VariableDeclarator¿¿1415¿v116¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1023¿ArrayExpression¿¿1415¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrayExpression
1024¿VariableDeclarator¿¿1415¿v117¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1025¿ArrayExpression¿¿1415¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ArrayExpression
1026¿Literal¿string¿1415¿¿'schema'¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1027¿VariableDeclarator¿¿1415¿v120¿¿¿{"start":{"line":70,"column":8},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1028¿FunctionExpression¿¿1415¿anon¿¿¿{"start":{"line":70,"column":8},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿FunctionExpression
1029¿Identifier¿¿0¿url¿¿¿{"start":{"line":70,"column":9},"end":{"line":70,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1030¿VariableDeclarator¿¿1432¿v118¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1031¿CallExpression¿¿1432¿¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1032¿MemberExpression¿¿1432¿¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1033¿Identifier¿¿1432¿state¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1034¿Identifier¿¿1432¿link¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1035¿Identifier¿¿1432¿url¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1036¿VariableDeclarator¿¿1432¿v119¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1037¿TemplateLiteral¿¿1432¿¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿TemplateLiteral
1038¿Identifier¿¿1432¿v118¿¿¿¿¿Identifier
1039¿ReturnStatement¿¿1432¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ReturnStatement
1040¿Identifier¿¿1432¿v119¿¿¿¿¿Identifier
1041¿BlockStatement¿¿1432¿¿¿¿{"start":{"line":70,"column":14},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1042¿VariableDeclarator¿¿1415¿v127¿¿¿{"start":{"line":81,"column":9},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1043¿FunctionExpression¿¿1415¿anon¿¿¿{"start":{"line":81,"column":9},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿FunctionExpression
1044¿Identifier¿¿0¿schema¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1045¿VariableDeclarator¿¿1434¿v121¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1046¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1047¿Identifier¿¿1434¿tpl¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1048¿Identifier¿¿1434¿cached¿¿¿{"start":{"line":82,"column":10},"end":{"line":82,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1049¿VariableDeclarator¿¿1434¿v122¿¿¿{"start":{"line":82,"column":22},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1050¿ObjectExpression¿¿1434¿¿¿¿{"start":{"line":82,"column":22},"end":{"line":82,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ObjectExpression
1051¿VariableDeclarator¿¿1434¿v123¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1434¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1053¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1054¿Identifier¿¿1434¿v121¿¿¿¿¿Identifier
1055¿Identifier¿¿1434¿push¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1056¿Identifier¿¿1434¿v122¿¿¿¿¿Identifier
1057¿ExpressionStatement¿¿1434¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1058¿Identifier¿¿1434¿v123¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1434¿v124¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1060¿CallExpression¿¿1434¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1061¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1062¿Identifier¿¿1434¿state¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1063¿Identifier¿¿1434¿visit¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1064¿Identifier¿¿1434¿schema¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1065¿Identifier¿¿1434¿tpl¿¿¿{"start":{"line":83,"column":26},"end":{"line":83,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1066¿ExpressionStatement¿¿1434¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1067¿Identifier¿¿1434¿v124¿¿¿¿¿Identifier
1068¿VariableDeclarator¿¿1434¿v125¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1069¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1070¿Identifier¿¿1434¿tpl¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1071¿Identifier¿¿1434¿cached¿¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1072¿VariableDeclarator¿¿1434¿v126¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1073¿CallExpression¿¿1434¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1074¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1075¿Identifier¿¿1434¿v125¿¿¿¿¿Identifier
1076¿Identifier¿¿1434¿pop¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1077¿ExpressionStatement¿¿1434¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ExpressionStatement
1078¿Identifier¿¿1434¿v126¿¿¿¿¿Identifier
1079¿BlockStatement¿¿1434¿¿¿¿{"start":{"line":81,"column":18},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿BlockStatement
1080¿VariableDeclarator¿¿1415¿v128¿¿¿{"start":{"line":43,"column":21},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1081¿ObjectExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":21},"end":{"line":86,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿ObjectExpression
1082¿Property¿¿1415¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1083¿Identifier¿¿1415¿cachedIndex¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1084¿Literal¿number¿1415¿¿0¿¿{"start":{"line":44,"column":17},"end":{"line":44,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Literal
1085¿Property¿¿1415¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1086¿Identifier¿¿1415¿cached¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1087¿Identifier¿¿1415¿v103¿¿¿¿¿Identifier
1088¿Property¿¿1415¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1089¿Identifier¿¿1415¿cache¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1090¿Identifier¿¿1415¿v114¿¿¿¿¿Identifier
1091¿Property¿¿1415¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1092¿Identifier¿¿1415¿data¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1093¿Identifier¿¿1415¿v115¿¿¿¿¿Identifier
1094¿Property¿¿1415¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1095¿Identifier¿¿1415¿error¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1096¿Identifier¿¿1415¿error¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1097¿Property¿¿1415¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1098¿Identifier¿¿1415¿lines¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1099¿Identifier¿¿1415¿v116¿¿¿¿¿Identifier
1100¿Property¿¿1415¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1101¿Identifier¿¿1415¿schema¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1102¿Identifier¿¿1415¿v117¿¿¿¿¿Identifier
1103¿Property¿¿1415¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1104¿Identifier¿¿1415¿push¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1105¿Identifier¿¿1415¿tpl¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1106¿Property¿¿1415¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1107¿Identifier¿¿1415¿link¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1108¿Identifier¿¿1415¿v120¿¿¿¿¿Identifier
1109¿Property¿¿1415¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":85,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Property
1110¿Identifier¿¿1415¿visit¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
1111¿Identifier¿¿1415¿v127¿¿¿¿¿Identifier
1112¿VariableDeclarator¿¿1415¿v129¿¿¿{"start":{"line":43,"column":2},"end":{"line":86,"column":4},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿VariableDeclarator
1113¿CallExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":86,"column":4},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿CallExpression
1114¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿MemberExpression
1115¿Identifier¿¿1415¿Object¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/djv_2.0.0/src/template.js"}¿¿Identifier
