Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
688¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Program
819¿UnaryExpression¿!¿1214¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
820¿Identifier¿¿1214¿val¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
821¿VariableDeclarator¿¿1214¿v74¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
822¿UnaryExpression¿typeof¿1214¿¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
823¿Identifier¿¿1214¿val¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
824¿VariableDeclarator¿¿1214¿v75¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
825¿BinaryExpression¿!==¿1214¿¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
826¿Identifier¿¿1214¿v74¿¿¿¿¿Identifier
827¿Literal¿string¿1214¿¿'object'¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
828¿VariableDeclarator¿¿1214¿v76¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
829¿LogicalExpression¿||¿1214¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿LogicalExpression
830¿Identifier¿¿1214¿v73¿¿¿¿¿Identifier
831¿Identifier¿¿1214¿v75¿¿¿¿¿Identifier
832¿IfStatement¿¿1214¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿IfStatement
833¿Identifier¿¿1214¿v76¿¿¿¿¿Identifier
834¿ReturnStatement¿¿1214¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
835¿Literal¿boolean¿1214¿¿false¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
836¿BlockStatement¿¿1214¿¿¿¿{"start":{"line":54,"column":43},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
837¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
838¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
839¿MemberExpression¿¿1214¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
840¿ThisExpression¿¿1214¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
841¿Identifier¿¿1214¿store¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
842¿Identifier¿¿1214¿val¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
843¿ReturnStatement¿¿1214¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
844¿Literal¿boolean¿1214¿¿true¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
845¿BlockStatement¿¿1214¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
846¿BlockStatement¿¿1214¿¿¿¿{"start":{"line":52,"column":27},"end":{"line":60,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
847¿VariableDeclarator¿¿1214¿target¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
848¿MemberExpression¿¿1214¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
849¿ThisExpression¿¿1214¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ThisExpression
850¿Identifier¿¿1214¿store¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
851¿VariableDeclarator¿¿1214¿v77¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
852¿MemberExpression¿¿1214¿¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
853¿Identifier¿¿1214¿path¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
854¿Identifier¿¿1214¿length¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
855¿VariableDeclarator¿¿1214¿v78¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
856¿BinaryExpression¿>¿1214¿¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
857¿Identifier¿¿1214¿v77¿¿¿¿¿Identifier
858¿Literal¿number¿1214¿¿1¿¿{"start":{"line":63,"column":25},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
859¿WhileStatement¿¿1214¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿WhileStatement
860¿Identifier¿¿1214¿v78¿¿¿¿¿Identifier
861¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
862¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
863¿Identifier¿¿1214¿key¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
864¿CallExpression¿¿1214¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
865¿MemberExpression¿¿1214¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
866¿Identifier¿¿1214¿path¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
867¿Identifier¿¿1214¿shift¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
868¿VariableDeclarator¿¿1214¿v79¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
869¿MemberExpression¿computed¿1214¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
870¿Identifier¿¿1214¿target¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
871¿Identifier¿¿1214¿key¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
872¿VariableDeclarator¿¿1214¿v80¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
873¿UnaryExpression¿!¿1214¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
874¿Identifier¿¿1214¿v79¿¿¿¿¿Identifier
875¿VariableDeclarator¿¿1214¿v81¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
876¿MemberExpression¿computed¿1214¿¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
877¿Identifier¿¿1214¿target¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
878¿Identifier¿¿1214¿key¿¿¿{"start":{"line":65,"column":40},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
879¿VariableDeclarator¿¿1214¿v82¿¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
880¿UnaryExpression¿typeof¿1214¿¿¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
881¿Identifier¿¿1214¿v81¿¿¿¿¿Identifier
882¿VariableDeclarator¿¿1214¿v83¿¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
883¿BinaryExpression¿!==¿1214¿¿¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
884¿Identifier¿¿1214¿v82¿¿¿¿¿Identifier
885¿Literal¿string¿1214¿¿'object'¿¿{"start":{"line":65,"column":49},"end":{"line":65,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
886¿VariableDeclarator¿¿1214¿v84¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
887¿LogicalExpression¿||¿1214¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿LogicalExpression
888¿Identifier¿¿1214¿v80¿¿¿¿¿Identifier
889¿Identifier¿¿1214¿v83¿¿¿¿¿Identifier
890¿IfStatement¿¿1214¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":67,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿IfStatement
891¿Identifier¿¿1214¿v84¿¿¿¿¿Identifier
892¿VariableDeclarator¿¿1214¿v85¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
893¿ObjectExpression¿¿1214¿¿¿¿¿¿ObjectExpression
894¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
895¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
896¿MemberExpression¿computed¿1214¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
897¿Identifier¿¿1214¿target¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
898¿Identifier¿¿1214¿key¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
899¿Identifier¿¿1214¿v85¿¿¿¿¿Identifier
900¿BlockStatement¿¿1214¿¿¿¿{"start":{"line":65,"column":59},"end":{"line":67,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
901¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
902¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
903¿Identifier¿¿1214¿target¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
904¿MemberExpression¿computed¿1214¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
905¿Identifier¿¿1214¿target¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
906¿Identifier¿¿1214¿key¿¿¿{"start":{"line":69,"column":22},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
907¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
908¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
909¿Identifier¿¿1214¿v78¿¿¿{"start":{"line":63,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
910¿BinaryExpression¿>¿1214¿¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
911¿Identifier¿¿1214¿v77¿¿¿¿¿Identifier
912¿Literal¿number¿1214¿¿1¿¿{"start":{"line":63,"column":25},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
913¿BlockStatement¿¿1214¿¿¿¿{"start":{"line":63,"column":28},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
914¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
915¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
916¿Identifier¿¿1214¿key¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
917¿CallExpression¿¿1214¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
918¿MemberExpression¿¿1214¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
919¿Identifier¿¿1214¿path¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
920¿Identifier¿¿1214¿shift¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
921¿ExpressionStatement¿¿1214¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ExpressionStatement
922¿AssignmentExpression¿=¿1214¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿AssignmentExpression
923¿MemberExpression¿computed¿1214¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
924¿Identifier¿¿1214¿target¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
925¿Identifier¿¿1214¿key¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
926¿Identifier¿¿1214¿val¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
927¿ReturnStatement¿¿1214¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿ReturnStatement
928¿Literal¿boolean¿1214¿¿true¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
929¿BlockStatement¿¿1214¿¿¿¿{"start":{"line":46,"column":27},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BlockStatement
930¿VariableDeclarator¿¿1203¿v112¿¿¿{"start":{"line":78,"column":9},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
931¿FunctionExpression¿¿1203¿anon¿¿¿{"start":{"line":78,"column":9},"end":{"line":114,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿FunctionExpression
932¿Identifier¿¿0¿key¿¿¿{"start":{"line":78,"column":19},"end":{"line":78,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
933¿Identifier¿¿0¿val¿¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
934¿VariableDeclarator¿¿1221¿v87¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
935¿UnaryExpression¿typeof¿1221¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿UnaryExpression
936¿Identifier¿¿1221¿val¿¿¿{"start":{"line":79,"column":15},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
937¿VariableDeclarator¿¿1221¿v88¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
938¿BinaryExpression¿!==¿1221¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
939¿Identifier¿¿1221¿v87¿¿¿¿¿Identifier
940¿Literal¿string¿1221¿¿'object'¿¿{"start":{"line":79,"column":23},"end":{"line":79,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Literal
941¿VariableDeclarator¿¿1221¿v89¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1221¿¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿CallExpression
943¿MemberExpression¿¿1221¿¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿MemberExpression
944¿Identifier¿¿1221¿Array¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
945¿Identifier¿¿1221¿isArray¿¿¿{"start":{"line":79,"column":41},"end":{"line":79,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
946¿Identifier¿¿1221¿val¿¿¿{"start":{"line":79,"column":49},"end":{"line":79,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
947¿VariableDeclarator¿¿1221¿v90¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
948¿LogicalExpression¿||¿1221¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿LogicalExpression
949¿Identifier¿¿1221¿v88¿¿¿¿¿Identifier
950¿Identifier¿¿1221¿v89¿¿¿¿¿Identifier
951¿VariableDeclarator¿¿1221¿v91¿¿¿{"start":{"line":79,"column":57},"end":{"line":79,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿VariableDeclarator
952¿BinaryExpression¿===¿1221¿¿¿¿{"start":{"line":79,"column":57},"end":{"line":79,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿BinaryExpression
953¿Identifier¿¿1221¿val¿¿¿{"start":{"line":79,"column":57},"end":{"line":79,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Identifier
