Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5133¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":769,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Program
6395¿Identifier¿¿9033¿v713¿¿¿¿¿Identifier
6396¿Identifier¿¿9033¿v715¿¿¿¿¿Identifier
6397¿IfStatement¿¿9033¿¿¿¿{"start":{"line":254,"column":2},"end":{"line":285,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6398¿Identifier¿¿9033¿v716¿¿¿¿¿Identifier
6399¿VariableDeclarator¿¿9033¿Format¿¿¿{"start":{"line":257,"column":10},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6400¿VariableDeclarator¿¿9033¿v717¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6401¿UnaryExpression¿typeof¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6402¿Identifier¿¿9033¿format¿¿¿{"start":{"line":257,"column":26},"end":{"line":257,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6403¿VariableDeclarator¿¿9033¿v718¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6404¿BinaryExpression¿===¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6405¿Identifier¿¿9033¿v717¿¿¿¿¿Identifier
6406¿Literal¿string¿9033¿¿'string'¿¿{"start":{"line":257,"column":37},"end":{"line":257,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6407¿VariableDeclarator¿¿9033¿v719¿¿¿{"start":{"line":257,"column":48},"end":{"line":257,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6408¿MemberExpression¿computed¿9033¿¿¿¿{"start":{"line":257,"column":48},"end":{"line":257,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6409¿Identifier¿¿9033¿BUILT_INS_BY_NAME¿¿¿{"start":{"line":257,"column":48},"end":{"line":257,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6410¿Identifier¿¿9033¿format¿¿¿{"start":{"line":257,"column":66},"end":{"line":257,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6411¿IfStatement¿¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6412¿Identifier¿¿9033¿v718¿¿¿¿¿Identifier
6413¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6414¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6415¿Identifier¿¿9033¿Format¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6416¿Identifier¿¿9033¿v719¿¿¿¿¿Identifier
6417¿BlockStatement¿¿9033¿¿¿¿¿¿BlockStatement
6418¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6419¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6420¿Identifier¿¿9033¿Format¿¿¿{"start":{"line":257,"column":19},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6421¿Identifier¿¿9033¿format¿¿¿{"start":{"line":257,"column":76},"end":{"line":257,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6422¿BlockStatement¿¿9033¿¿¿¿¿¿BlockStatement
6423¿VariableDeclarator¿¿9033¿v731¿¿¿{"start":{"line":258,"column":4},"end":{"line":262,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6424¿FunctionExpression¿¿9033¿anon¿¿¿{"start":{"line":258,"column":16},"end":{"line":262,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
6425¿Identifier¿¿0¿x¿¿¿{"start":{"line":258,"column":25},"end":{"line":258,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6426¿VariableDeclarator¿¿9046¿v720¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6427¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6428¿Identifier¿¿9046¿Object¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6429¿Identifier¿¿9046¿prototype¿¿¿{"start":{"line":259,"column":20},"end":{"line":259,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6430¿VariableDeclarator¿¿9046¿v721¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6431¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6432¿Identifier¿¿9046¿v720¿¿¿¿¿Identifier
6433¿Identifier¿¿9046¿toString¿¿¿{"start":{"line":259,"column":30},"end":{"line":259,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6434¿VariableDeclarator¿¿9046¿v722¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6435¿CallExpression¿¿9046¿¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6436¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":259,"column":13},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6437¿Identifier¿¿9046¿v721¿¿¿¿¿Identifier
6438¿Identifier¿¿9046¿call¿¿¿{"start":{"line":259,"column":39},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6439¿Identifier¿¿9046¿x¿¿¿{"start":{"line":259,"column":44},"end":{"line":259,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6440¿VariableDeclarator¿¿9046¿v723¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6441¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6442¿Identifier¿¿9046¿Object¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6443¿Identifier¿¿9046¿prototype¿¿¿{"start":{"line":260,"column":15},"end":{"line":260,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6444¿VariableDeclarator¿¿9046¿v724¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6445¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6446¿Identifier¿¿9046¿v723¿¿¿¿¿Identifier
6447¿Identifier¿¿9046¿toString¿¿¿{"start":{"line":260,"column":25},"end":{"line":260,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6448¿VariableDeclarator¿¿9046¿v725¿¿¿{"start":{"line":260,"column":39},"end":{"line":260,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6449¿NewExpression¿¿9046¿¿¿¿{"start":{"line":260,"column":39},"end":{"line":260,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿NewExpression
6450¿Identifier¿¿9046¿Format¿¿¿{"start":{"line":260,"column":43},"end":{"line":260,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6451¿VariableDeclarator¿¿9046¿v726¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6452¿CallExpression¿¿9046¿¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6453¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":260,"column":8},"end":{"line":260,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6454¿Identifier¿¿9046¿v724¿¿¿¿¿Identifier
6455¿Identifier¿¿9046¿call¿¿¿{"start":{"line":260,"column":34},"end":{"line":260,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6456¿Identifier¿¿9046¿v725¿¿¿¿¿Identifier
6457¿VariableDeclarator¿¿9046¿v727¿¿¿{"start":{"line":259,"column":13},"end":{"line":260,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6458¿BinaryExpression¿==¿9046¿¿¿¿{"start":{"line":259,"column":13},"end":{"line":260,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6459¿Identifier¿¿9046¿v722¿¿¿¿¿Identifier
6460¿Identifier¿¿9046¿v726¿¿¿¿¿Identifier
6461¿VariableDeclarator¿¿9046¿v728¿¿¿{"start":{"line":261,"column":27},"end":{"line":261,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6462¿MemberExpression¿¿9046¿¿¿¿{"start":{"line":261,"column":27},"end":{"line":261,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6463¿Identifier¿¿9046¿Format¿¿¿{"start":{"line":261,"column":27},"end":{"line":261,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6464¿Identifier¿¿9046¿name¿¿¿{"start":{"line":261,"column":34},"end":{"line":261,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6465¿VariableDeclarator¿¿9046¿v729¿¿¿{"start":{"line":261,"column":6},"end":{"line":261,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6466¿BinaryExpression¿+¿9046¿¿¿¿{"start":{"line":261,"column":6},"end":{"line":261,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6467¿Literal¿string¿9046¿¿'must be of type '¿¿{"start":{"line":261,"column":6},"end":{"line":261,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6468¿Identifier¿¿9046¿v728¿¿¿¿¿Identifier
6469¿VariableDeclarator¿¿9046¿v730¿¿¿{"start":{"line":259,"column":6},"end":{"line":261,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6470¿CallExpression¿¿9046¿¿¿¿{"start":{"line":259,"column":6},"end":{"line":261,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6471¿Identifier¿¿9046¿assert¿¿¿{"start":{"line":259,"column":6},"end":{"line":259,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6472¿Identifier¿¿9046¿v727¿¿¿¿¿Identifier
6473¿Identifier¿¿9046¿v729¿¿¿¿¿Identifier
6474¿ExpressionStatement¿¿9046¿¿¿¿{"start":{"line":259,"column":6},"end":{"line":261,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6475¿Identifier¿¿9046¿v730¿¿¿¿¿Identifier
6476¿BlockStatement¿¿9046¿¿¿¿{"start":{"line":258,"column":28},"end":{"line":262,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6477¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":258,"column":4},"end":{"line":262,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6478¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":258,"column":4},"end":{"line":262,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6479¿Identifier¿¿9033¿newFormat¿¿¿{"start":{"line":258,"column":4},"end":{"line":258,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6480¿Identifier¿¿9033¿v731¿¿¿¿¿Identifier
6481¿VariableDeclarator¿¿9033¿v732¿¿¿{"start":{"line":263,"column":15},"end":{"line":263,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6482¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":263,"column":15},"end":{"line":263,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6483¿Identifier¿¿9033¿Format¿¿¿{"start":{"line":263,"column":15},"end":{"line":263,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6484¿Identifier¿¿9033¿name¿¿¿{"start":{"line":263,"column":22},"end":{"line":263,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6485¿VariableDeclarator¿¿9033¿v733¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6486¿CallExpression¿¿9033¿¿¿¿{"start":{"line":263,"column":15},"end":{"line":263,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6487¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":263,"column":15},"end":{"line":263,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6488¿Identifier¿¿9033¿v732¿¿¿¿¿Identifier
6489¿Identifier¿¿9033¿toLowerCase¿¿¿{"start":{"line":263,"column":27},"end":{"line":263,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6490¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6491¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6492¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6493¿Identifier¿¿9033¿o¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6494¿Identifier¿¿9033¿format¿¿¿{"start":{"line":263,"column":6},"end":{"line":263,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6495¿Identifier¿¿9033¿v733¿¿¿¿¿Identifier
6496¿BlockStatement¿¿9033¿¿¿¿{"start":{"line":254,"column":77},"end":{"line":265,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6497¿VariableDeclarator¿¿9033¿v734¿¿¿{"start":{"line":265,"column":13},"end":{"line":265,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6498¿UnaryExpression¿typeof¿9033¿¿¿¿{"start":{"line":265,"column":13},"end":{"line":265,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6499¿Identifier¿¿9033¿format¿¿¿{"start":{"line":265,"column":20},"end":{"line":265,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6500¿VariableDeclarator¿¿9033¿v735¿¿¿{"start":{"line":265,"column":13},"end":{"line":265,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6501¿BinaryExpression¿===¿9033¿¿¿¿{"start":{"line":265,"column":13},"end":{"line":265,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6502¿Identifier¿¿9033¿v734¿¿¿¿¿Identifier
6503¿Literal¿string¿9033¿¿'string'¿¿{"start":{"line":265,"column":31},"end":{"line":265,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6504¿IfStatement¿¿9033¿¿¿¿{"start":{"line":265,"column":9},"end":{"line":285,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6505¿Identifier¿¿9033¿v735¿¿¿¿¿Identifier
6506¿VariableDeclarator¿¿9033¿v736¿¿¿{"start":{"line":267,"column":9},"end":{"line":267,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6507¿MemberExpression¿computed¿9033¿¿¿¿{"start":{"line":267,"column":9},"end":{"line":267,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6508¿Identifier¿¿9033¿types¿¿¿{"start":{"line":267,"column":9},"end":{"line":267,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6509¿Identifier¿¿9033¿format¿¿¿{"start":{"line":267,"column":15},"end":{"line":267,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6510¿VariableDeclarator¿¿9033¿v737¿¿¿{"start":{"line":267,"column":8},"end":{"line":267,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6511¿UnaryExpression¿!¿9033¿¿¿¿{"start":{"line":267,"column":8},"end":{"line":267,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6512¿Identifier¿¿9033¿v736¿¿¿¿¿Identifier
6513¿IfStatement¿¿9033¿¿¿¿{"start":{"line":267,"column":4},"end":{"line":270,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6514¿Identifier¿¿9033¿v737¿¿¿¿¿Identifier
6515¿VariableDeclarator¿¿9033¿v738¿¿¿{"start":{"line":268,"column":22},"end":{"line":268,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6516¿BinaryExpression¿+¿9033¿¿¿¿{"start":{"line":268,"column":22},"end":{"line":268,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6517¿Literal¿string¿9033¿¿'''¿¿{"start":{"line":268,"column":22},"end":{"line":268,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6518¿Identifier¿¿9033¿fullName¿¿¿{"start":{"line":268,"column":28},"end":{"line":268,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6519¿VariableDeclarator¿¿9033¿v739¿¿¿{"start":{"line":268,"column":22},"end":{"line":268,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6520¿BinaryExpression¿+¿9033¿¿¿¿{"start":{"line":268,"column":22},"end":{"line":268,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6521¿Identifier¿¿9033¿v738¿¿¿¿¿Identifier
6522¿Literal¿string¿9033¿¿'' uses an unknown format type: '¿¿{"start":{"line":268,"column":39},"end":{"line":268,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6523¿VariableDeclarator¿¿9033¿v740¿¿¿{"start":{"line":268,"column":22},"end":{"line":269,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6524¿BinaryExpression¿+¿9033¿¿¿¿{"start":{"line":268,"column":22},"end":{"line":269,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6525¿Identifier¿¿9033¿v739¿¿¿¿¿Identifier
6526¿Identifier¿¿9033¿format¿¿¿{"start":{"line":269,"column":8},"end":{"line":269,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6527¿VariableDeclarator¿¿9033¿v741¿¿¿{"start":{"line":268,"column":12},"end":{"line":269,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6528¿NewExpression¿¿9033¿¿¿¿{"start":{"line":268,"column":12},"end":{"line":269,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿NewExpression
6529¿Identifier¿¿9033¿Error¿¿¿{"start":{"line":268,"column":16},"end":{"line":268,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6530¿Identifier¿¿9033¿v740¿¿¿¿¿Identifier
6531¿ThrowStatement¿¿9033¿¿¿¿{"start":{"line":268,"column":6},"end":{"line":269,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ThrowStatement
6532¿Identifier¿¿9033¿v741¿¿¿¿¿Identifier
6533¿BlockStatement¿¿9033¿¿¿¿{"start":{"line":267,"column":24},"end":{"line":270,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6534¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":273,"column":4},"end":{"line":273,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6535¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":273,"column":4},"end":{"line":273,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6536¿Identifier¿¿9033¿newFormat¿¿¿{"start":{"line":273,"column":4},"end":{"line":273,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6537¿MemberExpression¿computed¿9033¿¿¿¿{"start":{"line":273,"column":16},"end":{"line":273,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6538¿Identifier¿¿9033¿types¿¿¿{"start":{"line":273,"column":16},"end":{"line":273,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6539¿Identifier¿¿9033¿format¿¿¿{"start":{"line":273,"column":22},"end":{"line":273,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6540¿BlockStatement¿¿9033¿¿¿¿{"start":{"line":265,"column":41},"end":{"line":275,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6541¿VariableDeclarator¿¿9033¿v742¿¿¿{"start":{"line":275,"column":13},"end":{"line":275,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6542¿CallExpression¿¿9033¿¿¿¿{"start":{"line":275,"column":13},"end":{"line":275,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6543¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":275,"column":13},"end":{"line":275,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6544¿Identifier¿¿9033¿Array¿¿¿{"start":{"line":275,"column":13},"end":{"line":275,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6545¿Identifier¿¿9033¿isArray¿¿¿{"start":{"line":275,"column":19},"end":{"line":275,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
