Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
640¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Program
782¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ExpressionStatement
783¿AssignmentExpression¿=¿1140¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿AssignmentExpression
784¿Identifier¿¿1140¿path¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
785¿CallExpression¿¿1140¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
786¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
787¿Identifier¿¿1140¿path¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
788¿Identifier¿¿1140¿split¿¿¿{"start":{"line":35,"column":18},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
789¿Literal¿string¿1140¿¿'.'¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
790¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":34,"column":34},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
791¿VariableDeclarator¿¿1140¿v90¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
792¿UnaryExpression¿typeof¿1140¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
793¿Identifier¿¿1140¿path¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
794¿VariableDeclarator¿¿1140¿v91¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
795¿BinaryExpression¿===¿1140¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
796¿Identifier¿¿1140¿v90¿¿¿¿¿Identifier
797¿Literal¿string¿1140¿¿'number'¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
798¿IfStatement¿¿1140¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
799¿Identifier¿¿1140¿v91¿¿¿¿¿Identifier
800¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ExpressionStatement
801¿AssignmentExpression¿=¿1140¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿AssignmentExpression
802¿Identifier¿¿1140¿path¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
803¿ArrayExpression¿¿1140¿¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ArrayExpression
804¿Identifier¿¿1140¿path¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
805¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":37,"column":34},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
806¿VariableDeclarator¿¿1140¿v92¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
807¿UnaryExpression¿typeof¿1140¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
808¿Identifier¿¿1140¿obj¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
809¿VariableDeclarator¿¿1140¿v93¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
810¿BinaryExpression¿===¿1140¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
811¿Identifier¿¿1140¿v92¿¿¿¿¿Identifier
812¿Literal¿string¿1140¿¿'undefined'¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
813¿IfStatement¿¿1140¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":42,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
814¿Identifier¿¿1140¿v93¿¿¿¿¿Identifier
815¿ReturnStatement¿¿1140¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
816¿Identifier¿¿1140¿defaultValue¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
817¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":40,"column":36},"end":{"line":42,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
818¿VariableDeclarator¿¿1140¿v94¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
819¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
820¿Identifier¿¿1140¿path¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
821¿Identifier¿¿1140¿length¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
822¿VariableDeclarator¿¿1140¿v95¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
823¿BinaryExpression¿===¿1140¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
824¿Identifier¿¿1140¿v94¿¿¿¿¿Identifier
825¿Literal¿number¿1140¿¿0¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
826¿IfStatement¿¿1140¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
827¿Identifier¿¿1140¿v95¿¿¿¿¿Identifier
828¿ReturnStatement¿¿1140¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
829¿Identifier¿¿1140¿obj¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
830¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":43,"column":27},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
831¿VariableDeclarator¿¿1140¿v96¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
832¿MemberExpression¿computed¿1140¿¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
833¿Identifier¿¿1140¿path¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
834¿Literal¿number¿1140¿¿0¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
835¿VariableDeclarator¿¿1140¿v97¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
836¿MemberExpression¿computed¿1140¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
837¿Identifier¿¿1140¿obj¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
838¿Identifier¿¿1140¿v96¿¿¿¿¿Identifier
839¿VariableDeclarator¿¿1140¿v98¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
840¿CallExpression¿¿1140¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
841¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
842¿Identifier¿¿1140¿path¿¿¿{"start":{"line":46,"column":35},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
843¿Identifier¿¿1140¿slice¿¿¿{"start":{"line":46,"column":40},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
844¿Literal¿number¿1140¿¿1¿¿{"start":{"line":46,"column":46},"end":{"line":46,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
845¿VariableDeclarator¿¿1140¿v99¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
846¿CallExpression¿¿1140¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
847¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
848¿Identifier¿¿1140¿utils¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
849¿Identifier¿¿1140¿get¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
850¿Identifier¿¿1140¿v97¿¿¿¿¿Identifier
851¿Identifier¿¿1140¿v98¿¿¿¿¿Identifier
852¿Identifier¿¿1140¿defaultValue¿¿¿{"start":{"line":46,"column":50},"end":{"line":46,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
853¿ReturnStatement¿¿1140¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
854¿Identifier¿¿1140¿v99¿¿¿¿¿Identifier
855¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":33,"column":36},"end":{"line":47,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
856¿VariableDeclarator¿¿1130¿v126¿¿¿{"start":{"line":49,"column":7},"end":{"line":78,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
857¿ArrowFunctionExpression¿¿1130¿¿¿¿{"start":{"line":49,"column":7},"end":{"line":78,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ArrowFunctionExpression
858¿Identifier¿¿0¿obj¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
859¿Identifier¿¿0¿path¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
860¿Identifier¿¿0¿value¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
861¿Identifier¿¿0¿doNotReplace¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
862¿VariableDeclarator¿¿1146¿v101¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
863¿UnaryExpression¿typeof¿1146¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
864¿Identifier¿¿1146¿path¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
865¿VariableDeclarator¿¿1146¿v102¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
866¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
867¿Identifier¿¿1146¿v101¿¿¿¿¿Identifier
868¿Literal¿string¿1146¿¿'number'¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
869¿IfStatement¿¿1146¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
870¿Identifier¿¿1146¿v102¿¿¿¿¿Identifier
871¿ExpressionStatement¿¿1146¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ExpressionStatement
872¿AssignmentExpression¿=¿1146¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿AssignmentExpression
873¿Identifier¿¿1146¿path¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
874¿ArrayExpression¿¿1146¿¿¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ArrayExpression
875¿Identifier¿¿1146¿path¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
876¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":50,"column":34},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
877¿VariableDeclarator¿¿1146¿v103¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
878¿UnaryExpression¿!¿1146¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
879¿Identifier¿¿1146¿path¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
880¿VariableDeclarator¿¿1146¿v104¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
881¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
882¿Identifier¿¿1146¿path¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
883¿Identifier¿¿1146¿length¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
884¿VariableDeclarator¿¿1146¿v105¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
885¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
886¿Identifier¿¿1146¿v104¿¿¿¿¿Identifier
887¿Literal¿number¿1146¿¿0¿¿{"start":{"line":53,"column":33},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
888¿VariableDeclarator¿¿1146¿v106¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
889¿LogicalExpression¿||¿1146¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿LogicalExpression
890¿Identifier¿¿1146¿v103¿¿¿¿¿Identifier
891¿Identifier¿¿1146¿v105¿¿¿¿¿Identifier
892¿IfStatement¿¿1146¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
893¿Identifier¿¿1146¿v106¿¿¿¿¿Identifier
894¿ReturnStatement¿¿1146¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
895¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
896¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":53,"column":36},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
897¿VariableDeclarator¿¿1146¿v107¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
898¿UnaryExpression¿typeof¿1146¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿UnaryExpression
899¿Identifier¿¿1146¿path¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
900¿VariableDeclarator¿¿1146¿v108¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
901¿BinaryExpression¿===¿1146¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BinaryExpression
902¿Identifier¿¿1146¿v107¿¿¿¿¿Identifier
903¿Literal¿string¿1146¿¿'string'¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
904¿IfStatement¿¿1146¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿IfStatement
905¿Identifier¿¿1146¿v108¿¿¿¿¿Identifier
906¿VariableDeclarator¿¿1146¿v109¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
907¿CallExpression¿¿1146¿¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
908¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
909¿Identifier¿¿1146¿path¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
910¿Identifier¿¿1146¿split¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
911¿Literal¿string¿1146¿¿'.'¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Literal
912¿VariableDeclarator¿¿1146¿v110¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
913¿CallExpression¿¿1146¿¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿CallExpression
914¿MemberExpression¿¿1146¿¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿MemberExpression
915¿Identifier¿¿1146¿utils¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
916¿Identifier¿¿1146¿set¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
917¿Identifier¿¿1146¿obj¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
918¿Identifier¿¿1146¿v109¿¿¿¿¿Identifier
919¿Identifier¿¿1146¿value¿¿¿{"start":{"line":57,"column":45},"end":{"line":57,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
920¿Identifier¿¿1146¿doNotReplace¿¿¿{"start":{"line":57,"column":52},"end":{"line":57,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿Identifier
921¿ReturnStatement¿¿1146¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿ReturnStatement
922¿Identifier¿¿1146¿v110¿¿¿¿¿Identifier
923¿BlockStatement¿¿1146¿¿¿¿{"start":{"line":56,"column":34},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿BlockStatement
924¿VariableDeclarator¿¿1146¿currentPath¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/merge-change_1.0.1/src/utils.js"}¿¿VariableDeclarator
