Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Program
1053¿Identifier¿¿1569¿address¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1054¿Identifier¿¿1569¿family¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1569¿v95¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1056¿BinaryExpression¿===¿1569¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1057¿Identifier¿¿1569¿v94¿¿¿¿¿Identifier
1058¿Literal¿string¿1569¿¿'IPv4'¿¿{"start":{"line":38,"column":29},"end":{"line":38,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1059¿VariableDeclarator¿¿1569¿v96¿¿¿{"start":{"line":38,"column":40},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1060¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":38,"column":40},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1061¿Identifier¿¿1569¿address¿¿¿{"start":{"line":38,"column":40},"end":{"line":38,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1062¿Identifier¿¿1569¿internal¿¿¿{"start":{"line":38,"column":48},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1063¿VariableDeclarator¿¿1569¿v97¿¿¿{"start":{"line":38,"column":39},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1064¿UnaryExpression¿!¿1569¿¿¿¿{"start":{"line":38,"column":39},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UnaryExpression
1065¿Identifier¿¿1569¿v96¿¿¿¿¿Identifier
1066¿VariableDeclarator¿¿1569¿v98¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1067¿LogicalExpression¿&&¿1569¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿LogicalExpression
1068¿Identifier¿¿1569¿v95¿¿¿¿¿Identifier
1069¿Identifier¿¿1569¿v97¿¿¿¿¿Identifier
1070¿IfStatement¿¿1569¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":43,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1071¿Identifier¿¿1569¿v98¿¿¿¿¿Identifier
1072¿VariableDeclarator¿¿1569¿v99¿¿¿{"start":{"line":39,"column":31},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1073¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":39,"column":31},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1074¿Identifier¿¿1569¿address¿¿¿{"start":{"line":39,"column":31},"end":{"line":39,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1075¿Identifier¿¿1569¿address¿¿¿{"start":{"line":39,"column":39},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1076¿VariableDeclarator¿¿1569¿v100¿¿¿{"start":{"line":39,"column":48},"end":{"line":39,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1077¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":39,"column":48},"end":{"line":39,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1078¿Identifier¿¿1569¿address¿¿¿{"start":{"line":39,"column":48},"end":{"line":39,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1079¿Identifier¿¿1569¿netmask¿¿¿{"start":{"line":39,"column":56},"end":{"line":39,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1569¿subnet¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1081¿CallExpression¿¿1569¿¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1082¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1083¿Identifier¿¿1569¿ip¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1084¿Identifier¿¿1569¿subnet¿¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1085¿Identifier¿¿1569¿v99¿¿¿¿¿Identifier
1086¿Identifier¿¿1569¿v100¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿1569¿v101¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1088¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1089¿Identifier¿¿1569¿subnet¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1569¿firstAddress¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿¿1569¿current¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1092¿CallExpression¿¿1569¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1093¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1094¿Identifier¿¿1569¿ip¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1095¿Identifier¿¿1569¿toLong¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1096¿Identifier¿¿1569¿v101¿¿¿¿¿Identifier
1097¿VariableDeclarator¿¿1569¿v102¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1098¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1099¿Identifier¿¿1569¿subnet¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1100¿Identifier¿¿1569¿lastAddress¿¿¿{"start":{"line":41,"column":36},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1101¿VariableDeclarator¿¿1569¿v103¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1569¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1103¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1104¿Identifier¿¿1569¿ip¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1105¿Identifier¿¿1569¿toLong¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1106¿Identifier¿¿1569¿v102¿¿¿¿¿Identifier
1107¿VariableDeclarator¿¿1569¿last¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1108¿BinaryExpression¿-¿1569¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1109¿Identifier¿¿1569¿v103¿¿¿¿¿Identifier
1110¿Literal¿number¿1569¿¿1¿¿{"start":{"line":41,"column":51},"end":{"line":41,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1111¿VariableDeclarator¿¿1569¿v104¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1112¿UpdateExpression¿¿1569¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UpdateExpression
1113¿Identifier¿¿1569¿current¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1114¿VariableDeclarator¿¿1569¿v105¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1115¿BinaryExpression¿<¿1569¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1116¿Identifier¿¿1569¿v104¿¿¿¿¿Identifier
1117¿Identifier¿¿1569¿last¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1118¿WhileStatement¿¿1569¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿WhileStatement
1119¿Identifier¿¿1569¿v105¿¿¿¿¿Identifier
1120¿VariableDeclarator¿¿1569¿v106¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1121¿CallExpression¿¿1569¿¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1122¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1123¿Identifier¿¿1569¿ip¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1124¿Identifier¿¿1569¿fromLong¿¿¿{"start":{"line":42,"column":48},"end":{"line":42,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1125¿Identifier¿¿1569¿current¿¿¿{"start":{"line":42,"column":57},"end":{"line":42,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1569¿v107¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1127¿CallExpression¿¿1569¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1128¿MemberExpression¿¿1569¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1129¿Identifier¿¿1569¿result¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1130¿Identifier¿¿1569¿push¿¿¿{"start":{"line":42,"column":40},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1131¿Identifier¿¿1569¿v106¿¿¿¿¿Identifier
1132¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1133¿Identifier¿¿1569¿v107¿¿¿¿¿Identifier
1134¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1135¿AssignmentExpression¿=¿1569¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿AssignmentExpression
1136¿Identifier¿¿1569¿v105¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1137¿BinaryExpression¿<¿1569¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BinaryExpression
1138¿Identifier¿¿1569¿v104¿¿¿¿¿Identifier
1139¿Identifier¿¿1569¿last¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1140¿BlockStatement¿¿1569¿¿¿¿¿¿BlockStatement
1141¿BlockStatement¿¿1569¿¿¿¿{"start":{"line":38,"column":58},"end":{"line":43,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1142¿ExpressionStatement¿¿1569¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1143¿AssignmentExpression¿=¿1569¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿AssignmentExpression
1144¿Identifier¿¿1569¿v93¿¿¿{"start":{"line":36,"column":4},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1145¿UpdateExpression¿¿1569¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿UpdateExpression
1146¿Identifier¿¿1569¿i¿¿¿{"start":{"line":36,"column":35},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1147¿BlockStatement¿¿1569¿¿¿¿{"start":{"line":36,"column":41},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1148¿BlockStatement¿¿1569¿¿¿¿{"start":{"line":34,"column":30},"end":{"line":45,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1149¿ReturnStatement¿¿1569¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1150¿Identifier¿¿1569¿result¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1151¿BlockStatement¿¿1569¿¿¿¿{"start":{"line":30,"column":23},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1152¿VariableDeclarator¿¿1564¿pingServers¿¿¿{"start":{"line":53,"column":0},"end":{"line":55,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1153¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":53,"column":0},"end":{"line":55,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1154¿VariableDeclarator¿¿1575¿v108¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1155¿CallExpression¿¿1575¿¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1156¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1157¿Identifier¿¿1575¿servers¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1158¿Identifier¿¿1575¿map¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1159¿Identifier¿¿1575¿pingServer¿¿¿{"start":{"line":54,"column":33},"end":{"line":54,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1160¿VariableDeclarator¿¿1575¿v109¿¿¿{"start":{"line":54,"column":9},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1161¿CallExpression¿¿1575¿¿¿¿{"start":{"line":54,"column":9},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1162¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":54,"column":9},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1575¿Promise¿¿¿{"start":{"line":54,"column":9},"end":{"line":54,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1164¿Identifier¿¿1575¿all¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1165¿Identifier¿¿1575¿v108¿¿¿¿¿Identifier
1166¿ReturnStatement¿¿1575¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1167¿Identifier¿¿1575¿v109¿¿¿¿¿Identifier
1168¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":55,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1169¿VariableDeclarator¿¿1564¿pingServer¿¿¿{"start":{"line":60,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1170¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":60,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1171¿Identifier¿¿0¿address¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1577¿v115¿¿¿{"start":{"line":61,"column":21},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1173¿FunctionExpression¿¿1577¿anon¿¿¿{"start":{"line":61,"column":21},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1174¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":61,"column":31},"end":{"line":61,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1175¿VariableDeclarator¿¿1579¿socket¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1176¿NewExpression¿¿1579¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿NewExpression
1177¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1178¿Identifier¿¿1579¿net¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1179¿Identifier¿¿1579¿Socket¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1180¿VariableDeclarator¿¿1579¿v110¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1181¿CallExpression¿¿1579¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1182¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1183¿Identifier¿¿1579¿socket¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1184¿Identifier¿¿1579¿setTimeout¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1185¿Literal¿number¿1579¿¿1000¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1186¿Identifier¿¿1579¿close¿¿¿{"start":{"line":63,"column":28},"end":{"line":63,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1187¿ExpressionStatement¿¿1579¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1188¿Identifier¿¿1579¿v110¿¿¿¿¿Identifier
1189¿VariableDeclarator¿¿1579¿v111¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1579¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1191¿MemberExpression¿¿1579¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1192¿Identifier¿¿1579¿socket¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1193¿Identifier¿¿1579¿connect¿¿¿{"start":{"line":64,"column":11},"end":{"line":64,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1194¿Literal¿number¿1579¿¿80¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
