Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
778¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":162,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Program
918¿TemplateLiteral¿¿1330¿¿¿¿{"start":{"line":32,"column":23},"end":{"line":32,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿TemplateLiteral
919¿Identifier¿¿1330¿code¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
920¿Identifier¿¿1330¿cmd¿¿¿{"start":{"line":32,"column":65},"end":{"line":32,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
921¿VariableDeclarator¿¿1330¿v78¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
922¿CallExpression¿¿1330¿¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
923¿Identifier¿¿1330¿cb¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
924¿Identifier¿¿1330¿v77¿¿¿¿¿Identifier
925¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
926¿Identifier¿¿1330¿v78¿¿¿¿¿Identifier
927¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":31,"column":38},"end":{"line":33,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
928¿VariableDeclarator¿¿1330¿v79¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
929¿MemberExpression¿¿1330¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
930¿Identifier¿¿1330¿process¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
931¿Identifier¿¿1330¿stdout¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
932¿VariableDeclarator¿¿1330¿v80¿¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
933¿TemplateLiteral¿¿1330¿¿¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿TemplateLiteral
934¿Identifier¿¿1330¿code¿¿¿{"start":{"line":34,"column":50},"end":{"line":34,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
935¿Identifier¿¿1330¿cmd¿¿¿{"start":{"line":34,"column":73},"end":{"line":34,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
936¿VariableDeclarator¿¿1330¿v81¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
937¿CallExpression¿¿1330¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
938¿MemberExpression¿¿1330¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
939¿Identifier¿¿1330¿v79¿¿¿¿¿Identifier
940¿Identifier¿¿1330¿write¿¿¿{"start":{"line":34,"column":25},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
941¿Identifier¿¿1330¿v80¿¿¿¿¿Identifier
942¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
943¿Identifier¿¿1330¿v81¿¿¿¿¿Identifier
944¿VariableDeclarator¿¿1330¿v82¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
945¿CallExpression¿¿1330¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
946¿MemberExpression¿¿1330¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
947¿Identifier¿¿1330¿process¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
948¿Identifier¿¿1330¿exit¿¿¿{"start":{"line":35,"column":18},"end":{"line":35,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
949¿Identifier¿¿1330¿code¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
950¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
951¿Identifier¿¿1330¿v82¿¿¿¿¿Identifier
952¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":36,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
953¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":30,"column":23},"end":{"line":37,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
954¿VariableDeclarator¿¿1330¿v83¿¿¿{"start":{"line":38,"column":24},"end":{"line":42,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
955¿ObjectExpression¿¿1330¿¿¿¿{"start":{"line":38,"column":24},"end":{"line":42,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ObjectExpression
956¿Property¿¿1330¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Property
957¿Identifier¿¿1330¿title¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
958¿Identifier¿¿1330¿cmd¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
959¿Property¿¿1330¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Property
960¿Identifier¿¿1330¿message¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
961¿Identifier¿¿1330¿stdout¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
962¿Property¿¿1330¿¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Property
963¿Identifier¿¿1330¿sound¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
964¿Literal¿boolean¿1330¿¿true¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
965¿VariableDeclarator¿¿1330¿v84¿¿¿{"start":{"line":38,"column":8},"end":{"line":42,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
966¿CallExpression¿¿1330¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":42,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
967¿MemberExpression¿¿1330¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
968¿Identifier¿¿1330¿notifier¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
969¿Identifier¿¿1330¿notify¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
970¿Identifier¿¿1330¿v83¿¿¿¿¿Identifier
971¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
972¿Identifier¿¿1330¿v84¿¿¿¿¿Identifier
973¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":37,"column":13},"end":{"line":43,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
974¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
975¿VariableDeclarator¿¿1330¿v85¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
976¿UnaryExpression¿typeof¿1330¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿UnaryExpression
977¿Identifier¿¿1330¿cb¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
978¿VariableDeclarator¿¿1330¿v86¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
979¿BinaryExpression¿===¿1330¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BinaryExpression
980¿Identifier¿¿1330¿v85¿¿¿¿¿Identifier
981¿Literal¿string¿1330¿¿'function'¿¿{"start":{"line":45,"column":22},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
982¿IfStatement¿¿1330¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿IfStatement
983¿Identifier¿¿1330¿v86¿¿¿¿¿Identifier
984¿VariableDeclarator¿¿1330¿v87¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
985¿CallExpression¿¿1330¿¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
986¿Identifier¿¿1330¿cb¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
987¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
988¿Identifier¿¿1330¿v87¿¿¿¿¿Identifier
989¿BlockStatement¿¿1330¿¿¿¿¿¿BlockStatement
990¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":28,"column":30},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
991¿VariableDeclarator¿¿1324¿v89¿¿¿{"start":{"line":28,"column":2},"end":{"line":46,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1324¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":46,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
993¿MemberExpression¿¿1324¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
994¿Identifier¿¿1324¿child¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
995¿Identifier¿¿1324¿on¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
996¿Literal¿string¿1324¿¿'close'¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
997¿Identifier¿¿1324¿v88¿¿¿¿¿Identifier
998¿ExpressionStatement¿¿1324¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ExpressionStatement
999¿Identifier¿¿1324¿v89¿¿¿¿¿Identifier
1000¿BlockStatement¿¿1324¿¿¿¿{"start":{"line":15,"column":34},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1001¿VariableDeclarator¿exported¿1322¿flattenArray¿¿¿{"start":{"line":54,"column":0},"end":{"line":56,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1002¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":54,"column":0},"end":{"line":56,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1003¿Identifier¿¿0¿arrayOfArrays¿¿¿{"start":{"line":54,"column":22},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1004¿VariableDeclarator¿¿1336¿v90¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1005¿ArrayExpression¿¿1336¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ArrayExpression
1006¿VariableDeclarator¿¿1336¿v91¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1007¿MemberExpression¿¿1336¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1008¿Identifier¿¿1336¿v90¿¿¿¿¿Identifier
1009¿Identifier¿¿1336¿concat¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1010¿VariableDeclarator¿¿1336¿v92¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1011¿ArrayExpression¿¿1336¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ArrayExpression
1012¿VariableDeclarator¿¿1336¿v93¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1336¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1014¿MemberExpression¿¿1336¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1015¿Identifier¿¿1336¿v91¿¿¿¿¿Identifier
1016¿Identifier¿¿1336¿apply¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1017¿Identifier¿¿1336¿v92¿¿¿¿¿Identifier
1018¿Identifier¿¿1336¿arrayOfArrays¿¿¿{"start":{"line":55,"column":29},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1019¿ReturnStatement¿¿1336¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ReturnStatement
1020¿Identifier¿¿1336¿v93¿¿¿¿¿Identifier
1021¿BlockStatement¿¿1336¿¿¿¿{"start":{"line":54,"column":37},"end":{"line":56,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BlockStatement
1022¿VariableDeclarator¿exported¿1322¿uniqueArray¿¿¿{"start":{"line":63,"column":0},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1023¿FunctionExpression¿¿1322¿anon¿¿¿{"start":{"line":63,"column":0},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿FunctionExpression
1024¿Identifier¿¿0¿item¿¿¿{"start":{"line":63,"column":21},"end":{"line":63,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1025¿VariableDeclarator¿¿1338¿u¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1026¿ObjectExpression¿¿1338¿¿¿¿¿¿ObjectExpression
1027¿VariableDeclarator¿¿1338¿newArray¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1028¿ArrayExpression¿¿1338¿¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ArrayExpression
1029¿VariableDeclarator¿¿1338¿i¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1030¿Literal¿number¿1338¿¿0¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Literal
1031¿VariableDeclarator¿¿1338¿l¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1032¿MemberExpression¿¿1338¿¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1033¿Identifier¿¿1338¿item¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1034¿Identifier¿¿1338¿length¿¿¿{"start":{"line":66,"column":27},"end":{"line":66,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1035¿VariableDeclarator¿¿1338¿v94¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1036¿BinaryExpression¿<¿1338¿¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿BinaryExpression
1037¿Identifier¿¿1338¿i¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1038¿Identifier¿¿1338¿l¿¿¿{"start":{"line":66,"column":39},"end":{"line":66,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1039¿WhileStatement¿¿1338¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":71,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿WhileStatement
1040¿Identifier¿¿1338¿v94¿¿¿¿¿Identifier
1041¿VariableDeclarator¿¿1338¿v96¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1042¿ObjectExpression¿¿1338¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿ObjectExpression
1043¿VariableDeclarator¿¿1338¿v97¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1044¿MemberExpression¿¿1338¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1045¿Identifier¿¿1338¿v96¿¿¿¿¿Identifier
1046¿Identifier¿¿1338¿hasOwnProperty¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1047¿VariableDeclarator¿¿1338¿v98¿¿¿{"start":{"line":67,"column":35},"end":{"line":67,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1048¿MemberExpression¿computed¿1338¿¿¿¿{"start":{"line":67,"column":35},"end":{"line":67,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1049¿Identifier¿¿1338¿item¿¿¿{"start":{"line":67,"column":35},"end":{"line":67,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1050¿Identifier¿¿1338¿i¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1051¿VariableDeclarator¿¿1338¿v99¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1338¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿CallExpression
1053¿MemberExpression¿¿1338¿¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿MemberExpression
1054¿Identifier¿¿1338¿v97¿¿¿¿¿Identifier
1055¿Identifier¿¿1338¿call¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1056¿Identifier¿¿1338¿u¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Identifier
1057¿Identifier¿¿1338¿v98¿¿¿¿¿Identifier
1058¿VariableDeclarator¿¿1338¿v100¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
1059¿UnaryExpression¿!¿1338¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿UnaryExpression
1060¿Identifier¿¿1338¿v99¿¿¿¿¿Identifier
1061¿IfStatement¿¿1338¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿IfStatement
1062¿Identifier¿¿1338¿v100¿¿¿¿¿Identifier
1063¿VariableDeclarator¿¿1338¿v101¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿VariableDeclarator
