Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
641¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":86,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Program
784¿Identifier¿¿1118¿v91¿¿¿¿¿Identifier
785¿VariableDeclarator¿¿1118¿v93¿¿¿{"start":{"line":34,"column":60},"end":{"line":37,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
786¿ArrayExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":60},"end":{"line":37,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ArrayExpression
787¿Identifier¿¿1118¿filePath¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
788¿Identifier¿¿1118¿v92¿¿¿¿¿Identifier
789¿VariableDeclarator¿¿1118¿v94¿¿¿{"start":{"line":34,"column":60},"end":{"line":37,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
790¿CallExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":60},"end":{"line":37,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
791¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":60},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
792¿Identifier¿¿1118¿v93¿¿¿¿¿Identifier
793¿Identifier¿¿1118¿join¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
794¿Literal¿string¿1118¿¿''¿¿{"start":{"line":37,"column":13},"end":{"line":37,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
795¿VariableDeclarator¿¿1118¿v95¿¿¿{"start":{"line":34,"column":49},"end":{"line":37,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
796¿NewExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":49},"end":{"line":37,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿NewExpression
797¿Identifier¿¿1118¿Buffer¿¿¿{"start":{"line":34,"column":53},"end":{"line":34,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
798¿Identifier¿¿1118¿v94¿¿¿¿¿Identifier
799¿VariableDeclarator¿¿1118¿v96¿¿¿{"start":{"line":34,"column":17},"end":{"line":37,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
800¿CallExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":17},"end":{"line":37,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
801¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
802¿Identifier¿¿1118¿v88¿¿¿¿¿Identifier
803¿Identifier¿¿1118¿update¿¿¿{"start":{"line":34,"column":42},"end":{"line":34,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
804¿Identifier¿¿1118¿v95¿¿¿¿¿Identifier
805¿VariableDeclarator¿¿1118¿eTag¿¿¿{"start":{"line":34,"column":10},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
806¿CallExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":17},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
807¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":34,"column":17},"end":{"line":37,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
808¿Identifier¿¿1118¿v96¿¿¿¿¿Identifier
809¿Identifier¿¿1118¿digest¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
810¿Literal¿string¿1118¿¿'hex'¿¿{"start":{"line":37,"column":26},"end":{"line":37,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
811¿VariableDeclarator¿¿1118¿v97¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
812¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
813¿Literal¿string¿1118¿¿'''¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
814¿Identifier¿¿1118¿eTag¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
815¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
816¿AssignmentExpression¿=¿1118¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿AssignmentExpression
817¿Identifier¿¿1118¿eTag¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
818¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
819¿Identifier¿¿1118¿v97¿¿¿¿¿Identifier
820¿Literal¿string¿1118¿¿'''¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
821¿VariableDeclarator¿¿1118¿v98¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
822¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
823¿Identifier¿¿1118¿req¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
824¿Identifier¿¿1118¿headers¿¿¿{"start":{"line":41,"column":24},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
825¿VariableDeclarator¿¿1118¿v99¿¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
826¿ObjectExpression¿¿1118¿¿¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ObjectExpression
827¿VariableDeclarator¿¿1118¿headers¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
828¿LogicalExpression¿||¿1118¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿LogicalExpression
829¿Identifier¿¿1118¿v98¿¿¿¿¿Identifier
830¿Identifier¿¿1118¿v99¿¿¿¿¿Identifier
831¿VariableDeclarator¿¿1118¿v100¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
832¿MemberExpression¿computed¿1118¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
833¿Identifier¿¿1118¿headers¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
834¿Literal¿string¿1118¿¿'if-none-match'¿¿{"start":{"line":42,"column":30},"end":{"line":42,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
835¿VariableDeclarator¿¿1118¿matchETag¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
836¿BinaryExpression¿===¿1118¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
837¿Identifier¿¿1118¿v100¿¿¿¿¿Identifier
838¿Identifier¿¿1118¿eTag¿¿¿{"start":{"line":42,"column":51},"end":{"line":42,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
839¿VariableDeclarator¿¿1118¿v101¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
840¿MemberExpression¿computed¿1118¿¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
841¿Identifier¿¿1118¿headers¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
842¿Literal¿string¿1118¿¿'if-modified-since'¿¿{"start":{"line":43,"column":47},"end":{"line":43,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
843¿VariableDeclarator¿¿1118¿v102¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
844¿NewExpression¿¿1118¿¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿NewExpression
845¿Identifier¿¿1118¿Date¿¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
846¿Identifier¿¿1118¿v101¿¿¿¿¿Identifier
847¿VariableDeclarator¿¿1118¿v103¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
848¿CallExpression¿¿1118¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":79},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
849¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
850¿Identifier¿¿1118¿v102¿¿¿¿¿Identifier
851¿Identifier¿¿1118¿getTime¿¿¿{"start":{"line":43,"column":70},"end":{"line":43,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
852¿VariableDeclarator¿¿1118¿v104¿¿¿{"start":{"line":43,"column":82},"end":{"line":43,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
853¿CallExpression¿¿1118¿¿¿¿{"start":{"line":43,"column":82},"end":{"line":43,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
854¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":43,"column":82},"end":{"line":43,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
855¿Identifier¿¿1118¿Date¿¿¿{"start":{"line":43,"column":82},"end":{"line":43,"column":86},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
856¿Identifier¿¿1118¿now¿¿¿{"start":{"line":43,"column":87},"end":{"line":43,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
857¿VariableDeclarator¿¿1118¿v105¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
858¿BinaryExpression¿-¿1118¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
859¿Identifier¿¿1118¿v103¿¿¿¿¿Identifier
860¿Identifier¿¿1118¿v104¿¿¿¿¿Identifier
861¿VariableDeclarator¿¿1118¿matchExpiration¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
862¿BinaryExpression¿>=¿1118¿¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
863¿Identifier¿¿1118¿v105¿¿¿¿¿Identifier
864¿Literal¿number¿1118¿¿0¿¿{"start":{"line":43,"column":97},"end":{"line":43,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
865¿VariableDeclarator¿¿1118¿v106¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
866¿CallExpression¿¿1118¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
867¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
868¿Identifier¿¿1118¿res¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
869¿Identifier¿¿1118¿setHeader¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
870¿Literal¿string¿1118¿¿'ETag'¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
871¿Identifier¿¿1118¿eTag¿¿¿{"start":{"line":45,"column":28},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
872¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
873¿Identifier¿¿1118¿v106¿¿¿¿¿Identifier
874¿VariableDeclarator¿¿1118¿v107¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
875¿LogicalExpression¿&&¿1118¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿LogicalExpression
876¿Identifier¿¿1118¿matchExpiration¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
877¿Identifier¿¿1118¿matchETag¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
878¿IfStatement¿¿1118¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿IfStatement
879¿Identifier¿¿1118¿v107¿¿¿¿¿Identifier
880¿VariableDeclarator¿¿1118¿v108¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
881¿CallExpression¿¿1118¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
882¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
883¿Identifier¿¿1118¿res¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
884¿Identifier¿¿1118¿writeHead¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
885¿Literal¿number¿1118¿¿304¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
886¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
887¿Identifier¿¿1118¿v108¿¿¿¿¿Identifier
888¿VariableDeclarator¿¿1118¿v109¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
889¿CallExpression¿¿1118¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
890¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
891¿Identifier¿¿1118¿res¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
892¿Identifier¿¿1118¿end¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
893¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
894¿Identifier¿¿1118¿v109¿¿¿¿¿Identifier
895¿ReturnStatement¿¿1118¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ReturnStatement
896¿BlockStatement¿¿1118¿¿¿¿{"start":{"line":47,"column":39},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BlockStatement
897¿VariableDeclarator¿¿1118¿v110¿¿¿{"start":{"line":53,"column":46},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
898¿CallExpression¿¿1118¿¿¿¿{"start":{"line":53,"column":46},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
899¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":53,"column":46},"end":{"line":53,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
900¿Identifier¿¿1118¿Date¿¿¿{"start":{"line":53,"column":46},"end":{"line":53,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
901¿Identifier¿¿1118¿now¿¿¿{"start":{"line":53,"column":51},"end":{"line":53,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
902¿VariableDeclarator¿¿1118¿v111¿¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
903¿BinaryExpression¿*¿1118¿¿¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
904¿Identifier¿¿1118¿_expirationTime¿¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
905¿Literal¿number¿1118¿¿1000¿¿{"start":{"line":53,"column":77},"end":{"line":53,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
906¿VariableDeclarator¿¿1118¿v112¿¿¿{"start":{"line":53,"column":46},"end":{"line":53,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
907¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":53,"column":46},"end":{"line":53,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
908¿Identifier¿¿1118¿v110¿¿¿¿¿Identifier
909¿Identifier¿¿1118¿v111¿¿¿¿¿Identifier
910¿VariableDeclarator¿¿1118¿v113¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
911¿NewExpression¿¿1118¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿NewExpression
912¿Identifier¿¿1118¿Date¿¿¿{"start":{"line":53,"column":41},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
913¿Identifier¿¿1118¿v112¿¿¿¿¿Identifier
914¿VariableDeclarator¿¿1118¿v114¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
915¿CallExpression¿¿1118¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
916¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
917¿Identifier¿¿1118¿res¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
918¿Identifier¿¿1118¿setHeader¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
919¿Literal¿string¿1118¿¿'Last-Modified'¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
920¿Identifier¿¿1118¿v113¿¿¿¿¿Identifier
921¿ExpressionStatement¿¿1118¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿ExpressionStatement
922¿Identifier¿¿1118¿v114¿¿¿¿¿Identifier
923¿VariableDeclarator¿¿1118¿v115¿¿¿{"start":{"line":54,"column":37},"end":{"line":54,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
924¿BinaryExpression¿+¿1118¿¿¿¿{"start":{"line":54,"column":37},"end":{"line":54,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿BinaryExpression
925¿Literal¿string¿1118¿¿'max-age='¿¿{"start":{"line":54,"column":37},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Literal
926¿Identifier¿¿1118¿_expirationTime¿¿¿{"start":{"line":54,"column":49},"end":{"line":54,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
927¿VariableDeclarator¿¿1118¿v116¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿VariableDeclarator
928¿CallExpression¿¿1118¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿CallExpression
929¿MemberExpression¿¿1118¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿MemberExpression
930¿Identifier¿¿1118¿res¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
931¿Identifier¿¿1118¿setHeader¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hostr_2.0.0/src/static.js"}¿¿Identifier
