Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":209,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Program
1215¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1216¿Identifier¿¿1890¿util¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1217¿Identifier¿¿1890¿toArray¿¿¿{"start":{"line":29,"column":5},"end":{"line":29,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1218¿Identifier¿¿1890¿toArray¿¿¿¿¿Identifier
1219¿VariableDeclarator¿exported¿1890¿toObject¿¿¿{"start":{"line":46,"column":0},"end":{"line":56,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1220¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":46,"column":16},"end":{"line":56,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1221¿Identifier¿¿0¿array¿¿¿{"start":{"line":46,"column":34},"end":{"line":46,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1896¿object¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1223¿ObjectExpression¿¿1896¿¿¿¿¿¿ObjectExpression
1224¿VariableDeclarator¿¿1896¿index¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1225¿Literal¿number¿1896¿¿0¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1226¿VariableDeclarator¿¿1896¿v105¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1227¿MemberExpression¿¿1896¿¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1228¿Identifier¿¿1896¿array¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1229¿Identifier¿¿1896¿length¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1230¿VariableDeclarator¿¿1896¿v106¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1231¿BinaryExpression¿<¿1896¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1232¿Identifier¿¿1896¿index¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1233¿Identifier¿¿1896¿v105¿¿¿¿¿Identifier
1234¿WhileStatement¿¿1896¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿WhileStatement
1235¿Identifier¿¿1896¿v106¿¿¿¿¿Identifier
1236¿VariableDeclarator¿¿1896¿v107¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1237¿UpdateExpression¿¿1896¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿UpdateExpression
1238¿Identifier¿¿1896¿index¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1896¿key¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1240¿MemberExpression¿computed¿1896¿¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1241¿Identifier¿¿1896¿array¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1242¿Identifier¿¿1896¿v107¿¿¿¿¿Identifier
1243¿VariableDeclarator¿¿1896¿v108¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1244¿UpdateExpression¿¿1896¿¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿UpdateExpression
1245¿Identifier¿¿1896¿index¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1896¿val¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1247¿MemberExpression¿computed¿1896¿¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1248¿Identifier¿¿1896¿array¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1249¿Identifier¿¿1896¿v108¿¿¿¿¿Identifier
1250¿VariableDeclarator¿¿1896¿v109¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1251¿BinaryExpression¿!==¿1896¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1252¿Identifier¿¿1896¿val¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1253¿Identifier¿¿1896¿undefined¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1254¿IfStatement¿¿1896¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":53,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1255¿Identifier¿¿1896¿v109¿¿¿¿¿Identifier
1256¿ExpressionStatement¿¿1896¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿=¿1896¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1258¿MemberExpression¿computed¿1896¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1259¿Identifier¿¿1896¿object¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1260¿Identifier¿¿1896¿key¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1261¿Identifier¿¿1896¿val¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1262¿BlockStatement¿¿1896¿¿¿¿¿¿BlockStatement
1263¿ExpressionStatement¿¿1896¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1264¿AssignmentExpression¿=¿1896¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1265¿Identifier¿¿1896¿v106¿¿¿{"start":{"line":49,"column":4},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1266¿BinaryExpression¿<¿1896¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1267¿Identifier¿¿1896¿index¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1268¿Identifier¿¿1896¿v105¿¿¿¿¿Identifier
1269¿BlockStatement¿¿1896¿¿¿¿{"start":{"line":49,"column":33},"end":{"line":54,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1270¿ReturnStatement¿¿1896¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1271¿Identifier¿¿1896¿object¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1272¿BlockStatement¿¿1896¿¿¿¿{"start":{"line":46,"column":41},"end":{"line":56,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1273¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":56,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1274¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":56,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1275¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1276¿Identifier¿¿1890¿util¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1277¿Identifier¿¿1890¿toObject¿¿¿{"start":{"line":46,"column":5},"end":{"line":46,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1278¿Identifier¿¿1890¿toObject¿¿¿¿¿Identifier
1279¿VariableDeclarator¿¿1890¿safePropBackslashRe¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1280¿Literal¿object¿1890¿¿/\\/g¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1281¿VariableDeclarator¿¿1890¿safePropQuoteRe¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1282¿Literal¿object¿1890¿¿/'/g¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1283¿VariableDeclarator¿exported¿1890¿isReserved¿¿¿{"start":{"line":66,"column":0},"end":{"line":68,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1284¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":66,"column":18},"end":{"line":68,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1285¿Identifier¿¿0¿name¿¿¿{"start":{"line":66,"column":38},"end":{"line":66,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1286¿VariableDeclarator¿¿1900¿v110¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":332},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1287¿CallExpression¿¿1900¿¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":332},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1288¿MemberExpression¿¿1900¿¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":326},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1289¿Literal¿object¿1900¿¿/^(?:do|if|in|for|let|new|try|var|case|else|enum|eval|false|null|this|true|void|with|break|catch|class|const|super|throw|while|yield|delete|export|import|public|return|static|switch|typeof|default|extends|finally|package|private|continue|debugger|function|arguments|interface|protected|implements|instanceof)$/¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":321},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1290¿Identifier¿¿1900¿test¿¿¿{"start":{"line":67,"column":322},"end":{"line":67,"column":326},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1291¿Identifier¿¿1900¿name¿¿¿{"start":{"line":67,"column":327},"end":{"line":67,"column":331},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1292¿ReturnStatement¿¿1900¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":67,"column":333},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1293¿Identifier¿¿1900¿v110¿¿¿¿¿Identifier
1294¿BlockStatement¿¿1900¿¿¿¿{"start":{"line":66,"column":44},"end":{"line":68,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1295¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":68,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1296¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":68,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1297¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1298¿Identifier¿¿1890¿util¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1299¿Identifier¿¿1890¿isReserved¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1300¿Identifier¿¿1890¿isReserved¿¿¿¿¿Identifier
1301¿VariableDeclarator¿exported¿1890¿safeProp¿¿¿{"start":{"line":75,"column":0},"end":{"line":79,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1302¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":75,"column":16},"end":{"line":79,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1303¿Identifier¿¿0¿prop¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1902¿v111¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1902¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1306¿MemberExpression¿¿1902¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1307¿Literal¿object¿1902¿¿/^[$\w_]+$/¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1308¿Identifier¿¿1902¿test¿¿¿{"start":{"line":76,"column":21},"end":{"line":76,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1309¿Identifier¿¿1902¿prop¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1310¿VariableDeclarator¿¿1902¿v112¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1311¿UnaryExpression¿!¿1902¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿UnaryExpression
1312¿Identifier¿¿1902¿v111¿¿¿¿¿Identifier
1313¿VariableDeclarator¿¿1902¿v113¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1314¿CallExpression¿¿1902¿¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1315¿MemberExpression¿¿1902¿¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1316¿Identifier¿¿1902¿util¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1317¿Identifier¿¿1902¿isReserved¿¿¿{"start":{"line":76,"column":40},"end":{"line":76,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1318¿Identifier¿¿1902¿prop¿¿¿{"start":{"line":76,"column":51},"end":{"line":76,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1319¿VariableDeclarator¿¿1902¿v114¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1320¿LogicalExpression¿||¿1902¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿LogicalExpression
1321¿Identifier¿¿1902¿v112¿¿¿¿¿Identifier
1322¿Identifier¿¿1902¿v113¿¿¿¿¿Identifier
1323¿IfStatement¿¿1902¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":77,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1324¿Identifier¿¿1902¿v114¿¿¿¿¿Identifier
1325¿VariableDeclarator¿¿1902¿v115¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1902¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1327¿MemberExpression¿¿1902¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1328¿Identifier¿¿1902¿prop¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1329¿Identifier¿¿1902¿replace¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1330¿Identifier¿¿1902¿safePropBackslashRe¿¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1331¿Literal¿string¿1902¿¿'\\\\'¿¿{"start":{"line":77,"column":57},"end":{"line":77,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1332¿VariableDeclarator¿¿1902¿v116¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":97},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1333¿CallExpression¿¿1902¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":97},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1334¿MemberExpression¿¿1902¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1335¿Identifier¿¿1902¿v115¿¿¿¿¿Identifier
1336¿Identifier¿¿1902¿replace¿¿¿{"start":{"line":77,"column":65},"end":{"line":77,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1337¿Identifier¿¿1902¿safePropQuoteRe¿¿¿{"start":{"line":77,"column":73},"end":{"line":77,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1338¿Literal¿string¿1902¿¿'\\\''¿¿{"start":{"line":77,"column":90},"end":{"line":77,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1339¿VariableDeclarator¿¿1902¿v117¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":97},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1340¿BinaryExpression¿+¿1902¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":97},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1341¿Literal¿string¿1902¿¿'[\''¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1342¿Identifier¿¿1902¿v116¿¿¿¿¿Identifier
1343¿VariableDeclarator¿¿1902¿v118¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":105},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1344¿BinaryExpression¿+¿1902¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":105},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1345¿Identifier¿¿1902¿v117¿¿¿¿¿Identifier
1346¿Literal¿string¿1902¿¿'\']'¿¿{"start":{"line":77,"column":100},"end":{"line":77,"column":105},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1347¿ReturnStatement¿¿1902¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1348¿Identifier¿¿1902¿v118¿¿¿¿¿Identifier
