Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
700¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":126,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Program
839¿BlockStatement¿¿1194¿¿¿¿{"start":{"line":28,"column":53},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
840¿VariableDeclarator¿¿1185¿localExecutableSync¿¿¿{"start":{"line":35,"column":4},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
841¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":35,"column":26},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
842¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
843¿TryStatement¿¿1198¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":41,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿TryStatement
844¿VariableDeclarator¿¿1198¿v87¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
845¿MemberExpression¿¿1198¿¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿MemberExpression
846¿Identifier¿¿1198¿constants¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
847¿Identifier¿¿1198¿F_OK¿¿¿{"start":{"line":37,"column":42},"end":{"line":37,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
848¿VariableDeclarator¿¿1198¿v88¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
849¿MemberExpression¿¿1198¿¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿MemberExpression
850¿Identifier¿¿1198¿constants¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
851¿Identifier¿¿1198¿X_OK¿¿¿{"start":{"line":37,"column":59},"end":{"line":37,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
852¿VariableDeclarator¿¿1198¿v89¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
853¿BinaryExpression¿|¿1198¿¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
854¿Identifier¿¿1198¿v87¿¿¿¿¿Identifier
855¿Identifier¿¿1198¿v88¿¿¿¿¿Identifier
856¿VariableDeclarator¿¿1198¿v90¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
857¿CallExpression¿¿1198¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
858¿Identifier¿¿1198¿accessSync¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
859¿Identifier¿¿1198¿commandName¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
860¿Identifier¿¿1198¿v89¿¿¿¿¿Identifier
861¿ExpressionStatement¿¿1198¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
862¿Identifier¿¿1198¿v90¿¿¿¿¿Identifier
863¿ReturnStatement¿¿1198¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
864¿Literal¿boolean¿1198¿¿true¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
865¿BlockStatement¿¿1198¿¿¿¿{"start":{"line":36,"column":7},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
866¿CatchClause¿¿1198¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":41,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CatchClause
867¿ReturnStatement¿¿1198¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
868¿Literal¿boolean¿1198¿¿false¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
869¿BlockStatement¿¿1198¿¿¿¿{"start":{"line":39,"column":13},"end":{"line":41,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
870¿Identifier¿¿1198¿e¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
871¿BlockStatement¿¿1198¿¿¿¿{"start":{"line":35,"column":47},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
872¿VariableDeclarator¿¿1185¿commandExistsUnix¿¿¿{"start":{"line":44,"column":4},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
873¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":44,"column":24},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
874¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":44,"column":33},"end":{"line":44,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
875¿Identifier¿¿0¿callback¿¿¿{"start":{"line":44,"column":46},"end":{"line":44,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
876¿VariableDeclarator¿¿1201¿v102¿¿¿{"start":{"line":46,"column":31},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
877¿FunctionExpression¿¿1201¿anon¿¿¿{"start":{"line":46,"column":31},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
878¿Identifier¿¿0¿isFile¿¿¿{"start":{"line":46,"column":40},"end":{"line":46,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
879¿VariableDeclarator¿¿1203¿v91¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
880¿UnaryExpression¿!¿1203¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
881¿Identifier¿¿1203¿isFile¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
882¿IfStatement¿¿1203¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":56,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
883¿Identifier¿¿1203¿v91¿¿¿¿¿Identifier
884¿VariableDeclarator¿¿1203¿v92¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
885¿BinaryExpression¿+¿1203¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
886¿Literal¿string¿1203¿¿'command -v '¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
887¿Identifier¿¿1203¿commandName¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
888¿VariableDeclarator¿¿1203¿v93¿¿¿{"start":{"line":49,"column":29},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
889¿BinaryExpression¿+¿1203¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
890¿Identifier¿¿1203¿v92¿¿¿¿¿Identifier
891¿Literal¿string¿1203¿¿' 2>/dev/null'¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
892¿VariableDeclarator¿¿1203¿v94¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
893¿BinaryExpression¿+¿1203¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
894¿Identifier¿¿1203¿v93¿¿¿¿¿Identifier
895¿Literal¿string¿1203¿¿' && { echo >&1 \''¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
896¿VariableDeclarator¿¿1203¿v95¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
897¿BinaryExpression¿+¿1203¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
898¿Identifier¿¿1203¿v94¿¿¿¿¿Identifier
899¿Identifier¿¿1203¿commandName¿¿¿{"start":{"line":51,"column":40},"end":{"line":51,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
900¿VariableDeclarator¿¿1203¿v96¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
901¿BinaryExpression¿+¿1203¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
902¿Identifier¿¿1203¿v95¿¿¿¿¿Identifier
903¿Literal¿string¿1203¿¿' found\'; exit 0; }'¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
904¿VariableDeclarator¿¿1203¿v100¿¿¿{"start":{"line":52,"column":18},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
905¿FunctionExpression¿¿1203¿anon¿¿¿{"start":{"line":52,"column":18},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
906¿Identifier¿¿0¿error¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
907¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
908¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
909¿VariableDeclarator¿¿1205¿v97¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
910¿UnaryExpression¿!¿1205¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
911¿Identifier¿¿1205¿stdout¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
912¿VariableDeclarator¿¿1205¿v98¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
913¿UnaryExpression¿!¿1205¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿UnaryExpression
914¿Identifier¿¿1205¿v97¿¿¿¿¿Identifier
915¿VariableDeclarator¿¿1205¿v99¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
916¿CallExpression¿¿1205¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
917¿Identifier¿¿1205¿callback¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
918¿Literal¿object¿1205¿¿null¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
919¿Identifier¿¿1205¿v98¿¿¿¿¿Identifier
920¿ExpressionStatement¿¿1205¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
921¿Identifier¿¿1205¿v99¿¿¿¿¿Identifier
922¿BlockStatement¿¿1205¿¿¿¿{"start":{"line":52,"column":51},"end":{"line":54,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
923¿VariableDeclarator¿¿1203¿child¿¿¿{"start":{"line":49,"column":16},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
924¿CallExpression¿¿1203¿¿¿¿{"start":{"line":49,"column":24},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
925¿Identifier¿¿1203¿exec¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
926¿Identifier¿¿1203¿v96¿¿¿¿¿Identifier
927¿Identifier¿¿1203¿v100¿¿¿¿¿Identifier
928¿ReturnStatement¿¿1203¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ReturnStatement
929¿BlockStatement¿¿1203¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":56,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
930¿VariableDeclarator¿¿1203¿v101¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1203¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
932¿Identifier¿¿1203¿localExecutable¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
933¿Identifier¿¿1203¿commandName¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
934¿Identifier¿¿1203¿callback¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
935¿ExpressionStatement¿¿1203¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
936¿Identifier¿¿1203¿v101¿¿¿¿¿Identifier
937¿BlockStatement¿¿1203¿¿¿¿{"start":{"line":46,"column":47},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
938¿VariableDeclarator¿¿1201¿v103¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
939¿CallExpression¿¿1201¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
940¿Identifier¿¿1201¿fileNotExists¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
941¿Identifier¿¿1201¿commandName¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
942¿Identifier¿¿1201¿v102¿¿¿¿¿Identifier
943¿ExpressionStatement¿¿1201¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
944¿Identifier¿¿1201¿v103¿¿¿¿¿Identifier
945¿BlockStatement¿¿1201¿¿¿¿{"start":{"line":44,"column":56},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
946¿VariableDeclarator¿¿1185¿commandExistsWindows¿¿¿{"start":{"line":63,"column":4},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
947¿FunctionExpression¿¿1185¿anon¿¿¿{"start":{"line":63,"column":27},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
948¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
949¿Identifier¿¿0¿callback¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
950¿VariableDeclarator¿¿1208¿v104¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
951¿BinaryExpression¿+¿1208¿¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
952¿Literal¿string¿1208¿¿'where '¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
953¿Identifier¿¿1208¿commandName¿¿¿{"start":{"line":64,"column":30},"end":{"line":64,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
954¿VariableDeclarator¿¿1208¿v108¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
955¿FunctionExpression¿¿1208¿anon¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿FunctionExpression
956¿Identifier¿¿0¿error¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
957¿VariableDeclarator¿¿1210¿v105¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
958¿BinaryExpression¿!==¿1210¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BinaryExpression
959¿Identifier¿¿1210¿error¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
960¿Literal¿object¿1210¿¿null¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
961¿IfStatement¿¿1210¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":70,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿IfStatement
962¿Identifier¿¿1210¿v105¿¿¿¿¿Identifier
963¿VariableDeclarator¿¿1210¿v106¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
964¿CallExpression¿¿1210¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
965¿Identifier¿¿1210¿callback¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
966¿Literal¿object¿1210¿¿null¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
967¿Literal¿boolean¿1210¿¿false¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
968¿ExpressionStatement¿¿1210¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
969¿Identifier¿¿1210¿v106¿¿¿¿¿Identifier
970¿BlockStatement¿¿1210¿¿¿¿{"start":{"line":66,"column":25},"end":{"line":68,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
971¿VariableDeclarator¿¿1210¿v107¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿VariableDeclarator
972¿CallExpression¿¿1210¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿CallExpression
973¿Identifier¿¿1210¿callback¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Identifier
974¿Literal¿object¿1210¿¿null¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
975¿Literal¿boolean¿1210¿¿true¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿Literal
976¿ExpressionStatement¿¿1210¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿ExpressionStatement
977¿Identifier¿¿1210¿v107¿¿¿¿¿Identifier
978¿BlockStatement¿¿1210¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":70,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/command-exists_1.2.2/src/command-exists.js"}¿¿BlockStatement
