Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
900¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Program
1039¿CallExpression¿¿1574¿¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1040¿MemberExpression¿¿1574¿¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1041¿Identifier¿¿1574¿Path¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1042¿Identifier¿¿1574¿resolve¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1043¿Identifier¿¿1574¿v84¿¿¿¿¿Identifier
1044¿ExpressionStatement¿¿1574¿¿¿¿{"start":{"line":20,"column":1},"end":{"line":20,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1045¿AssignmentExpression¿=¿1574¿¿¿¿{"start":{"line":20,"column":1},"end":{"line":20,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1046¿MemberExpression¿¿1574¿¿¿¿{"start":{"line":20,"column":1},"end":{"line":20,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1047¿ThisExpression¿¿1574¿¿¿¿{"start":{"line":20,"column":1},"end":{"line":20,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1048¿Identifier¿¿1574¿folder¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1049¿Identifier¿¿1574¿v85¿¿¿¿¿Identifier
1050¿BlockStatement¿¿1574¿¿¿¿{"start":{"line":10,"column":26},"end":{"line":21,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1051¿VariableDeclarator¿¿1572¿v86¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1052¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1053¿Identifier¿¿1572¿Server¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1054¿Identifier¿¿1572¿prototype¿¿¿{"start":{"line":23,"column":7},"end":{"line":23,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1572¿v101¿¿¿{"start":{"line":23,"column":0},"end":{"line":54,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1056¿FunctionExpression¿¿1572¿anon¿¿¿{"start":{"line":23,"column":25},"end":{"line":54,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1057¿Identifier¿¿0¿request¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1058¿Identifier¿¿0¿response¿¿¿{"start":{"line":23,"column":50},"end":{"line":23,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1576¿self¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1060¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":24,"column":14},"end":{"line":24,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1061¿VariableDeclarator¿¿1576¿v87¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1062¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1063¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1064¿Identifier¿¿1576¿cors¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1065¿VariableDeclarator¿¿1576¿v88¿¿¿{"start":{"line":30,"column":9},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1066¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":30,"column":9},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1067¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":30,"column":9},"end":{"line":30,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1068¿Identifier¿¿1576¿cache¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1069¿VariableDeclarator¿¿1576¿data¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1070¿ObjectExpression¿¿1576¿¿¿¿¿¿ObjectExpression
1071¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1072¿AssignmentExpression¿=¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1073¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1074¿Identifier¿¿1576¿data¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1075¿Identifier¿¿1576¿path¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1076¿Literal¿string¿1576¿¿'/'¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1077¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1078¿AssignmentExpression¿=¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1079¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1080¿Identifier¿¿1576¿data¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1081¿Identifier¿¿1576¿code¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1082¿Literal¿number¿1576¿¿200¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1083¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1084¿AssignmentExpression¿=¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1085¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1576¿data¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1087¿Identifier¿¿1576¿cors¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1088¿Identifier¿¿1576¿v87¿¿¿¿¿Identifier
1089¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1090¿AssignmentExpression¿=¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1091¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":31,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1092¿Identifier¿¿1576¿data¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1093¿Identifier¿¿1576¿cache¿¿¿{"start":{"line":30,"column":2},"end":{"line":30,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1094¿Identifier¿¿1576¿v88¿¿¿¿¿Identifier
1095¿TryStatement¿¿1576¿¿¿¿{"start":{"line":33,"column":1},"end":{"line":53,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿TryStatement
1096¿VariableDeclarator¿¿1576¿v89¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1097¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1098¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1099¿Identifier¿¿1576¿spa¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1576¿v90¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1101¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1102¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1103¿Identifier¿¿1576¿file¿¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1576¿v91¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1105¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1106¿Identifier¿¿1576¿request¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1107¿Identifier¿¿1576¿url¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1108¿VariableDeclarator¿¿1576¿v92¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1109¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1110¿ThisExpression¿¿1576¿¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1111¿Identifier¿¿1576¿folder¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1112¿VariableDeclarator¿¿1576¿v93¿¿¿{"start":{"line":34,"column":30},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1113¿ObjectExpression¿¿1576¿¿¿¿{"start":{"line":34,"column":30},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ObjectExpression
1114¿Property¿¿1576¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Property
1115¿Identifier¿¿1576¿spa¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1116¿Identifier¿¿1576¿v89¿¿¿¿¿Identifier
1117¿Property¿¿1576¿¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Property
1118¿Identifier¿¿1576¿file¿¿¿{"start":{"line":36,"column":3},"end":{"line":36,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1576¿v90¿¿¿¿¿Identifier
1120¿Property¿¿1576¿¿¿¿{"start":{"line":37,"column":3},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Property
1121¿Identifier¿¿1576¿url¿¿¿{"start":{"line":37,"column":3},"end":{"line":37,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1122¿Identifier¿¿1576¿v91¿¿¿¿¿Identifier
1123¿Property¿¿1576¿¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Property
1124¿Identifier¿¿1576¿folder¿¿¿{"start":{"line":38,"column":3},"end":{"line":38,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1125¿Identifier¿¿1576¿v92¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1576¿stat¿¿¿{"start":{"line":34,"column":8},"end":{"line":39,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1127¿AwaitExpression¿¿1576¿¿¿¿{"start":{"line":34,"column":15},"end":{"line":39,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AwaitExpression
1128¿CallExpression¿¿1576¿¿¿¿{"start":{"line":34,"column":21},"end":{"line":39,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1129¿Identifier¿¿1576¿PathStat¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1130¿Identifier¿¿1576¿v93¿¿¿¿¿Identifier
1131¿VariableDeclarator¿¿1576¿v94¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1132¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1133¿Identifier¿¿1576¿stat¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1134¿Identifier¿¿1576¿path¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1135¿VariableDeclarator¿¿1576¿v95¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1136¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1137¿Identifier¿¿1576¿data¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1138¿Identifier¿¿1576¿path¿¿¿{"start":{"line":41,"column":32},"end":{"line":41,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1139¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1140¿AssignmentExpression¿=¿1576¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1141¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1142¿Identifier¿¿1576¿data¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1143¿Identifier¿¿1576¿path¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1144¿LogicalExpression¿||¿1576¿¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿LogicalExpression
1145¿Identifier¿¿1576¿v94¿¿¿¿¿Identifier
1146¿Identifier¿¿1576¿v95¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1576¿v96¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1148¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1149¿Identifier¿¿1576¿stat¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1150¿Identifier¿¿1576¿code¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1151¿VariableDeclarator¿¿1576¿v97¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1152¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1153¿Identifier¿¿1576¿data¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1154¿Identifier¿¿1576¿code¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1155¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1156¿AssignmentExpression¿=¿1576¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1157¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1158¿Identifier¿¿1576¿data¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1159¿Identifier¿¿1576¿code¿¿¿{"start":{"line":42,"column":7},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1160¿LogicalExpression¿||¿1576¿¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿LogicalExpression
1161¿Identifier¿¿1576¿v96¿¿¿¿¿Identifier
1162¿Identifier¿¿1576¿v97¿¿¿¿¿Identifier
1163¿ExpressionStatement¿¿1576¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1164¿AwaitExpression¿¿1576¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AwaitExpression
1165¿CallExpression¿¿1576¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1166¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1167¿Identifier¿¿1576¿self¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1168¿Identifier¿¿1576¿request¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1169¿Identifier¿¿1576¿request¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1170¿Identifier¿¿1576¿response¿¿¿{"start":{"line":44,"column":30},"end":{"line":44,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1171¿Identifier¿¿1576¿data¿¿¿{"start":{"line":44,"column":40},"end":{"line":44,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1172¿BlockStatement¿¿1576¿¿¿¿{"start":{"line":33,"column":5},"end":{"line":45,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1173¿CatchClause¿¿1576¿¿¿¿{"start":{"line":45,"column":3},"end":{"line":53,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CatchClause
1174¿VariableDeclarator¿¿1576¿header¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1576¿¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1176¿MemberExpression¿¿1576¿¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1177¿Identifier¿¿1576¿Utility¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1178¿Identifier¿¿1576¿createHeader¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1179¿Identifier¿¿1576¿data¿¿¿{"start":{"line":46,"column":38},"end":{"line":46,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1180¿VariableDeclarator¿¿1576¿result¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
