Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
732¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Program
872¿Identifier¿¿1266¿send¿¿¿{"start":{"line":32,"column":24},"end":{"line":32,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
873¿Identifier¿¿1266¿v83¿¿¿¿¿Identifier
874¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":32,"column":20},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
875¿Identifier¿¿1266¿v84¿¿¿¿¿Identifier
876¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":30,"column":25},"end":{"line":42,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
877¿VariableDeclarator¿¿1266¿v86¿¿¿{"start":{"line":50,"column":48},"end":{"line":50,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
878¿ArrowFunctionExpression¿¿1266¿¿¿¿{"start":{"line":50,"column":48},"end":{"line":50,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
879¿Identifier¿¿0¿f¿¿¿{"start":{"line":50,"column":49},"end":{"line":50,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
880¿VariableDeclarator¿¿1268¿v85¿¿¿{"start":{"line":50,"column":55},"end":{"line":50,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
881¿TemplateLiteral¿¿1268¿¿¿¿{"start":{"line":50,"column":55},"end":{"line":50,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿TemplateLiteral
882¿Identifier¿¿1268¿f¿¿¿{"start":{"line":50,"column":71},"end":{"line":50,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
883¿Identifier¿¿1268¿f¿¿¿{"start":{"line":50,"column":77},"end":{"line":50,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
884¿ReturnStatement¿¿1268¿¿¿¿¿¿ReturnStatement
885¿Identifier¿¿1268¿v85¿¿¿¿¿Identifier
886¿BlockStatement¿¿1268¿¿¿¿¿¿BlockStatement
887¿VariableDeclarator¿¿1266¿v87¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
888¿CallExpression¿¿1266¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
889¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
890¿Identifier¿¿1266¿files¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
891¿Identifier¿¿1266¿map¿¿¿{"start":{"line":50,"column":44},"end":{"line":50,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
892¿Identifier¿¿1266¿v86¿¿¿¿¿Identifier
893¿VariableDeclarator¿¿1266¿v88¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
894¿CallExpression¿¿1266¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":101},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
895¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
896¿Identifier¿¿1266¿v87¿¿¿¿¿Identifier
897¿Identifier¿¿1266¿join¿¿¿{"start":{"line":50,"column":91},"end":{"line":50,"column":95},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
898¿Literal¿string¿1266¿¿'\n'¿¿{"start":{"line":50,"column":96},"end":{"line":50,"column":100},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
899¿VariableDeclarator¿¿1266¿v89¿¿¿{"start":{"line":43,"column":29},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
900¿TemplateLiteral¿¿1266¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿TemplateLiteral
901¿Identifier¿¿1266¿v88¿¿¿¿¿Identifier
902¿VariableDeclarator¿¿1266¿v90¿¿¿{"start":{"line":43,"column":20},"end":{"line":54,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
903¿CallExpression¿¿1266¿¿¿¿{"start":{"line":43,"column":20},"end":{"line":54,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
904¿MemberExpression¿¿1266¿¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
905¿Identifier¿¿1266¿res¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
906¿Identifier¿¿1266¿send¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
907¿Identifier¿¿1266¿v89¿¿¿¿¿Identifier
908¿ExpressionStatement¿¿1266¿¿¿¿{"start":{"line":43,"column":20},"end":{"line":54,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
909¿Identifier¿¿1266¿v90¿¿¿¿¿Identifier
910¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":55,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
911¿BlockStatement¿¿1266¿¿¿¿{"start":{"line":29,"column":49},"end":{"line":57,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
912¿VariableDeclarator¿¿1264¿v92¿¿¿{"start":{"line":29,"column":12},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
913¿CallExpression¿¿1264¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":57,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
914¿MemberExpression¿¿1264¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
915¿Identifier¿¿1264¿fs¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
916¿Identifier¿¿1264¿readdir¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
917¿Identifier¿¿1264¿filePath¿¿¿{"start":{"line":29,"column":23},"end":{"line":29,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
918¿Identifier¿¿1264¿v91¿¿¿¿¿Identifier
919¿ExpressionStatement¿¿1264¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":57,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
920¿Identifier¿¿1264¿v92¿¿¿¿¿Identifier
921¿BlockStatement¿¿1264¿¿¿¿{"start":{"line":28,"column":41},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
922¿VariableDeclarator¿¿1264¿v93¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
923¿CallExpression¿¿1264¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
924¿MemberExpression¿¿1264¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
925¿Identifier¿¿1264¿res¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
926¿Identifier¿¿1264¿status¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
927¿Literal¿number¿1264¿¿404¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
928¿ExpressionStatement¿¿1264¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
929¿Identifier¿¿1264¿v93¿¿¿¿¿Identifier
930¿VariableDeclarator¿¿1264¿v94¿¿¿{"start":{"line":65,"column":38},"end":{"line":65,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1264¿¿¿¿{"start":{"line":65,"column":38},"end":{"line":65,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
932¿MemberExpression¿¿1264¿¿¿¿{"start":{"line":65,"column":38},"end":{"line":65,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
933¿Identifier¿¿1264¿path¿¿¿{"start":{"line":65,"column":38},"end":{"line":65,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
934¿Identifier¿¿1264¿resolve¿¿¿{"start":{"line":65,"column":43},"end":{"line":65,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
935¿Identifier¿¿1264¿filePath¿¿¿{"start":{"line":65,"column":51},"end":{"line":65,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
936¿VariableDeclarator¿¿1264¿v95¿¿¿{"start":{"line":60,"column":21},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
937¿TemplateLiteral¿¿1264¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿TemplateLiteral
938¿Identifier¿¿1264¿v94¿¿¿¿¿Identifier
939¿VariableDeclarator¿¿1264¿v96¿¿¿{"start":{"line":60,"column":12},"end":{"line":69,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
940¿CallExpression¿¿1264¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":69,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
941¿MemberExpression¿¿1264¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
942¿Identifier¿¿1264¿res¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
943¿Identifier¿¿1264¿send¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
944¿Identifier¿¿1264¿v95¿¿¿¿¿Identifier
945¿ExpressionStatement¿¿1264¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":69,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
946¿Identifier¿¿1264¿v96¿¿¿¿¿Identifier
947¿BlockStatement¿¿1264¿¿¿¿{"start":{"line":58,"column":15},"end":{"line":70,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
948¿BlockStatement¿¿1264¿¿¿¿{"start":{"line":27,"column":38},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
949¿VariableDeclarator¿¿1262¿v98¿¿¿{"start":{"line":27,"column":4},"end":{"line":71,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
950¿CallExpression¿¿1262¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":71,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
951¿MemberExpression¿¿1262¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
952¿Identifier¿¿1262¿fs¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
953¿Identifier¿¿1262¿stat¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
954¿Identifier¿¿1262¿filePath¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
955¿Identifier¿¿1262¿v97¿¿¿¿¿Identifier
956¿ExpressionStatement¿¿1262¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":71,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ExpressionStatement
957¿Identifier¿¿1262¿v98¿¿¿¿¿Identifier
958¿BlockStatement¿¿1262¿¿¿¿{"start":{"line":24,"column":37},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BlockStatement
959¿VariableDeclarator¿¿1259¿processFile¿¿¿{"start":{"line":75,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
960¿FunctionExpression¿¿1259¿anon¿¿¿{"start":{"line":75,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿FunctionExpression
961¿Identifier¿¿0¿filePath¿¿¿{"start":{"line":75,"column":21},"end":{"line":75,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
962¿Identifier¿¿0¿req¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
963¿Identifier¿¿0¿res¿¿¿{"start":{"line":75,"column":36},"end":{"line":75,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
964¿VariableDeclarator¿¿1272¿v118¿¿¿{"start":{"line":76,"column":26},"end":{"line":109,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
965¿ArrowFunctionExpression¿¿1272¿¿¿¿{"start":{"line":76,"column":26},"end":{"line":109,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
966¿Identifier¿¿0¿err¿¿¿{"start":{"line":76,"column":27},"end":{"line":76,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
967¿Identifier¿¿0¿data¿¿¿{"start":{"line":76,"column":32},"end":{"line":76,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
968¿IfStatement¿¿1274¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":108,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿IfStatement
969¿Identifier¿¿1274¿err¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
970¿VariableDeclarator¿¿1274¿v99¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1274¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
972¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
973¿Identifier¿¿1274¿path¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
974¿Identifier¿¿1274¿extname¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
975¿Identifier¿¿1274¿filePath¿¿¿{"start":{"line":78,"column":42},"end":{"line":78,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
976¿VariableDeclarator¿¿1274¿v100¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
977¿BinaryExpression¿===¿1274¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿BinaryExpression
978¿Identifier¿¿1274¿v99¿¿¿¿¿Identifier
979¿Literal¿string¿1274¿¿''¿¿{"start":{"line":78,"column":56},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
980¿VariableDeclarator¿¿1274¿v101¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
981¿LogicalExpression¿&&¿1274¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿LogicalExpression
982¿Identifier¿¿1274¿autoIndex¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
983¿Identifier¿¿1274¿v100¿¿¿¿¿Identifier
984¿IfStatement¿¿1274¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":89,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿IfStatement
985¿Identifier¿¿1274¿v101¿¿¿¿¿Identifier
986¿VariableDeclarator¿¿1274¿v102¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
987¿CallExpression¿¿1274¿¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
988¿MemberExpression¿¿1274¿¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
989¿Identifier¿¿1274¿path¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
990¿Identifier¿¿1274¿join¿¿¿{"start":{"line":79,"column":29},"end":{"line":79,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
991¿Identifier¿¿1274¿filePath¿¿¿{"start":{"line":79,"column":34},"end":{"line":79,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
992¿Literal¿string¿1274¿¿'index.html'¿¿{"start":{"line":79,"column":44},"end":{"line":79,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
993¿VariableDeclarator¿¿1274¿v109¿¿¿{"start":{"line":79,"column":59},"end":{"line":85,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
994¿ArrowFunctionExpression¿¿1274¿¿¿¿{"start":{"line":79,"column":59},"end":{"line":85,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
995¿Identifier¿¿0¿err¿¿¿{"start":{"line":79,"column":60},"end":{"line":79,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
996¿Identifier¿¿0¿stats¿¿¿{"start":{"line":79,"column":65},"end":{"line":79,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
997¿VariableDeclarator¿¿1276¿v103¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
998¿UnaryExpression¿!¿1276¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿UnaryExpression
999¿Identifier¿¿1276¿err¿¿¿{"start":{"line":80,"column":25},"end":{"line":80,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1000¿VariableDeclarator¿¿1276¿v104¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1001¿CallExpression¿¿1276¿¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1002¿MemberExpression¿¿1276¿¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1003¿Identifier¿¿1276¿stats¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1004¿Identifier¿¿1276¿isFile¿¿¿{"start":{"line":80,"column":38},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1276¿v105¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1006¿LogicalExpression¿&&¿1276¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿LogicalExpression
1007¿Identifier¿¿1276¿v103¿¿¿¿¿Identifier
1008¿Identifier¿¿1276¿v104¿¿¿¿¿Identifier
1009¿IfStatement¿¿1276¿¿¿¿{"start":{"line":80,"column":20},"end":{"line":84,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿IfStatement
1010¿Identifier¿¿1276¿v105¿¿¿¿¿Identifier
1011¿VariableDeclarator¿¿1276¿v106¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1276¿¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿CallExpression
1013¿MemberExpression¿¿1276¿¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿MemberExpression
1014¿Identifier¿¿1276¿path¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1015¿Identifier¿¿1276¿join¿¿¿{"start":{"line":81,"column":41},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1016¿Identifier¿¿1276¿filePath¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Identifier
1017¿Literal¿string¿1276¿¿'index.html'¿¿{"start":{"line":81,"column":56},"end":{"line":81,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Literal
1018¿VariableDeclarator¿¿1276¿v107¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿VariableDeclarator
