Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
766¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Program
950¿Identifier¿¿Object¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
951¿Identifier¿¿prototype¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
952¿VariableDeclarator¿¿v112¿¿¿¿¿VariableDeclarator
953¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
954¿Identifier¿¿v111¿¿¿¿¿Identifier
955¿Identifier¿¿propertyIsEnumerable¿¿¿{"start":{"line":31,"column":25},"end":{"line":31,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
956¿VariableDeclarator¿¿v113¿¿¿¿¿VariableDeclarator
957¿MemberExpression¿computed¿¿¿¿{"start":{"line":31,"column":59},"end":{"line":31,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
958¿Identifier¿¿pathArray¿¿¿{"start":{"line":31,"column":59},"end":{"line":31,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
959¿Identifier¿¿i¿¿¿{"start":{"line":31,"column":69},"end":{"line":31,"column":70},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
960¿VariableDeclarator¿¿v114¿¿¿¿¿VariableDeclarator
961¿CallExpression¿¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
962¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
963¿Identifier¿¿v112¿¿¿¿¿Identifier
964¿Identifier¿¿call¿¿¿{"start":{"line":31,"column":46},"end":{"line":31,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
965¿Identifier¿¿object¿¿¿{"start":{"line":31,"column":51},"end":{"line":31,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
966¿Identifier¿¿v113¿¿¿¿¿Identifier
967¿VariableDeclarator¿¿v115¿¿¿¿¿VariableDeclarator
968¿UnaryExpression¿!¿¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
969¿Identifier¿¿v114¿¿¿¿¿Identifier
970¿IfStatement¿¿¿¿¿{"start":{"line":31,"column":3},"end":{"line":33,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
971¿Identifier¿¿v115¿¿¿¿¿Identifier
972¿ReturnStatement¿¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
973¿Identifier¿¿value¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
974¿BlockStatement¿¿¿¿¿{"start":{"line":31,"column":74},"end":{"line":33,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
975¿VariableDeclarator¿¿v116¿¿¿¿¿VariableDeclarator
976¿MemberExpression¿computed¿¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
977¿Identifier¿¿pathArray¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
978¿Identifier¿¿i¿¿¿{"start":{"line":35,"column":29},"end":{"line":35,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
979¿ExpressionStatement¿¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
980¿AssignmentExpression¿=¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
981¿Identifier¿¿object¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
982¿MemberExpression¿computed¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
983¿Identifier¿¿object¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
984¿Identifier¿¿v116¿¿¿¿¿Identifier
985¿VariableDeclarator¿¿v117¿¿¿¿¿VariableDeclarator
986¿BinaryExpression¿===¿¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
987¿Identifier¿¿object¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
988¿Identifier¿¿undefined¿¿¿{"start":{"line":37,"column":18},"end":{"line":37,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
989¿VariableDeclarator¿¿v118¿¿¿¿¿VariableDeclarator
990¿BinaryExpression¿===¿¿¿¿{"start":{"line":37,"column":31},"end":{"line":37,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
991¿Identifier¿¿object¿¿¿{"start":{"line":37,"column":31},"end":{"line":37,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
992¿Literal¿object¿¿null¿¿{"start":{"line":37,"column":42},"end":{"line":37,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
993¿VariableDeclarator¿¿v119¿¿¿¿¿VariableDeclarator
994¿LogicalExpression¿||¿¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿LogicalExpression
995¿Identifier¿¿v117¿¿¿¿¿Identifier
996¿Identifier¿¿v118¿¿¿¿¿Identifier
997¿IfStatement¿¿¿¿¿{"start":{"line":37,"column":3},"end":{"line":48,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
998¿Identifier¿¿v119¿¿¿¿¿Identifier
999¿VariableDeclarator¿¿v120¿¿¿¿¿VariableDeclarator
1000¿MemberExpression¿¿¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1001¿Identifier¿¿pathArray¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1002¿Identifier¿¿length¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1003¿VariableDeclarator¿¿v121¿¿¿¿¿VariableDeclarator
1004¿BinaryExpression¿-¿¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1005¿Identifier¿¿v120¿¿¿¿¿Identifier
1006¿Literal¿number¿¿1¿¿{"start":{"line":43,"column":33},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1007¿VariableDeclarator¿¿v122¿¿¿¿¿VariableDeclarator
1008¿BinaryExpression¿!==¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1009¿Identifier¿¿i¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1010¿Identifier¿¿v121¿¿¿¿¿Identifier
1011¿IfStatement¿¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":45,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1012¿Identifier¿¿v122¿¿¿¿¿Identifier
1013¿ReturnStatement¿¿¿¿¿{"start":{"line":44,"column":5},"end":{"line":44,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1014¿Identifier¿¿value¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1015¿BlockStatement¿¿¿¿¿{"start":{"line":43,"column":36},"end":{"line":45,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1016¿BreakStatement¿¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BreakStatement
1017¿BlockStatement¿¿¿¿¿{"start":{"line":37,"column":48},"end":{"line":48,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1018¿VariableDeclarator¿¿v110¿¿¿¿¿VariableDeclarator
1019¿UpdateExpression¿¿¿¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UpdateExpression
1020¿Identifier¿¿i¿¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1021¿ExpressionStatement¿¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1022¿AssignmentExpression¿=¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1023¿Identifier¿¿v109¿¿¿{"start":{"line":30,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1024¿BinaryExpression¿<¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1025¿Identifier¿¿i¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1026¿Identifier¿¿v108¿¿¿¿¿Identifier
1027¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1028¿ReturnStatement¿¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1029¿Identifier¿¿object¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1030¿BlockStatement¿¿¿¿¿{"start":{"line":23,"column":26},"end":{"line":52,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1031¿VariableDeclarator¿exported¿v139¿¿¿¿¿VariableDeclarator
1032¿FunctionExpression¿¿anon¿¿¿{"start":{"line":54,"column":4},"end":{"line":77,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿FunctionExpression
1033¿Identifier¿¿object¿¿¿{"start":{"line":54,"column":5},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1034¿Identifier¿¿path¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1035¿Identifier¿¿value¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1036¿VariableDeclarator¿¿v124¿¿¿¿¿VariableDeclarator
1037¿CallExpression¿¿¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1038¿Identifier¿¿isObj¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1039¿Identifier¿¿object¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1040¿VariableDeclarator¿¿v125¿¿¿¿¿VariableDeclarator
1041¿UnaryExpression¿!¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1042¿Identifier¿¿v124¿¿¿¿¿Identifier
1043¿VariableDeclarator¿¿v126¿¿¿¿¿VariableDeclarator
1044¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1045¿Identifier¿¿path¿¿¿{"start":{"line":55,"column":31},"end":{"line":55,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1046¿VariableDeclarator¿¿v127¿¿¿¿¿VariableDeclarator
1047¿BinaryExpression¿!==¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1048¿Identifier¿¿v126¿¿¿¿¿Identifier
1049¿Literal¿string¿¿'string'¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1050¿VariableDeclarator¿¿v128¿¿¿¿¿VariableDeclarator
1051¿LogicalExpression¿||¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿LogicalExpression
1052¿Identifier¿¿v125¿¿¿¿¿Identifier
1053¿Identifier¿¿v127¿¿¿¿¿Identifier
1054¿IfStatement¿¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":57,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1055¿Identifier¿¿v128¿¿¿¿¿Identifier
1056¿ReturnStatement¿¿¿¿¿{"start":{"line":56,"column":3},"end":{"line":56,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ReturnStatement
1057¿Identifier¿¿object¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1058¿BlockStatement¿¿¿¿¿{"start":{"line":55,"column":50},"end":{"line":57,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1059¿VariableDeclarator¿¿root¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1060¿Identifier¿¿object¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1061¿VariableDeclarator¿¿pathArray¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1063¿Identifier¿¿getPathSegments¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1064¿Identifier¿¿path¿¿¿{"start":{"line":60,"column":36},"end":{"line":60,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1065¿VariableDeclarator¿¿i¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1066¿Literal¿number¿¿0¿¿{"start":{"line":62,"column":15},"end":{"line":62,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1067¿VariableDeclarator¿¿v129¿¿¿¿¿VariableDeclarator
1068¿MemberExpression¿¿¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1069¿Identifier¿¿pathArray¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1070¿Identifier¿¿length¿¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1071¿VariableDeclarator¿¿v130¿¿¿¿¿VariableDeclarator
1072¿BinaryExpression¿<¿¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1073¿Identifier¿¿i¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1074¿Identifier¿¿v129¿¿¿¿¿Identifier
1075¿WhileStatement¿¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿WhileStatement
1076¿Identifier¿¿v130¿¿¿¿¿Identifier
1077¿VariableDeclarator¿¿p¿¿¿{"start":{"line":63,"column":9},"end":{"line":63,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿VariableDeclarator
1078¿MemberExpression¿computed¿¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1079¿Identifier¿¿pathArray¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1080¿Identifier¿¿i¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1081¿VariableDeclarator¿¿v132¿¿¿¿¿VariableDeclarator
1082¿MemberExpression¿computed¿¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1083¿Identifier¿¿object¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1084¿Identifier¿¿p¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1085¿VariableDeclarator¿¿v133¿¿¿¿¿VariableDeclarator
1086¿CallExpression¿¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿CallExpression
1087¿Identifier¿¿isObj¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1088¿Identifier¿¿v132¿¿¿¿¿Identifier
1089¿VariableDeclarator¿¿v134¿¿¿¿¿VariableDeclarator
1090¿UnaryExpression¿!¿¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UnaryExpression
1091¿Identifier¿¿v133¿¿¿¿¿Identifier
1092¿IfStatement¿¿¿¿¿{"start":{"line":65,"column":3},"end":{"line":67,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1093¿Identifier¿¿v134¿¿¿¿¿Identifier
1094¿VariableDeclarator¿¿v135¿¿¿¿¿VariableDeclarator
1095¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
1096¿ExpressionStatement¿¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1097¿AssignmentExpression¿=¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1098¿MemberExpression¿computed¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1099¿Identifier¿¿object¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1100¿Identifier¿¿p¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1101¿Identifier¿¿v135¿¿¿¿¿Identifier
1102¿BlockStatement¿¿¿¿¿{"start":{"line":65,"column":26},"end":{"line":67,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1103¿VariableDeclarator¿¿v136¿¿¿¿¿VariableDeclarator
1104¿MemberExpression¿¿¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1105¿Identifier¿¿pathArray¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1106¿Identifier¿¿length¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1107¿VariableDeclarator¿¿v137¿¿¿¿¿VariableDeclarator
1108¿BinaryExpression¿-¿¿¿¿{"start":{"line":69,"column":13},"end":{"line":69,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1109¿Identifier¿¿v136¿¿¿¿¿Identifier
1110¿Literal¿number¿¿1¿¿{"start":{"line":69,"column":32},"end":{"line":69,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Literal
1111¿VariableDeclarator¿¿v138¿¿¿¿¿VariableDeclarator
1112¿BinaryExpression¿===¿¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BinaryExpression
1113¿Identifier¿¿i¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1114¿Identifier¿¿v137¿¿¿¿¿Identifier
1115¿IfStatement¿¿¿¿¿{"start":{"line":69,"column":3},"end":{"line":71,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿IfStatement
1116¿Identifier¿¿v138¿¿¿¿¿Identifier
1117¿ExpressionStatement¿¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1118¿AssignmentExpression¿=¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1119¿MemberExpression¿computed¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1120¿Identifier¿¿object¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1121¿Identifier¿¿p¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1122¿Identifier¿¿value¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1123¿BlockStatement¿¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":71,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿BlockStatement
1124¿ExpressionStatement¿¿¿¿¿{"start":{"line":73,"column":3},"end":{"line":73,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿ExpressionStatement
1125¿AssignmentExpression¿=¿¿¿¿{"start":{"line":73,"column":3},"end":{"line":73,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿AssignmentExpression
1126¿Identifier¿¿object¿¿¿{"start":{"line":73,"column":3},"end":{"line":73,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1127¿MemberExpression¿computed¿¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿MemberExpression
1128¿Identifier¿¿object¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1129¿Identifier¿¿p¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
1130¿VariableDeclarator¿¿v131¿¿¿¿¿VariableDeclarator
1131¿UpdateExpression¿¿¿¿¿{"start":{"line":62,"column":40},"end":{"line":62,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿UpdateExpression
1132¿Identifier¿¿i¿¿¿{"start":{"line":62,"column":40},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1213/src/index.js"}¿¿Identifier
